Gene = AstCC
index = 32
Annotated 5SS: [ 419 1063 1210]
Annotated 3SS: [ 881 1123 1283]
SMsplice 5SS: [ 419 1063 1210]
SMsplice 3SS: [ 881 1123 1283]
top_k =  500
Partition function (log Z): -2.0765516759609826

Sorted 5' Splice Sites (High to Low Probability):
Position 1063: 0.9710999729079532
Position 419: 0.9024820519862272
Position 1210: 0.8699495260329753
Position 734: 0.27581404093995676
Position 474: 0.037602761646644944
Position 786: 0.02079566954370851
Position 529: 0.006167686149200358
Position 801: 0.003404333906661637
Position 789: 0.003401004206667978
Position 483: 0.0032623938679327163
Position 629: 0.002436850276476667
Position 352: 0.002306002614634757
Position 738: 0.0019503228754416016
Position 296: 0.0018856522755410566
Position 1067: 0.0016649306620130722
Position 535: 0.0013743919562635163
Position 727: 0.0013219127949742435
Position 136: 0.0012294139515767045
Position 1403: 0.0008954075005390939
Position 139: 0.0008816462109879374
Position 716: 0.0007421038293138582
Position 1269: 0.00040387927992422985
Position 1428: 0.0003693495779330787
Position 1073: 0.0003463011738744774
Position 111: 0.0003174005473124868
Position 706: 0.00030643574971721233
Position 478: 0.0002897692477278618
Position 412: 0.00024446498371303514
Position 227: 0.00019584406867454124
Position 645: 0.0001415825927420044
Position 651: 0.00014150100190521133
Position 363: 0.0001328179938526809
Position 3: 0.00013193005847848588
Position 342: 0.00012712209287635417
Position 1411: 7.301021870782311e-05
Position 1578: 7.094192198893763e-05
Position 1666: 6.556327450252459e-05
Position 643: 5.87907885878309e-05
Position 885: 5.165983099577822e-05
Position 166: 4.5229049880158174e-05
Position 497: 4.4893783185389966e-05
Position 1214: 3.998351714728432e-05
Position 1360: 3.516806963534035e-05
Position 1369: 3.22197603934753e-05
Position 487: 3.145348753298506e-05
Position 5: 3.0763288604320086e-05
Position 102: 2.8607928981451e-05
Position 669: 2.244074320434783e-05
Position 1393: 2.229581169746662e-05
Position 384: 1.8206920569566077e-05
Position 649: 1.724861444255828e-05
Position 211: 1.6028751125734842e-05
Position 927: 1.1498710204226995e-05
Position 1672: 1.1464811575418498e-05
Position 961: 1.0393386663541026e-05
Position 1619: 1.0087622503027744e-05
Position 36: 7.047434145753513e-06
Position 1109: 5.3616493709477195e-06
Position 282: 4.202337692666265e-06
Position 229: 2.5870966172332014e-06
Position 47: 2.4801977590328247e-06
Position 1128: 2.405740918989239e-06
Position 1653: 2.234706797903863e-06
Position 898: 1.977152005188659e-06
Position 1112: 1.7227473018056065e-06
Position 605: 1.6851997127916059e-06
Position 1006: 1.0779792560485524e-06
Position 888: 9.129276204126961e-07
Position 182: 7.530770904513273e-07
Position 75: 3.5831212552371424e-07
Position 1133: 3.296178257379461e-07
Position 1283: 1.0228560645590847e-09
Position 1155: 8.438954869392031e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9736454960150094
Position 881: 0.9231037952839085
Position 1283: 0.5534038892063691
Position 575: 0.20171421070851644
Position 1260: 0.13501592090334089
Position 1304: 0.05851466417015173
Position 594: 0.05720871558228564
Position 628: 0.05068557326092044
Position 1356: 0.04474565174848107
Position 1257: 0.030725410101663558
Position 1295: 0.01928998680277803
Position 1506: 0.018097571442563905
Position 599: 0.015403865565227656
Position 953: 0.007575484969001907
Position 789: 0.00377393464830585
Position 1309: 0.003442274467888667
Position 786: 0.00301915172200379
Position 1320: 0.002919839929721363
Position 193: 0.002263625935059118
Position 1273: 0.002169233609551074
Position 1460: 0.001907237701621954
Position 903: 0.001093092366527458
Position 1133: 0.0009341929380637782
Position 1660: 0.0008025648515775502
Position 1724: 0.0006318674333757039
Position 1632: 0.0005987292136847612
Position 833: 0.00023971060574340993
Position 665: 0.0002248293390193169
Position 837: 0.00017400634901299715
Position 50: 0.00015849554631522982
Position 1185: 0.00014878448327123396
Position 1306: 0.00014517821584334194
Position 896: 0.00012857298158700748
Position 1524: 0.00010914635056620756
Position 691: 9.193026344411484e-05
Position 262: 8.235599865839218e-05
Position 282: 7.540426973670309e-05
Position 1432: 6.898992206471946e-05
Position 994: 5.6001178937388e-05
Position 1174: 3.837445675662529e-05
Position 1245: 3.334969394645228e-05
Position 1006: 3.2531289480499966e-05
Position 660: 1.4893476754855647e-05
Position 161: 1.1768947523202365e-05
Position 1491: 1.1673063746827456e-05
Position 287: 1.089885056536934e-05
Position 1363: 9.886636693929192e-06
Position 970: 9.471192959872028e-06
Position 463: 6.642749457621552e-06
Position 363: 5.840579019713209e-06
Position 814: 5.0957825798751265e-06
Position 1091: 4.262502465686665e-06
Position 1097: 3.6989642714255576e-06
Position 758: 3.203447454454343e-06
Position 794: 2.5302480328288303e-06
Position 351: 2.1133857832755726e-06
Position 798: 1.3352613998112867e-06
Position 809: 1.1470188364869384e-06
Position 446: 8.683028909895234e-07
Position 144: 2.599168985744999e-07
Position 90: 1.7512446008371221e-07
Position 57: 2.2977734199407878e-08
Position 392: 1.858537545708594e-08
Position 124: 1.566197250757321e-08
Position 202: 1.5237299364421813e-08
Position 423: 1.5071715545797977e-08
Position 367: 1.3248504104085297e-08
Position 127: 1.3116832679008891e-08
Position 460: 1.3050090174953543e-08
Position 93: 1.1329840329408825e-08
Position 384: 6.291643634632574e-09
Position 338: 4.313636355020003e-09
Position 412: 1.7078493884875975e-09
Position 111: 1.2174515981252988e-09
Position 373: 1.1016451177955912e-09
Position 334: 1.0019993991281643e-09
Position 678: 5.457706585244396e-10
Position 99: 5.085449229782365e-10
Position 310: 4.4301304451534704e-10
Position 102: 2.757823061370473e-10
Position 293: 1.673243199843466e-10
Position 376: 1.1740932749234286e-11
