Gene = Nprl3
index = 1331
Annotated 5SS: [ 91 388]
Annotated 3SS: [235 446]
SMsplice 5SS: [388]
SMsplice 3SS: [446]
top_k =  500
Partition function (log Z): -8.453086858540225

Sorted 5' Splice Sites (High to Low Probability):
Position 388: 0.9872929087216303
Position 1394: 0.08137283949692722
Position 26: 0.030332933820030224
Position 91: 0.020749303104669856
Position 121: 0.013889759031149846
Position 1545: 0.008693951192766138
Position 600: 0.006009434151164558
Position 243: 0.005723282041751664
Position 152: 0.005497868855851676
Position 1411: 0.0024623926877147865
Position 2142: 0.0020439471171055748
Position 622: 0.0018841516187439692
Position 2224: 0.0015659283161711954
Position 1484: 0.0004591248642238382
Position 567: 0.00045076225576602154
Position 382: 0.00043879962433488443
Position 328: 0.0004270262642854496
Position 266: 0.000351993819559065
Position 1501: 0.0003435527172207819
Position 574: 0.00030926594679319736
Position 247: 0.00023228901104642224
Position 671: 0.0002125481395243722
Position 631: 0.00020840553809767598
Position 553: 0.00020147059680121468
Position 241: 0.00014254115615245397
Position 558: 0.0001270327402335064
Position 359: 9.93574436934463e-05
Position 674: 5.233529612000324e-05
Position 211: 4.969279320374654e-05
Position 196: 4.621885881247839e-05
Position 112: 4.090869079360092e-05
Position 509: 3.0457620273855292e-05
Position 968: 2.3993269128111556e-05
Position 124: 2.0739651761976982e-05
Position 130: 1.715494688749409e-05
Position 80: 1.6540503594876528e-05
Position 249: 1.0867020690548344e-05
Position 281: 7.873271981360686e-06
Position 115: 6.080665018807813e-06
Position 180: 4.768093567123634e-06
Position 1897: 1.772154960916656e-06
Position 745: 1.2580850390281165e-06
Position 635: 1.224480447750152e-06
Position 1048: 1.103048211518728e-06
Position 322: 6.157841298013558e-07
Position 316: 5.784039718765273e-07
Position 1404: 4.013291551844024e-07
Position 290: 1.5215933596894945e-07
Position 334: 2.9472555317702184e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 446: 0.9498901825404124
Position 1467: 0.04035569658786459
Position 303: 0.03913424383807659
Position 235: 0.023794325387605418
Position 1470: 0.01756212190804158
Position 492: 0.01740336046050732
Position 2393: 0.010830452448595311
Position 2275: 0.01046071254124677
Position 729: 0.006498441692840307
Position 1598: 0.006200949863653005
Position 660: 0.0060267387307607135
Position 450: 0.004505653796700057
Position 1536: 0.003932754376518194
Position 1679: 0.003203968748836979
Position 169: 0.0027657214168257597
Position 585: 0.0026560242922353703
Position 1622: 0.0025338209535782914
Position 152: 0.0020158931107101784
Position 80: 0.0018971357336327109
Position 635: 0.0016474297457430187
Position 196: 0.0015221547602798388
Position 327: 0.0014430167765835762
Position 2198: 0.001434704102932247
Position 1688: 0.0012984414215179254
Position 2223: 0.0012564016436045064
Position 2245: 0.0011621166708168837
Position 1814: 0.0010422112596797147
Position 1977: 0.0009864947619192717
Position 1017: 0.000649923502877774
Position 1565: 0.0006060773297577481
Position 1554: 0.0005550559979777835
Position 663: 0.00048104852720405204
Position 1610: 0.0004801230405242418
Position 1702: 0.00046106852564392956
Position 2081: 0.0004460127139686474
Position 828: 0.0003383807495333255
Position 1518: 0.00033375367410899123
Position 1785: 0.0003026466443651896
Position 2001: 0.00027994918585111015
Position 110: 0.0002721837813755055
Position 600: 0.0002660070058707118
Position 666: 0.0002632073877232308
Position 307: 0.0002531624767339214
Position 340: 0.00025220620113227104
Position 2407: 0.00023038678381143455
Position 2426: 0.00021357160721893927
Position 124: 0.00019764881745241636
Position 241: 0.00018226827771580396
Position 133: 0.00018014938017149774
Position 408: 0.00015613143394536404
Position 1228: 0.00015413956716424894
Position 693: 0.00014680875300218267
Position 2305: 0.00012119179770120392
Position 1173: 9.172850865256247e-05
Position 1708: 9.07692210325651e-05
Position 1356: 8.226492720734704e-05
Position 750: 7.034046034463655e-05
Position 1850: 6.947948696982918e-05
Position 1986: 6.424151474319334e-05
Position 901: 4.786975395898555e-05
Position 1038: 2.9605648611126815e-05
Position 90: 9.109732723610693e-06
Position 1177: 3.975965283925904e-06
Position 1284: 2.399305581686149e-06
Position 112: 2.3696521994018518e-06
Position 1026: 2.1468062743479137e-06
Position 1254: 1.9679124160987496e-06
Position 1209: 1.2747652073748042e-06
Position 1089: 1.0595004319944893e-06
Position 792: 1.0271655144718714e-06
Position 120: 8.220917635273346e-07
Position 358: 5.236992600196294e-07
Position 376: 3.570060076965321e-07
Position 382: 3.1084998381198134e-09
Position 417: 2.052201273350215e-10
Position 519: 1.7529713672600358e-10
