Gene = serp
index = 1869
Annotated 5SS: [ 596 1791 2207]
Annotated 3SS: [1617 1956 5516]
SMsplice 5SS: [ 596 1791 2207]
SMsplice 3SS: [1617 1956 5516]
top_k =  500
Partition function (log Z): 8.359733576360735

Sorted 5' Splice Sites (High to Low Probability):
Position 2207: 0.9984373081450078
Position 1791: 0.9982693938828593
Position 596: 0.9228608842498413
Position 5304: 0.2032446669362352
Position 5237: 0.10321261215244266
Position 785: 0.0739945275648652
Position 1554: 0.04901638915237044
Position 2652: 0.038720962654943576
Position 443: 0.035640565352744145
Position 1200: 0.025337800613393396
Position 855: 0.02527856764152363
Position 5458: 0.024175474391057737
Position 3550: 0.01510139872410097
Position 375: 0.014445943311648966
Position 5327: 0.011074486848275649
Position 2563: 0.010855782833249927
Position 287: 0.004885632085379681
Position 5315: 0.0031669847387136288
Position 255: 0.002087570962552034
Position 851: 0.002063983948780293
Position 3217: 0.0018082451459150743
Position 1048: 0.0017719427346162661
Position 5213: 0.0015626572098281365
Position 2479: 0.0012990836186159422
Position 5269: 0.0012173355481819145
Position 1780: 0.001184669578787164
Position 5598: 0.0011705325406324914
Position 4846: 0.0010708557000262647
Position 1063: 0.0010300241888047074
Position 2615: 0.0008803274342074045
Position 4252: 0.0008192263289519733
Position 1251: 0.0006625827993294923
Position 1539: 0.000586037529208002
Position 339: 0.0005634817618816898
Position 426: 0.000504718568086272
Position 6025: 0.00044126952780785877
Position 5343: 0.0004186083558082581
Position 1453: 0.0003718197004239721
Position 552: 0.00035506816168267554
Position 1819: 0.00034683672004305594
Position 601: 0.0003043505536528176
Position 809: 0.00029523997373432856
Position 3194: 0.00029504043050005265
Position 5957: 0.0002620652949319533
Position 6665: 0.0002449478229254526
Position 1194: 0.00024339957952212565
Position 351: 0.0002375236089492059
Position 3716: 0.0002258627986112502
Position 1419: 0.00020775219876337264
Position 844: 0.0001961548431735738
Position 1224: 0.00019108194799533426
Position 1177: 0.0001634716906163815
Position 3721: 0.00016149363433825003
Position 3475: 0.00015192435610656777
Position 2680: 0.00014292439140270802
Position 3134: 0.00012915569297448383
Position 363: 0.0001278091984452029
Position 3317: 0.00012608309020604799
Position 188: 0.0001228215346666713
Position 328: 0.00012162723756096204
Position 2671: 0.00010942354521899743
Position 490: 0.00010523487530741412
Position 3967: 0.0001034076679149929
Position 2297: 9.857493244152552e-05
Position 447: 8.792791645574572e-05
Position 1812: 7.412058361421146e-05
Position 559: 6.649183195930747e-05
Position 940: 6.143666788967751e-05
Position 2309: 5.9876601222796944e-05
Position 373: 5.676511781705607e-05
Position 445: 5.471640235434277e-05
Position 907: 5.4276634145534864e-05
Position 1302: 5.095887300417736e-05
Position 1439: 5.055863052062149e-05
Position 3944: 4.853028090702787e-05
Position 2211: 4.845850511110158e-05
Position 5261: 4.715613333440532e-05
Position 5692: 4.375451429944599e-05
Position 1795: 4.2818353444129584e-05
Position 428: 4.203490057851118e-05
Position 1160: 3.914249031050269e-05
Position 2204: 3.868132579319983e-05
Position 529: 3.821794508527326e-05
Position 2251: 3.7804633199358593e-05
Position 1413: 3.6501716570120117e-05
Position 160: 3.157747449275624e-05
Position 1815: 2.7352115591813555e-05
Position 2316: 2.6622567120559515e-05
Position 204: 2.5752714816542038e-05
Position 1329: 2.2716288175862378e-05
Position 636: 2.0963583627327424e-05
Position 1831: 2.004977150050805e-05
Position 1310: 1.9880494041959838e-05
Position 3334: 1.4549428215120292e-05
Position 556: 1.4080501585487977e-05
Position 789: 1.33886951125854e-05
Position 3252: 1.2366856701641461e-05
Position 270: 1.1296822867576373e-05
Position 836: 6.172940177867629e-06
Position 326: 5.793279387528431e-06
Position 902: 5.787677937997201e-06
Position 31: 5.425366417248548e-06
Position 646: 4.6910247997245515e-06
Position 1740: 4.688017507010552e-06
Position 1727: 3.7423361779916774e-06
Position 1770: 3.688575080691801e-06
Position 285: 3.339677384345816e-06
Position 2307: 3.076259821113033e-06
Position 2664: 2.4076467164942853e-06
Position 52: 2.313593246732656e-06
Position 2932: 2.0444481433413425e-06
Position 1730: 1.2251841427750072e-06
Position 2691: 1.2206004045074562e-06
Position 1885: 1.1061836406307455e-06
Position 891: 8.693896739374429e-07
Position 2527: 5.208919715830276e-07
Position 313: 5.129021858434172e-07
Position 2032: 4.3533704432846244e-07
Position 2909: 2.1695219459288877e-07
Position 2068: 1.801348174039612e-07
Position 2525: 1.4219791867051174e-07
Position 11: 1.1398833083300695e-07
Position 492: 8.037269507395759e-08
Position 2580: 7.482142862992233e-08
Position 687: 4.5799242332119114e-08
Position 2028: 3.28399411473844e-08
Position 2046: 2.5858979790078144e-08
Position 1935: 1.8581137636185172e-08
Position 2231: 1.711687929735558e-08
Position 639: 1.2930084441872934e-08
Position 568: 9.193138883583146e-09
Position 868: 6.970362920209729e-09
Position 799: 4.835577135875087e-09
Position 2952: 2.6320719582013545e-09
Position 1985: 2.115405612417488e-09
Position 2100: 2.9251163113085183e-10
Position 2278: 2.0155759901260428e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1956: 0.9977903225051302
Position 1617: 0.9827915682945463
Position 5516: 0.9509627657813797
Position 5119: 0.36002602750545365
Position 1459: 0.04751116743308866
Position 528: 0.042621205282424926
Position 1000: 0.03293744060471469
Position 2380: 0.02907848122971222
Position 639: 0.02307421730946585
Position 731: 0.014848125213801286
Position 5437: 0.014294213594987193
Position 5382: 0.008546764309980881
Position 2525: 0.007191731038924332
Position 443: 0.006097578993060729
Position 2499: 0.005946094226798592
Position 2538: 0.005752967300367751
Position 5325: 0.0052384514566330975
Position 2798: 0.005197861307331678
Position 949: 0.0037612762930296045
Position 3550: 0.003721226193160965
Position 1430: 0.003712465863397783
Position 2387: 0.0032417615457533988
Position 3389: 0.0029921872421818534
Position 3316: 0.0022110006071947063
Position 5062: 0.0018188504484056886
Position 2261: 0.001758245186106398
Position 2007: 0.0015868843371985462
Position 2278: 0.0015358966544679138
Position 2590: 0.0012939851058659192
Position 455: 0.0010884873097933806
Position 1621: 0.0009410493767339229
Position 2999: 0.000891343986718923
Position 922: 0.0008691461088578969
Position 6816: 0.0008459285110598687
Position 1649: 0.0007292294176570874
Position 6121: 0.0007235606708680663
Position 2807: 0.000674964209013532
Position 497: 0.0005952564822026537
Position 3342: 0.0005414273934422065
Position 6439: 0.0005175871341985985
Position 646: 0.0004936171106868471
Position 5414: 0.00046728188191120357
Position 4222: 0.00043591530870398934
Position 2010: 0.0004267922106357034
