Gene = stai
index = 1895
Annotated 5SS: [20834 21567 21814 22034 22477]
Annotated 3SS: [21396 21627 21886 22320 22600]
SMsplice 5SS: [  173  1422 21567 21814 22034 22477]
SMsplice 3SS: [ 1316 21396 21627 21886 22320 22600]
top_k =  500
Partition function (log Z): 5.915012673451054

Sorted 5' Splice Sites (High to Low Probability):
Position 21814: 0.9996627482587046
Position 21567: 0.9990375526975644
Position 22034: 0.9687069944278126
Position 173: 0.8692991053851515
Position 1422: 0.7680899634148489
Position 22477: 0.7339751569303687
Position 9848: 0.13626247975007022
Position 22247: 0.0575185805722255
Position 22540: 0.04925114683177294
Position 401: 0.02470217277494438
Position 340: 0.019220736602009854
Position 22233: 0.01822092931094742
Position 516: 0.017975493481758226
Position 22087: 0.01618325561033366
Position 98: 0.015473146392431211
Position 22521: 0.010331292485240704
Position 22737: 0.00968780225180735
Position 22465: 0.009050014030741776
Position 567: 0.008654737236141732
Position 35: 0.00558739966627763
Position 65: 0.005364720807368719
Position 22527: 0.004767393831069083
Position 707: 0.004046408975081603
Position 23341: 0.003598964634974847
Position 344: 0.0035556215402864464
Position 372: 0.0028819285411246687
Position 569: 0.00248714001434622
Position 22413: 0.002470837800108722
Position 747: 0.0024080011671331687
Position 318: 0.00239444639157
Position 571: 0.002235747270965139
Position 500: 0.00197602384309455
Position 336: 0.0019527867287105023
Position 23626: 0.0019458214940588615
Position 22481: 0.0017969772983821531
Position 22543: 0.001704682886490979
Position 756: 0.001537589266985872
Position 3437: 0.0015153535389164842
Position 415: 0.001508390580656116
Position 23860: 0.0013298166262191101
Position 24123: 0.00115742280238873
Position 1261: 0.0010951515149365035
Position 22264: 0.0009999306925864819
Position 22483: 0.0008321506702156653
Position 76: 0.0008075331818633773
Position 22974: 0.000779018710111203
Position 205: 0.0006404894877132788
Position 23294: 0.0006191987280186217
Position 22656: 0.0005758622461329771
Position 109: 0.0005543420266445672
Position 326: 0.0004906194177550063
Position 22091: 0.0004821695263360108
Position 1180: 0.0004295271793609025
Position 22222: 0.00038598300897508164
Position 1124: 0.0003437904676569925
Position 575: 0.0002739878447367163
Position 825: 0.00025589930609341605
Position 91: 0.00016946749373777657
Position 22012: 0.00016859015784477228
Position 102: 0.00016443380397503736
Position 300: 0.0001639661230233484
Position 369: 0.00015779208948430253
Position 379: 0.00015072558321721556
Position 22057: 0.00012329847642064947
Position 1103: 0.00011634675322439221
Position 782: 0.0001059028389628086
Position 54: 0.00010488191429973617
Position 22841: 0.00010031576766501641
Position 22237: 9.451068530948085e-05
Position 133: 8.900247980232104e-05
Position 405: 8.517755918907733e-05
Position 531: 8.229233701421047e-05
Position 23608: 8.017097999276039e-05
Position 22245: 6.937400357072422e-05
Position 23630: 6.229103756710228e-05
Position 21843: 5.8222242496377605e-05
Position 22038: 5.3238382343444646e-05
Position 449: 4.605185571523354e-05
Position 23048: 4.405207979924409e-05
Position 23115: 4.188514785686273e-05
Position 22289: 3.861653054788869e-05
Position 23240: 3.8023633871569333e-05
Position 23514: 3.484774848163963e-05
Position 100: 3.174012694126042e-05
Position 22073: 3.0954622581350056e-05
Position 22688: 2.80757160148678e-05
Position 22274: 2.7420723358644734e-05
Position 21967: 1.632888662439422e-05
Position 22486: 1.2369857494219273e-05
Position 22370: 9.14728187229178e-06
Position 22715: 8.554540364881321e-06
Position 578: 7.371131861174082e-06
Position 22125: 6.648104080349018e-06
Position 93: 4.436326603271417e-06
Position 21791: 2.426882916164457e-06
Position 21915: 1.6871825080765546e-06
Position 21982: 1.5755012496566642e-06
Position 1647: 1.0604915478270472e-06
Position 22995: 5.903320382503197e-07
Position 23395: 1.8299792424570978e-07
Position 22619: 8.47443726224848e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21396: 1.0000000000000016
Position 22600: 0.9666765030371605
Position 21886: 0.9347284988497147
Position 21627: 0.8983348873709621
Position 22320: 0.8053177894278112
Position 1316: 0.6070583660023807
Position 9395: 0.12595293923235407
Position 21634: 0.0843581544604234
Position 1253: 0.06725304074998316
Position 1023: 0.06698241373118562
Position 22353: 0.039566528090732946
Position 21898: 0.035025987805358566
Position 22115: 0.03197324356525062
Position 22084: 0.031178962595590547
Position 21863: 0.024501934828637197
Position 21637: 0.012626868352259003
Position 688: 0.006326770183766402
Position 23960: 0.006086695834108357
Position 650: 0.005585310444974019
Position 162: 0.00378474894697487
Position 22796: 0.0034950658657108774
Position 22125: 0.003446256419337084
Position 9490: 0.003322227144695896
Position 172: 0.0030103376349766963
Position 21729: 0.0030023299039608643
Position 23679: 0.0027738052490176505
Position 24173: 0.0024991483361785885
Position 9006: 0.002120799860921782
Position 9478: 0.002002088285298868
Position 23464: 0.0017411445667361424
Position 22841: 0.0017283158122552808
Position 1342: 0.0016929854543674963
Position 948: 0.0016446947493196833
Position 21931: 0.001535264315526394
Position 8569: 0.001505577694126084
Position 7886: 0.0013588475326735128
Position 741: 0.0012467592689787664
Position 2879: 0.001160018397416745
Position 215: 0.001049926757841422
Position 578: 0.0010358995546654803
Position 21910: 0.0007535329745379509
Position 21666: 0.0006999425909434786
Position 257: 0.0006274308376753322
Position 22530: 0.0005939829617147228
Position 22233: 0.0004382605684301966
Position 22377: 0.00037036064574852087
Position 401: 0.0002597425610683012
Position 23108: 0.00024836868963536266
Position 23024: 0.00022766269452017282
Position 22800: 0.00022431947945463371
Position 23092: 0.00021214914622223445
Position 23338: 0.00020777495948626532
Position 22866: 0.00020058113403742045
Position 24097: 0.0001836468062125027
Position 515: 0.00018065940768703968
Position 23395: 0.00017624183857589053
Position 22214: 0.00016702721585930874
Position 23181: 0.0001642755554139112
Position 23427: 0.00014437196204071415
Position 21934: 0.00012379112298999427
Position 23029: 0.00010820808111518115
Position 21937: 0.00010639332141663522
Position 1698: 8.827490284546678e-05
