Gene = amd
index = 1608
Annotated 5SS: [2162]
Annotated 3SS: [2639]
SMsplice 5SS: [197 493]
SMsplice 3SS: [ 257 2639]
top_k =  500
Partition function (log Z): 1.4990868765519754

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9685038726069762
Position 197: 0.8599547187493196
Position 2162: 0.1731471648426328
Position 2253: 0.1717161777997369
Position 190: 0.12623696852970795
Position 1328: 0.09340983975546552
Position 1421: 0.08969400081419003
Position 3340: 0.03860195982805804
Position 1198: 0.022522463156977812
Position 2547: 0.01829128704169236
Position 1082: 0.015026978262031445
Position 449: 0.014097890122773456
Position 1746: 0.01356805714252002
Position 2859: 0.013039143817493524
Position 661: 0.011999199489006674
Position 2263: 0.005634674153317668
Position 199: 0.004935870303290188
Position 2355: 0.00422069763467501
Position 3568: 0.004173719851165742
Position 510: 0.0032150900064982293
Position 3549: 0.0020431800060745657
Position 1364: 0.002023271932239388
Position 2257: 0.0016534876009045307
Position 3652: 0.0013624630624889356
Position 1802: 0.001190525875517316
Position 1047: 0.0009299725549296716
Position 1845: 0.0009122769610037179
Position 36: 0.0008972454284688716
Position 2177: 0.0008059177477265049
Position 2137: 0.0007551810108195874
Position 2531: 0.0006662779220400007
Position 517: 0.000626031852023985
Position 2314: 0.0006216500949221853
Position 81: 0.0005961496463387244
Position 28: 0.0005049768682148147
Position 488: 0.00047267487303432183
Position 2854: 0.00047041067419837767
Position 2403: 0.00038765020935935387
Position 3120: 0.00038089768974161603
Position 2246: 0.00037820196566799424
Position 2114: 0.00031359432955100014
Position 2166: 0.0002909075970665349
Position 1694: 0.0002658590396545778
Position 3672: 0.00026059257574752965
Position 377: 0.0002494225208117926
Position 2101: 0.00022539424243948598
Position 1383: 0.00022480210583201516
Position 1425: 0.0002101143731480505
Position 1024: 0.00020534834629495343
Position 2288: 0.00019992831368921776
Position 1931: 0.00017880934725277294
Position 1078: 0.00017523902245680103
Position 3143: 0.0001688748687709365
Position 3896: 0.00016597125052327397
Position 1428: 0.00015844327704189236
Position 1686: 0.00014896877102115933
Position 3854: 0.00014111151844013544
Position 2751: 0.0001390590970234758
Position 1067: 0.00012146285746358483
Position 1571: 0.00011679342477879439
Position 886: 0.00011677768288179195
Position 1033: 9.978453050807413e-05
Position 571: 8.923267765268448e-05
Position 203: 8.531506656794463e-05
Position 21: 6.849178242985869e-05
Position 343: 6.636316397584126e-05
Position 1438: 6.366316563253653e-05
Position 3288: 6.254711165039396e-05
Position 2170: 6.117167204408012e-05
Position 3175: 5.1858844589995954e-05
Position 201: 4.441819091625706e-05
Position 1468: 3.937049860442153e-05
Position 1523: 3.731544030500832e-05
Position 1809: 3.2399932936320115e-05
Position 9: 2.3793495967805363e-05
Position 1204: 1.3907317014304965e-05
