Gene = Clamp
index = 1078
Annotated 5SS: [ 256  764 1024 1507 1841 2094]
Annotated 3SS: [ 499  822 1076 1566 1889 2155]
SMsplice 5SS: [ 256  764 1024 1507 1841 2094]
SMsplice 3SS: [ 499  822 1076 1566 1925 2155]
top_k =  500
Partition function (log Z): 5.930787989171034

Sorted 5' Splice Sites (High to Low Probability):
Position 764: 0.9977215371791618
Position 1507: 0.9833767717387651
Position 2094: 0.8902762028853014
Position 256: 0.8520162824815105
Position 1841: 0.6433381814956063
Position 1024: 0.619572651089545
Position 2581: 0.3411316937254429
Position 1812: 0.1969508821510368
Position 970: 0.11488947659211897
Position 1110: 0.10703968030067133
Position 403: 0.04662573552668502
Position 1028: 0.029610680415880494
Position 3058: 0.027589549191341947
Position 387: 0.01704284847343912
Position 1681: 0.014020168456829732
Position 1800: 0.012610210309302075
Position 3292: 0.00809308925434624
Position 1654: 0.00670113161887214
Position 997: 0.0061974736342240225
Position 2609: 0.005906467085895375
Position 3089: 0.005901500472096957
Position 2382: 0.005465278371499691
Position 2044: 0.0034415371606099036
Position 377: 0.00327318164036872
Position 234: 0.002783150583201338
Position 1510: 0.002725177937744143
Position 407: 0.002229763872846973
Position 2408: 0.0021803984688773975
Position 1279: 0.0020007897264906318
Position 1434: 0.001970318236030254
Position 291: 0.0019413589814708625
Position 249: 0.0017239733733346548
Position 2571: 0.0015062122206154608
Position 1103: 0.0014009067472921393
Position 2324: 0.0013981714990926094
Position 69: 0.0013899465717139008
Position 1845: 0.001369782374196711
Position 2477: 0.0013041561178562119
Position 87: 0.0012844382147880785
Position 48: 0.0012193278293164789
Position 1767: 0.0011682710353900525
Position 286: 0.0010692905904774177
Position 1233: 0.0010366189022670167
Position 3129: 0.0010068008147611311
Position 947: 0.0008535175486620487
Position 2899: 0.0008108347703834504
Position 2818: 0.0007688135258375311
Position 1513: 0.0007665254210112818
Position 299: 0.0007615599617711562
Position 355: 0.000676683868059638
Position 1943: 0.0006662002227972981
Position 1830: 0.0006636046250546109
Position 244: 0.0006198360168261378
Position 2941: 0.0005438496421000544
Position 1890: 0.0004607353543259553
Position 123: 0.000420493307584693
Position 1824: 0.0004113631825028562
Position 75: 0.00033787188896621423
Position 768: 0.00033044025668359803
Position 563: 0.0002628759937987915
Position 1761: 0.00025753807390387475
Position 220: 0.00021755771350366493
Position 546: 0.00021258586429306753
Position 1105: 0.00021192283694863517
Position 1338: 0.0001768456547513432
Position 1685: 0.0001533631264462835
Position 345: 0.00014918082679487286
Position 239: 0.00014120480798407976
Position 1758: 0.00011815889013422157
Position 2245: 0.00010633674054187239
Position 445: 8.894177668547712e-05
Position 1964: 8.144117657408369e-05
Position 2010: 7.641483588730821e-05
Position 574: 6.48585108138832e-05
Position 17: 6.452994755664521e-05
Position 2238: 5.5561193450715664e-05
Position 1994: 5.1182705446719966e-05
Position 1423: 3.8102775446217155e-05
Position 2326: 3.457405136688231e-05
Position 1928: 3.397435663173223e-05
Position 428: 3.3069178135074926e-05
Position 1114: 3.1984950639005073e-05
Position 1701: 2.7803642802309954e-05
Position 381: 2.724259398782005e-05
Position 2240: 2.424914937764742e-05
