Gene = yuri
index = 1936
Annotated 5SS: [ 923 1361 1723 2318 2623 2781 2975 5911 6189 6520 6894]
Annotated 3SS: [1027 1563 2065 2387 2679 2851 5753 5982 6250 6586 7105]
SMsplice 5SS: [ 231  923 1361 1723 2318 2623 2781 2975 5911 6520 6894]
SMsplice 3SS: [ 377 1027 1563 2065 2387 2691 2851 5753 5982 6586 7105]
top_k =  500
Partition function (log Z): 16.290572175747357

Sorted 5' Splice Sites (High to Low Probability):
Position 2781: 0.9966717458648379
Position 5911: 0.9775049559186413
Position 6894: 0.9709839047214833
Position 1723: 0.9516545142283535
Position 2975: 0.8583827060526993
Position 2623: 0.8248485567541627
Position 923: 0.7706017767319672
Position 231: 0.7528476036663291
Position 1361: 0.6858211604445111
Position 2318: 0.6442242467654865
Position 6520: 0.5303228437134894
Position 5342: 0.4421924742602351
Position 6524: 0.4024218442984447
Position 4045: 0.28005386449970393
Position 4034: 0.16696463013733212
Position 2627: 0.11822429243883249
Position 3260: 0.11658896640313429
Position 949: 0.1004459213863092
Position 2292: 0.08640763776519149
Position 1411: 0.07193246045546219
Position 3228: 0.06724016890074365
Position 5674: 0.06649348219506704
Position 6194: 0.06463693573236363
Position 3596: 0.062066394439352954
Position 1200: 0.056036558947596536
Position 6189: 0.05380295943567156
Position 935: 0.05146369015304929
Position 6156: 0.04212754082359089
Position 1980: 0.037378310056594914
Position 1169: 0.03318720715242367
Position 1155: 0.030990651217527324
Position 1474: 0.030688925925639973
Position 542: 0.030400261671724892
Position 1395: 0.0278247066615812
Position 2388: 0.02136908702053274
Position 528: 0.019264638831849402
Position 6235: 0.01632908808321594
Position 1209: 0.013396517485829382
Position 5372: 0.012725234610992732
Position 5560: 0.010633230162739173
Position 50: 0.009201070173362394
Position 5657: 0.006574748812024519
Position 3800: 0.006133704064482454
Position 1657: 0.005441944341458657
Position 1159: 0.004714518809071441
Position 1221: 0.004326022522468756
Position 5287: 0.004270939737066758
Position 2398: 0.004065687387353558
Position 932: 0.003993203250530054
Position 912: 0.0035972860698672638
Position 4368: 0.0032053580491409116
Position 3393: 0.003200800906210382
Position 458: 0.0031391353853990637
Position 4541: 0.002905172856192746
Position 111: 0.0023846270021517465
Position 96: 0.002109785313419766
Position 444: 0.001777211411845112
Position 539: 0.0013451365850135767
Position 1132: 0.0013268894054211994
Position 3288: 0.001237173963469018
Position 113: 0.001175442171550017
Position 1846: 0.0011550084785521375
Position 3994: 0.0011210720982419739
Position 3580: 0.001004157169899004
Position 2913: 0.0009458046028879585
Position 3309: 0.0009225443510329354
Position 1680: 0.0008342053186367305
Position 2594: 0.0007757461974058891
Position 2785: 0.0007472612664031696
Position 6955: 0.0006608225050540467
Position 2777: 0.0006195699696875444
Position 3464: 0.0005939152264838438
Position 472: 0.0005280970270637055
Position 2966: 0.0004937105646644435
Position 683: 0.00047089157116708523
Position 6657: 0.0004303686393653614
Position 1423: 0.0003834522733138311
Position 3243: 0.00033354260234567923
Position 3433: 0.0003191194740180024
Position 1238: 0.0002888649278267453
Position 6865: 0.00024175983217970088
Position 345: 0.00019525745295506823
Position 1406: 0.0001820554924351258
Position 3548: 0.00017549011877830256
Position 3297: 0.00016968395233311654
Position 6062: 0.0001633022568386683
Position 3264: 0.00015884131605310413
Position 2979: 0.0001551468780810922
Position 1301: 0.0001033915605158463
Position 3585: 0.00010231821555332067
Position 3878: 9.218569850153176e-05
