Gene = her
index = 1725
Annotated 5SS: [1065 1397]
Annotated 3SS: [1132 1457]
SMsplice 5SS: [1065 1397]
SMsplice 3SS: [1132 1457]
top_k =  500
Partition function (log Z): -4.068032330495546

Sorted 5' Splice Sites (High to Low Probability):
Position 1065: 0.9777135217930688
Position 1397: 0.9598899371812475
Position 1864: 0.06587845289694057
Position 47: 0.06385539057235307
Position 1816: 0.04235664204904748
Position 552: 0.03646753273947251
Position 15: 0.03343450196984965
Position 1859: 0.02901026747490984
Position 337: 0.022079342859150874
Position 278: 0.01716098981470224
Position 1081: 0.013334306973400416
Position 1538: 0.011981564611607966
Position 930: 0.009161871111769285
Position 1802: 0.005301602234842484
Position 1857: 0.0037314348164987645
Position 1757: 0.003019941324112101
Position 1386: 0.002662894264255247
Position 1553: 0.0023294276527074395
Position 1822: 0.0020748691804481217
Position 495: 0.0020566583059121396
Position 1780: 0.0011138669643071684
Position 120: 0.001019977022880221
Position 1682: 0.001015087278601603
Position 75: 0.0005824609219813042
Position 1715: 0.0005578379605462685
Position 26: 0.0004443858202996901
Position 2244: 0.0003989679488533329
Position 807: 0.0003801141379792275
Position 395: 0.00037116543031155875
Position 937: 0.0002630383530564113
Position 1617: 0.00025707209419595763
Position 1840: 0.0002347318294834764
Position 482: 0.0001898782743987346
Position 1059: 0.00018133245003876104
Position 1935: 0.00014137933839405658
Position 1775: 0.0001204796769152615
Position 98: 0.00011683789791578356
Position 222: 0.00010008613312925038
Position 434: 9.102829156107748e-05
Position 488: 8.91733907057371e-05
Position 369: 8.245771772182745e-05
Position 2254: 7.585110288066139e-05
Position 1084: 6.601548358593239e-05
Position 262: 5.139098546566983e-05
Position 1604: 5.0459493198584883e-05
Position 375: 4.746058416506614e-05
Position 205: 4.485341536322541e-05
Position 326: 4.136278722385378e-05
Position 523: 3.920811887019899e-05
Position 157: 3.804948463347314e-05
Position 857: 2.7172114528625275e-05
Position 177: 2.2271511758450684e-05
Position 958: 1.9252179764849705e-05
Position 2011: 1.846748438796382e-05
Position 1888: 1.7043501435995498e-05
Position 416: 1.548097871479761e-05
Position 1380: 1.4414572538860319e-05
Position 1087: 1.3251969480445473e-05
Position 174: 1.1591002440260326e-05
Position 347: 1.0785043409341056e-05
Position 316: 9.541200520933614e-06
Position 2295: 8.06274756109453e-06
Position 103: 8.04721651594593e-06
Position 270: 7.246267459523943e-06
Position 584: 4.676414938566397e-06
Position 414: 3.742566109381602e-06
Position 1162: 3.647810180486631e-06
Position 185: 3.144861300779793e-06
Position 785: 1.8024202259033203e-06
Position 1153: 1.1970622195742356e-06
Position 1340: 1.1925008247177997e-06
Position 122: 8.092509737845459e-07
Position 79: 7.466238809397512e-07
Position 874: 5.10006207329291e-07
Position 590: 4.56428887615603e-07
Position 1461: 1.2804681125759464e-07
Position 1306: 1.0800014904070725e-07
Position 124: 2.2974664317610526e-08
Position 242: 2.2281607573866712e-08
Position 1267: 1.2449054103726985e-08
Position 1168: 1.7444254759515472e-09
Position 1313: 1.0619003622809183e-09
Position 1474: 8.760752869311521e-10
Position 1442: 6.319186649934285e-10
Position 1843: 3.470598886301602e-10
Position 879: 1.118312501848833e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1132: 0.9909314023323199
Position 1457: 0.918319287281952
Position 1923: 0.17916320157970558
Position 610: 0.08153762355450367
Position 94: 0.051964918793565504
Position 268: 0.012680649037744511
Position 347: 0.009790447609900024
Position 986: 0.00922267032630698
Position 75: 0.006954092270942168
Position 205: 0.006261412390419621
Position 2318: 0.003954711516819353
Position 1667: 0.003855280729137427
Position 1610: 0.0037918179281966617
Position 1601: 0.0036984533926466274
Position 1742: 0.002714402877694887
Position 1518: 0.002088097824232766
Position 1243: 0.0019969206762227585
Position 1533: 0.0018332958896905025
Position 147: 0.0018004991164571181
Position 1857: 0.001560958699554306
Position 1474: 0.0013991786269230285
Position 1589: 0.0012838477326028057
Position 1940: 0.0011320941939126435
Position 2005: 0.0010663193104294433
Position 1482: 0.0010331311162173585
Position 98: 0.0010228264789805708
Position 2289: 0.0007991268959995995
Position 1877: 0.0007990616565796936
Position 1598: 0.0007920970929804262
Position 924: 0.0007517270755632555
Position 1028: 0.0006970288475354118
Position 1175: 0.0006243722719362569
Position 132: 0.0005206989384651399
Position 1703: 0.0004713572354861373
Position 392: 0.00046072633400262743
Position 1935: 0.00043366881505752593
Position 2437: 0.00037413901319667954
Position 1970: 0.000256179931558807
Position 1496: 0.0002225390064525155
Position 1240: 0.00019457898645451862
Position 2484: 0.00018200605602296816
Position 1902: 0.00017496278093297342
Position 488: 0.00017128726872463223
Position 1506: 0.00016878907117254984
Position 933: 0.0001539591065258169
Position 1524: 0.00013218574128028994
Position 103: 0.00013112251537071248
Position 921: 0.00012855211952569738
