Gene = Cen
index = 1066
Annotated 5SS: [228]
Annotated 3SS: [312]
SMsplice 5SS: [228]
SMsplice 3SS: [312]
top_k =  500
Partition function (log Z): -12.619790465165542

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.31486306873575864
Position 1182: 0.25829882432925666
Position 774: 0.1010010705798335
Position 561: 0.06889549565610358
Position 1591: 0.051838605111790885
Position 113: 0.05168898152698653
Position 1926: 0.050749392931718325
Position 2024: 0.023315936969831065
Position 1711: 0.02325942574318547
Position 117: 0.018172175095349012
Position 993: 0.017562528618184962
Position 373: 0.01627143084783134
Position 175: 0.016138242896067686
Position 1726: 0.014285310407295627
Position 2520: 0.013255653822337983
Position 2723: 0.013159976932735693
Position 1339: 0.0105569127615522
Position 1449: 0.0063086875817978585
Position 237: 0.005978195813798423
Position 55: 0.005937623300345325
Position 973: 0.005453242991881126
Position 2742: 0.00443463464421354
Position 183: 0.003658386477039743
Position 1017: 0.002615876724789532
Position 870: 0.0023886416620984086
Position 1917: 0.002282520587196823
Position 1690: 0.002013402338575969
Position 1336: 0.0019641566528696285
Position 823: 0.0017986383564995078
Position 1201: 0.0017930145693224211
Position 582: 0.0016787633370493904
Position 488: 0.0013338936448181228
Position 2833: 0.0012233695849727612
Position 2229: 0.00114385215300785
Position 1102: 0.0007955977033474518
Position 243: 0.0007797207841946916
Position 393: 0.0007046390292196835
Position 341: 0.0005728837080298851
Position 93: 0.00040333788356126726
Position 64: 0.00036166696104618585
Position 189: 0.00031813674906057686
Position 40: 0.00024420836521781236
Position 868: 0.00021761095280851516
Position 2386: 0.00019787140736790307
Position 30: 0.00018246313238526457
Position 1199: 8.08466490893708e-05
Position 950: 4.650516173519406e-05
Position 600: 3.62372387057604e-05
Position 937: 2.503957278937079e-05
Position 1983: 2.2250459132533962e-05
Position 1073: 1.3216374903510084e-05
Position 1077: 1.2171574306919831e-05
Position 62: 1.0079002588404e-05
Position 875: 6.235264059530058e-06
Position 1163: 5.737291483023477e-06
Position 102: 5.171482825090123e-06
Position 17: 5.124407303108875e-06
Position 1052: 3.37552164125071e-06
Position 1548: 3.311313591126592e-06
Position 891: 2.6426682406729606e-06
Position 385: 2.6377127527395913e-06
Position 157: 1.865346811100011e-06
Position 347: 1.5044093764215396e-06
Position 47: 1.4815258933380633e-06
Position 192: 1.1093505406133659e-06
Position 198: 7.514552947404845e-07
Position 401: 3.383627104964542e-07
Position 314: 1.0353117189553603e-07
Position 782: 9.000491880947349e-08
Position 828: 3.571524613908374e-08
Position 835: 3.1735661376820965e-08
Position 830: 1.1942021218601804e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2232: 0.39121520437407803
Position 312: 0.2788101211813741
Position 2125: 0.15729229759699112
Position 1393: 0.07023272548881526
Position 2893: 0.03950858450225135
Position 1976: 0.021578695064245326
Position 2588: 0.014743603736604159
Position 1422: 0.01325553961894787
Position 2610: 0.010882478545864079
Position 1275: 0.0093520218947958
Position 632: 0.00887433329388537
Position 1336: 0.008687739603999147
Position 937: 0.007886107263497628
Position 1049: 0.007879510301926069
Position 1992: 0.007419244815172265
Position 2173: 0.006544987801769463
Position 1805: 0.0060107018560746125
Position 888: 0.005888786395789902
Position 1046: 0.005728018369311301
Position 1792: 0.003956234070213026
Position 581: 0.003895611821233725
Position 432: 0.003556225093717329
Position 1555: 0.0033515081330400343
Position 2592: 0.002898318287672886
Position 1787: 0.0025264990161226724
Position 401: 0.0020584165845034526
Position 835: 0.001979678166738125
Position 429: 0.001832169635427066
Position 1300: 0.0018215307568676719
Position 175: 0.001804135512156594
Position 2329: 0.001775971439652095
Position 1623: 0.0014868942622051125
Position 2771: 0.0014609868833815815
Position 841: 0.0014289752956681832
Position 314: 0.0012686479678767353
Position 2006: 0.0012375087478903473
Position 2814: 0.001193610368506404
Position 262: 0.000992862535321461
Position 2278: 0.000925121603593019
Position 1735: 0.0008760419575549076
Position 195: 0.0008502881661151805
Position 2335: 0.0007595895749726952
Position 2204: 0.000723298515665189
Position 1287: 0.0004996346473237443
Position 1657: 0.0004769454572632857
Position 915: 0.0004262733522480677
Position 102: 0.0003859681653348906
Position 336: 0.000382797002985033
Position 903: 0.0003647112655559744
Position 2838: 0.0003470466684418524
Position 198: 0.00025636668796770294
Position 325: 0.0002244370102071781
Position 593: 0.0001434595962650392
Position 611: 0.00012012007307096098
Position 340: 7.866546060124212e-05
Position 1109: 7.827321403245711e-05
Position 243: 4.91858189020113e-05
Position 113: 4.659599197528359e-05
Position 1101: 4.456265361405031e-05
Position 863: 3.984001140145144e-06
Position 866: 1.6249726829259757e-06
Position 860: 1.5726413167829983e-06
Position 120: 9.435607918327176e-07
Position 331: 4.809195058302902e-07
Position 650: 3.2580807722726205e-07
Position 76: 2.3507676974894965e-07
Position 464: 2.2306226138434642e-07
Position 485: 2.187673989200687e-07
Position 488: 1.657978912621063e-07
Position 467: 1.0717139292654625e-07
Position 539: 9.810634764451521e-08
Position 494: 5.069660762518684e-08
Position 434: 3.837488967857117e-08
Position 353: 1.496365655098277e-08
Position 228: 5.972267590455619e-09
Position 183: 3.3870944583763083e-09
Position 347: 7.633258953206973e-10
Position 213: 9.089027180245347e-11
Position 215: 1.2942186447159256e-11
