Gene = sty
index = 1901
Annotated 5SS: [511]
Annotated 3SS: [20013]
SMsplice 5SS: [511]
SMsplice 3SS: [20013]
top_k =  500
Partition function (log Z): -13.822694663071449

Sorted 5' Splice Sites (High to Low Probability):
Position 511: 0.9879446479799157
Position 1957: 0.1288764890442687
Position 10103: 0.05459704721255461
Position 176: 0.045533924255949
Position 260: 0.04471570548604543
Position 15735: 0.03090536037020958
Position 182: 0.017670087441602717
Position 10140: 0.015373237836619829
Position 13234: 0.011659971949674044
Position 4970: 0.011314861783574716
Position 1603: 0.00836226513168911
Position 13793: 0.007360104405199752
Position 12062: 0.005386233673239128
Position 10454: 0.005066605531942489
Position 166: 0.004281346673493498
Position 218: 0.004072732010348813
Position 151: 0.003927876227455871
Position 15976: 0.0036503334280217135
Position 15591: 0.002870724498795458
Position 3066: 0.002870174947388399
Position 157: 0.0028046797789979022
Position 1767: 0.002522414502120237
Position 14013: 0.002436366504238259
Position 8132: 0.002221635510683138
Position 664: 0.002177573812899112
Position 6590: 0.002073861422625219
Position 101: 0.0020676824589073747
Position 7236: 0.0018156237553740614
Position 5959: 0.0017690908033038218
Position 2580: 0.0017427747377775004
Position 11733: 0.0017156709891127707
Position 10485: 0.0016273611288976182
Position 1789: 0.0009839385446467615
Position 1761: 0.00045790960714489447
Position 1376: 0.00030380923765203444
Position 1017: 0.00021428919637544525
Position 15: 0.00016735058547304307
Position 771: 0.0001401588278860048
Position 327: 0.00013268872122001077
Position 704: 0.00011461809106362949
Position 812: 0.00011276779376808117
Position 188: 0.00010374439804208047
Position 992: 0.00010061509660475241
Position 51: 8.5268814398033e-05
Position 4595: 7.730553789893745e-05
Position 1744: 7.373829063079634e-05
Position 1606: 7.058226903230343e-05
Position 1026: 6.570325094836282e-05
Position 32: 5.9552941685890766e-05
Position 719: 4.8497923340677964e-05
Position 1664: 4.660083343973924e-05
Position 190: 3.8613184593432e-05
Position 3711: 3.745514796745905e-05
Position 4522: 3.498604886251566e-05
Position 98: 3.287578708813133e-05
Position 4279: 2.3190955316556784e-05
Position 2267: 1.4702089078957961e-05
Position 4207: 1.4394214395144157e-05
Position 1640: 1.1722237362976864e-05
Position 873: 3.449810871538457e-06
Position 515: 3.1770712535985565e-06
Position 831: 1.3658999599683675e-06
Position 322: 1.1277142330964464e-06
Position 1208: 1.0906451088695061e-06
Position 105: 1.077654620696842e-06
Position 332: 9.23936127325423e-07
Position 292: 5.599087414019507e-07
Position 1217: 2.4619689950599307e-07
Position 823: 1.6197156455079805e-07
Position 865: 1.0181539641646894e-07
Position 396: 9.557479312988375e-08
Position 669: 9.477299046244796e-08
Position 589: 4.601193053212501e-09
Position 826: 1.7954467526062133e-09
Position 601: 1.5550907066254326e-09
Position 6586: 1.3172701575933547e-10
Position 449: 4.5334011317904375e-11
Position 582: 9.370502382172936e-14
Position 564: 8.180847506718078e-14
Position 2895: 2.8428832551688114e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 20013: 0.9994445309052076
Position 9983: 0.0751531505518738
Position 314: 0.062368846040494856
Position 1828: 0.04085571211721204
Position 1875: 0.03163773352866272
Position 15482: 0.030342635877902337
Position 564: 0.028160027201433353
Position 258: 0.027925527326069
Position 1692: 0.018554970106431954
Position 1667: 0.01737368804035984
Position 13133: 0.011661253140008867
Position 4834: 0.011148751936777772
Position 13696: 0.009799550552593527
Position 377: 0.009513482415171224
Position 327: 0.005323500361253441
Position 332: 0.005144628838076781
Position 15808: 0.003795569770884998
Position 15506: 0.003647406387834567
Position 11533: 0.0029993483050570085
Position 218: 0.002925120484026733
Position 946: 0.0026803927196820537
Position 11815: 0.0022808501805069528
Position 7948: 0.0018769397452909641
Position 11869: 0.0018244498344154568
Position 9995: 0.0015117476418081406
Position 6696: 0.0013874185820133363
Position 4663: 0.0013070781550532104
Position 2964: 0.00125578531675233
Position 342: 0.0011402528085429511
Position 5641: 0.0009572222871209774
Position 1298: 0.0009286538096348717
Position 6879: 0.000772906803054457
Position 6050: 0.000688972441710385
Position 1731: 0.0006832108734678318
Position 1800: 0.0006573708837097228
Position 1837: 0.0005841894120614692
Position 6388: 0.0005810203264430448
Position 1099: 0.0005700829944289435
Position 2694: 0.0005390980604706948
Position 1491: 0.0005152220725941102
Position 1017: 0.0004555536197032919
Position 1281: 0.00037074195769708034
Position 5644: 0.0002560991585364629
Position 2752: 0.0002497627588668859
Position 570: 0.0002476260678071235
Position 1760: 0.00022921765561013347
Position 5695: 0.00021867660892613267
Position 1734: 0.00021555232332879515
Position 1697: 0.00019450819117237803
Position 589: 0.0001870909770517841
Position 1278: 0.0001764234193269911
Position 663: 0.00016923566913277884
Position 904: 0.00014890433195555297
Position 2096: 0.00014406512392690302
Position 17319: 0.00012040730625260464
Position 2159: 0.00011828331648679656
Position 264: 0.00010992905311869243
Position 644: 0.00010626288984778273
Position 4041: 9.638672069435106e-05
Position 3534: 9.07568705996885e-05
Position 2968: 8.732205130678945e-05
Position 388: 8.607809067331457e-05
Position 2435: 7.551619558884379e-05
Position 17101: 6.243348343701887e-05
Position 98: 5.6321531026880215e-05
Position 831: 3.27617819209764e-05
Position 883: 3.2539320140054e-05
Position 1387: 2.9748561310727557e-05
Position 838: 2.7107464549225754e-05
Position 1156: 2.4951820149430783e-05
Position 1540: 1.1721312569031535e-05
Position 1106: 1.0147815342724893e-05
Position 1237: 9.701535696943484e-06
Position 1503: 6.929773258437771e-06
Position 14376: 2.841038584347023e-06
Position 479: 2.477378025728559e-06
Position 14455: 1.680741733155958e-06
Position 458: 1.6565757247565768e-06
Position 494: 1.4534797965323696e-06
Position 166: 1.2290252213004552e-06
Position 2143: 1.0156055566595798e-06
Position 2812: 7.568255076353195e-07
Position 2915: 6.584365799047665e-07
Position 2787: 5.374998679529883e-07
Position 2653: 5.297988263723963e-07
Position 865: 5.030191257277722e-07
Position 2522: 4.3713031458083307e-07
Position 2304: 4.00118210587281e-07
Position 112: 3.0737185587702224e-07
Position 12667: 2.8976420213700225e-07
Position 11497: 2.403227830406805e-07
Position 3540: 1.887546011380449e-07
Position 12367: 1.7290862296308393e-07
Position 11596: 1.2949444819846304e-07
Position 10528: 5.797304667493714e-08
Position 719: 5.478439718314837e-08
Position 11436: 3.948229667117008e-08
Position 11494: 3.8589854964760247e-08
Position 11477: 3.699277190423453e-08
Position 10837: 3.543442347832662e-08
Position 686: 2.3200006499348903e-08
Position 127: 2.1316958473391178e-08
Position 137: 1.8535428690249158e-08
Position 10166: 1.8118578940465657e-08
Position 9719: 1.6219831973697458e-08
Position 10507: 1.4843217346587466e-08
Position 9321: 9.715819518215602e-09
Position 10377: 9.495543423803367e-09
Position 8478: 9.084914828433678e-09
Position 176: 8.229323752478017e-09
Position 669: 7.88669058030668e-09
Position 8837: 6.541852743659486e-09
Position 8771: 5.387764671753128e-09
Position 182: 4.313850781529824e-09
Position 8642: 3.5962611344834633e-09
Position 9378: 3.4820098257283516e-09
Position 8661: 3.18104333451432e-09
Position 8251: 3.0948020031378736e-09
Position 393: 1.9945789875007823e-09
Position 8421: 1.6331399153296453e-09
Position 8149: 1.1355605112367828e-09
Position 403: 6.783943333032582e-10
Position 449: 5.523150478690914e-10
Position 7547: 4.712712189560622e-10
Position 7260: 3.7217264301097475e-10
Position 6828: 1.6541119245258088e-10
Position 6922: 1.2463631898471626e-10
Position 6633: 1.1062997554307261e-10
Position 6012: 1.093033347446564e-10
Position 3754: 6.20328113251977e-11
Position 5764: 2.9680703447116046e-11
Position 463: 2.958602278001176e-11
Position 5469: 2.9531295652731386e-11
Position 3960: 2.734186448140036e-11
Position 3337: 2.1060227547550944e-11
Position 4000: 1.9565724519553277e-11
Position 5066: 1.3106847310624592e-11
Position 3767: 1.1140630723901347e-11
Position 4679: 1.002408802872889e-11
Position 3375: 8.755438029171531e-12
Position 4324: 8.676627200519727e-12
Position 3216: 7.077251600669048e-12
Position 3796: 5.980026291110627e-12
Position 3603: 3.2079377225327033e-12
Position 2105: 2.5580859826771806e-12
Position 1025: 1.8153845479129912e-13
Position 2439: 3.596733113558543e-14
Position 1810: 3.048717267267867e-14
Position 1714: 7.868031400446998e-15
Position 1937: 4.664755339018597e-15
Position 653: 1.0369809489540647e-17
