Gene = Slmap
index = 1504
Annotated 5SS: [ 181 2062 5611]
Annotated 3SS: [ 748 5049 5669]
SMsplice 5SS: [ 181 5611]
SMsplice 3SS: [5049 5669]
top_k =  500
Partition function (log Z): -5.7358383769386565

Sorted 5' Splice Sites (High to Low Probability):
Position 5611: 0.8282961870350655
Position 181: 0.7145890447348782
Position 4821: 0.38060910046231844
Position 2062: 0.336617560882636
Position 210: 0.2166880198999187
Position 4943: 0.14519981815423236
Position 5001: 0.09190027165892636
Position 5401: 0.06467853255452488
Position 5983: 0.05762846994918081
Position 1499: 0.04404168093502157
Position 1477: 0.03545954191238752
Position 5867: 0.028293914443238116
Position 1382: 0.02210212701169375
Position 4791: 0.017837416503846293
Position 1508: 0.011264298530234168
Position 5187: 0.008450073264679156
Position 5344: 0.008368406974077808
Position 5871: 0.008189850176208125
Position 4734: 0.007608177067509995
Position 749: 0.007509232193002208
Position 1580: 0.0069939625151535754
Position 1696: 0.0065940745408371425
Position 5823: 0.003968930611452392
Position 1123: 0.003575631735990912
Position 5250: 0.0033456260765387896
Position 56: 0.0030549287151345923
Position 522: 0.0027105947340938354
Position 526: 0.002643425419870109
Position 6227: 0.0024588046436432123
Position 518: 0.002278215435883693
Position 85: 0.0021950082920992966
Position 6262: 0.002004303533527082
Position 514: 0.0018951990211730641
Position 199: 0.001767696592963808
Position 3686: 0.001493803780184882
Position 697: 0.0013522100383155573
Position 6109: 0.0012227497566816164
Position 510: 0.0011091593143439005
Position 1720: 0.001098436872329398
Position 142: 0.0010915181880934378
Position 5797: 0.0009708201289179544
Position 135: 0.0007599213710448599
Position 476: 0.0006148555453462532
Position 315: 0.0004261742595721436
Position 6424: 0.00035653866702335283
Position 5209: 0.0002787029030472901
Position 1288: 0.0002605207531254127
Position 6220: 0.00023146789938276836
Position 1643: 0.00019512930069053006
Position 1058: 0.00019113272836572293
Position 1222: 0.00018769751483548071
Position 1210: 0.00017514357730990114
Position 93: 0.00016303653928546449
Position 1616: 0.00014963775723547042
Position 530: 0.0001385362537380232
Position 695: 0.00010346472431039193
Position 546: 9.905155410009439e-05
Position 1532: 8.107212132359189e-05
Position 952: 7.30175264841644e-05
Position 3855: 6.39151190158669e-05
Position 766: 5.170542878262291e-05
Position 111: 4.089439979176957e-05
Position 488: 3.058311692845773e-05
Position 367: 3.0012817159879622e-05
Position 5430: 2.90191353105307e-05
Position 355: 1.8201595025392382e-05
Position 258: 1.6719525198122253e-05
Position 5587: 1.2948110933513755e-05
Position 5292: 1.224670289391686e-05
Position 5565: 1.1500670464814576e-05
Position 22: 8.242615998323166e-06
Position 761: 6.633173253717809e-06
Position 434: 5.771850262256843e-06
Position 2855: 5.18542604860686e-06
Position 2217: 5.118753074021146e-06
Position 2945: 4.929585756898901e-06
Position 2674: 4.333191177065637e-06
Position 192: 3.831318824750087e-06
Position 652: 3.5701029847462684e-06
Position 104: 3.515365425040765e-06
Position 5895: 3.264940325602483e-06
Position 275: 3.1239680796615463e-06
Position 668: 2.9477725939936746e-06
Position 658: 2.5006740228280497e-06
Position 284: 2.0838164348114245e-06
Position 610: 1.475049441796944e-06
Position 1537: 1.2761949218673976e-06
Position 677: 7.94343162176494e-07
Position 218: 7.663766016914766e-07
Position 2159: 6.837183614958262e-07
Position 1258: 6.520385325366627e-07
Position 9: 1.7871675155251607e-07
Position 1071: 1.7268605485417052e-07
Position 11: 9.988799071317173e-08
Position 550: 6.405977039561355e-08
Position 564: 3.6303985657400644e-08
Position 361: 2.9617976496096655e-08
Position 87: 2.9311682507633935e-08
Position 441: 1.2768749132654996e-08
Position 332: 1.1539473961298537e-08
Position 29: 4.603102363210296e-09
Position 4: 3.5475265705484806e-09
Position 364: 1.565319417599416e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5049: 0.9825401522790531
Position 5669: 0.5630144472244564
Position 4659: 0.3126741237086352
Position 748: 0.3053408266051493
Position 5697: 0.23044074128202433
Position 4627: 0.1860833750557691
Position 4868: 0.13340760104692825
Position 6197: 0.06465056860803191
Position 5476: 0.04796710364537992
Position 1576: 0.044582667771940976
Position 5672: 0.03401282276809923
Position 5940: 0.03176749673406891
Position 4703: 0.01579459207725464
Position 1123: 0.013641650619843805
Position 5254: 0.00970900743543536
Position 6499: 0.00923613202258965
Position 1345: 0.009128940359857805
Position 272: 0.009069267281204663
Position 5703: 0.008683579533220862
Position 5728: 0.008006765916896376
Position 5700: 0.00650685374705161
Position 6047: 0.006467185397755973
Position 1716: 0.006329868590078484
Position 1537: 0.005433902382650197
Position 2759: 0.004183455763690974
Position 1638: 0.003286349937561345
Position 6306: 0.003029707554759416
Position 1610: 0.00236370230910917
Position 1826: 0.0023419832683868767
Position 5400: 0.0022740416988932107
Position 1894: 0.002139229099165752
Position 1238: 0.0020764926726272357
Position 1422: 0.001929698864082669
Position 819: 0.0019179479521132374
Position 814: 0.001855254366726158
Position 1907: 0.0017585084736589213
Position 629: 0.0017251497990943255
Position 1324: 0.001660231865734271
Position 1458: 0.001587884636229218
Position 1783: 0.0015740705394085386
Position 1992: 0.0013304588818207513
Position 1283: 0.0011533337554269414
Position 610: 0.0011185667843790648
Position 847: 0.0010232971711349027
Position 6424: 0.001009826343723065
Position 1904: 0.0007728641874238587
Position 1597: 0.0006609791914044494
Position 1351: 0.0006435072345232502
Position 626: 0.0005861093484746954
Position 881: 0.00047245485997845745
Position 3429: 0.0004591862155297279
Position 434: 0.0004353647898927261
Position 3221: 0.00041813515649116484
Position 361: 0.0003806520696428836
Position 1271: 0.0003343852230992947
Position 1247: 0.0003070075281960141
Position 6736: 0.0002612334484800614
Position 1695: 0.00024277610297098172
Position 315: 0.00023315526709711382
