Gene = Rcd5
index = 1414
Annotated 5SS: [ 375 1165]
Annotated 3SS: [ 437 1223]
SMsplice 5SS: [ 375 1165]
SMsplice 3SS: [ 437 1223]
top_k =  500
Partition function (log Z): -3.2635553171412424

Sorted 5' Splice Sites (High to Low Probability):
Position 1165: 0.9908138272654966
Position 375: 0.860466910299349
Position 211: 0.3167203221105002
Position 577: 0.11567240185466227
Position 281: 0.06058139087185596
Position 872: 0.005400710678897706
Position 597: 0.00475547448397429
Position 823: 0.0037064876788860095
Position 7: 0.0031404275612127715
Position 49: 0.0025164622816703946
Position 1358: 0.002378404236629962
Position 28: 0.0021809428255831617
Position 1023: 0.0021184265101712963
Position 141: 0.0014561163210212835
Position 851: 0.0006012642745614669
Position 1501: 0.0005672998565339723
Position 1169: 0.00047895486029326807
Position 583: 0.00026234879989228585
Position 1628: 7.266799509071709e-05
Position 1337: 6.255563845650769e-05
Position 53: 6.13388024436369e-05
Position 293: 5.1643218805409345e-05
Position 679: 4.4883588400492586e-05
Position 1278: 3.7017361455701634e-05
Position 134: 3.162292214032965e-05
Position 481: 2.6298358221588255e-05
Position 298: 2.479137018336234e-05
Position 1362: 2.4149073941614352e-05
Position 1958: 1.462908582635898e-05
Position 145: 1.2582668386706722e-05
Position 1122: 1.1839322804160628e-05
Position 139: 9.952279406252221e-06
Position 33: 9.876478664884362e-06
Position 646: 9.552769256207678e-06
Position 1987: 7.819392740968954e-06
Position 1623: 7.436797736050432e-06
Position 1548: 5.798465302462651e-06
Position 217: 3.0608448058596374e-06
Position 169: 2.920629443462101e-06
Position 171: 2.1004296520323124e-06
Position 1985: 1.2095030515865235e-06
Position 392: 2.8774412586486637e-07
Position 411: 2.6414134076077077e-07
Position 499: 1.0166370270014749e-07
Position 437: 8.611379318815166e-08
Position 486: 3.3715895414411166e-08
Position 219: 1.5253535361889142e-08
Position 1101: 1.180351232719004e-08
Position 1035: 5.671544493794573e-09
Position 1129: 4.576021577872689e-09
Position 1583: 3.6586106915122343e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1223: 0.9092913472834859
Position 437: 0.8106122677887238
Position 277: 0.2034691633272497
Position 342: 0.1280083253313331
Position 633: 0.10135585069132809
Position 1247: 0.06506207876394803
Position 739: 0.033013669828513996
Position 1005: 0.026201461118782635
Position 945: 0.015590848025809229
Position 253: 0.013036879336926923
Position 481: 0.011818011887841803
Position 646: 0.00871115893789959
Position 1337: 0.0067193264307837276
Position 405: 0.004593927079261849
Position 1253: 0.004517325744554567
Position 458: 0.0036652960121810324
Position 76: 0.003552249226889539
Position 1413: 0.002951008458729192
Position 1076: 0.0025060562519445134
Position 1334: 0.002503997617381993
Position 981: 0.00225371986486972
Position 169: 0.0022467077943194966
Position 87: 0.001249580963065051
Position 1836: 0.0011623462082362937
Position 1208: 0.0010737867971270403
Position 346: 0.0010246939197315452
Position 876: 0.0009761479374865964
Position 942: 0.0009548331364062028
Position 210: 0.0008495643986789999
Position 1358: 0.00046675087285618744
Position 190: 0.0004164442612504556
Position 286: 0.00040759422005830464
Position 1564: 0.00035736183359225804
Position 1391: 0.0003488987680429964
Position 1055: 0.00031475247365303407
Position 187: 0.0002864369714904336
Position 515: 0.0002721166715324019
Position 823: 0.0002271932197141369
Position 561: 0.00019491133146693965
Position 1416: 0.00019429901773364118
Position 1014: 0.00017448840818566792
Position 417: 0.00016946430383673008
Position 1860: 0.0001511194641058669
Position 539: 0.00011436657747009448
Position 803: 0.00010053192936688098
Position 1388: 9.958473224784218e-05
Position 134: 8.516176961674773e-05
Position 523: 8.480668603058255e-05
Position 281: 8.461008375549186e-05
Position 571: 7.582054330630579e-05
Position 1110: 6.26549393831808e-05
Position 366: 5.792794962741248e-05
Position 1520: 5.037347175400923e-05
Position 715: 4.715946730915825e-05
Position 1595: 4.5658976387758346e-05
Position 214: 4.5652518830223375e-05
Position 1063: 4.370109545667707e-05
Position 601: 4.313223095731601e-05
Position 290: 4.309725745069355e-05
Position 1017: 3.9420994945475805e-05
Position 250: 3.79444037517204e-05
Position 2044: 3.203654054275321e-05
Position 536: 2.6563193215823572e-05
Position 131: 2.6288293865304218e-05
Position 1646: 2.1403357547781067e-05
Position 836: 2.0349660593755483e-05
Position 462: 1.8762938426264184e-05
Position 371: 1.668831408853382e-05
Position 486: 1.2975727119735418e-05
Position 293: 1.2259754832444199e-05
Position 2002: 9.78277514790151e-06
Position 95: 8.395499670681985e-06
Position 1673: 8.10512698690087e-06
Position 411: 7.904225401194428e-06
Position 1485: 5.605524717094297e-06
Position 351: 5.300439904567046e-06
Position 1958: 3.974302527960417e-06
Position 2009: 1.8991373525816166e-06
Position 113: 8.329961758790113e-07
Position 226: 2.539368743319541e-07
Position 374: 1.5283618833817542e-07
Position 139: 1.0980910649794349e-07
Position 105: 1.7969516204975233e-08
Position 97: 8.476778270671788e-10
Position 197: 6.03511048632788e-13
