Gene = CYLD
index = 1049
Annotated 5SS: [ 101  804 1067 2143 2417 2632 2910 3223 3424 3676]
Annotated 3SS: [ 626  857 1910 2240 2476 2690 2987 3281 3478 3736]
SMsplice 5SS: [ 804 1378 1825 2143 2417 2632 2910 3223 3424 3676]
SMsplice 3SS: [ 857 1448 1910 2240 2476 2690 2987 3281 3478 3736]
top_k =  500
Partition function (log Z): 23.48428057113219

Sorted 5' Splice Sites (High to Low Probability):
Position 2632: 0.9976158491343772
Position 3424: 0.9973685210075738
Position 3223: 0.9708735593363351
Position 804: 0.9693463293718106
Position 2143: 0.9653359554015001
Position 2417: 0.9604854964546722
Position 2910: 0.9589149725677825
Position 1378: 0.9452990642496913
Position 1825: 0.9372787236208668
Position 420: 0.22094101739103972
Position 1067: 0.1897550737320653
Position 416: 0.11246721748285782
Position 983: 0.05715613918469109
Position 3644: 0.04739966221801533
Position 507: 0.03216652680804362
Position 3192: 0.025375715760843097
Position 86: 0.023398742450112198
Position 3706: 0.01934634757673722
Position 998: 0.01638785747639847
Position 2919: 0.015211664026055012
Position 101: 0.012647165624456884
Position 2081: 0.012273439096787261
Position 2181: 0.01152891195225691
Position 191: 0.010426640808791758
Position 157: 0.009094890469470346
Position 1454: 0.008620721338197251
Position 206: 0.008594605877041979
Position 336: 0.007390191713246886
Position 203: 0.006858836298137544
Position 2900: 0.006510105581550816
Position 3691: 0.005420581644224507
Position 2138: 0.005159773628174241
Position 408: 0.0040184474859611356
Position 808: 0.004007872184738937
Position 1572: 0.003969246622238702
Position 1382: 0.0037903016514887326
Position 1167: 0.0035265499627312007
Position 2820: 0.003040059878745699
Position 3617: 0.002539138508047777
Position 2869: 0.002520308958285618
Position 3557: 0.0023788801866127997
Position 1704: 0.0022231551779767224
Position 3727: 0.0018600392017716252
Position 3227: 0.0017932289703644956
Position 760: 0.0017628311879652242
Position 584: 0.001721069511218546
Position 2108: 0.0014352862657259374
Position 237: 0.0013629029432416007
Position 1370: 0.0011706995477971918
Position 1605: 0.0010149615391491528
Position 2892: 0.0009191722845882195
Position 493: 0.0008961304057262037
Position 266: 0.00087287362835685
Position 109: 0.0008673769087134331
Position 2037: 0.0007877046269814717
Position 400: 0.0007629362825108113
Position 105: 0.000759050393567029
Position 1682: 0.0007197353705843739
Position 253: 0.0007057577511096717
Position 811: 0.0006563425218417348
Position 2858: 0.0006561485769799788
Position 468: 0.0005468473796949535
Position 485: 0.0005135785274298025
Position 3543: 0.0005027776550196914
Position 128: 0.0004380020225948588
Position 1162: 0.00037657850448099525
Position 1782: 0.0003226671737753133
Position 1644: 0.0003115339791741408
Position 2000: 0.00030872184744683235
Position 149: 0.00027501893237872764
Position 3114: 0.0002734182544273817
Position 1249: 0.0002592103948326531
Position 442: 0.00024182534603524824
Position 2351: 0.0002060938985750935
Position 367: 0.00020160749035021545
Position 1346: 0.0001771245834112216
Position 275: 0.00014311275803574944
Position 1195: 0.0001406838253989177
Position 3566: 0.000139711260357686
Position 3646: 0.0001389599700888055
Position 2024: 0.00012218787731777713
Position 1233: 0.00011532622713639414
Position 2317: 0.00011371687419656843
Position 3847: 0.00011048868569726357
Position 3869: 0.00010607746856903199
Position 90: 9.585889108993882e-05
Position 251: 8.867337426501431e-05
Position 216: 8.865994167895646e-05
Position 1617: 8.802356436301424e-05
Position 1348: 8.059660458709816e-05
Position 2815: 7.83818732376508e-05
Position 617: 7.539553419536858e-05
Position 2636: 6.88182030705903e-05
Position 352: 6.526878416476575e-05
Position 3167: 5.60488450022082e-05
Position 3229: 4.482926866551897e-05
Position 2827: 4.424237404149686e-05
Position 210: 4.417102334052868e-05
Position 1566: 3.392043167525025e-05
Position 3508: 3.371047673331386e-05
Position 2063: 3.241268486518222e-05
Position 458: 3.18637465768216e-05
Position 2610: 2.7829338867390888e-05
Position 292: 2.574161271427698e-05
Position 257: 2.374917836272853e-05
Position 1592: 2.168910465029338e-05
Position 2374: 2.007675409664833e-05
Position 3071: 1.896103949451129e-05
Position 3579: 1.864738606919101e-05
Position 3411: 1.775588378045206e-05
Position 282: 1.6368328202946008e-05
Position 103: 1.3837514855954689e-05
Position 2618: 1.2046748520341512e-05
Position 3576: 1.1053010906353588e-05
Position 208: 1.0391994174516168e-05
Position 2517: 1.014160879198567e-05
Position 287: 8.711531331382141e-06
Position 3058: 7.965004086522605e-06
Position 2275: 7.737764758988393e-06
Position 2344: 7.489323774140441e-06
Position 194: 6.707665033791596e-06
Position 2721: 6.3924878294587005e-06
Position 2707: 6.331555314495963e-06
Position 1626: 5.249444997205314e-06
Position 1331: 5.177990162647984e-06
Position 3393: 4.8772450030471615e-06
Position 3771: 4.5768328778384615e-06
Position 2004: 4.44474032932244e-06
