Gene = ppk13
index = 1843
Annotated 5SS: [ 184  372  721  871 1094 1639]
Annotated 3SS: [ 244  435  782 1007 1156 1699]
SMsplice 5SS: [ 184  372  721  871 1639]
SMsplice 3SS: [ 244  435  782 1007 1699]
top_k =  500
Partition function (log Z): 6.05135551493806

Sorted 5' Splice Sites (High to Low Probability):
Position 372: 0.9843242546185548
Position 184: 0.9755234032791542
Position 1639: 0.7705244211127629
Position 871: 0.6441645412993726
Position 542: 0.6275011475828093
Position 721: 0.48717301236072397
Position 1094: 0.38589557775820105
Position 929: 0.026371568582550835
Position 1098: 0.014487852493263849
Position 378: 0.014345056194375233
Position 1113: 0.005673865666610815
Position 1598: 0.005471820867809694
Position 1635: 0.005259210967825869
Position 149: 0.004802273932537844
Position 1863: 0.004069222655249233
Position 1653: 0.0025488053864808078
Position 1068: 0.002426308964400896
Position 590: 0.002041722269600374
Position 1467: 0.0020183073551546856
Position 1319: 0.0014609001154908894
Position 1614: 0.0014220990636287813
Position 188: 0.001267176948687126
Position 1092: 0.001061022196675446
Position 361: 0.0010543988546915016
Position 1071: 0.0008902367340099881
Position 501: 0.0007087798591470665
Position 161: 0.0005657682298492767
Position 1794: 0.0004983773388682848
Position 747: 0.0004939831456302125
Position 1008: 0.0003236170603828409
Position 658: 0.00023471694780992293
Position 1876: 0.00022622717158971337
Position 1297: 0.0001959407778180853
Position 376: 0.00013913609235144842
Position 1116: 0.00011969878372261409
Position 1489: 0.00011745002748338446
Position 725: 7.14683844591067e-05
Position 126: 7.139659275242812e-05
Position 1643: 6.71423054649477e-05
Position 1657: 5.931238025969453e-05
Position 87: 4.136742857458053e-05
Position 555: 3.830059579290333e-05
Position 824: 3.682603459870031e-05
Position 80: 3.331560831039816e-05
Position 740: 2.406551509835189e-05
Position 284: 2.2019920926372884e-05
Position 600: 1.585185809530239e-05
Position 179: 1.367539690918392e-05
Position 473: 1.2524809856376265e-05
Position 531: 8.46176382752287e-06
Position 821: 7.045863946564981e-06
Position 138: 6.048610333653503e-06
Position 269: 5.36419063317024e-06
Position 36: 5.067019619193823e-06
Position 518: 4.795591520947753e-06
Position 628: 3.816414574252959e-06
Position 768: 3.078751666540481e-06
Position 47: 2.7836581638854362e-06
Position 245: 2.5802855594262553e-06
Position 103: 2.0385487625131543e-06
Position 603: 9.36839406213829e-07
Position 649: 8.354221566248256e-07
Position 325: 6.992377860843275e-07
Position 810: 6.738857695106356e-07
Position 1422: 5.086472222754017e-07
Position 274: 4.303739335484286e-07
Position 439: 1.5367520228890276e-07
Position 1265: 1.410407673068853e-07
Position 605: 1.2941907810536502e-07
Position 277: 1.0942539265206945e-07
Position 397: 1.0729584023077283e-07
Position 133: 7.084440134781739e-08
Position 415: 6.413709958001309e-08
Position 1032: 5.968541757169771e-08
Position 288: 1.6851700617688829e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 435: 0.9995277020008495
Position 244: 0.9819138502718148
Position 1699: 0.7832613470379447
Position 782: 0.6256665104537592
Position 1156: 0.502858541546252
Position 1007: 0.4939014628221816
Position 594: 0.2497337930681654
Position 986: 0.10617707990176031
Position 618: 0.07197721839426928
Position 755: 0.045842542742774516
Position 929: 0.02830006850446133
Position 960: 0.01662512551830529
Position 1367: 0.01514689284230805
Position 941: 0.01453518612116487
Position 597: 0.012655724747503056
Position 1919: 0.005750611028916046
Position 600: 0.005208383086509883
Position 1172: 0.005132258475036433
Position 1669: 0.0022053826506289354
Position 1522: 0.0020638977196835028
Position 1952: 0.0009664647869111527
Position 827: 0.0008730767034648817
Position 1143: 0.0007176184114282109
Position 1101: 0.0007155897932203623
Position 950: 0.0005760427093688529
Position 658: 0.00046351629363685943
Position 801: 0.000415976639327833
Position 628: 0.0003832140512775285
Position 649: 0.0003260290957784585
Position 716: 0.0002977983511948715
Position 1739: 0.0002494384007268746
Position 1029: 0.00022860778625860835
Position 269: 0.00021254779640924348
Position 1273: 0.00020667092961951315
Position 325: 0.00017152742541663455
Position 1032: 0.00011165444553798
Position 1336: 0.00010207330147431289
Position 1748: 9.42277643275071e-05
Position 1935: 9.406625688874284e-05
Position 469: 7.107313506487053e-05
Position 1098: 6.577164767872649e-05
Position 676: 5.33573436750199e-05
Position 518: 4.810331983380927e-05
Position 339: 1.3451979169350779e-05
Position 284: 1.2716360438323436e-05
Position 835: 4.926013787285443e-06
Position 174: 2.5623660230608258e-06
Position 531: 1.4257128320491952e-06
Position 480: 6.811211509914262e-07
Position 197: 2.499918249490311e-07
Position 472: 2.3628247535919163e-07
Position 358: 2.263173323687457e-07
Position 360: 1.825355225095004e-07
Position 411: 1.5370068679192703e-07
Position 87: 1.4155732406121355e-07
Position 90: 5.50973158550828e-08
Position 682: 5.441631372890634e-08
Position 255: 2.058810278105665e-08
Position 188: 1.8126742443539374e-08
Position 103: 1.8099935580410857e-08
Position 484: 1.1104662085613288e-08
Position 397: 8.77658015338077e-09
Position 184: 4.2362093785451745e-09
Position 111: 1.1191749723566125e-09
Position 538: 8.860534296350648e-10
Position 95: 7.047958043043083e-11
Position 372: 4.2299154100103945e-11
Position 115: 1.3585903549039899e-11
Position 376: 7.937926555917003e-13
Position 113: 2.075451715496116e-16
