Gene = ldbr
index = 1757
Annotated 5SS: [289]
Annotated 3SS: [343]
SMsplice 5SS: [289]
SMsplice 3SS: [343]
top_k =  500
Partition function (log Z): -4.622964322224284

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9968239055953959
Position 939: 0.17666126105131524
Position 1047: 0.04104058475685735
Position 167: 0.02754994984847509
Position 489: 0.01768990240848309
Position 34: 0.00962388827719319
Position 439: 0.005215513763249288
Position 444: 0.0028534571446598173
Position 1041: 0.0026004497022061304
Position 1344: 0.0017420716470777156
Position 55: 0.0017311602538359068
Position 14: 0.0016928248647129901
Position 836: 0.0016641666518781844
Position 763: 0.0016036656477809788
Position 812: 0.0011644750843459073
Position 21: 0.0011548710139753417
Position 1497: 0.0010932891669409618
Position 603: 0.0010854276102425762
Position 1038: 0.0009130022365637491
Position 496: 0.0007068246395118535
Position 569: 0.0006980401343542173
Position 1325: 0.0006740666077979192
Position 43: 0.0006667615131533775
Position 69: 0.0005953070989058477
Position 618: 0.0005888448531848871
Position 1443: 0.000558257620343598
Position 1387: 0.000484609611171614
Position 293: 0.0003066650390507206
Position 323: 0.0002871230689110244
Position 849: 0.00026417125627259256
Position 262: 0.00025182839678724076
Position 992: 0.0001916308136815641
Position 782: 0.0001739419332887391
Position 72: 0.00017147713859845494
Position 957: 0.0001478537338301216
Position 469: 0.00014501945666495458
Position 1117: 0.00014398504890346652
Position 532: 0.00010823198082377342
Position 1480: 8.036056660596028e-05
Position 594: 7.406211419770587e-05
Position 498: 6.594086237945071e-05
Position 363: 6.513813752278331e-05
Position 1307: 5.385038908214096e-05
Position 648: 4.882705160005269e-05
Position 274: 3.650691149953113e-05
Position 1054: 3.380714681097861e-05
Position 483: 3.0348106507179613e-05
Position 910: 2.970493367767312e-05
Position 480: 1.0443401339512396e-05
Position 592: 6.7222416970851155e-06
Position 190: 6.477929574095273e-06
Position 584: 3.5509021246328376e-06
Position 795: 2.55595685401867e-06
Position 251: 1.4929650877034412e-06
Position 298: 1.2688578903416806e-06
Position 196: 8.253143101817694e-07
Position 662: 5.748361219407651e-07
Position 586: 4.799076882364051e-07
Position 114: 1.2973676091965135e-07
Position 104: 9.607083973885752e-08
Position 214: 4.09972956545905e-09
Position 201: 7.014171570648304e-10
Position 352: 5.946769188978262e-10
Position 372: 2.1290170656394742e-10
Position 311: 5.015105852258784e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.9751456687098246
Position 1137: 0.14290301465336505
Position 1563: 0.04971692321763355
Position 992: 0.03255480811855387
Position 214: 0.025154493553133598
Position 741: 0.022802156339167576
Position 101: 0.014307946531968015
Position 352: 0.007137107833961928
Position 904: 0.005661052337898172
Position 901: 0.005638369678010672
Position 1117: 0.0030447234225867243
Position 1608: 0.0018055343953786655
Position 507: 0.0016914924491081582
Position 1361: 0.0014830069126962261
Position 1215: 0.0013573038480656095
Position 241: 0.0013101303457429018
Position 1218: 0.0010709649900772298
Position 1392: 0.000715458064131061
Position 1410: 0.0007041152230622473
Position 152: 0.0006593181838961894
Position 1172: 0.0005816188108233774
Position 422: 0.0005737281565371807
Position 1247: 0.0005736647261280475
Position 865: 0.0004437269308722783
Position 1431: 0.000418024959999861
Position 592: 0.0003930918701974893
Position 1068: 0.0003664011716523977
Position 1307: 0.0003504895554220108
Position 1095: 0.0003017561092426691
Position 1142: 0.0002582520218817553
Position 1038: 0.00025217074786194226
Position 1044: 0.00025003499228803895
Position 1540: 0.0002481827762276285
Position 110: 0.00023699144467755152
Position 907: 0.00021898394482585415
Position 1343: 0.00018400172116121645
Position 1581: 0.00015459603322535466
Position 72: 0.00013356172763981229
Position 530: 0.00012379886132874723
Position 1578: 0.00010547864037694286
Position 704: 0.00010285222387727688
Position 611: 9.864089898591447e-05
Position 1281: 9.408440188599629e-05
Position 1665: 9.245629917136024e-05
Position 69: 5.8360766913827505e-05
Position 1304: 4.088190874869352e-05
Position 166: 3.816242285468984e-05
Position 836: 2.0401529585397728e-05
Position 1712: 1.1147008935698593e-05
Position 1724: 9.086173947602093e-06
Position 648: 5.826001759968983e-06
Position 1773: 4.923911527388682e-06
Position 232: 3.468356251831514e-06
Position 722: 1.5372412235420128e-06
Position 615: 1.5368554099560113e-06
Position 262: 1.1762326129362984e-06
Position 425: 1.1718873556988923e-06
Position 869: 1.08181051870272e-06
Position 127: 1.078705387873052e-06
Position 181: 7.445033069490151e-07
Position 259: 5.014404602999083e-07
Position 289: 2.174090347828225e-07
Position 366: 9.045634120068024e-08
Position 372: 8.088817810559557e-08
Position 154: 1.159897788330655e-08
Position 404: 8.639857337094704e-09
Position 296: 1.4473950378137749e-09
Position 359: 8.869634961972009e-10
Position 298: 3.864196935178853e-10
Position 319: 2.559238046864802e-10
Position 307: 1.0902833638095241e-10
