Gene = ppk27
index = 1845
Annotated 5SS: [1079 1322]
Annotated 3SS: [1138 1389]
SMsplice 5SS: [1079 1322]
SMsplice 3SS: [1138 1389]
top_k =  500
Partition function (log Z): -6.627980556969009

Sorted 5' Splice Sites (High to Low Probability):
Position 1079: 0.9431720345314046
Position 1322: 0.7546744264612466
Position 614: 0.12587968504938815
Position 1241: 0.0766326667181959
Position 192: 0.007648800451676103
Position 1072: 0.006794321283129253
Position 1308: 0.004917178346722778
Position 1326: 0.004292102299754304
Position 938: 0.0036075243712735284
Position 814: 0.0023662106058135075
Position 1281: 0.0019172421677923221
Position 231: 0.0009257666525136928
Position 1111: 0.0009075281138396296
Position 145: 0.0008882121568975906
Position 809: 0.0008553932118608876
Position 430: 0.0007773430177205975
Position 1035: 0.0005674235572591455
Position 932: 0.00043084556604650027
Position 1068: 0.0004287645268021921
Position 891: 0.0003563668959898594
Position 508: 0.0003388795218857234
Position 377: 0.00029496005051450266
Position 337: 0.00017363306422612748
Position 593: 0.00016221702147983018
Position 648: 6.217283568995905e-05
Position 1083: 5.729599049461251e-05
Position 79: 5.727755554096009e-05
Position 1337: 5.3078459286048676e-05
Position 1029: 4.7712089234178335e-05
Position 612: 4.407027624909135e-05
Position 504: 3.8005788274742016e-05
Position 962: 3.613163287744613e-05
Position 701: 3.607125037048532e-05
Position 1330: 3.6026879031551335e-05
Position 266: 3.505088915387772e-05
Position 383: 3.165616398519875e-05
Position 237: 2.92696925143511e-05
Position 856: 2.5251045937074802e-05
Position 390: 2.5052711290320968e-05
Position 408: 2.3924868437674644e-05
Position 523: 2.359752938730776e-05
Position 124: 1.9603545136432894e-05
Position 591: 1.7651443751442812e-05
Position 993: 1.3506385293311528e-05
Position 683: 1.3114111353231017e-05
Position 1061: 1.0056157669936884e-05
Position 948: 9.397988122329258e-06
Position 960: 7.9656930269868e-06
Position 1320: 7.602089972526146e-06
Position 1169: 5.269966669570813e-06
Position 1002: 4.764372922843856e-06
Position 1014: 4.554745195027212e-06
Position 101: 4.052222191901039e-06
Position 1245: 2.2757879229546035e-06
Position 1191: 2.0766651144472756e-06
Position 286: 1.1650923776231997e-06
Position 1438: 1.0145030347835887e-06
Position 380: 6.202666214588443e-07
Position 898: 3.070280796903986e-07
Position 148: 1.2951917614878934e-07
Position 53: 5.145837114255495e-08
Position 276: 4.787875954585587e-08
Position 274: 3.3208640881509386e-08
Position 114: 3.257229647671723e-08
Position 618: 1.5756010730711278e-08
Position 434: 6.1834962269796455e-09
Position 818: 2.2749943242890717e-09
Position 688: 3.940213423328485e-10
Position 844: 1.274818540961956e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1138: 0.916394689312007
Position 1389: 0.8460289027389006
Position 664: 0.04163825420678487
Position 1199: 0.037525900757507134
Position 695: 0.03287533738349675
Position 1110: 0.00831573257886371
Position 785: 0.007837672384334474
Position 701: 0.007145657735285217
Position 800: 0.0067607761051134965
Position 245: 0.006748620995063991
Position 901: 0.006357779194972068
Position 993: 0.0055209807003814455
Position 715: 0.0036241198334433155
Position 1019: 0.0029200928506129143
Position 1438: 0.0018060483594595882
Position 1153: 0.0012919284820206154
Position 302: 0.0010819745353325945
Position 870: 0.0009309479118071277
Position 928: 0.0006497573313242381
Position 1496: 0.0006111348883194867
Position 807: 0.0005786414980865293
Position 965: 0.0005239141643787251
Position 266: 0.0005171691311898384
Position 841: 0.00044283438766293807
Position 319: 0.0004424659297863077
Position 555: 0.000331620985844252
Position 1241: 0.00010478486613330479
Position 648: 9.538564420296618e-05
Position 430: 9.300462102825716e-05
Position 517: 8.197125313448964e-05
Position 274: 7.46173721833969e-05
Position 434: 6.61152884422141e-05
Position 589: 6.0943654655403064e-05
Position 130: 5.551498012486213e-05
Position 1278: 3.9815850484591435e-05
Position 812: 3.68106876113733e-05
Position 203: 2.990377149582188e-05
Position 212: 2.8643988104743203e-05
Position 514: 2.8179054270718825e-05
Position 401: 2.1488954668025366e-05
Position 1326: 1.6814441983061802e-05
Position 1068: 1.4128196020248198e-05
Position 853: 1.2120204830939224e-05
Position 390: 1.1591396798475114e-05
Position 395: 7.299044833676233e-06
Position 337: 7.153981257121718e-06
Position 612: 4.980343027743334e-06
Position 1448: 1.0004091304373685e-06
Position 380: 8.542412934885369e-07
Position 412: 1.1567609117907891e-07
Position 170: 1.1389048547055337e-07
Position 366: 6.584219324701634e-08
Position 346: 5.5996549429656483e-08
Position 221: 3.220783873230668e-08
Position 519: 2.8498038420783605e-08
