Gene = LSm-4
index = 1248
Annotated 5SS: [ 375  593 1211 1313 1474]
Annotated 3SS: [ 448  652 1270 1374 1646]
SMsplice 5SS: [ 375  593 1211 1313 1474]
SMsplice 3SS: [ 448  652 1270 1374 1646]
top_k =  500
Partition function (log Z): 10.052440653214518

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9992482914210722
Position 375: 0.994578422617693
Position 1211: 0.9737919687398838
Position 1474: 0.8838369863424217
Position 1313: 0.7531043704429259
Position 1494: 0.03898762245851775
Position 1417: 0.022502807509893252
Position 27: 0.008003255683015369
Position 750: 0.007366343987646867
Position 1579: 0.0049408451976957115
Position 245: 0.004924160316424337
Position 1231: 0.003554446664228229
Position 1013: 0.0032159687882680364
Position 803: 0.0018339004589781579
Position 15: 0.00171537293393405
Position 1549: 0.0016639514736323368
Position 922: 0.0016483455171198702
Position 1504: 0.0013255842384798907
Position 1032: 0.0006780768506164436
Position 1456: 0.0006138944382152808
Position 103: 0.0004504792116915082
Position 1498: 0.0004315387729986065
Position 597: 0.0003961458792168371
Position 395: 0.00035744675298052394
Position 58: 0.000321247543477631
Position 379: 0.00029791280025822514
Position 1320: 0.0002493005775402504
Position 168: 0.00021927011558221194
Position 844: 0.00020034534078426533
Position 849: 0.00016611622549983073
Position 1006: 0.00011077134082904378
Position 1149: 0.00010785610557066929
Position 43: 0.00010509720323136083
Position 1023: 9.809293964214908e-05
Position 819: 9.262527898917153e-05
Position 208: 9.217649867314093e-05
Position 1055: 8.803216005261263e-05
Position 1184: 8.31561550255479e-05
Position 740: 8.305879518647136e-05
Position 1394: 7.170376800701604e-05
Position 1421: 6.342213351437302e-05
Position 269: 5.9881497016924156e-05
Position 1760: 5.651590464155058e-05
Position 195: 5.451303956213381e-05
Position 31: 5.1243714459844236e-05
Position 1725: 5.038885733177185e-05
Position 1526: 4.688409550555814e-05
Position 788: 4.347898046146208e-05
Position 1431: 3.589781235793232e-05
Position 141: 2.9173152750243396e-05
Position 201: 2.6476977183785473e-05
Position 1515: 2.3467085018420697e-05
Position 826: 2.018797780522411e-05
Position 734: 1.766107088313289e-05
Position 331: 1.342587263145946e-05
Position 37: 1.0501133285516057e-05
Position 356: 9.262358488082307e-06
Position 1374: 9.194487603499773e-06
Position 166: 5.92862621548077e-06
Position 557: 4.8824684248983785e-06
Position 72: 4.323751551734228e-06
Position 101: 3.423881864477031e-06
Position 1737: 3.1647167859710417e-06
Position 1073: 3.0820737821492223e-06
Position 1355: 2.575243578015965e-06
Position 328: 2.3815901776736373e-06
Position 551: 2.1404833920083018e-06
Position 1378: 1.9717636967714454e-06
Position 1175: 1.846278460067389e-06
Position 78: 1.0116711620392752e-06
Position 147: 8.240038956354916e-07
Position 1340: 8.232667042972179e-07
Position 681: 8.005315737378919e-07
Position 152: 7.518073501431797e-07
Position 1912: 7.053567673551295e-07
Position 543: 5.993050652943877e-07
Position 286: 4.977931764732252e-07
Position 172: 4.7103831405647744e-07
Position 1120: 4.379080731552652e-07
Position 154: 4.188389493243637e-07
Position 1885: 3.4497898210408137e-07
Position 429: 3.1632016881267813e-07
Position 504: 2.3372747990493022e-07
Position 483: 1.2008591978092349e-07
Position 541: 1.1778759792369592e-07
Position 69: 7.788368693796924e-08
Position 1122: 5.677714369130535e-08
Position 448: 5.3003955399285414e-08
Position 414: 1.4424054626746875e-08
Position 465: 1.2595676551552227e-08
Position 441: 1.0097190855668133e-08
Position 1262: 5.925095290077301e-10
Position 876: 3.3660532624893886e-10
Position 657: 2.627017061114702e-10
Position 652: 6.144764908377455e-11
Position 864: 2.7167286025312834e-11
Position 1630: 1.0692081022396844e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 448: 0.9884679684241507
Position 652: 0.9737185094141322
Position 1270: 0.9612193526099752
Position 1646: 0.939211609545612
Position 1374: 0.7502563502754193
Position 1518: 0.019559189144367245
Position 681: 0.016833194746946077
Position 83: 0.009309148580562063
Position 978: 0.008418258581667138
Position 1295: 0.007905162174761315
Position 1586: 0.007313164938181645
Position 314: 0.005906239926807223
Position 456: 0.003683978999527779
Position 788: 0.0029180603405948983
Position 1097: 0.002758248485557281
Position 900: 0.002017791191129812
Position 1080: 0.001714216307651325
Position 695: 0.0015905376653113535
Position 849: 0.0014589652628336264
Position 459: 0.0012710426076398128
Position 483: 0.0010744550352718748
Position 1149: 0.0010141793108363658
Position 723: 0.0010048110762115342
Position 166: 0.00034526323264434075
Position 1116: 0.0003190965258426504
Position 1023: 0.00031055974385821674
Position 525: 0.0002928901407830955
Position 984: 0.00027230900346337627
Position 471: 0.0002503974048344917
Position 501: 0.00023933137592512194
Position 910: 0.00021897165167259104
Position 1817: 0.00018101626961307136
Position 98: 0.00016508634097750876
Position 195: 0.00012836850415641788
Position 1300: 0.00011724032996098714
Position 1340: 0.00011658863402557831
Position 1725: 8.661285309637744e-05
Position 707: 7.747234810154819e-05
Position 1776: 7.374969262883718e-05
Position 141: 6.80580013357617e-05
Position 1473: 5.604556166966118e-05
Position 819: 5.356441782157625e-05
Position 1001: 3.957373257232862e-05
Position 1745: 3.909038477869058e-05
Position 192: 2.2814161123845893e-05
Position 324: 2.2415423143107136e-05
Position 1421: 1.4495053555009478e-05
Position 1742: 1.4253359193099162e-05
Position 101: 1.0992632080749934e-05
Position 1608: 1.0916190587997992e-05
Position 799: 9.056330038896168e-06
Position 750: 8.154362227734261e-06
Position 108: 7.806143734864625e-06
Position 1042: 6.686465313797736e-06
Position 557: 3.268667411416109e-06
Position 1317: 2.8453671297678286e-06
Position 1874: 2.8204143271262173e-06
Position 515: 2.185664842511006e-06
Position 244: 2.0261933143708686e-06
Position 1240: 1.9213589576063884e-06
Position 1982: 1.5792626398696635e-06
Position 336: 1.320011020975441e-06
Position 1754: 1.2124934642131828e-06
Position 208: 3.0458736306133415e-07
Position 1960: 1.7452345902001206e-07
Position 58: 9.449236394326186e-09
Position 375: 3.0279206145238107e-09
Position 379: 2.04725591687606e-09
Position 568: 1.812311079296924e-09
Position 593: 1.1011216218721149e-09
Position 345: 1.6103688383642207e-10
