Gene = fok
index = 1704
Annotated 5SS: [493]
Annotated 3SS: [2054]
SMsplice 5SS: [493]
SMsplice 3SS: [5597]
top_k =  500
Partition function (log Z): -7.759139732821291

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.7961059713873944
Position 1996: 0.6280729015330291
Position 1656: 0.5436212638350626
Position 2284: 0.527969177754364
Position 2282: 0.17186057035950217
Position 3136: 0.16701207556302775
Position 1243: 0.11328571439779372
Position 3589: 0.10852373616099163
Position 1947: 0.07895028631863206
Position 4335: 0.07399355986670186
Position 758: 0.07222126883394195
Position 3410: 0.029861582956433187
Position 2394: 0.02507334610036929
Position 2719: 0.017672503603655947
Position 433: 0.013034190292030604
Position 1428: 0.012347566255056078
Position 5088: 0.010597568265952106
Position 3322: 0.009094395689314772
Position 2925: 0.008672007852250413
Position 1677: 0.007527721429496093
Position 3754: 0.007281454439559433
Position 3307: 0.007247962588675776
Position 5065: 0.005685124007858295
Position 3140: 0.005404259702838976
Position 4339: 0.005286100799872648
Position 925: 0.0046237468992865105
Position 1247: 0.0037056472607398722
Position 2974: 0.003441533311319282
Position 3963: 0.0032500972199864977
Position 1660: 0.003169613580104625
Position 2288: 0.003067526338441867
Position 1020: 0.0030521611237887343
Position 5698: 0.0029431002146817933
Position 2317: 0.002866256879397383
Position 147: 0.0018876872652144109
Position 996: 0.001643533582373958
Position 125: 0.0014387432302905626
Position 111: 0.0008707963196764914
Position 198: 0.0008374266646897381
Position 1147: 0.0008033673768043478
Position 1665: 0.0007951341538462141
Position 1910: 0.0007749621799072712
Position 1138: 0.0006457054151208348
Position 592: 0.000530238821743831
Position 3005: 0.00043288254903257325
Position 164: 0.0004216232529320599
Position 1339: 0.0004003236188360285
Position 1891: 0.0003777500827412902
Position 2844: 0.0003571533164595212
Position 1964: 0.0003497441303488496
Position 863: 0.0003050425002584584
Position 585: 0.00029812186983895096
Position 1510: 0.0002913759471368999
Position 2512: 0.0002788733137290643
Position 1680: 0.0002466936945241759
Position 1284: 0.0002449003589076125
Position 932: 0.00021672206539302447
Position 1253: 0.0001761185092032164
Position 1683: 0.0001113199684384337
Position 1441: 0.00010530854938254224
Position 566: 9.479500450934474e-05
Position 1636: 9.467529103274292e-05
Position 3593: 9.338601828412895e-05
Position 481: 8.478606493373948e-05
Position 762: 8.113762279700158e-05
Position 891: 7.598944624756874e-05
Position 1298: 7.451108980440536e-05
Position 670: 7.36664399490575e-05
Position 1617: 6.822795525704466e-05
Position 2535: 6.474277858773272e-05
Position 999: 5.842126723881415e-05
Position 128: 5.1272188584121395e-05
Position 310: 4.22058488071117e-05
Position 2348: 3.581025464425308e-05
Position 1697: 3.440491492914341e-05
Position 1877: 2.3017435114095673e-05
Position 281: 1.6864120601987157e-05
Position 662: 1.452980754791239e-05
Position 1032: 8.576027237451758e-06
Position 664: 5.350234952910789e-06
Position 297: 4.7138229232728496e-06
Position 94: 4.026768529834047e-06
Position 666: 3.2498995856986638e-06
Position 682: 3.0576863494782012e-06
Position 680: 2.6673067110239386e-06
Position 1113: 2.2661060841601793e-06
Position 342: 1.1263457076440856e-06
Position 678: 8.915726734852021e-07
Position 7: 8.322013976863357e-07
Position 583: 3.533210280010481e-07
Position 577: 1.2354151455642282e-07
Position 465: 1.1757089643765755e-07
Position 443: 1.1668737419426888e-07
Position 596: 9.841864875170145e-08
Position 486: 7.468374551491056e-08
Position 604: 4.3239924550008944e-08
Position 594: 4.302616211200578e-08
Position 674: 4.0277123027586705e-08
Position 357: 2.5040134629793465e-08
Position 422: 2.4872583260451517e-08
Position 731: 2.2340411709902898e-08
Position 808: 1.9817581902351165e-08
Position 654: 1.6879389953889433e-08
Position 947: 1.5912425766369507e-08
Position 783: 1.346567263714775e-08
Position 676: 1.1894122163808687e-08
Position 668: 6.217488769006528e-09
Position 745: 3.3642497545008975e-09
Position 599: 2.7679518237120354e-09
Position 607: 2.626707077724954e-09
Position 386: 2.356974285096885e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2054: 0.8611891931298759
Position 5597: 0.7929787329628245
Position 1813: 0.49792050560105044
Position 1481: 0.3135375573257893
Position 3206: 0.2016300602699911
Position 1798: 0.14701994476498623
Position 2654: 0.08607560786756345
Position 993: 0.06297637926905303
Position 1084: 0.05760760170517517
Position 4256: 0.052120940576109706
Position 2627: 0.04859306063574505
Position 1581: 0.04629580431026165
Position 1759: 0.03941678036267883
Position 1774: 0.03557285723854466
Position 3054: 0.030947917855923542
Position 1456: 0.022447374762677125
Position 4843: 0.01961193079306073
Position 1173: 0.01918739649668591
Position 1319: 0.01905413243543367
Position 3465: 0.016128851787278912
Position 1384: 0.014046560869895782
Position 4485: 0.013593587237290343
Position 3674: 0.013058963415415858
Position 2355: 0.010216591192848823
Position 1122: 0.009122402371137508
Position 2898: 0.0061073423296985835
Position 1465: 0.00475392484452001
Position 1284: 0.003534879881681605
Position 1301: 0.003501390858604223
Position 2699: 0.003244210457184351
Position 1534: 0.0031124509124373927
Position 5448: 0.0030595215547772467
Position 1497: 0.0029816056854695392
Position 816: 0.002976667406301433
Position 5752: 0.0029431002146817925
Position 4602: 0.0027924238369253784
Position 891: 0.002473678554020415
Position 689: 0.002405948586907138
Position 328: 0.002281341670517143
Position 3008: 0.002248794613397228
Position 1431: 0.0018173741658683439
Position 1731: 0.001679482018753252
Position 715: 0.0012813803803108808
Position 844: 0.0010879080818862385
Position 3350: 0.001077419901203977
Position 647: 0.000883165381272926
Position 720: 0.0007557260600940525
Position 630: 0.0006986506168499656
Position 297: 0.0004537875636002877
Position 995: 0.0004515104030580956
Position 2417: 0.00044481907791327316
Position 1138: 0.0003883536536273101
Position 1367: 0.0003857370391435505
Position 2376: 0.00031519666737204175
Position 1093: 0.0002352477885215543
Position 1143: 0.00019710897447037173
Position 907: 0.00018822179613088306
Position 1097: 0.00017815173360018918
Position 854: 0.0001776244161854402
Position 333: 0.00015838738215055134
Position 1509: 0.00014041848461069287
Position 1635: 0.0001264787959001571
Position 361: 9.910337467812417e-05
Position 662: 9.680563484860848e-05
Position 163: 5.7471174973994345e-05
Position 634: 5.053631276205974e-05
Position 310: 3.120041435484937e-05
Position 1104: 3.0007491290328033e-05
Position 1146: 2.9368036741472173e-05
Position 2059: 2.709490972727151e-05
Position 397: 2.041885499110121e-05
Position 761: 1.9025026214696092e-05
Position 1041: 1.7420723265825417e-05
Position 963: 1.64420873803957e-05
Position 1339: 1.2430195844705975e-05
Position 897: 1.1629554590125593e-05
Position 514: 1.0921407994202322e-05
Position 1019: 9.64561107190061e-06
Position 862: 8.66596650034653e-06
