Gene = endos
index = 1695
Annotated 5SS: [318 900]
Annotated 3SS: [ 703 1285]
SMsplice 5SS: [399 900]
SMsplice 3SS: [ 703 1285]
top_k =  500
Partition function (log Z): -3.2560709209138943

Sorted 5' Splice Sites (High to Low Probability):
Position 900: 0.9924820619498416
Position 399: 0.4203491976949187
Position 318: 0.2561952595281144
Position 1164: 0.18622340005494992
Position 260: 0.040720600770211265
Position 393: 0.009229935056223468
Position 1434: 0.009160885893348097
Position 53: 0.008230869600107004
Position 1214: 0.007448584135875057
Position 48: 0.0069224989528746395
Position 405: 0.004411992863438422
Position 403: 0.004047947012253214
Position 1191: 0.0034182336905938153
Position 1364: 0.0028000208370580607
Position 1506: 0.002542235544594309
Position 543: 0.002313609349893125
Position 171: 0.0019537754042076205
Position 1181: 0.0016319740107163278
Position 545: 0.0015026001008937302
Position 547: 0.0014312239133172134
Position 549: 0.001354403587663966
Position 539: 0.0011715676209457032
Position 1220: 0.0011157229240875784
Position 553: 0.001064831091143057
Position 1490: 0.0010144048672404158
Position 290: 0.0009357612608111023
Position 1770: 0.0009247037433581846
Position 1828: 0.0008240113146396465
Position 396: 0.0008188157529190229
Position 533: 0.0005306540861424757
Position 514: 0.000524328913649706
Position 1349: 0.0004632020103564165
Position 44: 0.000456592818770643
Position 977: 0.0003246147463435115
Position 904: 0.0003245777002419803
Position 199: 0.00029203820622931536
Position 127: 0.0002741462880084637
Position 1141: 0.000249587108982422
Position 481: 0.00022311126591688797
Position 37: 0.00018182856204166246
Position 1441: 0.00018056716850690043
Position 518: 0.00013564618187313077
Position 648: 7.634213830376973e-05
Position 297: 5.878456665653285e-05
Position 833: 4.749404197195951e-05
Position 1791: 2.7778510880263977e-05
Position 77: 2.1829603499585812e-05
Position 1927: 1.637873957942081e-05
Position 700: 1.3442188045346302e-05
Position 479: 1.2901071384919462e-05
Position 1024: 6.671900996027285e-06
Position 1021: 6.1808831834382464e-06
Position 2026: 6.082022116874041e-06
Position 95: 5.579547291303197e-06
Position 485: 4.551660771150279e-06
Position 143: 4.242301324190757e-06
Position 1031: 3.185469833639196e-06
Position 512: 3.0191540316596574e-06
Position 954: 1.4322530796010554e-06
Position 827: 1.0329838571204797e-06
Position 4: 1.0199442602855596e-06
Position 125: 1.0123587999304496e-06
Position 956: 8.538035719601049e-07
Position 939: 7.236550832447025e-07
Position 852: 2.700544316618044e-07
Position 1400: 1.1416839132742506e-07
Position 537: 1.6915613918082524e-10
Position 551: 4.862515834883545e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1285: 0.8833380987815529
Position 703: 0.5348922771159018
Position 1080: 0.1825821170043118
Position 648: 0.07559872190132831
Position 310: 0.047326565654327774
Position 475: 0.04465760931457282
Position 1024: 0.03683467039700081
Position 688: 0.029775102519965194
Position 1134: 0.02780200302315425
Position 1021: 0.019930961433301534
Position 1291: 0.0184982431757718
Position 707: 0.015518378026749543
Position 1630: 0.01411270488355747
Position 1047: 0.0101213037985029
Position 1315: 0.010054078010688007
Position 1612: 0.005975665283180203
Position 235: 0.004123926196225967
Position 121: 0.001997562441987848
Position 761: 0.0014771816331608097
Position 1825: 0.0012570592905048364
Position 729: 0.0011325156438088627
Position 1220: 0.0010246716025386366
Position 2025: 0.0010057213988976742
Position 1575: 0.0009220294963092365
Position 782: 0.0008162639561733374
Position 1719: 0.0005118233194794309
Position 2041: 0.0005045331113758209
Position 1511: 0.0004386478012690699
Position 736: 0.0004266172117528888
Position 512: 0.00032283075727543325
Position 1988: 0.00029349419170592494
Position 1506: 0.0002790589578793814
Position 133: 0.00027072183126424486
Position 95: 0.0002640571913825102
Position 742: 0.0002529047739726904
Position 1031: 0.00022649039476955288
Position 175: 0.00021255534366254757
Position 806: 0.00017933501342135434
Position 1694: 0.00017796480673752972
Position 396: 0.00016634503884220003
Position 479: 0.00015741008085820926
Position 1441: 0.00014118179798990437
Position 2071: 0.0001393925079026528
Position 2102: 0.0001329792924406254
Position 379: 0.00012575250491918163
Position 1247: 0.00010095822674374474
Position 1865: 7.313511196891935e-05
Position 1205: 6.35710975617224e-05
Position 803: 5.7147045223027146e-05
Position 1856: 5.539353272975093e-05
Position 1985: 5.33244027571125e-05
Position 185: 4.698303482788672e-05
Position 143: 4.2303013102971864e-05
Position 881: 3.711356844229794e-05
Position 182: 3.22556783385422e-05
Position 1327: 3.1981611990063645e-05
Position 1141: 2.871883340093567e-05
Position 151: 2.470239302251925e-05
Position 1230: 1.8034396933637455e-05
Position 1177: 1.607145293178945e-05
Position 770: 1.5477380269012084e-05
Position 529: 1.2398034320625911e-05
Position 199: 6.222339551778346e-06
Position 317: 5.7974871038358685e-06
Position 240: 8.956619158669188e-07
Position 255: 4.443787502833564e-07
Position 243: 2.4985683274467774e-07
Position 290: 1.3936094097010413e-07
Position 265: 8.435962577856804e-08
Position 279: 1.1454864458712633e-08
Position 273: 3.3906534794723174e-09
Position 53: 1.4608434361295246e-09
Position 276: 3.0046293533277167e-10
Position 77: 1.816426959223806e-13
