Gene = Bdp1
index = 46
Annotated 5SS: [1196 1583]
Annotated 3SS: [1253 1636]
SMsplice 5SS: [1196 1583]
SMsplice 3SS: [1253 1636]
top_k =  500
Partition function (log Z): -3.943575443901494

Sorted 5' Splice Sites (High to Low Probability):
Position 1583: 0.9933872183330691
Position 1196: 0.8628957803646373
Position 1408: 0.15911956829761947
Position 1153: 0.05777380991015056
Position 816: 0.050893092581625575
Position 1803: 0.0303356494250739
Position 424: 0.028814616587576117
Position 1012: 0.019308444031000353
Position 682: 0.017844333212368266
Position 541: 0.01387276263310181
Position 788: 0.011913924628297327
Position 1208: 0.010308772478555106
Position 1056: 0.004699369294376294
Position 1389: 0.0038212709160568696
Position 1170: 0.0034415285168984456
Position 840: 0.0029388284226383324
Position 824: 0.0028129775472504706
Position 59: 0.0023393859862019454
Position 960: 0.0020508316359129485
Position 881: 0.001716047610371109
Position 1138: 0.001702852817399271
Position 2000: 0.0014347978884016455
Position 2043: 0.0010002186819623728
Position 964: 0.0009802004528193435
Position 43: 0.0008408813823086369
Position 2013: 0.0007340421709461038
Position 2366: 0.0007182041747845058
Position 1383: 0.000484703881281618
Position 1835: 0.0004493094541880558
Position 949: 0.0004120412068872398
Position 989: 0.0003151867507230422
Position 307: 0.0003094369470419101
Position 526: 0.00030818866706571596
Position 869: 0.0002935317942610596
Position 1994: 0.00028136445965103103
Position 1788: 0.0002611073280197311
Position 524: 0.00024955129376645087
Position 650: 0.0002361963786732788
Position 1363: 0.0002343175110699055
Position 2311: 0.0002315993861698844
Position 2066: 0.00021896548951461705
Position 587: 0.000207461327006754
Position 301: 0.00019657251221515405
Position 304: 0.00018703373228266655
Position 1540: 0.00017450074144834937
Position 518: 0.00017167595989690826
Position 324: 0.00014721261884307577
Position 894: 0.0001457743329873205
Position 2348: 0.00012935225292345196
Position 883: 0.00012235203426181316
Position 900: 0.00011045697683774077
Position 1372: 9.434826064777889e-05
Position 87: 8.262418147006597e-05
Position 2314: 7.819241450658776e-05
Position 568: 5.8316890783513435e-05
Position 12: 5.756288803025927e-05
Position 150: 5.562499263100141e-05
Position 334: 4.1850043325356534e-05
Position 984: 4.002738704504756e-05
Position 1041: 3.49929047020097e-05
Position 90: 3.0805012988013226e-05
Position 174: 2.928288979854208e-05
Position 451: 2.86556229794155e-05
Position 137: 2.62922509171289e-05
Position 110: 2.6112812379101184e-05
Position 104: 2.4474089674634373e-05
Position 1313: 2.1838588035934958e-05
Position 2057: 2.081211955001908e-05
Position 731: 1.8730556341755222e-05
Position 1016: 1.3755944923448647e-05
Position 702: 1.2065451959165377e-05
Position 2268: 8.125450791844928e-06
Position 1222: 7.238892824519421e-06
Position 1060: 3.4477035824869763e-06
Position 15: 1.2232984974261007e-06
Position 1604: 3.0084774318095135e-07
Position 609: 2.1833940512278901e-07
Position 139: 1.938937174900217e-07
Position 1594: 1.5170864549070155e-07
Position 1864: 5.000162745883065e-08
Position 1982: 3.473962041009292e-08
Position 1686: 1.2756607939593575e-08
