Gene = DIP-delta
index = 1123
Annotated 5SS: [  167  5520  7630  9118  9344  9747 11570 12204 12524 13667 15363]
Annotated 3SS: [ 5053  7522  8912  9181  9617 11478 12119 12413 13603 15080 15421]
SMsplice 5SS: [ 1175  5520  7630  9118  9344 11570 12204 12524 13667 15363]
SMsplice 3SS: [ 5053  7522  8912  9181 11478 12119 12413 13603 15080 15421]
top_k =  500
Partition function (log Z): 13.50829953284932

Sorted 5' Splice Sites (High to Low Probability):
Position 11570: 0.9978687431272826
Position 12204: 0.9931209427107597
Position 12524: 0.9867863914073365
Position 15363: 0.9801825538517512
Position 9118: 0.9624403822388745
Position 7630: 0.9534815207303075
Position 9344: 0.9062149298466053
Position 5520: 0.7952501688068723
Position 1175: 0.7831104254102779
Position 13667: 0.7169365447831941
Position 9747: 0.20958421034794653
Position 12874: 0.19400824905489147
Position 15567: 0.17559148873653854
Position 821: 0.16187565191415104
Position 15002: 0.1000034027750008
Position 8438: 0.09335582428514821
Position 14073: 0.09201888446908371
Position 14919: 0.08280520685308705
Position 15594: 0.07650479069302277
Position 6233: 0.07082072158774892
Position 179: 0.0612361190752715
Position 13402: 0.04439069316287248
Position 9656: 0.04381300846813336
Position 5124: 0.04192499709086832
Position 14648: 0.03873085786171915
Position 31: 0.038266996631733864
Position 8458: 0.03435625224772238
Position 9372: 0.03412217631118005
Position 13489: 0.033899702979384674
Position 11986: 0.03365296222716026
Position 15832: 0.03038746614132905
Position 167: 0.027755380834237404
Position 9787: 0.02771534481001397
Position 13691: 0.027226138346551573
Position 25: 0.022249824590902943
Position 14664: 0.016203224373287316
Position 3574: 0.015178117125905746
Position 12857: 0.014935952363630257
Position 16844: 0.01472544533411308
Position 8842: 0.013970379869501505
Position 115: 0.01335791915654043
Position 5303: 0.013293289298154811
Position 15746: 0.013098636299394398
Position 12762: 0.012552870427938047
Position 16848: 0.012517075154846433
Position 14462: 0.011120146757706372
Position 15359: 0.010934189998331784
Position 10295: 0.01033755892674762
Position 6261: 0.009328450666088933
Position 10974: 0.009097443945411276
Position 1192: 0.008884635015436813
Position 999: 0.008523303957519126
Position 13951: 0.008355474796081987
Position 719: 0.00832294173327426
Position 2886: 0.0076452492962347796
Position 13484: 0.006469237730443826
Position 14644: 0.006354414958759104
Position 13693: 0.006005765510767185
Position 9114: 0.005952031890513578
Position 14825: 0.005738061845804358
Position 12038: 0.005674792596933642
Position 137: 0.0054201216364719055
Position 14512: 0.004953796566404672
Position 14642: 0.0045070529303191855
Position 2200: 0.0044836557215334185
Position 1238: 0.004380037297251511
Position 206: 0.003710012077809635
Position 16860: 0.0036008448053470987
Position 1563: 0.0035125397520396847
Position 268: 0.003361793043964421
Position 104: 0.0030782420703737976
Position 13671: 0.0030276087669438936
Position 13089: 0.0030093865146723453
Position 1015: 0.0029402985301195676
Position 7149: 0.0029037875061962448
Position 9767: 0.0027300927823473613
Position 9229: 0.0026518072544153047
Position 14566: 0.0026210806702272535
Position 12013: 0.0025257927250708976
Position 2354: 0.0024144043029528444
Position 6085: 0.0023800081238452417
Position 14503: 0.002372976062692389
Position 9111: 0.002308223197711811
Position 898: 0.0022237964526753474
Position 9791: 0.00215885793760955
Position 7746: 0.002115498171565524
Position 16033: 0.002077326776718833
Position 6294: 0.002060136303336077
Position 13837: 0.0019000060351198219
Position 482: 0.0017687839777325992
Position 10612: 0.0017560947841926463
Position 1077: 0.0017247781424056157
Position 13939: 0.0016807225599093734
Position 10894: 0.0016458257629840083
Position 8321: 0.0016316127351016798
Position 14638: 0.0015873753295936987
Position 13971: 0.0015240662743423133
Position 15805: 0.0015168840257267628
Position 11997: 0.001513816295210586
Position 804: 0.0014003447807023183
Position 4346: 0.0013842714663972273
Position 183: 0.0013159211671986942
Position 11772: 0.001287478930291384
Position 1103: 0.001237698371062421
Position 11738: 0.0012307987429519662
Position 14672: 0.001213448122133822
Position 8450: 0.0011933964016132476
Position 14085: 0.0011683071792161603
Position 215: 0.0010964743982014873
Position 5420: 0.001012495404070997
Position 13737: 0.0010016445128195946
Position 15502: 0.0010005225084793066
Position 3177: 0.00099311166807941
Position 13753: 0.0009276755550137537
Position 13123: 0.0008977387176541002
Position 921: 0.0008905754619165924
Position 15717: 0.0008564877628741174
Position 3741: 0.0008522412764360146
Position 785: 0.0008420407946360486
Position 12939: 0.0008344673895517139
Position 10230: 0.0008274001714849921
Position 276: 0.0008103239688302593
Position 2160: 0.0008042380173529734
Position 15561: 0.0007978814977221892
Position 11989: 0.0007392495849823866
Position 8343: 0.0007068495655638678
Position 2563: 0.000683831646473995
Position 12319: 0.0006155874255999727
Position 13265: 0.0005886626815529288
Position 9024: 0.0005428768819647342
Position 667: 0.0005256228434887655
Position 15672: 0.0005247505472809069
Position 11796: 0.00048444084990141497
Position 8420: 0.0004623598523374117
Position 11963: 0.0004072261755161726
Position 9852: 0.00038964940259204623
Position 620: 0.0003852874509935201
Position 14668: 0.0003673438139696449
Position 15355: 0.00035930799913815584
Position 9096: 0.0003579887394049424
Position 14287: 0.00035558204316887127
Position 12171: 0.00029483971413759593
Position 13726: 0.0002695813393671041
Position 9122: 0.00024765198025110706
Position 625: 0.0002209278848087515
Position 13881: 0.0002158084250110628
Position 14031: 0.00019856761870898148
Position 12542: 0.00018150329976965098
Position 2181: 0.00017644268590874925
Position 5713: 0.00013808493724707966
Position 43: 0.0001332571034830421
Position 536: 0.00012423452821922178
Position 144: 0.000121465061249099
Position 16243: 0.00011916807673681563
Position 13072: 0.00011427510325285803
Position 3024: 0.00010523369797560975
Position 11782: 9.955760833366153e-05
Position 549: 7.619357677985185e-05
Position 1064: 7.151896587358653e-05
Position 12536: 6.984123789405283e-05
Position 12452: 6.562253587898012e-05
Position 935: 5.99419362514083e-05
