Gene = slam
index = 1877
Annotated 5SS: [ 194 2920]
Annotated 3SS: [ 907 2985]
SMsplice 5SS: [ 194 2920]
SMsplice 3SS: [ 907 2985]
top_k =  500
Partition function (log Z): -5.752830551375441

Sorted 5' Splice Sites (High to Low Probability):
Position 2920: 0.9952793004490251
Position 194: 0.7753699302761423
Position 598: 0.22834968855145987
Position 1051: 0.16914114281809062
Position 2065: 0.07178900298765102
Position 1055: 0.05579773527108244
Position 42: 0.05096300163158665
Position 1531: 0.03164178589949087
Position 359: 0.02955569342921463
Position 3680: 0.029079977356148742
Position 249: 0.027499145708795813
Position 817: 0.023940390616311844
Position 646: 0.02121443734683312
Position 2450: 0.011079694946329271
Position 3038: 0.009738702168148535
Position 828: 0.008424195511910764
Position 533: 0.00822005176922488
Position 938: 0.006686207717048675
Position 307: 0.006444362500849008
Position 4189: 0.0060668178629310265
Position 48: 0.005098802020759421
Position 131: 0.005003567224142455
Position 1654: 0.004965686669406349
Position 1845: 0.004253587483257303
Position 1753: 0.004029257735634759
Position 801: 0.0024341873745501986
Position 3206: 0.002345671594109415
Position 727: 0.0022569793709490793
Position 292: 0.002041086606587872
Position 112: 0.0017265024642085327
Position 88: 0.0016692179631083723
Position 568: 0.0014684905170846676
Position 529: 0.0011703351998313806
Position 627: 0.0010827332043334412
Position 159: 0.0010819638813667398
Position 650: 0.0008729853229470548
Position 648: 0.0007723970694912442
Position 3458: 0.000694219191328041
Position 11: 0.0005705007503940732
Position 761: 0.0004919174940952385
Position 3388: 0.0004292204964791547
Position 3215: 0.00034824730421306716
Position 721: 0.0003363604661155007
Position 541: 0.0003285452860235986
Position 3520: 0.0003047074140390542
Position 747: 0.0003035172968029784
Position 128: 0.0002735707166061741
Position 4771: 0.00021724722473317104
Position 535: 0.0001598523794339744
Position 325: 0.00015921960696039275
Position 399: 0.00015731780677628589
Position 2891: 0.00012962126799144166
Position 457: 0.00011887062691324025
Position 3201: 9.674646849225165e-05
Position 3242: 7.13745160543504e-05
Position 1577: 6.842118955123059e-05
Position 198: 6.758543177365205e-05
Position 4783: 5.7446612874518244e-05
Position 3616: 4.925468310695687e-05
Position 137: 4.605861756348096e-05
Position 1586: 3.4199282205419856e-05
Position 681: 2.4563652572912074e-05
Position 55: 2.1501651849128446e-05
Position 602: 2.0425568002566847e-05
Position 662: 2.025767142644291e-05
Position 169: 1.857642503672906e-05
Position 686: 1.82271067328392e-05
Position 808: 1.8082517613241146e-05
Position 449: 1.4490008999429276e-05
Position 147: 7.827434928914186e-06
Position 908: 7.71273186280723e-06
Position 1100: 6.414041792528287e-06
Position 3506: 5.379410148332506e-06
Position 586: 5.007945447026599e-06
Position 95: 4.614227543674867e-06
Position 347: 4.088311637596058e-06
Position 1136: 3.7638119252134047e-06
Position 135: 1.2086271549374704e-06
Position 414: 1.0403622519109594e-06
Position 3300: 9.442991285246123e-07
Position 119: 9.106051880979097e-07
Position 1240: 5.561234112282336e-07
Position 227: 4.182013928623386e-07
Position 424: 2.6622121488711626e-07
Position 1777: 1.9754392961944543e-07
Position 1819: 1.6887082801102952e-07
Position 265: 1.6185753550277046e-07
Position 2245: 9.371399918228083e-08
Position 962: 8.723081655801935e-08
Position 149: 1.6444108615042972e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2985: 0.9947139473877217
Position 907: 0.7241180826789064
Position 452: 0.25925016929549277
Position 2475: 0.21220272278830055
Position 2504: 0.109199616485088
Position 1115: 0.08692637938705858
Position 410: 0.029683229829757723
Position 3732: 0.02820727175259924
Position 845: 0.022594681197356928
Position 930: 0.020457073318220092
Position 727: 0.010753133053399599
Position 2133: 0.008791614350716228
Position 993: 0.008489962054419055
Position 1108: 0.008263114840299101
Position 1199: 0.007813788205875515
Position 1221: 0.006878388218024144
Position 1236: 0.006322590303969451
Position 468: 0.005075217042949596
Position 4253: 0.004543000464839791
Position 621: 0.0044014589216450056
Position 1912: 0.004198535266786801
Position 873: 0.0037136520715169473
Position 966: 0.0034190414047517
Position 1740: 0.0033571418213201847
Position 474: 0.0031082255581334713
Position 2050: 0.0031008302170080467
Position 3346: 0.0025272900356124377
Position 1277: 0.0019836196668237623
Position 3006: 0.001979063146059253
Position 3520: 0.0019183571404132011
Position 247: 0.0018997956298650914
Position 253: 0.0018669196753045409
Position 3111: 0.0017390176933743807
Position 3858: 0.001607946099953888
Position 4256: 0.0015238173980912323
Position 3393: 0.0012124436272399136
Position 1126: 0.0011859497243091699
Position 3813: 0.0011310603666345156
Position 1473: 0.0010952353160096555
Position 414: 0.001061242247109705
Position 390: 0.0010162607677692364
Position 3582: 0.0010094174835776307
Position 1169: 0.0009161140409864207
Position 792: 0.0008239020079408903
Position 3793: 0.0008156405492700763
Position 3294: 0.0006613884413871964
Position 1173: 0.0006324806405305057
Position 3114: 0.000551855678182926
Position 219: 0.0005501523740602956
Position 3184: 0.0005187765393096308
Position 3163: 0.0005115721174868803
Position 2993: 0.000490242532750844
Position 320: 0.0004732607766905377
Position 3033: 0.00033081113765022794
Position 1496: 0.00032057190269679076
Position 4871: 0.0002726242214015835
Position 233: 0.00025565310517654683
Position 3458: 0.00025042483058353225
Position 3818: 0.00019416446766222305
Position 3680: 0.00019080542003876736
Position 504: 0.00016713155367033158
Position 3753: 0.00014886188583653745
Position 128: 0.00013250580974059233
Position 3945: 0.00012679016709442483
Position 339: 0.00012193547082651736
Position 3542: 9.650016348785611e-05
Position 4204: 8.796391680868328e-05
Position 162: 6.700030400675249e-05
Position 4887: 5.202731934163806e-05
Position 359: 4.845338344670389e-05
Position 3037: 4.6821168132732364e-05
Position 292: 3.0789951696136895e-05
Position 421: 3.0617968592178226e-05
Position 805: 9.310984150461562e-06
Position 159: 5.7049172537420254e-06
Position 198: 5.610908107557703e-07
Position 194: 5.015430037024097e-07
Position 237: 4.799690759193609e-07
Position 541: 3.7272284702826027e-07
Position 169: 3.5437874005653845e-07
Position 255: 1.5838729045261417e-07
Position 563: 7.604386317945263e-08
Position 178: 6.26515247663684e-08
