Gene = Rpp30
index = 1457
Annotated 5SS: [147 395 518 847]
Annotated 3SS: [206 448 571 908]
SMsplice 5SS: [147 395 518 847]
SMsplice 3SS: [206 448 726 908]
top_k =  500
Partition function (log Z): 2.8411704477827655

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9813716837290444
Position 147: 0.9812816471921645
Position 847: 0.9063110913185521
Position 518: 0.7930519465182924
Position 638: 0.020225801276220392
Position 659: 0.006650361290108703
Position 151: 0.006567951331241415
Position 665: 0.004539469710076153
Position 798: 0.0006141949614800571
Position 1094: 0.0004436605376165006
Position 270: 0.0004079171300827969
Position 836: 0.0002725764690746172
Position 140: 0.00025511890814620676
Position 25: 0.00019319018052124694
Position 669: 0.00019128837786398673
Position 532: 0.00018335010311371116
Position 1132: 9.516554211181674e-05
Position 1171: 6.324767364470882e-05
Position 425: 4.253011483599519e-05
Position 883: 3.991366088024689e-05
Position 374: 3.738514656892887e-05
Position 782: 3.677322566281427e-05
Position 1176: 3.575840439075927e-05
Position 679: 3.075312542322991e-05
Position 15: 2.751089906951579e-05
Position 368: 2.601590709831414e-05
Position 522: 2.271685504857653e-05
Position 1213: 1.8636652307101173e-05
Position 625: 1.8635447589116476e-05
Position 380: 1.3227438233602724e-05
Position 274: 9.762010598935374e-06
Position 795: 8.354271251471722e-06
Position 995: 7.532362963966064e-06
Position 1034: 6.716740672113938e-06
Position 433: 3.123492737637886e-06
Position 1017: 3.1089746718864843e-06
Position 445: 2.7226467668297814e-06
Position 1256: 2.587971317822383e-06
Position 998: 2.449633313530512e-06
Position 1221: 2.0905359902261045e-06
Position 237: 1.7782807261396992e-06
Position 322: 1.5559129966551162e-06
Position 1251: 1.4753562959623032e-06
Position 772: 1.3874480114809614e-06
Position 113: 1.2876344620541678e-06
Position 617: 9.75722513580537e-07
Position 472: 7.187131973273231e-07
Position 115: 7.1460761318566e-07
Position 892: 3.8028584866327344e-07
Position 450: 1.6612192520941807e-07
Position 221: 3.7935328519230827e-08
Position 200: 3.4764093903310345e-08
Position 439: 2.3185913799582402e-08
Position 283: 1.2259357760038958e-08
Position 452: 1.0103162765002667e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 206: 0.9871226235753007
Position 448: 0.9672006912465978
Position 908: 0.9003642943942353
Position 726: 0.5828957562323255
Position 650: 0.07521260469714486
Position 931: 0.0741389191604731
Position 571: 0.060457207579634124
Position 658: 0.028710662393618167
Position 767: 0.004887713153177898
Position 503: 0.0036672288779961482
Position 751: 0.0033519362811404493
Position 795: 0.002540743148259466
Position 730: 0.0024162487023079863
Position 877: 0.0018494352190090639
Position 1274: 0.0016392105519683255
Position 792: 0.0013684662641980188
Position 472: 0.0007209814003089511
Position 1027: 0.0006863520625991264
Position 984: 0.0005944872086982513
Position 249: 0.00042935446976518764
Position 933: 0.0003488570178070868
Position 1055: 0.00031127829769864385
Position 817: 0.00025591939338512803
Position 87: 0.00021922742692391973
Position 772: 0.0001881771948748677
Position 1200: 0.00016832750535770232
Position 450: 0.00016612280217251924
Position 301: 0.00015102146492212854
Position 328: 0.0001375643601455046
Position 221: 0.00013102396120273356
Position 1241: 0.00010921591686245937
Position 742: 0.00010534453699735003
Position 857: 9.532035402252821e-05
Position 371: 7.845732826205693e-05
Position 235: 7.11307208285797e-05
Position 990: 5.077933130685766e-05
Position 349: 4.7783370054589754e-05
Position 778: 4.184346329713656e-05
Position 1171: 3.502730662476388e-05
Position 1302: 3.077705608003643e-05
Position 1062: 2.492512438318553e-05
Position 1213: 1.2895368827175559e-05
Position 1296: 1.2372858493650964e-05
Position 1221: 1.1186188067873758e-05
Position 851: 1.0018812567959085e-05
Position 522: 9.828161298206172e-06
Position 1324: 8.143714461806213e-06
Position 883: 7.854304152856314e-06
Position 665: 7.798977404502484e-06
Position 1117: 5.128791254688177e-06
Position 532: 3.6456427903250585e-06
Position 334: 3.615424962599145e-06
Position 280: 3.431474926496669e-06
Position 1092: 1.7827746181893016e-06
Position 319: 1.4639685966990826e-06
Position 256: 1.4159187270218466e-06
Position 865: 1.2053388427121125e-06
Position 1132: 1.1980022100917485e-06
Position 1179: 6.912307803045434e-07
Position 322: 3.857701157685923e-07
Position 1321: 3.314178224201298e-07
Position 421: 2.822240116604032e-07
Position 172: 2.526043458540582e-07
Position 237: 1.5645310034190725e-07
Position 175: 1.5152688076223104e-07
Position 103: 6.649196953422169e-08
Position 425: 5.4026895772486564e-08
Position 351: 4.3992865527299426e-08
Position 61: 2.7312115429638676e-08
Position 398: 2.3438858703894057e-08
Position 307: 2.1829105373369777e-08
Position 69: 1.1093233359622448e-08
Position 147: 1.961362336301923e-10
Position 136: 1.7609264396960376e-10
Position 339: 2.6995237696932247e-11
Position 292: 1.2696155817727834e-11
Position 151: 3.8446245553028245e-15
Position 155: 2.445669599638152e-17
