Gene = Rrp1
index = 1458
Annotated 5SS: [1253 1392 1795]
Annotated 3SS: [1313 1453 1856]
SMsplice 5SS: [1253 1392 1795]
SMsplice 3SS: [1313 1453 1856]
top_k =  500
Partition function (log Z): 5.06911424385209

Sorted 5' Splice Sites (High to Low Probability):
Position 1795: 0.9961408241267455
Position 1253: 0.9901837995225293
Position 1392: 0.945492333317043
Position 1523: 0.24647518337401703
Position 2627: 0.09304893833693989
Position 1383: 0.05228877971599906
Position 994: 0.031208334422823898
Position 2072: 0.028044942375805355
Position 1085: 0.01836306114244728
Position 2144: 0.006905203784755678
Position 1561: 0.006008941920191245
Position 1550: 0.004637747121005697
Position 18: 0.0038155370618257927
Position 1527: 0.0032735151305989282
Position 2543: 0.003000913405657411
Position 2045: 0.0029878432091047765
Position 1642: 0.002669182682960332
Position 158: 0.002204859432679348
Position 973: 0.0019676959465037536
Position 2520: 0.0018911379264231474
Position 829: 0.0016552047912844086
Position 2529: 0.0015916313890582336
Position 2442: 0.001560876803637659
Position 928: 0.0009862116725987717
Position 1096: 0.00036888080143862166
Position 1210: 0.0002423519155415667
Position 1208: 0.00024196187573470097
Position 493: 0.00022692009214910584
Position 556: 0.0001922323640439521
Position 2618: 0.00019145875313140775
Position 337: 0.00018692080145008512
Position 2598: 0.00018311830171224372
Position 2012: 0.0001641289891903777
Position 2054: 0.0001591195516902456
Position 2589: 0.00011653467457527766
Position 1511: 9.087675731783336e-05
Position 2022: 8.653067670877316e-05
Position 2175: 8.592921242511347e-05
Position 625: 8.188624470960434e-05
Position 2445: 7.266969254311708e-05
Position 2148: 7.110482478841835e-05
Position 1893: 4.6946531238100026e-05
Position 1403: 4.491518412260034e-05
Position 1748: 4.462627736262788e-05
Position 168: 4.163222437813957e-05
Position 15: 3.7742750755210466e-05
Position 786: 3.0204848598772538e-05
Position 919: 2.926040815734637e-05
Position 2533: 2.588119827710037e-05
Position 2557: 2.430160377139933e-05
Position 2199: 2.2752765817186648e-05
Position 1213: 2.022816181073443e-05
Position 1263: 1.98050760482592e-05
Position 32: 1.777398833495912e-05
Position 94: 1.5697232638329257e-05
Position 778: 1.5168360537566317e-05
Position 2100: 1.4824848159291099e-05
Position 1734: 1.3268098616921875e-05
Position 198: 1.2807547811269159e-05
Position 2178: 1.0994276424053194e-05
Position 112: 9.088020869240101e-06
Position 1953: 7.4855668048663015e-06
Position 496: 7.4247021046887295e-06
Position 1721: 7.099765154709125e-06
Position 1755: 6.915405453227523e-06
Position 2272: 6.6708344961173966e-06
Position 189: 6.413865855021282e-06
Position 409: 6.379669703661788e-06
Position 1274: 6.000052484076397e-06
Position 13: 5.104962012171865e-06
Position 2535: 4.610188784555005e-06
Position 385: 4.566801021198351e-06
Position 1012: 3.3868499968653848e-06
Position 1986: 3.3186715818683106e-06
Position 2391: 2.6862265196755803e-06
Position 1595: 2.50668024553088e-06
Position 590: 2.0578641481861217e-06
Position 1024: 1.5788000052112483e-06
Position 1498: 1.3474942511512113e-06
Position 2070: 8.744407176927644e-07
Position 249: 5.01186504699183e-07
Position 1352: 4.6677775240131203e-07
Position 630: 3.7512998263459024e-07
Position 229: 3.340200766872071e-07
Position 152: 2.928168064759349e-07
Position 60: 2.5201527032801827e-07
Position 1865: 2.1633548675945477e-07
Position 83: 1.4393510365114313e-07
Position 220: 7.021094462139061e-08
Position 443: 6.461512177233532e-08
Position 72: 6.297792339976862e-08
Position 875: 4.64465045785339e-08
Position 298: 3.5352533436093655e-08
Position 218: 2.226068802675413e-08
Position 2076: 7.422786110633133e-09
Position 1337: 5.16784307590548e-09
Position 1880: 2.893528410279822e-09
Position 1928: 5.699277223760672e-10
Position 1714: 5.071100297447374e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1453: 0.9970640703465734
Position 1313: 0.9956743044838345
Position 1856: 0.9953992978322536
Position 1603: 0.18340343026854822
Position 2682: 0.10113701313007681
Position 1678: 0.05992924242296515
Position 1048: 0.032900535048207225
Position 2141: 0.017153660209085243
Position 1137: 0.014052425333849275
Position 2621: 0.012323708540941943
Position 1706: 0.012084166155301189
Position 1675: 0.005273965503327225
Position 72: 0.003412831137009681
Position 2234: 0.0027854706785823444
Position 2716: 0.0020359124598287614
Position 2320: 0.0018932541453325308
Position 1149: 0.0017982739769027774
Position 1865: 0.0010622386404999138
Position 1319: 0.001036576094950761
Position 883: 0.000955973370167105
Position 2088: 0.0009428309970915732
Position 1615: 0.0007966314514986913
Position 1657: 0.0007544046630694532
Position 2132: 0.0007090602050715548
Position 225: 0.0006986340618295578
Position 2264: 0.0006876615913761865
Position 2342: 0.00044292017315112974
Position 2153: 0.0003843277682863074
Position 1880: 0.00038112557168122103
Position 1459: 0.00033541378301334205
Position 1146: 0.00030013952009120447
Position 681: 0.00021448786982490708
Position 1012: 0.00019372333934068156
Position 1071: 0.00016907054427760793
Position 1938: 0.00016842609282360409
Position 2246: 0.00014216303431782682
Position 1059: 9.532275689615687e-05
Position 1099: 7.895086871630985e-05
Position 2286: 7.879504802472929e-05
Position 1966: 7.112371203976064e-05
Position 645: 6.646750019922191e-05
Position 1684: 5.5762143935641996e-05
Position 436: 5.0766098440533504e-05
Position 625: 4.968144878547507e-05
Position 2267: 4.145665157452659e-05
Position 1727: 3.6778833717677936e-05
Position 997: 3.632960744050387e-05
Position 601: 3.413948206397124e-05
Position 1119: 2.747978687338398e-05
Position 313: 2.2254002878141082e-05
Position 1623: 2.1557197163090085e-05
Position 244: 2.1473687016886783e-05
Position 1021: 2.039527930556062e-05
Position 891: 1.8528168877329516e-05
Position 898: 1.701142836949286e-05
