Gene = strat
index = 1897
Annotated 5SS: [204]
Annotated 3SS: [273]
SMsplice 5SS: [204]
SMsplice 3SS: [273]
top_k =  500
Partition function (log Z): -4.777679243949475

Sorted 5' Splice Sites (High to Low Probability):
Position 204: 0.9992480789529162
Position 539: 0.052317127100880025
Position 655: 0.0055316642080384185
Position 650: 0.00551947687350309
Position 830: 0.0036758454566607436
Position 499: 0.0007588484379090835
Position 502: 0.0007190625991896586
Position 596: 0.0006850985781691381
Position 23: 0.0006458352265621841
Position 644: 0.0005234159069414431
Position 864: 0.00016452163531333728
Position 421: 0.00015747311209527167
Position 844: 0.00013976685351897782
Position 791: 0.0001178372792347557
Position 414: 0.00011587177219447617
Position 782: 0.00011396268420148612
Position 6: 8.976937454323898e-05
Position 400: 7.546129255363137e-05
Position 815: 7.274052980596163e-05
Position 448: 6.205992267377345e-05
Position 663: 2.7399855447898976e-05
Position 208: 2.6138047242811594e-05
Position 355: 2.3073012516547465e-05
Position 823: 1.9823468415165183e-05
Position 387: 1.5184626782146337e-05
Position 548: 1.4338107179700549e-05
Position 3: 1.318511182141721e-05
Position 138: 5.502152612283646e-06
Position 688: 4.869929068775014e-06
Position 274: 4.095159510884358e-06
Position 13: 3.7983011554695474e-06
Position 602: 2.669859629061811e-06
Position 543: 2.370698975947995e-06
Position 716: 2.160346622371106e-06
Position 160: 2.084264960342517e-06
Position 731: 1.0053233976234849e-06
Position 765: 7.692887271733447e-07
Position 541: 3.35925907354474e-07
Position 51: 9.368067780114251e-08
Position 149: 5.459755482256943e-09
Position 252: 1.1036751099688688e-09
Position 258: 2.4601308989358825e-10
Position 280: 1.4724188674921255e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 273: 0.9871418144309426
Position 706: 0.025610347867768397
Position 731: 0.01614605862783314
Position 908: 0.01456882156145832
Position 644: 0.008910622629268602
Position 602: 0.007649949287563942
Position 648: 0.0037960163499368513
Position 713: 0.001904027329726239
Position 297: 0.0012608752033970308
Position 622: 0.0006945381733150193
Position 300: 0.0006491964786071917
Position 87: 0.0005995544669544561
Position 716: 0.0005466796696907099
Position 917: 0.0004426517386910462
Position 736: 0.0003335472449873622
Position 303: 0.00013427693798070153
Position 625: 7.976163230413842e-05
Position 410: 5.9867942672984656e-05
Position 875: 5.8795264322529605e-05
Position 329: 5.853816042973144e-05
Position 103: 5.592080181557951e-05
Position 776: 3.745295024687319e-05
Position 320: 3.740191846111825e-05
Position 64: 3.456872306371456e-05
Position 149: 2.8392283333270483e-05
Position 89: 1.5315985378643852e-05
Position 343: 9.599180668009755e-06
Position 782: 7.558220427148446e-06
Position 548: 6.247263542833405e-06
Position 360: 5.852014649975101e-06
Position 834: 5.4134691225761064e-06
Position 864: 4.197226978682003e-06
Position 495: 3.5183504850944936e-06
Position 93: 1.599497369577095e-06
Position 796: 1.0700718594487085e-06
Position 655: 1.022364290612844e-06
Position 414: 9.100768290642551e-07
Position 197: 4.1129236369436634e-07
Position 174: 3.6671183305236174e-07
Position 180: 2.929180794441192e-08
Position 378: 1.4233225858675579e-08
Position 107: 1.2755614389428646e-08
Position 200: 2.9534978443924706e-09
Position 510: 1.26314273086367e-09
Position 241: 9.272472440590162e-10
Position 519: 7.843068966504393e-10
Position 467: 6.97354557063409e-11
Position 442: 6.937728099998601e-11
Position 438: 6.0126917239866e-11
Position 525: 5.257616569686977e-11
Position 333: 4.630333745598005e-11
Position 497: 6.2115289384085025e-12
Position 182: 4.973597913831745e-13
Position 208: 3.87256046794666e-17
Position 203: 4.9822095709362095e-18
