Gene = Cpr66D
index = 1101
Annotated 5SS: [406 643]
Annotated 3SS: [ 474 2615]
SMsplice 5SS: [406 643]
SMsplice 3SS: [ 474 2615]
top_k =  500
Partition function (log Z): 4.223331388760042

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.9986397256800588
Position 643: 0.9844088710686684
Position 2259: 0.19065300106404656
Position 1516: 0.04181385784755206
Position 2274: 0.02874908605030294
Position 2966: 0.020424069082031038
Position 2263: 0.008428983010781984
Position 2556: 0.007353695358778537
Position 3041: 0.007099764937415776
Position 2970: 0.006832362259206488
Position 1305: 0.00657769548050332
Position 660: 0.005554622082743719
Position 2280: 0.003006203674450221
Position 1480: 0.0027196843518314776
Position 3034: 0.002348162380278936
Position 1990: 0.0020676573615903363
Position 1294: 0.0019642194274018883
Position 2277: 0.0015380036134881494
Position 2422: 0.0011960921360908584
Position 2713: 0.0010205078045207436
Position 410: 0.0009410085552656746
Position 30: 0.0009395983787665122
Position 36: 0.0008868109239638977
Position 1163: 0.0007678865753931191
Position 654: 0.0007427724450694108
Position 3037: 0.000733707693350718
Position 1288: 0.0006866192950313706
Position 783: 0.0006322711262037421
Position 1111: 0.000438990263528684
Position 697: 0.0004308787408795935
Position 2356: 0.0003750853092157906
Position 1911: 0.0003630626358300665
Position 391: 0.00033361787535689106
Position 2150: 0.0003160647888580415
Position 2796: 0.00029797488946890457
Position 42: 0.00029143545049626767
Position 1301: 0.00027781986089707894
Position 2698: 0.00025828628758964956
Position 1744: 0.0002481810533664103
Position 2759: 0.00019762717334654355
Position 647: 0.0001781452310409088
Position 3019: 0.00017805058901679635
Position 1048: 0.00016750091255197082
Position 2354: 0.00016632634974936543
Position 163: 0.00015056391374939452
Position 2323: 0.00012984096724761934
Position 713: 0.00010523889438260556
Position 1239: 6.580836417542617e-05
Position 1400: 6.354453257132413e-05
Position 60: 6.124361452671136e-05
Position 1544: 5.1350449239861316e-05
Position 2703: 4.1894744912327056e-05
Position 2951: 3.345802944073826e-05
Position 1147: 2.7098913051102163e-05
Position 1778: 2.319478452988173e-05
Position 2823: 2.272477253615568e-05
Position 82: 2.1254880490363325e-05
Position 204: 1.7600682773639758e-05
Position 2100: 1.713940642407365e-05
Position 1058: 1.6233267421877826e-05
Position 1507: 1.5244474212193037e-05
Position 919: 1.4963299360514871e-05
Position 2891: 1.3775270391024068e-05
Position 300: 1.270590692486262e-05
Position 2960: 1.2477619866483318e-05
Position 2724: 1.105195172932443e-05
Position 99: 9.445131931147337e-06
Position 3028: 6.675695976417535e-06
Position 1358: 5.683550341668408e-06
Position 425: 5.207779518394677e-06
Position 1158: 5.133706190577448e-06
Position 130: 4.936447608104947e-06
Position 1380: 4.2961809445187255e-06
Position 2820: 3.3065321330297736e-06
Position 16: 2.646351515158822e-06
Position 24: 2.0181312153468867e-06
Position 92: 1.8859146020608244e-06
Position 84: 1.194246566553396e-06
Position 600: 9.178447732508981e-07
Position 157: 8.399470205358493e-07
Position 340: 6.229637592703726e-07
Position 73: 3.555514151099851e-07
Position 68: 2.1749175607023273e-07
Position 181: 2.1331586232175386e-07
Position 160: 1.7106615066406464e-07
Position 379: 1.2200624243851813e-07
Position 304: 6.401606044116413e-08
Position 769: 5.0243053950535055e-08
Position 76: 4.898705072236058e-08
Position 732: 3.5554324932924384e-08
Position 1113: 2.9018323777153248e-08
Position 1193: 2.7591769557607387e-08
Position 451: 1.5029118056269613e-08
Position 167: 1.4519923436700929e-08
Position 901: 1.2337062982237142e-08
Position 886: 1.0413639985281937e-08
Position 790: 3.112509771026657e-09
Position 442: 1.8321387628012723e-09
Position 899: 9.280530684982179e-10
Position 503: 1.9471013686571334e-10
Position 672: 1.718607081706732e-10
Position 549: 1.1506276475768169e-10
Position 975: 8.365682890482641e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 474: 0.9941384093556049
Position 2615: 0.9886581532389939
Position 1577: 0.12665340740794026
Position 2043: 0.04256167340008817
Position 895: 0.03361300706265018
Position 3106: 0.026089622799195827
Position 1869: 0.020999993996568014
Position 1632: 0.014462773874945871
Position 3125: 0.011859534562431696
Position 2070: 0.011464355133191181
Position 960: 0.011019094452182623
Position 1910: 0.004831350319144543
Position 744: 0.004039335428524322
Position 1076: 0.00402867381091623
Position 839: 0.0037482787962569266
Position 2458: 0.00354312030607722
Position 516: 0.002843553729149651
Position 1256: 0.002608127997887321
Position 1502: 0.002367392087250674
Position 1739: 0.002336527827750735
Position 1007: 0.0023321585190354327
Position 483: 0.002002155923253276
Position 110: 0.0019320951066784187
Position 1432: 0.0015606913555658484
Position 1544: 0.0015216305252111501
Position 1180: 0.0014446805277225725
Position 1782: 0.0014089434653902304
Position 2633: 0.0010429243775609725
Position 3141: 0.0009002142738229047
Position 1321: 0.0008113681508220511
Position 2675: 0.0007214442517640175
Position 752: 0.0005836951864652248
Position 812: 0.0004378608909365077
Position 2855: 0.00040484729817735695
Position 769: 0.0003803350201272453
Position 2777: 0.0003671057589803283
Position 2562: 0.00031400081337174885
Position 1347: 0.000291641441943663
Position 1239: 0.00025807239580993716
Position 1442: 0.00025304712023422205
Position 727: 0.00021010582931931728
Position 975: 0.00018273536583785318
Position 2651: 0.000161918226360955
Position 489: 0.00016020563870764958
Position 1087: 0.00015647305678011822
Position 1380: 0.0001407966818217076
Position 1937: 0.00013503722035600698
Position 279: 0.00011204657883676516
Position 539: 0.00010079686140505242
Position 492: 0.00010072091751600021
Position 1808: 0.00010062212715828608
Position 2186: 9.999795877284731e-05
Position 776: 9.074569075472199e-05
Position 1841: 9.029467178469589e-05
Position 561: 8.76041263413836e-05
Position 2171: 8.57898088329439e-05
Position 1989: 7.736830868303837e-05
Position 321: 7.67865324699084e-05
Position 710: 7.085727725696176e-05
Position 92: 6.589333331272674e-05
Position 2556: 6.490658972739984e-05
Position 1885: 6.434180128383003e-05
Position 3019: 6.28321676410444e-05
Position 2574: 6.275297863520065e-05
Position 1943: 6.15120976567637e-05
Position 2759: 6.042685065106835e-05
Position 1756: 5.962997650334984e-05
Position 82: 5.961093430705138e-05
Position 1876: 5.7693991736030346e-05
Position 99: 5.6236472511321975e-05
Position 1693: 4.974771161928139e-05
Position 528: 4.622981072805773e-05
Position 3037: 4.6203600151478466e-05
Position 2354: 4.5777147455104305e-05
Position 1439: 4.201353844764144e-05
Position 2789: 4.085901803050993e-05
Position 1216: 2.647738874141866e-05
Position 696: 2.3320378220817872e-05
Position 1449: 2.2773790458205303e-05
Position 216: 2.267297298946355e-05
Position 177: 2.0957871774664755e-05
Position 2828: 1.8610410993042577e-05
Position 3028: 1.8538946063839747e-05
Position 200: 8.854584895401103e-06
Position 204: 6.556853637927648e-06
Position 439: 6.40869425744834e-06
Position 318: 5.898262068247589e-06
Position 213: 5.509318052027158e-06
Position 276: 4.908708080190831e-06
Position 222: 4.583413926618063e-06
Position 351: 2.573652849526656e-06
Position 167: 2.349419377658776e-06
Position 228: 2.0090664778486794e-06
Position 291: 8.30506061185665e-07
Position 919: 7.254310500393798e-07
Position 589: 5.156536026210372e-07
Position 713: 4.970360737350521e-07
Position 297: 4.087475750785303e-07
Position 2780: 3.558732219218254e-07
Position 300: 2.306966798488349e-07
Position 372: 2.2675771548475486e-07
Position 363: 1.9508178714988382e-07
Position 366: 1.8930202099425228e-07
Position 234: 1.327260436078164e-07
Position 231: 1.04766567345515e-07
Position 549: 9.145511317717659e-08
Position 60: 5.452714000874903e-08
Position 243: 4.182937353666159e-08
Position 395: 3.540696034860802e-08
Position 326: 1.7331379283748377e-08
Position 819: 1.459548324179389e-08
Position 240: 1.3259262379865783e-08
Position 288: 1.0754564588351331e-08
Position 348: 8.047639592840174e-09
Position 612: 6.776644542540902e-09
Position 249: 6.1332056990934155e-09
Position 594: 5.8867322389775486e-09
Position 615: 5.831605838096496e-09
Position 546: 2.551732042928358e-09
Position 600: 1.1027481309276451e-10
Position 405: 4.662853351577177e-11
Position 654: 4.642238284572917e-13
Position 627: 1.8715464476586125e-16
