Gene = Csl4
index = 1110
Annotated 5SS: [256]
Annotated 3SS: [309]
SMsplice 5SS: [256]
SMsplice 3SS: [309]
top_k =  500
Partition function (log Z): -3.0524909128377864

Sorted 5' Splice Sites (High to Low Probability):
Position 256: 0.9907746824932461
Position 767: 0.019049738608280128
Position 248: 0.007208982290014587
Position 23: 0.005093070362099616
Position 823: 0.002555199753393349
Position 260: 0.0018112414734705114
Position 778: 0.00025344379609507946
Position 316: 0.0002511547886733257
Position 319: 0.0002363892514749424
Position 730: 0.00018837462053895908
Position 888: 0.0001836982472571849
Position 927: 0.0001820182581568298
Position 721: 0.0001631061961429641
Position 414: 0.00010642825178412193
Position 556: 7.577667954448717e-05
Position 219: 7.561893934531555e-05
Position 757: 5.9840505344152005e-05
Position 743: 4.479486694418153e-05
Position 919: 3.992451829799139e-05
Position 430: 3.034564210697851e-05
Position 59: 2.689499499868383e-05
Position 894: 2.4915101735585608e-05
Position 37: 2.484642168206794e-05
Position 229: 1.396928630305776e-05
Position 667: 1.0226677111851897e-05
Position 827: 7.964806979410084e-06
Position 508: 6.216161421246639e-06
Position 661: 5.8052908240585426e-06
Position 522: 5.027759543863158e-06
Position 687: 4.4681455565194465e-06
Position 25: 4.442235375727344e-06
Position 817: 2.3546808441886076e-06
Position 6: 2.2391452442199225e-06
Position 632: 2.0907005512374777e-06
Position 652: 2.0402555048953716e-06
Position 941: 1.6967513404339338e-06
Position 803: 1.4986268888649422e-06
Position 27: 1.3684813954038993e-06
Position 439: 6.882681241521186e-07
Position 121: 4.3021879758375184e-08
Position 101: 2.0972591143637568e-08
Position 169: 1.898530259764387e-08
Position 385: 1.863265014306981e-08
Position 484: 1.0876290993986282e-08
Position 576: 9.258248524809751e-09
Position 370: 4.5552079460862224e-09
Position 276: 2.501501812932534e-09
Position 124: 1.7656450880529401e-09
Position 323: 1.4886012207783475e-09
Position 391: 8.777124916353135e-10
Position 82: 6.634969968830627e-10
Position 616: 2.663178298948188e-11
Position 309: 6.964749381848961e-12
Position 325: 5.83441339792121e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 309: 0.9609981215433598
Position 315: 0.029895752732932445
Position 823: 0.01609065037714769
Position 358: 0.008841609851171318
Position 111: 0.004156908008066292
Position 865: 0.002779875266840318
Position 981: 0.0014095886031013968
Position 108: 0.0008885314826223598
Position 837: 0.0008375405993012125
Position 914: 0.0007171453479278985
Position 887: 0.0006514824422748568
Position 990: 0.0003272935445539431
Position 414: 0.000161928651617719
Position 941: 0.00013166157642366242
Position 477: 0.00011808859943276193
Position 827: 9.707745042579689e-05
Position 379: 7.982702200806739e-05
Position 576: 5.772654750746784e-05
Position 455: 5.528910884432084e-05
Position 632: 4.236695245033953e-05
Position 789: 3.976614746466349e-05
Position 152: 3.3182319303022616e-05
Position 323: 2.33989777780196e-05
Position 645: 1.872544063774929e-05
Position 867: 1.6166429357008766e-05
Position 333: 1.5322224691264838e-05
Position 124: 6.6039152865725055e-06
Position 101: 5.519101873531689e-06
Position 367: 5.490684650143065e-06
Position 786: 4.737306330181867e-06
Position 898: 4.609609294334983e-06
Position 452: 4.313677941952826e-06
Position 385: 4.137819506718589e-06
Position 522: 1.7727023652215453e-06
Position 573: 1.594553251314633e-06
Position 164: 1.3368015373524428e-06
Position 117: 1.3107844207441015e-06
Position 930: 1.1901779384181324e-06
Position 383: 9.90813517089682e-07
Position 502: 9.648184369782782e-07
Position 59: 9.491379067618648e-07
Position 766: 8.18129168425159e-07
Position 181: 6.559000327489528e-07
Position 241: 2.398967333439378e-07
Position 219: 2.2133717117266873e-07
Position 195: 1.4495179535362147e-07
Position 159: 3.286608234526822e-08
Position 169: 2.978521689804552e-08
Position 480: 2.4887745604853127e-08
Position 192: 2.9411069012055254e-11
Position 141: 2.7224529915485747e-11
Position 256: 4.268259127192635e-12
Position 260: 1.9211473024996005e-14
