Gene = CIAPIN1
index = 1043
Annotated 5SS: [ 222  808 2287]
Annotated 3SS: [ 310  875 2340]
SMsplice 5SS: [222 808]
SMsplice 3SS: [310 875]
top_k =  500
Partition function (log Z): -3.962883318520776

Sorted 5' Splice Sites (High to Low Probability):
Position 808: 0.9758431166788111
Position 222: 0.5527081233221869
Position 241: 0.2157721900603024
Position 1005: 0.19848551594453573
Position 1766: 0.19716561564737053
Position 2287: 0.05921448935208847
Position 1466: 0.0318165005398049
Position 269: 0.03038548599450637
Position 245: 0.027992888607876125
Position 1706: 0.026060321244876956
Position 943: 0.0232666954680664
Position 829: 0.019282485810604474
Position 1074: 0.018906719355330906
Position 951: 0.011180055689994068
Position 243: 0.007887975471764518
Position 236: 0.005979492231277104
Position 2060: 0.004191036750423535
Position 1033: 0.0016886898309015255
Position 247: 0.0013263305663222605
Position 1745: 0.0011003340143220961
Position 1343: 0.000989799443894842
Position 1796: 0.0007797527662468076
Position 2242: 0.0007185326288194298
Position 226: 0.0006474492427101025
Position 249: 0.0003150051432670655
Position 231: 0.0003060750885440673
Position 1434: 0.0002315046710883347
Position 1457: 0.0002104662418888809
Position 1691: 0.0001812007418151456
Position 203: 0.0001713914970279025
Position 21: 0.0001608409434456526
Position 47: 0.00011475980860418298
Position 1478: 0.00010730790855916339
Position 792: 8.937543499103373e-05
Position 376: 5.807618381721784e-05
Position 552: 4.447299314560792e-05
Position 37: 3.56080905130664e-05
Position 1220: 3.533507995762299e-05
Position 1302: 2.9879000148726578e-05
Position 1418: 2.1125868761470944e-05
Position 273: 2.027843876936915e-05
Position 371: 1.9925983104110573e-05
Position 434: 1.976289041725804e-05
Position 1304: 1.6560394920296525e-05
Position 254: 1.456692643893312e-05
Position 1260: 1.1361971705281216e-05
Position 102: 8.178329882295639e-06
Position 155: 7.547501985798771e-06
Position 188: 6.426816724629799e-06
Position 685: 4.084034104587003e-06
Position 1682: 3.6151820785434133e-06
Position 1111: 3.118351531173986e-06
Position 42: 2.344722890418364e-06
Position 1502: 2.327381096896876e-06
Position 1392: 2.0090837418452065e-06
Position 1504: 1.9066449823921756e-06
Position 812: 1.8429620756717502e-06
Position 1410: 1.783676000926546e-06
Position 800: 1.4768866544701718e-06
Position 446: 1.3683081490942207e-06
Position 833: 1.3627542211950928e-06
Position 217: 1.2374510597178234e-06
Position 1129: 7.73289760545567e-07
Position 677: 5.924802472999027e-07
Position 1271: 5.822450284288427e-07
Position 423: 5.523312243604331e-07
Position 351: 4.576974404034273e-07
Position 689: 3.1541714711926306e-07
Position 1341: 2.006383248675573e-07
Position 1066: 1.1289133745520664e-07
Position 589: 6.535556530159021e-08
Position 605: 6.482929517932436e-08
Position 1147: 4.18701853075342e-09
Position 421: 6.264563512987788e-10
Position 1213: 4.462582677886437e-10
Position 343: 3.7078714690892944e-10
Position 583: 3.0203108855992274e-10
Position 683: 2.871641898152746e-10
Position 578: 2.696475698963144e-10
Position 291: 3.749641973713031e-12
Position 296: 1.317279856429471e-12
Position 329: 1.897938527558911e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.974098378643965
Position 310: 0.7901059071107723
Position 1834: 0.17413542411719182
Position 2340: 0.11544287327095065
Position 1519: 0.10624717427566156
Position 1107: 0.05445080079774919
Position 329: 0.045031223583374747
