Gene = dos
index = 1673
Annotated 5SS: [ 139 3073 3906 4086 4388 5052]
Annotated 3SS: [2747 3138 3973 4146 4450 5107]
SMsplice 5SS: [ 139 3073 3906 4086 4388 5052]
SMsplice 3SS: [2747 3138 3973 4146 4450 5107]
top_k =  500
Partition function (log Z): 11.794963684599345

Sorted 5' Splice Sites (High to Low Probability):
Position 5052: 0.999161104277698
Position 4388: 0.9929590904157396
Position 3906: 0.980830345827109
Position 3073: 0.9723921882197822
Position 4086: 0.971358000576808
Position 139: 0.8588863325669633
Position 4562: 0.04647727447545221
Position 332: 0.04536147614475129
Position 4587: 0.043933256455406626
Position 189: 0.03506884065482642
Position 3350: 0.031214316863163494
Position 4082: 0.02660330560115353
Position 2434: 0.022308285024368612
Position 3012: 0.014921622652615244
Position 1471: 0.013750151129531369
Position 2200: 0.013560033256363017
Position 4726: 0.013234987062723306
Position 163: 0.009947290406669038
Position 2154: 0.007469692205683139
Position 2660: 0.006764093250710113
Position 2187: 0.0066624224477734445
Position 2698: 0.0064053414250281725
Position 478: 0.006105069378362299
Position 2656: 0.005325192386461397
Position 3561: 0.005244226995322237
Position 185: 0.0049437128465968745
Position 502: 0.004635778345771406
Position 1157: 0.004103914406535534
Position 193: 0.004073009873112779
Position 474: 0.00363991047555899
Position 1093: 0.00309510087277701
Position 5291: 0.0030901457578984496
Position 4338: 0.002705769189763608
Position 1371: 0.002688664953169978
Position 5192: 0.0024698190809239193
Position 2160: 0.002145071645316545
Position 2378: 0.0021384817138322423
Position 1938: 0.002108022032058758
Position 46: 0.0017751140991530195
Position 2654: 0.0017307447042156396
Position 468: 0.0011669859366323873
Position 470: 0.0011123837214685006
Position 1635: 0.0009923343242460008
Position 5629: 0.0009785489961090601
Position 601: 0.0009671878221152597
Position 3063: 0.0009541934642039244
Position 2874: 0.0008081710394866366
Position 3294: 0.0007130855142661429
Position 3365: 0.0006607640894091383
Position 5395: 0.0006554674573367978
Position 3348: 0.0005600337692031371
Position 5453: 0.0005480586180316305
Position 2478: 0.00048174372304667757
Position 2197: 0.00043983783053663306
Position 5287: 0.0004157853183881418
Position 5746: 0.00039774109059754294
Position 5854: 0.0003878351969773753
Position 3654: 0.0003837729136619211
Position 3692: 0.00036687407098483433
Position 3832: 0.00034376214887221626
Position 1051: 0.0003263277196379923
Position 4153: 0.00029582245721639935
Position 203: 0.0002740169301462915
Position 5451: 0.0002639282682415594
Position 5780: 0.0002582082224307111
Position 3850: 0.0002151847029179077
Position 3815: 0.00014842627731880242
Position 5668: 0.000144920847450854
Position 2236: 0.00014397094993676997
Position 450: 0.0001303288264584531
Position 5793: 0.00010991847490904028
Position 4887: 9.995962907220397e-05
Position 5641: 9.600466170275503e-05
Position 2994: 9.164327631003795e-05
Position 5730: 8.471834330615389e-05
Position 5411: 8.039654672517468e-05
Position 4306: 6.301773055554112e-05
Position 4123: 6.147573915164608e-05
Position 4392: 6.039497909234029e-05
Position 4090: 5.920639620852114e-05
Position 3067: 4.772017817920079e-05
Position 4759: 4.6859342883827085e-05
Position 5894: 3.899450134709671e-05
Position 4681: 3.533461540313363e-05
Position 5171: 3.269053566920189e-05
Position 4126: 3.080240596632125e-05
Position 4894: 3.008862884469445e-05
Position 3252: 2.580948365455458e-05
Position 5908: 2.566692785074929e-05
Position 3079: 2.2352679735024386e-05
Position 5989: 2.10291848276635e-05
Position 5030: 1.82540511285658e-05
Position 4506: 1.6902446545018676e-05
Position 721: 1.6466521678218793e-05
Position 4950: 1.5841403534260196e-05
Position 3576: 1.5816567714646058e-05
Position 4908: 1.5193904673270965e-05
Position 1013: 1.4233453167373853e-05
Position 4821: 1.3890924822794137e-05
Position 5743: 1.0567869448755983e-05
Position 5552: 9.869263288613779e-06
Position 5056: 7.990194475724288e-06
Position 4863: 7.490584979844477e-06
Position 3744: 7.4072378735468305e-06
Position 1584: 7.154541742752646e-06
Position 1016: 7.088699045404519e-06
Position 5901: 6.620450611693483e-06
Position 1284: 6.610452235346607e-06
Position 5808: 6.136358526311766e-06
Position 1019: 5.690334327934475e-06
Position 1232: 5.353421478174833e-06
