Gene = Best2
index = 47
Annotated 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
Annotated 3SS: [2801 4295 4470 4716 5165 5947 7879 8448 8901 9064 9458]
SMsplice 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
SMsplice 3SS: [2801 4115 4470 4716 5165 5947 7879 8448 8901 9064 9458]
top_k =  500
Partition function (log Z): 37.95608874736741

Sorted 5' Splice Sites (High to Low Probability):
Position 5086: 0.9994807555657785
Position 8995: 0.9985248423757687
Position 6056: 0.9980428430451439
Position 9308: 0.9930132518102118
Position 8120: 0.9929862960018113
Position 4407: 0.9868117403344988
Position 5295: 0.9796599291768775
Position 3166: 0.9519002345323797
Position 8759: 0.9450151933068822
Position 4658: 0.9406354744390423
Position 119: 0.8788181155361963
Position 3929: 0.28733814598015983
Position 4218: 0.2758106672213792
Position 5724: 0.15011455010625316
Position 3440: 0.12784210089253514
Position 9726: 0.1140306958620208
Position 10018: 0.10351227213391836
Position 96: 0.06722862067382937
Position 2308: 0.0566495908938158
Position 2690: 0.05405894801130829
Position 4652: 0.04873304775652561
Position 8687: 0.03526718647019689
Position 7262: 0.02603532920547773
Position 2669: 0.0256505954913726
Position 5690: 0.024201743562426874
Position 9178: 0.022955589507218245
Position 9750: 0.022637836568269155
Position 8347: 0.018387185528541263
Position 1212: 0.015773044145226067
Position 3584: 0.015549945096287335
Position 5818: 0.01465932069108938
Position 7277: 0.014201917445130803
Position 5884: 0.013097424821275001
Position 6818: 0.012821733846952746
Position 5870: 0.01213037847289827
Position 4411: 0.009857316820636817
Position 3428: 0.00874448341419338
Position 6522: 0.007839673646969591
Position 5515: 0.007769367126671189
Position 10016: 0.006281692557664338
Position 3871: 0.005884860578491686
Position 496: 0.005826709719631628
Position 8720: 0.005760072533928917
Position 6486: 0.005636438278386413
Position 5286: 0.005610130379662743
Position 5719: 0.0054091733988726395
Position 366: 0.005039331553932783
Position 10081: 0.004926929807203636
Position 2253: 0.004542494241571922
Position 9772: 0.004462524833682275
Position 3729: 0.003677563897264028
Position 9355: 0.003329547479037879
Position 8709: 0.0033218674757213478
Position 5663: 0.0031530013433359655
Position 7152: 0.003000646401171641
Position 2314: 0.0029754121819995116
Position 9173: 0.002709885044882394
Position 326: 0.002523713030797245
Position 1605: 0.002468514843169585
Position 773: 0.0024390965692218766
Position 8763: 0.002380048201859452
Position 7576: 0.0023205802767753787
Position 10192: 0.0022571432774769096
Position 2088: 0.0019725431045418667
Position 4198: 0.0017835197378108843
Position 1049: 0.0015922856665333972
Position 7183: 0.0015869461832125028
Position 5781: 0.00151360960158601
Position 4194: 0.0014971339191488181
Position 6539: 0.0014928432063516088
Position 8148: 0.001387905718509649
Position 5758: 0.001384601681051555
