Gene = dbr
index = 1665
Annotated 5SS: [ 131  522 1026 1281 1542 4068]
Annotated 3SS: [ 193  906 1086 1409 1602 4124]
SMsplice 5SS: [1026 1281 1542 1905 4068]
SMsplice 3SS: [1086 1409 1602 3876 4124]
top_k =  500
Partition function (log Z): -4.802500398477404

Sorted 5' Splice Sites (High to Low Probability):
Position 4068: 0.981254097884501
Position 1542: 0.8595460267873731
Position 1905: 0.6068913843310025
Position 1281: 0.35281127819143054
Position 1026: 0.2967526693884623
Position 131: 0.1955996763043461
Position 522: 0.178979349680298
Position 1219: 0.13694910765799467
Position 372: 0.13177484756495667
Position 466: 0.09934030180099693
Position 74: 0.06532244879689983
Position 515: 0.03909976120448277
Position 2204: 0.03280217890454141
Position 2173: 0.027099428545370063
Position 992: 0.024955947489928607
Position 47: 0.022362639758152426
Position 1534: 0.02161355692042655
Position 2715: 0.02033712213749805
Position 123: 0.015916620858097235
Position 4388: 0.012581411950197968
Position 493: 0.011415270917758777
Position 1852: 0.010890307053414582
Position 487: 0.010312017004904927
Position 1988: 0.007281014519400722
Position 997: 0.0072397974005062714
Position 509: 0.006080409594933134
Position 4501: 0.005131335684468431
Position 489: 0.005060837021818542
Position 2887: 0.004456200335572805
Position 857: 0.003987585783045088
Position 999: 0.003724332814795194
Position 673: 0.0034673830968522724
Position 4347: 0.0030103694108963895
Position 3010: 0.002935872055482989
Position 995: 0.002898529597385784
Position 435: 0.002878943653840635
Position 2708: 0.002237418588243623
Position 1285: 0.0019984536583153895
Position 4653: 0.0018625139035141863
Position 1212: 0.0018420380214524963
Position 2278: 0.0014736480991133548
Position 135: 0.001284388859016707
Position 1209: 0.0011764640052472704
Position 152: 0.0011605111448520996
Position 2225: 0.001116072634983303
Position 656: 0.0009955929177048268
Position 660: 0.0009623594055320593
Position 1464: 0.0008722350425945925
Position 630: 0.0007410735524248337
Position 461: 0.000735657227704337
Position 528: 0.0007242279305588137
Position 4325: 0.0006432427313353
Position 186: 0.00061714316684483
Position 1514: 0.0005717394146270308
Position 599: 0.00046753760362602353
Position 66: 0.0004580231553944318
Position 2143: 0.00025017845735083547
Position 297: 0.0002318591171907589
Position 961: 0.00015602885883877113
Position 1512: 0.00015198482679562876
Position 772: 0.00013413823045480586
Position 619: 0.00012895615751165663
Position 2038: 0.00012187437598473749
Position 1410: 0.0001014705453302997
Position 1478: 7.584058642692862e-05
Position 1003: 6.982651100591603e-05
Position 939: 5.382097964968407e-05
Position 1980: 2.9781900224708266e-05
Position 513: 2.9546048464839873e-05
Position 1014: 1.4435964602972698e-05
Position 85: 2.1052164811876527e-06
Position 3556: 1.1003059485427675e-06
Position 3515: 1.022920150436632e-06
Position 82: 7.006829685531359e-07
Position 677: 6.530797404359864e-07
Position 367: 6.186584467353445e-07
Position 14: 5.529146665156149e-07
Position 8: 3.9281346774378187e-07
Position 4444: 3.594001049525878e-07
Position 4447: 2.934790384703434e-07
Position 4338: 2.8347201705961195e-07
Position 229: 8.811938544395585e-08
Position 519: 5.66202150265565e-08
Position 593: 4.950692365713679e-08
Position 491: 1.5117157861580443e-08
Position 212: 4.4512368910671267e-10
Position 376: 3.99722956172575e-11
Position 424: 1.2514847328795297e-11
Position 378: 1.0909560224597428e-11
Position 395: 8.45128810432377e-12
Position 370: 1.9173979134365396e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4124: 0.985236203340689
Position 1602: 0.9280880296459669
Position 1409: 0.8635820585224016
