Gene = l(3)mbn
index = 1755
Annotated 5SS: [ 279  447 2454 3735 4001]
Annotated 3SS: [ 337 2309 2813 3937 4068]
SMsplice 5SS: [ 279  447 2454 2982 4001]
SMsplice 3SS: [ 337 2309 2813 3937 4068]
top_k =  500
Partition function (log Z): 5.802407136283785

Sorted 5' Splice Sites (High to Low Probability):
Position 2454: 0.998312497488612
Position 447: 0.992849288731885
Position 4001: 0.858945500387146
Position 2982: 0.8132538496475247
Position 279: 0.6989524093953225
Position 3735: 0.48754191816083786
Position 1977: 0.10517413853438531
Position 3422: 0.06614082746443219
Position 2907: 0.013874326035603424
Position 3197: 0.01214218071445224
Position 70: 0.010061140665205309
Position 2096: 0.008467968832463556
Position 3900: 0.007194047615722983
Position 25: 0.0041587221742649064
Position 2234: 0.0029307091011502315
Position 1168: 0.0028128532829784177
Position 3069: 0.002329293324043851
Position 2669: 0.0021849094887677104
Position 455: 0.0021813764270009147
Position 2708: 0.0021716684035934055
Position 3860: 0.002062415630918564
Position 1952: 0.0020248817474959433
Position 3744: 0.001961974461600187
Position 2057: 0.0017849304823297004
Position 3581: 0.0017346024589722806
Position 1594: 0.0015811239844076216
Position 4591: 0.0015251635260500266
Position 3518: 0.001111429120763435
Position 3455: 0.0010865888269061513
Position 3257: 0.001030520255894795
Position 3287: 0.0009724311600112465
Position 2878: 0.0009225671116888452
Position 2722: 0.0008781146761601393
Position 3310: 0.0007733159099750804
Position 126: 0.0007594238056475324
Position 2444: 0.0007562556270990507
Position 3764: 0.0007399259081728468
Position 1322: 0.0006775023199464421
Position 881: 0.0005599401308334091
Position 4005: 0.0005452768398991777
Position 1253: 0.0005318857608628982
Position 826: 0.0005279325067098966
Position 2765: 0.0005001915373814504
Position 166: 0.00047991760634695193
Position 505: 0.000467140690606806
Position 2901: 0.00045687366604514867
Position 3994: 0.00043528702908820463
Position 958: 0.00040624348807891423
Position 733: 0.0003851089349527407
Position 1467: 0.00036402572498706005
Position 2103: 0.00032612445875654524
Position 120: 0.00030163432601604945
Position 4315: 0.00029155508282008774
Position 2448: 0.00026372238947617525
Position 2108: 0.00025932432894170104
Position 974: 0.00021774058152408088
Position 804: 0.00021297104808120222
Position 2693: 0.00020653693466757316
Position 266: 0.00020384875257690497
Position 386: 0.00020366549086594436
Position 1290: 0.0001997419003767928
Position 1177: 0.00019685399201066164
Position 89: 0.0001935738938726423
Position 1805: 0.00017620723433615863
Position 716: 0.00014495104183458591
Position 270: 0.00013506430631285082
Position 2458: 0.00012507766877348556
Position 3531: 0.00012158612645205644
Position 1063: 0.00011856046137628954
Position 2138: 9.779657067742232e-05
Position 2662: 9.29156686059088e-05
Position 1480: 9.089512386372303e-05
Position 1349: 8.420561364886009e-05
Position 934: 8.003523493563665e-05
Position 1524: 7.767105711432425e-05
Position 1456: 7.485672995115427e-05
Position 1956: 6.271961414595046e-05
Position 1138: 5.1291004717402766e-05
Position 2543: 4.7458545480859665e-05
Position 213: 4.457465813695448e-05
Position 709: 4.335028302153115e-05
Position 20: 4.052083071532612e-05
Position 3594: 4.0360762164928093e-05
Position 1610: 3.811018083206884e-05
Position 1634: 3.59331359860173e-05
Position 2759: 3.585228803915047e-05
Position 283: 3.506656263598115e-05
Position 1503: 3.190017053963548e-05
Position 3017: 2.9899346811140993e-05
Position 291: 2.929498444038673e-05
Position 1078: 2.651851086887019e-05
Position 1035: 1.974440099158324e-05
Position 660: 1.921381783115346e-05
Position 849: 1.8924694580119007e-05
Position 2620: 1.7536024863606453e-05
Position 889: 1.654137348195032e-05
Position 1462: 1.2857169040894813e-05
Position 81: 1.0678027117374622e-05
Position 164: 9.518174902540462e-06
Position 2358: 9.280956411597149e-06
Position 274: 7.94299143973591e-06
Position 179: 6.7812101424528875e-06
Position 3185: 6.04575330847909e-06
Position 193: 4.002807668465295e-06
Position 2642: 3.1361651450167164e-06
Position 2864: 2.743081288211717e-06
Position 29: 2.616567641183299e-06
Position 158: 1.643194535655478e-06
Position 3022: 1.6003440476285192e-06
Position 3060: 1.336854101282353e-06
Position 2439: 1.1649108227840304e-06
Position 27: 1.06690716427895e-06
Position 146: 1.0244761720941776e-06
Position 53: 1.0097302856362728e-06
Position 2843: 9.228518172323297e-07
Position 2910: 7.950663025615839e-07
Position 2375: 7.033086033966989e-07
Position 2793: 6.019812466574162e-07
Position 2923: 4.1879988247912325e-07
Position 325: 2.0501816832662545e-07
Position 400: 9.901260286038895e-08
Position 3053: 4.463813297907128e-08
Position 2972: 1.943240739647786e-08
Position 831: 1.1848925736196732e-08
Position 370: 3.8342011074863343e-10
Position 824: 9.027593806451419e-11
Position 349: 3.543907784394381e-11
Position 539: 2.8097435743504047e-11
Position 365: 1.6674887238822096e-11
Position 390: 1.2352753062714314e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2813: 0.99312031566352
Position 2309: 0.9917313117073842
Position 4068: 0.8744720010957949
Position 337: 0.7093497422517888
Position 3937: 0.46453601037564624
Position 3049: 0.34332334685618393
Position 3780: 0.26620880821843523
Position 3485: 0.10046619895386738
Position 1697: 0.07203331790968902
Position 3548: 0.04282735713108293
Position 3899: 0.04189149718810886
Position 3611: 0.03421998098869926
Position 3152: 0.02640416285728513
