Gene = kek2
index = 1738
Annotated 5SS: [ 1166  8857 24608]
Annotated 3SS: [ 8810 24576 39250]
SMsplice 5SS: [1166]
SMsplice 3SS: [39250]
top_k =  500
Partition function (log Z): -50.71293091873695

Sorted 5' Splice Sites (High to Low Probability):
Position 7137: 0.9791239816963372
Position 4997: 0.7638721922762695
Position 5747: 0.7615362746587073
Position 1166: 0.5736936599016563
Position 9725: 0.3575147817083069
Position 197: 0.27530960060885107
Position 6000: 0.2721694629259278
Position 2671: 0.22136314024652973
Position 5966: 0.1375274385646288
Position 8857: 0.10713617882392376
Position 5983: 0.07652941963171976
Position 6066: 0.04746908794987132
Position 5378: 0.039337951388467025
Position 374: 0.03900082574903246
Position 8914: 0.03727535202118957
Position 820: 0.029335281857147566
Position 4743: 0.029298184840344296
Position 6688: 0.026542995565597714
Position 5718: 0.02546615263959896
Position 6352: 0.022280337310741704
Position 6245: 0.020222850432053737
Position 6072: 0.019233155843897377
Position 6375: 0.018838180891291977
Position 10280: 0.016067098570013164
Position 5974: 0.01555651689908553
Position 9060: 0.012859931935470246
Position 186: 0.012428199954967514
Position 973: 0.01096078964720752
Position 5877: 0.010884346644009795
Position 653: 0.009589066969348697
Position 55: 0.007623922887876602
Position 4423: 0.007409638074530837
Position 5287: 0.007277784830626338
Position 5260: 0.006478248232255341
Position 452: 0.006271966197206314
Position 338: 0.006019043207300447
Position 6620: 0.005652401997431826
Position 48: 0.005523429500214942
Position 2445: 0.005185946302521826
Position 4354: 0.004733771706963913
Position 212: 0.004719311376625771
Position 5943: 0.004329000262783155
Position 5426: 0.0040855890602732245
Position 5839: 0.0038566658834846106
Position 2463: 0.0036241713291255014
Position 270: 0.0035826033306805643
Position 7021: 0.003519125376529209
Position 5932: 0.0034856832326311707
Position 133: 0.0033013286700530227
Position 948: 0.003067715753043714
Position 2215: 0.003056751386645521
Position 917: 0.0028386563153887435
Position 3950: 0.00266823057586805
Position 200: 0.002662283222621459
Position 6013: 0.00261851175692532
Position 5402: 0.002525634178216694
Position 4343: 0.0021313810945957808
Position 942: 0.0016939782348745444
Position 90: 0.001588586618145534
Position 6221: 0.0013293022928651146
Position 2116: 0.0013087438473211733
Position 4487: 0.001204987968776747
Position 4143: 0.001161014893394001
Position 798: 0.0010619270286175268
Position 2439: 0.0010506792424126814
Position 538: 0.000996636871474457
Position 215: 0.0008503869564973327
Position 5521: 0.0008106115651300401
Position 2684: 0.0008077973844889717
Position 5929: 0.0006290027148992094
Position 1571: 0.00041890408216594007
Position 236: 0.0003562245025890994
Position 1148: 0.0003543435095862919
Position 1755: 0.0003383945479951013
Position 1674: 0.00025466268825550425
Position 5307: 0.00024300669522598188
Position 4306: 0.00022807793879353383
Position 278: 0.00021923608633697586
Position 954: 0.00019805694096776004
Position 280: 0.00019713787619545157
Position 4639: 0.00019091879177606937
Position 282: 0.00018638708508699064
Position 667: 0.00017376180492209052
Position 984: 0.00017276813415613998
Position 274: 0.00015255230591312038
Position 2063: 0.0001435127350848401
Position 2083: 0.00011536630518669127
Position 1621: 0.00011185436285146802
Position 2104: 0.00010941024672470277
Position 1777: 0.00010738520902500946
Position 1376: 9.399791152130149e-05
Position 956: 8.761910960484754e-05
Position 967: 7.997126790634922e-05
Position 650: 5.8474607098400356e-05
Position 248: 2.9339945812665988e-05
Position 1348: 2.830107985913219e-05
Position 704: 2.7718142596274782e-05
Position 1699: 2.7128217662226996e-05
Position 276: 2.3676010035145757e-05
Position 616: 1.92801668740735e-05
Position 450: 1.8420178517280412e-05
Position 84: 1.771184113517152e-05
Position 104: 1.5208404623129116e-05
Position 365: 1.3794774718814413e-05
Position 286: 1.152390930371026e-05
Position 951: 1.1041306131948763e-05
Position 1355: 1.0860353992340462e-05
Position 946: 9.843393383789143e-06
Position 694: 8.724068674003533e-06
Position 2131: 4.866504788799854e-06
Position 889: 4.385058696601219e-06
Position 992: 3.3241366130560785e-06
Position 1124: 3.213146964689421e-06
Position 256: 2.8485559311702126e-06
Position 900: 2.641784059441777e-06
Position 292: 7.515800506165882e-07
Position 145: 5.029748687829143e-07
Position 76: 1.3218449074438268e-07
Position 38: 8.26582822160829e-08
Position 1311: 2.0757923844917967e-08
Position 1191: 4.573286691978427e-09
Position 1197: 4.375796804231751e-09
Position 1170: 1.5630432466468352e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14828: 0.8158868357013924
Position 5826: 0.7257010714469314
Position 5086: 0.7197269291619126
Position 6456: 0.5730679371311618
Position 4257: 0.40692045391302534
Position 9582: 0.3423495284783667
Position 4828: 0.2236318806326076
Position 2582: 0.19189893925694937
Position 8810: 0.14723278418949756
Position 6990: 0.1347773160188958
Position 6799: 0.10483377746390708
Position 4095: 0.08928162337415783
Position 13374: 0.07496164344516681
Position 6032: 0.05432768135225464
Position 5047: 0.04926417965449937
Position 4219: 0.04535908250926322
Position 5057: 0.04186182558348406
Position 6128: 0.03648809741443617
Position 8305: 0.02677087965465706
Position 11266: 0.02672256783029934
Position 5050: 0.024662133190507963
Position 5502: 0.023329540556786887
Position 7357: 0.022278315794180607
Position 1054: 0.02211434253926595
Position 4907: 0.019112551197651855
Position 9793: 0.016020704783716908
Position 4401: 0.01576579184099292
Position 13571: 0.014420909758503716
Position 12785: 0.01407136292168365
Position 5909: 0.01342209823169051
Position 5673: 0.012956018431274292
Position 10352: 0.007706015575931108
Position 839: 0.0056763437945863806
Position 4878: 0.004972996665519988
Position 10934: 0.004607245672554377
Position 3667: 0.004589600753265265
Position 9867: 0.004343642268665764
Position 3697: 0.003990758223635287
Position 2263: 0.0034472276636420755
Position 1771: 0.0028585820569756223
Position 9855: 0.0026117448744111013
Position 1243: 0.0025817970866320763
Position 2042: 0.0022419405407104365
Position 10001: 0.002162205831655933
Position 2295: 0.002158060818074983
Position 297: 0.001954355452757458
Position 2015: 0.0016637250347685708
Position 10072: 0.001642982934027556
Position 2193: 0.0015514143000641986
Position 10372: 0.0014998248719351808
Position 10049: 0.0014269303449468398
Position 3987: 0.0014110126805651395
Position 1405: 0.0013002223849078772
Position 1011: 0.001161763660179531
Position 1390: 0.0010514752574055841
Position 8484: 0.0009791230408944475
Position 236: 0.0009658197071849648
Position 9957: 0.0007222706638865622
Position 1252: 0.0006285318360033756
Position 9937: 0.0006195055501483713
Position 2087: 0.0005928423700112587
Position 8913: 0.0004881079269656232
Position 1365: 0.00043950322245692186
Position 946: 0.00040925137960685904
Position 6308: 0.00039892068481834654
Position 1552: 0.00033491208754402084
Position 767: 0.00017146995238847496
Position 515: 0.000171098401962797
Position 1197: 0.00014340308484177963
Position 1699: 0.00011922057512777005
Position 433: 0.00011504632094669736
Position 1776: 0.00011445029146287585
Position 7489: 9.970928589530495e-05
Position 689: 7.802344978770919e-05
Position 1654: 7.403218262364009e-05
Position 3647: 7.24471302125052e-05
Position 2214: 5.437153011401232e-05
Position 2272: 5.308814045573953e-05
Position 2833: 5.0427572557940936e-05
Position 7308: 4.779850332963781e-05
Position 8988: 4.2987527576145165e-05
Position 1514: 3.143954383538797e-05
Position 2169: 2.893300177922799e-05
Position 1348: 2.622369257504293e-05
Position 8278: 2.4217894393859303e-05
Position 845: 2.3115218456963678e-05
Position 7412: 1.9435201758624076e-05
Position 889: 1.9281537824509978e-05
Position 7325: 1.7372315745809302e-05
Position 7383: 1.592986875386191e-05
Position 7454: 7.531206292355506e-06
Position 558: 6.203882047118639e-06
Position 951: 6.0849883010918285e-06
Position 6312: 2.731809871205229e-06
Position 338: 2.1861416101392404e-06
Position 787: 2.0479974051975034e-06
Position 240: 1.8842064596048378e-06
Position 657: 9.31009904299797e-08
Position 569: 9.13755252396895e-08
Position 719: 8.53698303425855e-08
Position 1092: 6.873849709969151e-08
Position 538: 6.719129814592063e-08
Position 1108: 3.6625689055005846e-08
Position 2764: 3.5940407223223917e-08
Position 2787: 2.8841377197751807e-08
Position 2748: 2.5502415889719274e-08
Position 2722: 2.013408873915693e-08
Position 2761: 1.957403213344159e-08
Position 820: 1.9367824144195566e-08
