Gene = mbm
index = 1786
Annotated 5SS: [1161]
Annotated 3SS: [1208]
SMsplice 5SS: [1161]
SMsplice 3SS: [1208]
top_k =  500
Partition function (log Z): -8.582330562172757

Sorted 5' Splice Sites (High to Low Probability):
Position 1161: 0.7135856556877944
Position 1123: 0.17733744042705857
Position 253: 0.15026267605587104
Position 1137: 0.0485507533944833
Position 456: 0.03915528525437401
Position 1255: 0.01637604634486432
Position 704: 0.004217618527491629
Position 37: 0.0034251790851147204
Position 472: 0.0031706035740219143
Position 759: 0.0031080255597958
Position 424: 0.0030054394749642905
Position 495: 0.0029233388808867027
Position 822: 0.0024380175123960937
Position 846: 0.001118998250534885
Position 281: 0.0007499555399159163
Position 1139: 0.0007216640412484043
Position 843: 0.0005088956946780095
Position 988: 0.0004632119858877892
Position 55: 0.0004199529769542466
Position 364: 0.0003741520799679988
Position 612: 0.0003611817972178853
Position 1659: 0.0003321676820663327
Position 415: 0.0002720526746007882
Position 1243: 0.00022878064119206596
Position 851: 0.00022393985276409505
Position 482: 0.0002022297205673239
Position 367: 0.00016784344721183992
Position 1131: 0.0001458905190506685
Position 1401: 0.0001261218386894878
Position 370: 0.00012189921950498556
Position 840: 8.122515116693197e-05
Position 909: 6.614335142953678e-05
Position 576: 4.272399082376271e-05
Position 418: 4.171779418355238e-05
Position 660: 3.3847395823167194e-05
Position 272: 2.9559954451696337e-05
Position 1629: 2.9001153676912466e-05
Position 1228: 2.623340019964187e-05
Position 639: 1.5783253712613633e-05
Position 773: 1.381395062108762e-05
Position 797: 1.1595597914981274e-05
Position 723: 1.0365247277324769e-05
Position 376: 7.920061362679348e-06
Position 825: 1.7288285939170467e-06
Position 882: 1.6889426226540764e-06
Position 178: 6.286995347907621e-07
Position 633: 3.686501570756914e-07
Position 434: 2.6836867015141535e-07
Position 91: 2.040515572472231e-07
Position 970: 2.7709141979721802e-08
Position 352: 1.2803349658834036e-08
Position 460: 7.694067678589293e-09
Position 137: 5.767249204471779e-09
Position 618: 1.7645886981030228e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1208: 0.8790626040727152
Position 772: 0.05001480889817552
Position 556: 0.04693912142883322
Position 1313: 0.04185996797213998
Position 905: 0.03876338001941589
Position 1258: 0.021243950926620073
Position 560: 0.01657163183444633
Position 1226: 0.014673996122261982
Position 1337: 0.01424381056752998
Position 1232: 0.010631338417608691
Position 1463: 0.010451833991163189
Position 949: 0.003512464520568379
Position 91: 0.003112256671842137
Position 513: 0.0026114581444398226
Position 299: 0.002233106744457624
Position 885: 0.0020305351227894587
Position 755: 0.0019348091563687786
Position 1421: 0.0014887406289980291
Position 758: 0.0011823423470432527
Position 813: 0.0010559638387140672
Position 340: 0.0010077410803686208
Position 1040: 0.0010021816130414017
Position 968: 0.0008875936231854129
Position 1723: 0.0007445508910898774
Position 918: 0.0007440336565878948
Position 1680: 0.0007042881711092821
Position 752: 0.0005110076060285768
Position 729: 0.0004907610078712241
Position 1468: 0.00044232717057891
Position 1389: 0.00039146539340043844
Position 120: 0.0003789688547506852
Position 317: 0.00035276428867264095
Position 1454: 0.000287695849949343
Position 1430: 0.00028205857675958634
Position 1754: 0.00025949362160646624
Position 1748: 0.00020302245728633922
Position 648: 0.0001931576905264099
Position 302: 0.0001896061713877889
Position 651: 0.00018329474708505823
Position 1503: 0.00016384786452345595
Position 1067: 0.00014551617945265832
Position 986: 0.0001377032274795708
Position 1176: 0.00011183173329787168
Position 680: 0.00010668683179752704
Position 836: 0.0001003669796408886
Position 683: 9.199457112843576e-05
Position 861: 8.719251920510029e-05
Position 326: 8.491894370932599e-05
Position 1451: 7.757799909403246e-05
Position 1601: 7.140484299406104e-05
Position 866: 5.541909090563382e-05
Position 797: 4.3416992910656166e-05
Position 563: 3.713644922704372e-05
Position 412: 3.619590255257996e-05
Position 825: 3.2619791439367493e-05
Position 382: 2.7980381725310988e-05
Position 716: 2.7387696537725576e-05
Position 1445: 2.667904045298314e-05
Position 1395: 2.4136028383122418e-05
Position 1365: 2.22775187931817e-05
Position 1043: 2.119120449797438e-05
Position 1407: 1.814174438327418e-05
Position 1325: 1.736329227289839e-05
Position 988: 1.5725840825425693e-05
Position 446: 1.2458363390349138e-05
Position 472: 1.1269034046610762e-05
Position 704: 8.756348465915488e-06
Position 167: 6.289094474055709e-06
Position 164: 4.7744243180286025e-06
Position 452: 3.981817512052925e-06
Position 686: 2.5297903526644538e-06
Position 96: 5.166906921830726e-07
Position 346: 2.689706555781101e-07
Position 286: 4.960842407319073e-08
Position 400: 4.2673124330241716e-08
Position 123: 3.836738058338729e-08
Position 288: 3.5608633843764476e-08
Position 281: 1.1990476530105524e-08
Position 237: 7.145086941505465e-09
Position 360: 3.318141229975656e-09
Position 363: 2.896942706490976e-09
Position 130: 2.853838318448624e-09
Position 178: 1.907263392329912e-09
Position 330: 1.5852552118030105e-09
Position 175: 6.585186625953534e-10
Position 328: 5.01788894154747e-10
Position 348: 2.8924607269201963e-10
Position 402: 2.4462770153816613e-10
Position 205: 2.2757923179110606e-10
Position 169: 1.9409404140109605e-10
Position 260: 1.5424598317534174e-10
Position 199: 1.022660357326964e-13
Position 125: 9.013855683519901e-15
Position 183: 7.024950170913212e-15
Position 193: 5.9880016933103806e-15
Position 195: 9.426906731557497e-17
