Gene = Neos
index = 1315
Annotated 5SS: [669]
Annotated 3SS: [731]
SMsplice 5SS: [669]
SMsplice 3SS: [731]
top_k =  500
Partition function (log Z): -5.343895923986114

Sorted 5' Splice Sites (High to Low Probability):
Position 669: 0.9983173656606239
Position 904: 0.05673681594591494
Position 915: 0.027515313951494768
Position 164: 0.013941448419037725
Position 862: 0.012465481896782043
Position 352: 0.010102126781219897
Position 922: 0.007828084302305987
Position 855: 0.007144727873509701
Position 11: 0.002141462016731692
Position 496: 0.0021130626128557056
Position 216: 0.0018560318058801284
Position 1177: 0.0009407062286844287
Position 95: 0.0009181846170745088
Position 823: 0.00033674454734749045
Position 617: 0.00025587893866835286
Position 673: 0.0001720683743844623
Position 57: 0.000169310147604327
Position 168: 0.00016349390067751484
Position 1126: 0.00015496395773454628
Position 787: 0.0001176872670315253
Position 568: 0.00010217504455832784
Position 209: 5.274999934755602e-05
Position 81: 4.4155414961240127e-05
Position 331: 4.114599917985007e-05
Position 386: 3.6861863760045936e-05
Position 191: 2.8488482891894605e-05
Position 868: 1.994659766538749e-05
Position 468: 1.930969689629034e-05
Position 1119: 1.7539422714171547e-05
Position 186: 1.6217734371990218e-05
Position 420: 1.1913729064576975e-05
Position 649: 9.687156855633507e-06
Position 30: 9.382249071454583e-06
Position 1379: 8.296694433226051e-06
Position 781: 7.463638821841477e-06
Position 1416: 4.933840248668363e-06
Position 415: 4.252977719605241e-06
Position 166: 3.732449695760974e-06
Position 1270: 3.310172248895286e-06
Position 574: 2.3116456277485027e-06
Position 773: 1.8850702319329133e-06
Position 305: 1.7256625532726161e-06
Position 227: 9.192496928659711e-07
Position 394: 8.918188051872036e-07
Position 220: 2.537969653815224e-07
Position 379: 2.421260658969382e-07
Position 594: 2.100376531341451e-07
Position 589: 1.8606021778329494e-07
Position 581: 9.106486088064042e-08
Position 222: 8.938820654298516e-08
Position 808: 3.0995333460014513e-09
Position 249: 2.5889490636015955e-11
Position 1012: 7.570599859161413e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9693995320225587
Position 986: 0.1346474755132195
Position 230: 0.008569742377184516
Position 420: 0.006903152611582037
Position 259: 0.0062080320741981845
Position 742: 0.003760321854321139
Position 227: 0.0024245446670042724
Position 559: 0.002288170223048226
Position 999: 0.0017208785167985151
Position 545: 0.0011085621723188601
Position 509: 0.0007640324926098886
Position 1222: 0.0007505192147249264
Position 1119: 0.0007091035713007057
Position 77: 0.0006929908987968387
Position 562: 0.0005710262212124594
Position 161: 0.0003483917490295162
Position 1224: 0.00034070102282335264
Position 879: 0.0003184170615066472
Position 804: 0.0003144083012983204
Position 480: 0.00022676188855745214
Position 402: 0.00020538866380374196
Position 285: 0.0001672626917610302
Position 1315: 0.00016136088605774179
Position 399: 0.00014945743462879642
Position 209: 0.00013901483958084088
Position 567: 0.00010729509263524115
Position 773: 8.989124131155522e-05
Position 81: 8.384906275128197e-05
Position 1062: 7.1559058777411e-05
Position 468: 6.247979216908595e-05
Position 954: 6.199858541374744e-05
Position 702: 5.4444236750789243e-05
Position 522: 5.380535086289116e-05
Position 1311: 4.981519489962585e-05
Position 1459: 4.872790712240395e-05
Position 1147: 4.4474072668840686e-05
Position 1071: 3.777597308222459e-05
Position 817: 3.251196182547899e-05
Position 1125: 2.9415417535929048e-05
Position 1041: 1.655204882712324e-05
Position 263: 9.928112089262363e-06
Position 1242: 9.03513477986129e-06
Position 1093: 8.994445428111022e-06
Position 1263: 7.082345084206084e-06
Position 1239: 7.004171128480951e-06
Position 1047: 6.7836341302285935e-06
Position 1286: 6.2527720309981335e-06
Position 345: 6.248166872536035e-06
Position 598: 6.079731624262318e-06
Position 765: 6.016928702934723e-06
Position 1210: 5.576454527284082e-06
Position 649: 3.782802751392504e-06
Position 200: 3.5384738544787057e-06
Position 94: 2.862457819951011e-06
Position 1250: 2.6613911961669247e-06
Position 366: 2.5084864809297596e-06
Position 234: 2.3126001964897116e-06
Position 574: 1.6485735746885171e-06
Position 579: 1.6266895744367777e-06
Position 379: 1.3966337816207597e-06
Position 432: 1.2845199582899137e-06
Position 108: 1.1718009457505524e-06
Position 1467: 9.746555807744803e-07
Position 607: 7.877974422973755e-07
Position 1440: 7.751436820070177e-07
Position 91: 5.186165128230293e-07
Position 303: 4.0991188871991984e-07
Position 435: 2.2488105999168925e-07
Position 348: 9.364981291574636e-11
Position 305: 7.103547161996063e-11
