Gene = fal
index = 1699
Annotated 5SS: [ 535 2649 2885 3656]
Annotated 3SS: [2481 2712 2954 3713]
SMsplice 5SS: [ 535 2649 2885 3656 3825]
SMsplice 3SS: [2481 2712 2954 3713 3886]
top_k =  500
Partition function (log Z): 7.337237891923678

Sorted 5' Splice Sites (High to Low Probability):
Position 2885: 0.999105090504848
Position 2649: 0.9967246561263773
Position 535: 0.8397037087943079
Position 3656: 0.6616157506181455
Position 1996: 0.6158566766457516
Position 3825: 0.5883663291704264
Position 2280: 0.3647208138547503
Position 2396: 0.3115951450123771
Position 3473: 0.1590281022023505
Position 3345: 0.09693347117645627
Position 2267: 0.08488044130799428
Position 1733: 0.0797294926513393
Position 214: 0.060409281409167216
Position 2231: 0.05125562746793445
Position 3309: 0.02378443406566242
Position 1255: 0.019284070162749602
Position 3632: 0.018411553037770766
Position 1482: 0.015068926109807744
Position 3085: 0.012089482826302057
Position 2360: 0.008473359490032134
Position 917: 0.007181996343912207
Position 3187: 0.006406580110087594
Position 546: 0.006075648667347264
Position 2243: 0.006008859496432651
Position 2299: 0.003978206536278427
Position 3582: 0.003521789895170063
Position 1200: 0.003231710945998137
Position 2665: 0.0030651366093337167
Position 251: 0.0024419261165395966
Position 3240: 0.002175977416822885
Position 4188: 0.0016291211480394757
Position 796: 0.0016226209983042066
Position 209: 0.001593822168558749
Position 394: 0.0015432473819988713
Position 557: 0.0013599433761433371
Position 2314: 0.0011485961496988772
Position 882: 0.0009759489891726065
Position 3399: 0.0009106735633751111
Position 976: 0.0008155060231958284
Position 1384: 0.0007591017601703105
Position 2273: 0.0007292716355386853
Position 2294: 0.0007274728827176571
Position 3806: 0.000702487621741907
Position 1468: 0.0006796960426452838
Position 3962: 0.000624714292208825
Position 695: 0.0005663134294091674
Position 2237: 0.0004487358816722468
Position 3393: 0.0004454584171080611
Position 3911: 0.00037736759415164914
Position 670: 0.00033561224773614117
Position 3049: 0.0003301017109147366
Position 3739: 0.0002998738683351386
Position 334: 0.0002982595672833393
Position 909: 0.0002938662648871085
Position 1796: 0.0002817566568620971
Position 785: 0.0002563870621700839
Position 381: 0.0002546629192091569
Position 642: 0.00023399866447651273
Position 3591: 0.00023019072484169292
Position 28: 0.00021407416470167154
Position 53: 0.0001930996656717069
Position 564: 0.00018792670326267663
Position 3800: 0.00018762524218098517
Position 3516: 0.0001841603856297707
Position 1671: 0.00017768798803568205
Position 30: 0.00017465211986161713
Position 3271: 0.00017259937681149065
Position 766: 0.00015527946368762703
Position 3384: 0.00013976870907225986
Position 2860: 0.0001389797598199606
Position 2864: 0.00011564855135579602
Position 3037: 0.00010470229842575367
Position 2219: 9.705350020021235e-05
Position 2896: 9.535119049756514e-05
Position 73: 9.196494063979703e-05
Position 2106: 8.877739775318527e-05
Position 539: 8.870117765711637e-05
Position 3162: 8.143455790420177e-05
Position 2500: 7.716720947789713e-05
Position 1270: 7.238426890526252e-05
Position 1960: 7.158824229125677e-05
Position 712: 6.0845234261229783e-05
Position 826: 4.719271076041122e-05
Position 2889: 4.385646459629892e-05
Position 2252: 4.222423134411231e-05
Position 2225: 4.009161967981414e-05
Position 3430: 3.9077492577213344e-05
Position 3320: 3.706334693462882e-05
Position 2207: 3.563054143376101e-05
Position 2153: 3.41835709610405e-05
