Gene = bora
index = 1632
Annotated 5SS: [373]
Annotated 3SS: [430]
SMsplice 5SS: [373]
SMsplice 3SS: [430]
top_k =  500
Partition function (log Z): -5.538346233196885

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9998079882754753
Position 1798: 0.009786166060772759
Position 1185: 0.005156314729079869
Position 729: 0.004142281719540379
Position 948: 0.0028734505977272154
Position 1455: 0.002137808235933593
Position 110: 0.001382878918502233
Position 980: 0.0010255229170184899
Position 633: 0.0008835385847118638
Position 498: 0.000559129755247629
Position 621: 0.0005431879572561094
Position 628: 0.00046245986584662066
Position 1314: 0.000384045686866314
Position 1927: 0.0003702245574017057
Position 1084: 0.00036169526114915074
Position 841: 0.0003385163371881143
Position 704: 0.0002528251291610607
Position 1018: 0.00024822681620645083
Position 787: 0.00017624858130927293
Position 595: 0.00014887019830526048
Position 611: 0.00012593538422016193
Position 1347: 0.00012155138464684214
Position 314: 0.00011592334685179558
Position 836: 0.00010645853359138447
Position 1585: 8.535580587161269e-05
Position 584: 6.992422681648679e-05
Position 1623: 5.854015225384665e-05
Position 522: 5.204386066335827e-05
Position 1955: 4.1525622578615356e-05
Position 1967: 3.8627490053797544e-05
Position 995: 3.663146226500131e-05
Position 941: 2.535708123686613e-05
Position 1915: 2.4496035566902983e-05
Position 180: 2.3879929724860002e-05
Position 152: 2.1337686493627202e-05
Position 1588: 1.9836495883269645e-05
Position 865: 1.7245055397878503e-05
Position 844: 1.3105932192184959e-05
Position 958: 1.1647937390112205e-05
Position 97: 9.96913400599694e-06
Position 281: 9.431539734475737e-06
Position 1921: 9.320394820772043e-06
Position 791: 7.113243731428303e-06
Position 542: 6.0546029297718075e-06
Position 63: 1.7818212015792612e-06
Position 82: 1.6142668451517685e-06
Position 208: 4.011131354938732e-07
Position 51: 2.8586494854466526e-07
Position 217: 2.388879420761909e-07
Position 271: 2.0727793916792847e-07
Position 1241: 1.9801626474875216e-07
Position 476: 1.6780601161484396e-07
Position 166: 1.4600800950701338e-07
Position 33: 8.099096072325269e-08
Position 348: 2.686281383059859e-08
Position 906: 2.628985293218083e-08
Position 283: 1.990676942346507e-08
Position 377: 1.1978667830434992e-08
Position 482: 1.0663229766550057e-08
Position 847: 9.779988740085775e-09
Position 384: 2.5610578894935907e-09
Position 821: 1.7093795968994173e-09
Position 467: 3.1228199277570893e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 430: 0.9436195249881435
Position 476: 0.021782589349612008
Position 676: 0.011302217545978885
Position 1853: 0.0107808086503596
Position 1824: 0.006203086246472466
Position 1715: 0.005388232253088242
Position 1788: 0.0050276844242535396
Position 800: 0.004169688691781789
Position 1541: 0.0032420931017742077
Position 1045: 0.0030444797601581345
Position 991: 0.002438528274132002
Position 656: 0.0023344017097505533
Position 569: 0.0017693322021881232
Position 1549: 0.0016682524192186356
Position 920: 0.0016257681724107648
Position 1940: 0.0010693501323051006
Position 2011: 0.001036929673222075
Position 166: 0.0009704665710555949
Position 865: 0.000900437393647042
Position 704: 0.0006359369052165789
Position 2016: 0.00041458905292048086
Position 1300: 0.000363372250602502
Position 1794: 0.0002489800617946953
Position 198: 0.0002070162073756753
Position 1251: 0.0001937485417673383
Position 1346: 0.00016433918154258213
Position 201: 0.0001433544296714208
Position 608: 0.00013334991826891116
Position 1471: 0.0001275998300273092
Position 1529: 0.00012631995012267493
Position 566: 0.00011536699129434904
Position 829: 0.00010601824029885173
Position 1255: 9.974440400964025e-05
Position 186: 7.516544618088876e-05
Position 2031: 6.0038716030446676e-05
Position 482: 5.863343894841706e-05
Position 628: 4.533053546580324e-05
Position 712: 4.487149480730614e-05
Position 542: 4.414241064876506e-05
Position 774: 3.8932429761926756e-05
Position 1507: 3.63037478406545e-05
Position 1241: 3.105748906291842e-05
Position 1955: 2.686346695695462e-05
Position 768: 2.656558055700869e-05
Position 1184: 2.4598794948523465e-05
Position 1637: 2.240786352593967e-05
Position 261: 2.058592558615727e-05
Position 1485: 1.798990192812297e-05
Position 1021: 1.543983130168167e-05
Position 1224: 1.1691553242894722e-05
Position 1102: 1.1487495600312158e-05
Position 372: 9.771312557849023e-06
Position 303: 6.563544112796135e-06
Position 595: 5.3104320172634345e-06
Position 332: 5.255308687686775e-06
Position 268: 3.99877866791947e-06
Position 245: 9.358403757840392e-07
Position 133: 1.2228550270594154e-07
Position 313: 8.301422280979534e-08
Position 94: 7.49721049648376e-08
Position 578: 3.155088742992812e-08
Position 125: 2.739065903020938e-08
Position 335: 1.268911861063686e-08
Position 1100: 8.626394125305479e-09
Position 611: 6.223959392086425e-09
Position 82: 3.1446982844848007e-09
Position 109: 2.911298470204633e-09
Position 584: 2.8039754700805632e-09
Position 527: 1.5790974534772939e-10
Position 680: 3.5646333147573188e-12
Position 377: 3.347798046387461e-12
Position 497: 6.4405541302965204e-18
