Gene = l(3)04053
index = 1753
Annotated 5SS: [ 870 1733 2117]
Annotated 3SS: [ 935 1925 2175]
SMsplice 5SS: [ 870 1733 2117]
SMsplice 3SS: [ 935 1925 2175]
top_k =  500
Partition function (log Z): 7.457662076189159

Sorted 5' Splice Sites (High to Low Probability):
Position 2117: 0.9997134756130347
Position 870: 0.9843090108251148
Position 1733: 0.8077901093721147
Position 1749: 0.10729140754636979
Position 1515: 0.059139806173347416
Position 1754: 0.049040536012305624
Position 560: 0.04351035799551842
Position 2335: 0.027267134098183474
Position 827: 0.012362139071612323
Position 2478: 0.009581506535513765
Position 344: 0.005962409885536843
Position 1277: 0.005085505866401477
Position 494: 0.0038620119871697954
Position 1425: 0.003225170891797788
Position 2318: 0.0024986607590451594
Position 1231: 0.0021191784776652795
Position 119: 0.0011594990048086442
Position 1170: 0.001058669789878439
Position 1239: 0.0010550331221262491
Position 2505: 0.0010261597648804576
Position 1148: 0.0008877808900745086
Position 1417: 0.0008696061179296863
Position 1809: 0.0007079426969969359
Position 1304: 0.000614776085268675
Position 2509: 0.0004911144087397717
Position 515: 0.0004448760570962569
Position 1167: 0.00040256935860356934
Position 568: 0.0003851126533443164
Position 153: 0.00036317911705334373
Position 2449: 0.00033857433527831527
Position 602: 0.00033592116680328775
Position 2312: 0.000258585076001952
Position 2350: 0.00022298202669484988
Position 365: 0.00016377776473028063
Position 2123: 0.0001635155721386067
Position 2500: 0.00015841495881252257
Position 2269: 0.00013997272436268535
Position 225: 0.0001108851160393284
Position 1846: 0.00010396602421644955
Position 369: 0.00010300102970282978
Position 1460: 9.322577505268164e-05
Position 1291: 9.069035254660194e-05
Position 546: 9.049521114770503e-05
Position 538: 8.332692446821214e-05
Position 1767: 8.045429024274772e-05
Position 682: 7.280363535579581e-05
Position 1394: 6.134391821050931e-05
Position 874: 5.5458430929968694e-05
Position 615: 4.1207836639589944e-05
Position 1094: 3.8041851824949624e-05
Position 1099: 3.1369720237582625e-05
Position 2133: 2.9143199483141575e-05
Position 1737: 2.4803514050081903e-05
Position 23: 2.3271992507871717e-05
Position 2259: 2.2474607850389585e-05
Position 415: 2.1807289198351616e-05
Position 1441: 1.967593903478068e-05
Position 483: 1.9158856735458752e-05
Position 2420: 1.6830917488906473e-05
Position 1642: 1.5045737629791482e-05
Position 971: 1.42445335760186e-05
Position 2359: 1.4175825524354193e-05
Position 1053: 1.2746044572812415e-05
Position 2341: 1.2709371686687088e-05
Position 2002: 1.2223607090190224e-05
Position 1205: 1.203513582332695e-05
Position 457: 9.253834701688825e-06
Position 1581: 8.572345691907217e-06
Position 2439: 8.166485878978865e-06
Position 1362: 8.151091155824124e-06
Position 451: 7.733706480531456e-06
Position 693: 6.206711719468742e-06
