Gene = Rps9
index = 934
Annotated 5SS: [  72  456  776 1927]
Annotated 3SS: [ 333  652 1739 2657]
SMsplice 5SS: [  72  456  776 1927 2189]
SMsplice 3SS: [ 333  652 1739 2112 2657]
Partition function (log Z): 1.0755867250784172

Sorted 5' Splice Sites (High to Low Probability):
Position 1927: 0.9413137255434504
Position 456: 0.8996858991944959
Position 2189: 0.8326303131193813
Position 776: 0.8264102030970372
Position 72: 0.5654743273211295
Position 121: 0.2952851111586455
Position 2263: 0.04973997982131702
Position 157: 0.03672390780479484
Position 2242: 0.029556007960057393
Position 504: 0.026748708408686806
Position 2567: 0.025873370982920075
Position 1859: 0.024116865389740866
Position 68: 0.02380185485319116
Position 716: 0.013330999355262056
Position 906: 0.010474079317687271
Position 2033: 0.00903970195941598
Position 176: 0.00895490645541145
Position 2580: 0.005988750895166327
Position 2341: 0.005239147519578382
Position 780: 0.004745337594679076
Position 197: 0.004304544819652074
Position 1189: 0.004177530382202384
Position 165: 0.0030994782955372003
Position 1274: 0.0027693956806348124
Position 1546: 0.002518165095935905
Position 2158: 0.0020403298624804707
Position 951: 0.0016626113711127742
Position 2470: 0.0015631153085083822
Position 252: 0.0014756209931701106
Position 448: 0.001322597095467029
Position 116: 0.001300764126316173
Position 1420: 0.0010834489256403169
Position 499: 0.0009745249897963425
Position 64: 0.0009499680152851007
Position 469: 0.0009283716842954978
Position 677: 0.0009252955420808445
Position 1946: 0.0008383924162295558
Position 380: 0.0007878019913983758
Position 808: 0.000677942597392517
Position 1132: 0.0005831879830797331
Position 805: 0.0005034505616994782
Position 1248: 0.0004639474796788161
Position 2525: 0.0004425696961317373
Position 682: 0.00037118708306375247
Position 51: 0.00030029023173887347
Position 2552: 0.00024931045278894656
Position 1198: 0.00024626052430160863
Position 2455: 0.0002445306597344907
Position 1326: 0.00023872740896616385
Position 424: 0.00023148369274593236
Position 429: 0.00022551321420717158
Position 87: 0.00021319211203338662
Position 2236: 0.0002129180966345315
Position 28: 0.00020275688014669422
