Gene = Smim38
index = 993
Annotated 5SS: [  55 1152]
Annotated 3SS: [1074 1498]
SMsplice 5SS: [  76 1152]
SMsplice 3SS: [1074 1915]
Partition function (log Z): -3.356790202706507

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.47269542686650656
Position 1152: 0.4294500419693097
Position 55: 0.42046063134925243
Position 778: 0.3459292111461862
Position 368: 0.2898444684366072
Position 1244: 0.14630090628936687
Position 1199: 0.09967112797172685
Position 160: 0.08983016150009178
Position 699: 0.06349649174818206
Position 1559: 0.032814286943144734
Position 1008: 0.012813156768261065
Position 397: 0.010827195792808945
Position 1126: 0.004195285741980423
Position 744: 0.0021916821850204962
Position 1248: 0.0019996940315228128
Position 950: 0.0018424007164558867
Position 450: 0.0017014071512482893
Position 1203: 0.0015725006130677187
Position 1212: 0.0015631074183814228
Position 1621: 0.001432899313625759
Position 783: 0.0012099780478312932
Position 1829: 0.0011910920546430747
Position 1733: 0.0010536373591623358
Position 1341: 0.0009892431076317005
Position 164: 0.0009520333371200781
Position 383: 0.0004908055501730576
Position 232: 0.0003414151859406651
Position 1272: 0.0003158772285891303
Position 1825: 0.00030573487424101454
Position 1319: 0.00030322339681921874
Position 890: 0.00030240757620159304
Position 1581: 0.00026528872348092125
Position 1605: 0.0002648299365624579
Position 1185: 0.00020252757071314236
Position 1156: 0.00017381663091267579
Position 411: 0.00017164077206725743
Position 1116: 0.00016659942784435215
Position 805: 0.00016596397287215971
Position 575: 0.0001612009779842354
Position 954: 0.00014050119005317024
Position 1251: 0.0001336015693905606
Position 1859: 0.00013176429219094988
Position 2141: 0.00011678429164176477
Position 818: 9.988248590413815e-05
Position 1289: 8.629807372807212e-05
Position 866: 8.147942167499873e-05
Position 966: 6.77643365296643e-05
Position 352: 6.373197785975744e-05
Position 372: 6.308385725881778e-05
Position 1720: 5.625064288679447e-05
Position 513: 5.6022482767065914e-05
Position 720: 5.323876013002719e-05
Position 222: 4.768265924841163e-05
Position 1498: 4.5724331924286584e-05
Position 456: 3.546281528004012e-05
Position 902: 3.374728045132861e-05
Position 1838: 2.9940271440555686e-05
Position 762: 2.9893975632446847e-05
Position 2070: 2.587383912633234e-05
Position 1406: 2.5859118598444465e-05
Position 43: 2.5385174868220146e-05
Position 671: 2.376197849520477e-05
Position 334: 2.0269994897468946e-05
Position 322: 1.9406719172812672e-05
Position 59: 1.6245658123662976e-05
Position 1010: 1.3144317708957861e-05
Position 1286: 1.237623437952831e-05
Position 1431: 1.23024361690668e-05
Position 1934: 1.1251234336471857e-05
Position 630: 9.760316636251638e-06
Position 736: 7.75923120123643e-06
Position 924: 7.4030346006047445e-06
Position 535: 7.3573952451981715e-06
Position 151: 6.597101121896935e-06
Position 1053: 6.5949928762566946e-06
Position 111: 6.553819601626208e-06
Position 1036: 6.248962666160007e-06
Position 605: 6.226923436049201e-06
Position 683: 6.07295387873708e-06
Position 542: 5.914600581877887e-06
Position 1545: 5.835332604245228e-06
Position 312: 5.4783680527496924e-06
Position 1424: 5.28298894157465e-06
Position 652: 5.250382636951915e-06
Position 1408: 5.155437506683584e-06
Position 215: 5.128497496077776e-06
Position 2117: 4.911320141466545e-06
Position 793: 4.889443382726749e-06
Position 2054: 4.753629217535245e-06
Position 1012: 4.418821350062122e-06
Position 526: 4.3815528844259876e-06
Position 1455: 3.334539719708429e-06
Position 539: 3.0179440401240412e-06
Position 1347: 2.9973660602474543e-06
Position 1470: 2.7978810786410588e-06
Position 948: 2.5193679669655485e-06
Position 301: 2.374710261013632e-06
Position 278: 2.3714894134688316e-06
Position 220: 1.7443362900165516e-06
