Gene = Gm1673
index = 456
Annotated 5SS: [132 464 708]
Annotated 3SS: [ 323  618 1464]
SMsplice 5SS: [132 708]
SMsplice 3SS: [ 618 1464]
Partition function (log Z): -0.48127164526314625

Sorted 5' Splice Sites (High to Low Probability):
Position 708: 0.9598056042250813
Position 132: 0.822219400760004
Position 464: 0.35319656018807616
Position 1350: 0.15710462904789457
Position 207: 0.13018310546771972
Position 468: 0.04585723961053401
Position 1224: 0.041442655805492
Position 721: 0.030774998616928773
Position 1317: 0.01855965764106724
Position 291: 0.014610638863297424
Position 1119: 0.006446976956547501
Position 1163: 0.005706917216942952
Position 909: 0.004834440388808183
Position 943: 0.00458446569342351
Position 80: 0.0039430602715926286
Position 730: 0.003218066536968203
Position 211: 0.0028030349903366437
Position 1335: 0.0026808626213081633
Position 138: 0.0025309169335479284
Position 1271: 0.0016561299910574949
Position 514: 0.0015406370489540286
Position 363: 0.0012403510221691194
Position 169: 0.0011014763651580942
Position 891: 0.00109645065994679
Position 451: 0.0010544310527799828
Position 526: 0.001047486886619095
Position 1355: 0.0009510104953969396
Position 1216: 0.0009085747572532194
Position 1377: 0.0007066681302420905
Position 485: 0.0006481150604685216
Position 712: 0.0006264534216201969
Position 1259: 0.0005627449463359545
Position 1015: 0.0005455966147209592
Position 39: 0.0005287349721013745
Position 868: 0.0004773364911401557
Position 274: 0.00045297528772670584
Position 502: 0.0002902635732551012
Position 1248: 0.00023217210700258274
Position 626: 0.00021917695987627334
Position 224: 0.0001602015258461687
Position 874: 0.00013590951379851825
Position 68: 0.00012679940691325123
Position 1020: 0.00011566261544689878
Position 94: 0.00011519425457251309
Position 1005: 0.00010249552011797065
Position 745: 9.698289955619932e-05
Position 44: 7.856581421867099e-05
Position 242: 7.12205563275375e-05
Position 74: 6.774347573427552e-05
Position 143: 6.191288370138411e-05
Position 24: 4.411923799457055e-05
Position 238: 4.0469725126698434e-05
Position 117: 3.944045964491818e-05
Position 1140: 3.4310990096712714e-05
Position 1269: 2.7911988137927423e-05
Position 1145: 2.7575699806737545e-05
Position 146: 2.7312971976643833e-05
Position 1049: 2.7192965123646562e-05
Position 372: 2.5622966462804534e-05
Position 761: 2.4248125562547185e-05
Position 84: 2.415189238133448e-05
Position 148: 2.2598935947095515e-05
Position 1143: 2.2184494210585646e-05
Position 984: 1.821029006352062e-05
Position 1391: 1.7008381085992248e-05
Position 110: 1.6413195040020145e-05
Position 998: 1.607155060551479e-05
Position 1192: 1.5338517536446052e-05
Position 990: 1.4881949602023613e-05
Position 986: 1.2317535476649576e-05
Position 1228: 1.1635503284486231e-05
Position 1203: 1.1472954047656353e-05
Position 1245: 9.084624195534153e-06
Position 966: 8.940806104022499e-06
Position 5: 8.915708026601377e-06
Position 281: 8.443306306094579e-06
Position 578: 7.845052698650086e-06
Position 228: 7.269901868488133e-06
Position 936: 6.807849569609377e-06
Position 866: 6.698604524439231e-06
Position 1366: 4.9577806643358735e-06
Position 1070: 4.57857121994176e-06
Position 853: 4.068192733369994e-06
Position 496: 3.919223141580925e-06
Position 736: 3.863559001757793e-06
Position 1185: 3.2964105220006363e-06
Position 839: 2.1216542028413956e-06
Position 947: 1.8831939126674357e-06
Position 7: 1.263697068393986e-06
Position 945: 1.2119398801170329e-06
Position 788: 1.0901136387605808e-06
Position 248: 9.866265587710719e-07
Position 1082: 3.220953684747716e-07
Position 851: 2.303568158859231e-07
Position 594: 2.0286869417436948e-07
Position 1061: 2.0052480810064927e-07
Position 630: 1.8031856313450787e-07
Position 926: 1.2543060606293633e-07
Position 582: 9.485590319816135e-08
Position 570: 7.128698073806679e-08
Position 609: 7.102990370228747e-08
Position 266: 5.734150729625967e-08
Position 1503: 5.005003946889658e-08
Position 1505: 7.925491034302857e-09
Position 1430: 1.1544764048711517e-09
Position 1453: 7.899844375827351e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 618: 0.989795758363419
Position 1464: 0.9596723475458793
Position 323: 0.33272357610425757
Position 1163: 0.19124619953766675
Position 362: 0.038695157629212364
Position 1052: 0.030439480661903325
Position 1262: 0.014126531484245789
Position 1485: 0.010587825291366005
Position 787: 0.007737133368311874
Position 266: 0.007692024210443544
Position 286: 0.005929615218872824
Position 861: 0.005261817948217044
Position 659: 0.004396264065134455
Position 816: 0.003630138021039325
Position 882: 0.0035888550186938865
Position 1075: 0.003010336108266988
Position 1004: 0.002256095719746886
Position 1140: 0.0021956815379221223
Position 1092: 0.0019839263904521108
Position 1235: 0.0015740308355249601
Position 1057: 0.0015737592179205693
Position 1201: 0.0013183975457839458
Position 290: 0.0012186426070397518
Position 1099: 0.0007619560545436281
Position 1123: 0.0006020879351275825
Position 773: 0.000514976221871945
Position 570: 0.0004931828494045671
Position 1096: 0.0004899595165862473
Position 1287: 0.0004346219931339635
Position 1470: 0.0004204667033195599
Position 1167: 0.0004131382810244499
Position 891: 0.000396300450223635
Position 998: 0.00037732655983270443
Position 823: 0.0003378411207929483
Position 1126: 0.0002984893721426668
Position 1170: 0.00028928096578712117
Position 671: 0.00023073731547224214
Position 1012: 0.000147202263629051
Position 1519: 0.00014254183696318776
Position 550: 0.00011124276437655001
Position 1375: 8.341215983960761e-05
Position 404: 6.222912101602374e-05
Position 1316: 5.995978415856903e-05
Position 215: 5.814695900469072e-05
Position 1269: 5.153384991638433e-05
Position 1089: 5.14358710866809e-05
Position 1228: 4.608146866050668e-05
Position 1077: 4.5093386959147874e-05
Position 1203: 4.4564814660255076e-05
Position 846: 3.813898155422617e-05
Position 1349: 3.567384926278589e-05
Position 934: 3.465293882787086e-05
Position 511: 3.089566903411895e-05
Position 1333: 2.934632428559233e-05
Position 1340: 2.6478270590740223e-05
Position 1574: 2.556147372098032e-05
Position 1491: 2.194700441003519e-05
Position 1384: 2.0535999027827348e-05
Position 922: 1.946256651690141e-05
Position 538: 1.8692275552347524e-05
Position 432: 1.858920259428305e-05
Position 462: 1.796924480009732e-05
Position 1372: 1.737014036600483e-05
Position 936: 1.5743021232493328e-05
Position 916: 1.4259594007308471e-05
Position 1216: 1.2822611319652606e-05
Position 1403: 9.486023651111779e-06
Position 1275: 9.097789170231272e-06
Position 211: 8.308794892760276e-06
Position 1245: 7.506825218882611e-06
Position 1423: 6.902625160291451e-06
Position 1544: 6.411908209009856e-06
Position 1338: 6.354330835449975e-06
Position 1104: 6.264439150351538e-06
Position 1325: 5.634550913836655e-06
Position 961: 5.048785284714798e-06
Position 1420: 4.735756862224608e-06
Position 902: 4.562597162278885e-06
Position 163: 3.9448761596380984e-06
Position 1061: 3.896104702068076e-06
Position 897: 3.2640233892366793e-06
Position 895: 3.0464138843266084e-06
Position 1366: 2.9723965143029087e-06
Position 1307: 2.864193960944719e-06
Position 1014: 2.6470963487473197e-06
Position 167: 2.3297543457415295e-06
Position 194: 1.9047281713112778e-06
Position 1532: 1.8725680967607332e-06
Position 694: 1.7337695727808212e-06
Position 467: 1.5282362411903458e-06
Position 909: 1.4448633615780586e-06
Position 1391: 1.4430899556783418e-06
Position 748: 1.3218703788502418e-06
Position 446: 1.2065949735169456e-06
Position 966: 1.0837595018764877e-06
Position 907: 1.0570107681849525e-06
Position 975: 8.900506459919519e-07
Position 1399: 6.932474360307728e-07
Position 1417: 6.173245127177181e-07
Position 1407: 5.959334113863513e-07
Position 136: 5.779919608851962e-07
Position 1425: 5.167532309703801e-07
Position 1342: 4.038946094469658e-07
Position 1296: 3.20832696232187e-07
Position 1396: 3.200443662285495e-07
Position 977: 3.076657146712092e-07
Position 913: 3.061203556281659e-07
Position 1278: 2.535984965722132e-07
Position 464: 1.649581993786518e-07
Position 758: 1.6301169737663732e-07
Position 493: 1.1636694580080218e-07
Position 94: 1.0246427815263344e-07
Position 479: 1.0155792173437008e-07
Position 1354: 9.715813649679129e-08
Position 184: 6.353899763467534e-08
Position 764: 2.639324741787967e-08
Position 720: 8.898701388947032e-10
Position 736: 3.2483161003751134e-10
Position 725: 1.3587479541620722e-10
Position 729: 4.895425391360366e-11
Position 712: 1.8629206529576866e-11
