Gene = Rps17
index = 930
Annotated 5SS: [  53  398  944 1520]
Annotated 3SS: [ 245  837 1453 2404]
SMsplice 5SS: [ 398  944 1520]
SMsplice 3SS: [ 837 1453 2404]
Partition function (log Z): -2.677577266088192

Sorted 5' Splice Sites (High to Low Probability):
Position 1520: 0.951066030310158
Position 398: 0.8042359018108068
Position 944: 0.803824401473631
Position 53: 0.3228447567960328
Position 711: 0.08342474994677228
Position 316: 0.06428732713289484
Position 766: 0.0638273097327818
Position 1780: 0.01933042226360424
Position 1950: 0.017360907252798888
Position 177: 0.01537774089583333
Position 221: 0.010413842453552903
Position 703: 0.009424253687212752
Position 180: 0.008671615836565116
Position 2304: 0.00831839658645903
Position 480: 0.007974901215283403
Position 1939: 0.007265406905736789
Position 2300: 0.0068239440161644875
Position 2255: 0.005306515608946404
Position 1819: 0.004072856640588842
Position 668: 0.003340858953765577
Position 1595: 0.003174749001458635
Position 537: 0.0029430993471991243
Position 693: 0.002424383138508855
Position 994: 0.0022931941223400146
Position 2223: 0.002069906353733045
Position 738: 0.0019659805157807124
Position 1770: 0.0019111553528912539
Position 644: 0.0018148404874130093
Position 2020: 0.0014419909337082951
Position 1374: 0.0012548095758494286
Position 299: 0.001080306404542763
Position 57: 0.0010585351662811934
Position 122: 0.0009780858775592892
Position 344: 0.0009713790383207055
Position 1809: 0.0009192083909526177
Position 2215: 0.0008854046499224973
Position 740: 0.000778225612751458
Position 742: 0.0006157674785343705
Position 109: 0.0005538125679138696
Position 1552: 0.0005476115842996277
Position 439: 0.0005281834153043573
Position 953: 0.0005173346827968441
Position 1012: 0.00045563421084814733
Position 750: 0.0004475941687649928
Position 1581: 0.0003504128610984068
Position 878: 0.00033302160845106787
Position 145: 0.00032779418212221907
Position 15: 0.0002778040141327698
Position 1353: 0.00024321784426717188
Position 285: 0.0001872610957565581
Position 342: 0.00018665188434186452
Position 2008: 0.0001689468779548663
Position 1711: 0.00016101448744899568
Position 1182: 0.00015112156499606086
Position 22: 0.00014129482638618055
Position 794: 0.00013636821857673556
Position 1203: 0.0001221794051493801
Position 804: 0.00011485797517305074
Position 267: 0.00010626694685910612
Position 746: 0.00010520964393557258
Position 733: 9.857496323412425e-05
Position 1273: 9.837051154985625e-05
Position 1813: 9.459723305904178e-05
Position 811: 9.140134278256769e-05
Position 2209: 8.842114959119631e-05
Position 2094: 8.14778155682134e-05
Position 640: 7.18054952996289e-05
Position 2271: 6.769299214165255e-05
Position 1999: 6.495928286750753e-05
Position 1526: 6.37924604330831e-05
Position 2219: 6.231380039342081e-05
Position 1484: 6.039288743466846e-05
Position 2266: 5.71222101528537e-05
Position 252: 4.9162988232013075e-05
Position 1122: 4.7515440929925264e-05
Position 1153: 4.4474198859374464e-05
Position 2225: 4.189661486597551e-05
Position 1220: 3.7899085891445836e-05
Position 2273: 3.7198819780964905e-05
Position 496: 3.5533699883423596e-05
Position 1893: 3.336941633159191e-05
Position 1344: 3.0472483936976852e-05
Position 2149: 3.028280439111068e-05
Position 2227: 2.8638415179477162e-05
Position 1576: 2.752847340653416e-05
Position 798: 2.6132186300032262e-05
Position 1116: 2.519901599698761e-05
Position 402: 2.4673847670794362e-05
Position 744: 2.3885375036957967e-05
Position 512: 2.3686503355309595e-05
Position 2195: 2.3446520033312814e-05
Position 614: 2.3157046970323852e-05
Position 1728: 2.2608612990365974e-05
Position 2200: 2.255674680142176e-05
Position 783: 2.1978198415753305e-05
Position 898: 2.1762986934326814e-05
Position 1381: 2.062004772129751e-05
Position 1681: 2.0439073211507578e-05
Position 1524: 1.9686511776595377e-05
Position 1016: 1.9677412791000364e-05
Position 310: 1.737924028387708e-05
Position 1840: 1.7235124920575674e-05
Position 501: 1.583125303283099e-05
Position 1402: 1.5329947086415303e-05
Position 1599: 1.3846101372307723e-05
Position 1021: 1.3666721304152313e-05
Position 957: 1.344181984118709e-05
Position 935: 1.2761582720125324e-05
Position 1957: 1.2277740469163407e-05
Position 752: 1.22400538839654e-05
Position 718: 1.1386664398772228e-05
Position 1222: 1.057495125811124e-05
Position 1075: 1.0147597385182532e-05
Position 1992: 9.90412627968688e-06
Position 1693: 9.607215890313437e-06
Position 662: 9.006146475733767e-06
Position 580: 8.949084497821633e-06
Position 1856: 8.917763067645904e-06
Position 78: 8.856202986013318e-06
Position 521: 8.820353558178618e-06
Position 1254: 8.370219704148417e-06
Position 2203: 6.982825723890789e-06
Position 1286: 6.531206160664615e-06
Position 638: 6.196775877643672e-06
Position 2319: 6.125700830682204e-06
Position 635: 6.021145907299528e-06
Position 754: 5.968386440325805e-06
Position 2083: 5.5379459981806985e-06
Position 515: 4.087447178073226e-06
Position 1379: 4.011740522102606e-06
Position 2081: 3.960519587905378e-06
Position 2042: 3.7194234008766724e-06
Position 2161: 3.5344707835225857e-06
Position 1092: 3.5330261299079106e-06
Position 2022: 3.5124647034183748e-06
Position 1959: 3.46877688643154e-06
Position 2206: 3.326516452980235e-06
Position 59: 3.3215913971173337e-06
Position 820: 3.208220096749002e-06
Position 1630: 3.153575465265249e-06
Position 814: 3.092311571690056e-06
Position 1299: 2.8967347657266996e-06
Position 834: 2.7431941928971938e-06
Position 1200: 2.713874584407181e-06
Position 13: 2.6880604648346683e-06
Position 482: 2.6221383629117754e-06
Position 2141: 2.1662209945813893e-06
Position 2287: 2.163397310116204e-06
Position 1283: 2.159387814590267e-06
Position 2076: 2.0548307869559604e-06
Position 2308: 2.019746190047969e-06
