Gene = Mrfap1
index = 696
Annotated 5SS: [570]
Annotated 3SS: [827]
SMsplice 5SS: [570]
SMsplice 3SS: [827]
Partition function (log Z): -5.653916967624626

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9910070674570429
Position 227: 0.3066438491652594
Position 221: 0.12228635667734937
Position 146: 0.08514913579249435
Position 142: 0.07844696344000814
Position 759: 0.008356369539088578
Position 197: 0.0068054596802024
Position 72: 0.0035239503939135425
Position 732: 0.0033600659039185344
Position 26: 0.0030373071041424403
Position 298: 0.0025606514412437695
Position 1129: 0.002105374571933927
Position 553: 0.001669506819759202
Position 604: 0.0011622442041451892
Position 152: 0.0009814169448291597
Position 1047: 0.0008572442593046426
Position 117: 0.0006903264129036651
Position 99: 0.0006711299478735931
Position 256: 0.0004995591541152625
Position 349: 0.0004465521014772434
Position 1529: 0.00041482662055252536
Position 42: 0.0003709400329965253
Position 1407: 0.00032119297308844314
Position 46: 0.00026224523807893545
Position 389: 0.00015532407403371926
Position 78: 0.0001476825787196464
Position 515: 0.0001372274550015811
Position 155: 0.0001026616836062329
Position 269: 0.00010242226672210977
Position 708: 0.00010233139303129081
Position 910: 0.0001015274646698562
Position 547: 0.00010117175245186682
Position 1006: 9.320613140301695e-05
Position 19: 9.072567646601483e-05
Position 524: 8.906417083005163e-05
Position 1194: 8.676559898506901e-05
Position 799: 6.219669558227164e-05
Position 849: 5.31881742471737e-05
Position 1050: 5.314772966479707e-05
Position 65: 5.26972490951715e-05
Position 854: 4.968303543458753e-05
Position 1418: 3.8116008273852746e-05
Position 742: 2.5753547004261052e-05
Position 1063: 2.2499268512490606e-05
Position 697: 2.1932903293609442e-05
Position 1013: 2.1412793823967153e-05
Position 1473: 1.5293589683063522e-05
Position 594: 1.4936957558394763e-05
Position 1172: 1.3668014048368212e-05
Position 1154: 1.363452919183214e-05
Position 1213: 1.0403067395549943e-05
Position 1363: 1.0351388987474936e-05
Position 1451: 9.561831759658699e-06
Position 429: 5.508132839530327e-06
Position 663: 5.1962801678224e-06
Position 636: 4.792088308637758e-06
Position 624: 4.0586043881562045e-06
Position 1032: 4.039140645727001e-06
Position 965: 3.706939167744218e-06
Position 784: 3.1931186867818294e-06
Position 1423: 2.5817276131561504e-06
Position 994: 2.1213216306125834e-06
Position 1067: 1.9732048437546296e-06
Position 828: 1.933556960649198e-06
Position 1144: 1.4017165465043333e-06
Position 1736: 1.3646536657067317e-06
Position 1517: 1.3541756642707711e-06
Position 1761: 1.054022477642627e-06
Position 1175: 9.203515510494747e-07
Position 773: 7.919478661087125e-07
Position 1597: 5.704244403770663e-07
Position 1615: 5.574664908298762e-07
Position 1611: 4.365464302397133e-07
Position 1592: 3.9765443819178877e-07
Position 1288: 2.7958138902266896e-07
Position 976: 2.620642031595768e-07
Position 676: 2.339106726157408e-07
Position 1449: 1.5316843702068664e-07
Position 819: 1.5048840523234757e-07
Position 1480: 1.4483429079019582e-07
Position 1178: 1.419663922618945e-07
Position 1792: 1.1382355902831017e-07
Position 1304: 1.1075670058429691e-07
Position 691: 9.936251309100492e-08
Position 1500: 9.85105859482456e-08
Position 1533: 6.497567188789199e-08
Position 1138: 3.6861793243769603e-08
Position 1265: 2.2923495349910196e-08
Position 1601: 1.8698709905889664e-08
Position 1744: 1.859619102128331e-08
Position 1605: 1.8492921996246457e-08
Position 1246: 1.3922089701299699e-08
Position 1727: 7.341619443157873e-09
Position 1302: 5.267436198797343e-09
Position 1674: 5.190479757588575e-09
Position 1747: 5.1297448472065614e-09
Position 1676: 4.351963733180953e-09
Position 1767: 3.860360712037293e-09
Position 1537: 2.8572417352062553e-09
Position 1785: 1.0570580219485887e-09
Position 1809: 9.262561481133766e-11
Position 1830: 5.8006244379416695e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.9222621787752934
Position 427: 0.6038230880251229
Position 1317: 0.021571268759289816
Position 782: 0.012386902688181024
Position 1224: 0.009387142047885162
Position 1288: 0.006813503893934098
Position 1565: 0.005168942601796036
