Gene = 4930548H24Rik
index = 53
Annotated 5SS: [446]
Annotated 3SS: [1422]
SMsplice 5SS: [446]
SMsplice 3SS: [1422]
Partition function (log Z): -7.406855739028655

Sorted 5' Splice Sites (High to Low Probability):
Position 446: 0.8890152038953484
Position 221: 0.25432582460058706
Position 1523: 0.07537463479448955
Position 931: 0.04156658877942893
Position 450: 0.037760163122696436
Position 1346: 0.036587811770875285
Position 159: 0.02386782985040239
Position 1686: 0.022768797217113116
Position 77: 0.01962886188104903
Position 104: 0.01872957469361792
Position 1780: 0.012794471915676888
Position 1144: 0.01165888171701279
Position 924: 0.010742470448913584
Position 6: 0.007910186017625942
Position 257: 0.006501773800643479
Position 626: 0.005840061718699611
Position 906: 0.003864954755853713
Position 400: 0.0036159651572484582
Position 1118: 0.0033930938950325587
Position 901: 0.0033622575899131205
Position 126: 0.002371680362731011
Position 1462: 0.0023412845529014095
Position 1726: 0.0020012716696172442
Position 1351: 0.0019240496035489388
Position 108: 0.0016605120561079838
Position 2063: 0.0012656463859713539
Position 1423: 0.0011541980706280916
Position 1492: 0.0009259880371308877
Position 25: 0.0007413838957072788
Position 712: 0.000727609573139107
Position 1071: 0.0006810205837072196
Position 111: 0.0006616762714123815
Position 1101: 0.0005343957090649092
Position 261: 0.00053052658953979
Position 1443: 0.00046760832530326783
Position 494: 0.00042073732682377135
Position 1626: 0.00037017929843503465
Position 1285: 0.00033962428127743105
Position 1043: 0.0003238982123456532
Position 480: 0.00027830520719905713
Position 953: 0.0002464822493690156
Position 52: 0.00024428314414796123
Position 190: 0.0002203451309954937
Position 327: 0.0002094949581544765
Position 214: 0.0001764147074827767
Position 58: 0.00017437446964802114
Position 1670: 0.00014189872507766997
Position 2029: 0.00014147526036456604
Position 1695: 0.00012730855207329894
Position 469: 0.00011593085102030082
Position 576: 9.956162659672766e-05
Position 1167: 8.762215928702021e-05
Position 707: 6.0844906364300414e-05
Position 2105: 5.77376113823209e-05
Position 298: 5.711047411123629e-05
Position 188: 4.454883071888219e-05
Position 238: 4.217063605122229e-05
Position 433: 4.159296678897229e-05
Position 833: 3.5307570333043785e-05
Position 1638: 3.41358397443565e-05
Position 1915: 2.789673878931506e-05
Position 1937: 2.1407070515856043e-05
Position 1640: 1.992544778244276e-05
Position 955: 1.8715149985356965e-05
Position 736: 1.8696429607391872e-05
Position 1078: 1.7473570556770524e-05
Position 2182: 1.4311346283926109e-05
Position 1861: 1.3035231203925244e-05
Position 315: 1.0797027294642673e-05
Position 1165: 1.0697550633054024e-05
Position 2149: 1.0138694694667441e-05
Position 1146: 9.05713790573208e-06
Position 1295: 8.820252520958176e-06
Position 2223: 8.223119604708586e-06
Position 500: 6.790326841800803e-06
Position 1148: 6.203901925388805e-06
Position 1275: 5.637393666256988e-06
Position 3: 5.476978727595076e-06
Position 551: 5.112569860972615e-06
Position 368: 5.00693366037446e-06
Position 1210: 4.827887620347282e-06
Position 1855: 4.7118362360754165e-06
Position 1434: 3.4805240220559373e-06
Position 1218: 3.4670395158491936e-06
Position 2089: 2.9785344551882934e-06
Position 285: 2.8539375979461576e-06
Position 808: 2.3240907574389453e-06
Position 1981: 2.2473108898668464e-06
Position 1258: 2.217316227876156e-06
Position 349: 1.8692863394140262e-06
Position 786: 1.8686206787619655e-06
Position 1240: 1.8300996158091448e-06
Position 379: 1.8193619713733775e-06
Position 1214: 1.6520616865404068e-06
Position 317: 1.6289480865808062e-06
Position 2486: 1.4918209586597144e-06
Position 2458: 1.4114603566907098e-06
Position 305: 1.3594547248029721e-06
Position 2197: 1.3448259471506652e-06
Position 1730: 1.2811162659542586e-06
Position 1208: 1.2761047220714054e-06
Position 614: 1.1928453721352105e-06
Position 2267: 1.185876754299449e-06
Position 816: 9.948242635117678e-07
Position 2129: 9.742329818110783e-07
Position 1717: 9.61364667341013e-07
Position 2248: 9.019587479137663e-07
Position 1843: 8.871549745510681e-07
Position 1693: 8.314273503076408e-07
Position 2221: 7.870411433880062e-07
Position 1376: 7.344591756894488e-07
Position 2127: 5.911732746689448e-07
Position 370: 4.6946881882565906e-07
Position 1837: 4.248138756354422e-07
Position 533: 2.9622077918125574e-07
Position 2452: 1.550509452458089e-07
Position 1410: 1.3840258846906515e-07
Position 2400: 8.702114770498716e-08
Position 2474: 2.5415127887527373e-08
Position 2522: 1.8178642543564344e-08
Position 2307: 8.152803968922746e-09
Position 2316: 3.910772861039396e-09
Position 2340: 1.4425534924154346e-09
Position 2539: 1.3894098944118042e-09
Position 2342: 9.63762420521578e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1422: 0.6583216503608703
Position 816: 0.2147635870654893
Position 361: 0.11491077319022029
Position 295: 0.09049482448762972
Position 2338: 0.08325086664995064
Position 1226: 0.0711568231017667
Position 1888: 0.06869133075730012
Position 1258: 0.05003700926103382
Position 327: 0.04454027304408239
Position 1822: 0.02833066277409068
Position 365: 0.015272421610321343
Position 1383: 0.008940560638567654
Position 332: 0.007076324518195823
Position 1779: 0.006791402001768224
Position 1010: 0.00606959740786657
Position 625: 0.005430557622780414
Position 1271: 0.003676458325595262
Position 1758: 0.002886187553418892
Position 1492: 0.0026410745962676062
Position 561: 0.00218597822211599
Position 971: 0.0020279531587441557
Position 1726: 0.0016703722668198681
Position 206: 0.0013868949833219567
Position 1891: 0.001299829647449927
Position 2136: 0.0011493056078856667
Position 2038: 0.0010473069775128185
Position 2550: 0.0008544232758445516
Position 931: 0.0007413720150240477
Position 1070: 0.0006389626241120437
Position 734: 0.0006316826651293345
Position 2179: 0.0006283494784670054
Position 757: 0.0006193191149681893
Position 2060: 0.0006043834586016892
Position 1735: 0.0005870065102363288
Position 1990: 0.0005507766965455055
Position 1453: 0.0005227680277003272
Position 2096: 0.0005173162265800915
Position 500: 0.0004767802710134387
Position 305: 0.00045758233162985514
Position 1981: 0.0004561229367023907
Position 2067: 0.00032718180447491687
Position 682: 0.0003197112710487392
Position 1385: 0.0003082766928483203
Position 2458: 0.0003016313020367837
Position 1969: 0.0002864818561512502
Position 1496: 0.0002497603764577088
Position 830: 0.00024070099432978593
Position 2384: 0.00023768861415939666
Position 379: 0.0002270242076055224
Position 2412: 0.00021795905919148778
Position 1012: 0.0002094666003126745
Position 156: 0.00020785206824433232
Position 1275: 0.00019318334667534797
Position 2587: 0.00018307431305925596
Position 400: 0.00018101997100295248
Position 1611: 0.00017523621541886433
Position 1766: 0.0001606844587972346
Position 2500: 0.00014661632088121713
Position 392: 0.00014594521246860749
Position 1624: 0.00013760017541701746
Position 833: 0.0001351110201955571
Position 1861: 0.00013445698171707046
Position 1432: 0.0001308076641454822
Position 2089: 0.0001302023391030228
Position 250: 0.00012669972274155373
Position 1677: 0.00012084435926850957
Position 784: 0.00011564299864599824
Position 159: 0.00011477370539553931
Position 1614: 0.00011468208855294358
Position 2062: 0.00011078209678566901
Position 1155: 0.00010892014707606423
Position 1789: 0.00010832589696290678
Position 188: 0.00010623063588355335
Position 211: 0.0001036405162945997
Position 576: 9.912792606620668e-05
Position 2042: 9.739609925808766e-05
Position 1834: 9.41474278926003e-05
Position 1090: 9.195760678999367e-05
Position 1591: 9.011079030666157e-05
Position 2155: 8.707546795707068e-05
Position 1018: 8.679746134151495e-05
Position 1893: 8.362623380793088e-05
Position 142: 7.403592071036048e-05
Position 509: 7.284290124777195e-05
Position 1654: 7.28333296849265e-05
Position 2604: 6.949133885402253e-05
Position 1912: 6.899508172424959e-05
Position 1206: 6.142186557017366e-05
Position 950: 5.5309660446481394e-05
Position 1571: 5.517042659442359e-05
Position 2020: 5.445694789708979e-05
Position 1594: 5.22116449861141e-05
Position 1522: 5.218486478404435e-05
Position 1852: 5.1371048624836355e-05
Position 1581: 4.991445937373372e-05
Position 770: 4.952340237511589e-05
Position 1014: 4.664920956463919e-05
Position 1651: 4.517821505609201e-05
Position 936: 4.327807439369847e-05
Position 512: 4.212076562070358e-05
Position 1670: 4.1194837272174165e-05
Position 445: 3.830334540028942e-05
Position 2486: 3.774699357143696e-05
Position 1345: 3.736006593911268e-05
Position 1855: 3.7228949092532935e-05
Position 1897: 3.686585981626245e-05
Position 1607: 3.62201703743201e-05
Position 2170: 3.343189140212334e-05
Position 2045: 3.3295142660075483e-05
Position 2505: 3.3175827559154233e-05
Position 1563: 3.293250178617027e-05
Position 2146: 2.9069598122746805e-05
Position 1208: 2.8522991550875412e-05
Position 1919: 2.7835513955903115e-05
Position 712: 2.7739520310721672e-05
Position 2195: 2.76419215140301e-05
Position 489: 2.5762917925029232e-05
Position 582: 2.5422638744072654e-05
Position 843: 2.5375532759093948e-05
Position 163: 2.5245726216800274e-05
Position 2127: 2.2925953010428373e-05
Position 1574: 2.2850797832052936e-05
Position 479: 2.261852128473518e-05
Position 837: 2.1946729821587366e-05
Position 1358: 2.17804104598303e-05
Position 410: 1.9353188813234236e-05
Position 129: 1.8408855379395438e-05
Position 2014: 1.8308734034626676e-05
Position 238: 1.8280726134304843e-05
Position 2416: 1.8240011630605694e-05
Position 2248: 1.7466746063878128e-05
Position 2349: 1.7464931892572943e-05
Position 2400: 1.6803981664307054e-05
Position 2609: 1.6400680628458483e-05
Position 1900: 1.571828032645155e-05
Position 1351: 1.5709708965490103e-05
Position 1043: 1.5095906084717383e-05
Position 1552: 1.4854633847520202e-05
Position 1204: 1.479494892476198e-05
Position 2101: 1.4633800219771132e-05
Position 1508: 1.4038663911644377e-05
Position 1996: 1.3367471085621315e-05
Position 1693: 1.3189701602441367e-05
Position 1588: 1.2400926937133e-05
Position 220: 1.2267487099842064e-05
Position 524: 1.2092380272831421e-05
Position 1534: 1.1802288374701198e-05
Position 1960: 1.1780218316000947e-05
Position 1681: 1.177521491382572e-05
Position 1200: 1.0791839108532861e-05
Position 1498: 1.0701984398532256e-05
Position 1924: 1.0527021522250183e-05
Position 2074: 1.004354313647557e-05
Position 1560: 9.786963185030285e-06
Position 1943: 9.72273819989189e-06
Position 2218: 9.70524632078471e-06
Position 1921: 9.288993226461254e-06
Position 2138: 8.954353842432039e-06
Position 1020: 8.681089176404781e-06
Position 1843: 8.589474227919056e-06
Position 2284: 7.954634487516086e-06
Position 1543: 7.682443396089364e-06
Position 1837: 7.523671711421219e-06
Position 589: 7.4754129546175055e-06
Position 906: 7.442906545091567e-06
Position 1798: 7.262698790727877e-06
Position 2440: 6.7805428490686415e-06
Position 642: 6.732849912104515e-06
Position 1442: 6.464733094399225e-06
Position 2071: 6.461736961219905e-06
Position 780: 6.2059588955761485e-06
Position 1202: 6.138308396650508e-06
Position 870: 6.1090992600491685e-06
Position 687: 5.6524007819683506e-06
Position 214: 5.538251580144833e-06
Position 1668: 5.465110650576888e-06
Position 1702: 5.22386740640294e-06
Position 1686: 5.171247170865443e-06
Position 891: 5.095646782178445e-06
Position 1159: 4.9262310280953385e-06
Position 1040: 4.905520223743653e-06
Position 2080: 4.774292266398886e-06
Position 1434: 4.637784327466434e-06
Position 604: 4.505708678913549e-06
Position 1240: 4.41938287869484e-06
Position 1933: 4.4052976306202425e-06
Position 2208: 3.807409026571243e-06
Position 135: 3.6624875214073682e-06
Position 1078: 3.648059804340439e-06
Position 1576: 3.492522036960366e-06
Position 1519: 3.4778390682469734e-06
Position 2425: 3.4515839939980813e-06
Position 257: 3.392973927372975e-06
Position 2105: 3.3813372991523342e-06
Position 1514: 3.1953991971850825e-06
Position 104: 3.1497021827390292e-06
Position 2261: 2.9707207214711196e-06
Position 2267: 2.8602536043759473e-06
Position 1125: 2.8295339335503956e-06
Position 2182: 2.6503094293572913e-06
Position 1747: 2.547464429765085e-06
Position 1849: 2.479536255607903e-06
Position 132: 2.3571626790407485e-06
Position 2140: 2.336686482452618e-06
Position 1870: 2.098474181798414e-06
Position 852: 1.9566032980384476e-06
Position 1554: 1.881808115427343e-06
Position 2212: 1.8497539573954115e-06
Position 1175: 1.8381521159942971e-06
Position 2158: 1.7860625709961416e-06
Position 2290: 1.742944490159482e-06
Position 2509: 1.6508256828830153e-06
Position 1165: 1.568284816393299e-06
Position 2228: 1.5661422470347796e-06
Position 1530: 1.5494467655669124e-06
Position 449: 1.516581864856353e-06
Position 1397: 1.4994650157734578e-06
Position 433: 1.4978788067016114e-06
Position 2010: 1.4858771158141674e-06
Position 1801: 1.4335403549574509e-06
Position 648: 1.3540248475213434e-06
Position 1029: 1.3167320045126973e-06
Position 2431: 1.2766596704096052e-06
Position 846: 1.2697872205258138e-06
Position 264: 1.115310213081068e-06
Position 1948: 1.0863132487425968e-06
Position 2240: 1.0681435796473788e-06
Position 170: 1.0514386451856094e-06
Position 261: 1.039976892465612e-06
Position 165: 9.965037283009037e-07
Position 2302: 9.849693113303414e-07
Position 102: 9.77322896245987e-07
Position 275: 9.442475818992044e-07
Position 856: 9.184424831524788e-07
Position 2206: 8.641775963902001e-07
Position 2470: 7.688551713219553e-07
Position 2271: 7.438476515294844e-07
Position 1516: 7.259144130273481e-07
Position 404: 6.952788549269217e-07
Position 2296: 6.432726978989076e-07
Position 2197: 6.403132202359328e-07
Position 1690: 6.148577474613755e-07
Position 1050: 5.538138544981042e-07
Position 2258: 5.360002588057706e-07
Position 1031: 5.303450662126208e-07
Position 1500: 4.786311841142314e-07
Position 76: 4.396896293218996e-07
Position 1048: 4.335861311709464e-07
Position 2307: 3.777739708214842e-07
Position 866: 3.6369329997598815e-07
Position 2242: 3.60768679201318e-07
Position 2518: 3.4082113761109795e-07
Position 882: 2.91648045117351e-07
Position 879: 2.8784410878235477e-07
Position 600: 2.850482067451278e-07
Position 885: 2.770990092903531e-07
Position 659: 2.592108430509737e-07
Position 2023: 2.570605369144044e-07
Position 2230: 2.480077686572731e-07
Position 716: 2.4366628385219474e-07
Position 111: 1.9391814353698312e-07
Position 269: 1.9214740301172028e-07
Position 167: 1.8943324189986612e-07
Position 98: 1.8615765963147886e-07
Position 2279: 1.50851951859161e-07
Position 718: 1.3537595739417127e-07
Position 652: 1.2511614165869022e-07
Position 700: 1.0903697600535194e-07
Position 591: 9.174131691466711e-08
Position 114: 5.1950882810320245e-08
Position 2149: 4.555661388986252e-08
Position 2277: 4.4959639547024665e-08
Position 90: 3.406529834531599e-08
Position 108: 2.5947894973167685e-08
Position 2298: 1.1606897394160778e-08
Position 457: 5.6305118207945794e-09
Position 893: 5.220754134279703e-09
Position 66: 1.468827056832861e-09
