Gene = Gm38119
index = 486
Annotated 5SS: [54]
Annotated 3SS: [744]
SMsplice 5SS: [67]
SMsplice 3SS: [443]
Partition function (log Z): -9.036038259551082

Sorted 5' Splice Sites (High to Low Probability):
Position 67: 0.5327011472794861
Position 308: 0.21631706098420814
Position 263: 0.1497770151480334
Position 340: 0.10615774492886973
Position 598: 0.01964458211658214
Position 166: 0.011571971996339036
Position 400: 0.0031145326600287952
Position 621: 0.0026868945790558723
Position 699: 0.002655916905154471
Position 694: 0.0017465341819652219
Position 499: 0.0015596212192705696
Position 568: 0.0014253557870945648
Position 823: 0.0013517106985433914
Position 650: 0.0008383560767555323
Position 873: 0.0007970482487079532
Position 838: 0.0007138848090692323
Position 135: 0.0004849323070461132
Position 191: 0.0004822965814758011
Position 351: 0.0003848924811068361
Position 576: 0.0003266900697797359
Position 321: 0.0002804370976779907
Position 863: 0.00027037340992993485
Position 652: 0.0002167550184829861
Position 609: 0.00019824191795917614
Position 171: 0.00017628562382670864
Position 578: 0.00015412123581266883
Position 896: 0.00014325648091258888
Position 506: 0.00014147822280469592
Position 88: 0.0001399662011273681
Position 444: 0.00012870473296090575
Position 540: 9.666547344516371e-05
Position 404: 6.073692426638772e-05
Position 679: 5.4111440656095615e-05
Position 774: 4.9911987872759185e-05
Position 249: 4.2268727442611115e-05
Position 997: 3.9506215000668125e-05
Position 394: 3.232573785161363e-05
Position 769: 3.221983758176785e-05
Position 138: 3.1675053961662745e-05
Position 875: 3.060398488833573e-05
Position 367: 2.287804224664383e-05
Position 708: 1.8937979575738726e-05
Position 1065: 1.8484288654016655e-05
Position 885: 1.725164619686572e-05
Position 905: 1.6214136561093787e-05
Position 54: 1.5263155712843772e-05
Position 329: 1.3852911004364936e-05
Position 793: 1.3656830810860923e-05
Position 883: 1.0223798230044955e-05
Position 977: 8.287825532829835e-06
Position 327: 7.924394655129483e-06
Position 56: 7.887174177698287e-06
Position 251: 7.35606450071555e-06
Position 36: 4.611023047378386e-06
Position 1073: 1.7993813157668468e-06
Position 472: 1.3857012060128915e-06
Position 1070: 1.3093007923059066e-06
Position 1085: 7.984401682669985e-07
Position 1094: 7.478197157356261e-07
Position 920: 5.070111064049905e-07
Position 1010: 4.969955287011039e-07
Position 1088: 3.8432766891225e-07
Position 1046: 3.8405752274814076e-07
Position 944: 2.4185286508341673e-07
Position 1076: 1.4404682138506145e-07
Position 1223: 1.3833077448521096e-07
Position 1133: 1.1214154818004547e-07
Position 1079: 9.119672993936043e-08
Position 1178: 4.6465282161234015e-08
Position 1118: 2.739150793968441e-08
Position 1208: 2.427956036740291e-08
Position 1106: 2.1280682078086308e-08
Position 1196: 2.108999590321803e-08
Position 1166: 1.2116277359775752e-08
Position 1109: 1.2023967789031349e-08
Position 1169: 1.1045464804045482e-08
Position 1199: 1.0564386771370704e-08
Position 1205: 7.72009100105022e-09
Position 1148: 7.589897695975309e-09
Position 1136: 6.2853381152109796e-09
Position 1139: 4.970652766308259e-09
Position 1097: 2.3041304560280673e-09
Position 1187: 1.910029772438109e-09
Position 1127: 1.4173460347703437e-09
Position 1157: 9.64709451408211e-10
Position 1217: 3.4911068519004764e-10
Position 1233: 6.702983925925136e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 443: 0.42822457766428457
Position 744: 0.26645904613635724
Position 899: 0.1122834041595338
Position 554: 0.05269429578903048
Position 472: 0.02914123669727396
Position 203: 0.02555525771514084
Position 688: 0.022694152982988092
Position 781: 0.019379703866021492
Position 989: 0.015031437836086186
Position 596: 0.014074928385060042
Position 761: 0.012960876967337977
Position 1058: 0.009138195295938407
Position 971: 0.008402364162928942
Position 592: 0.008236423968874675
Position 953: 0.004880033861864668
Position 929: 0.004682141759366943
Position 1106: 0.002568459321518909
Position 452: 0.002508244525172637
Position 487: 0.0019466216408486367
Position 526: 0.0018292858981131272
Position 1103: 0.0015368123042475727
Position 1034: 0.0010763781548998603
Position 1166: 0.001017672428107833
Position 339: 0.0008044115986649297
Position 823: 0.0007889525669150374
Position 708: 0.0007554394339227753
Position 403: 0.0007297356438331711
Position 1163: 0.0007226365466960093
Position 873: 0.0007029746176256729
Position 171: 0.0005272728007151728
Position 1133: 0.0005244848655386517
Position 1196: 0.0005029421701979165
Position 1025: 0.0004560219813830935
Position 1193: 0.0004000161337286092
Position 1136: 0.00036420014610237934
Position 1073: 0.0003578775320913892
Position 210: 0.0002704372652980581
Position 276: 0.00021347976294963655
Position 1223: 0.00018821330046353365
Position 1265: 0.0001822905603073513
Position 829: 0.0001792216118977229
Position 1115: 0.00017315470804587252
Position 787: 0.000172684017274297
Position 229: 0.0001712285104703063
Position 400: 0.00016807114389976656
Position 242: 0.00013740748712534032
Position 216: 0.00012081462469547451
Position 1175: 0.00011290040995236018
Position 1145: 0.00010541788431907639
Position 1226: 0.00010509208576583366
Position 1205: 9.346872704054126e-05
Position 1076: 8.407098096772289e-05
Position 698: 8.142114143823559e-05
Position 576: 7.95420080040589e-05
Position 231: 7.468479826393522e-05
Position 790: 7.450804982647643e-05
Position 1291: 4.949639628626695e-05
Position 349: 4.354954674415918e-05
Position 177: 4.2411703402886255e-05
Position 1285: 3.97476491501957e-05
Position 1261: 3.966991871704648e-05
Position 379: 2.941100677121994e-05
Position 1118: 2.7949081868926795e-05
Position 1003: 2.7385971818741172e-05
Position 793: 1.9181596286285476e-05
Position 267: 1.856814512600302e-05
Position 327: 1.6968872548342956e-05
Position 305: 1.4637465342368973e-05
Position 184: 1.4270520925004962e-05
Position 766: 1.3926636286453214e-05
Position 1178: 1.2533201532731818e-05
Position 799: 1.2043118832484398e-05
Position 300: 1.0852237812743321e-05
Position 1148: 1.0315862429475415e-05
Position 1085: 9.23335043060262e-06
Position 1272: 7.875126084710084e-06
Position 1233: 7.33696756821327e-06
Position 1230: 5.752635483998545e-06
Position 1288: 5.325874643437241e-06
Position 1305: 4.914907681476073e-06
Position 621: 4.4365521100345015e-06
Position 838: 3.324450685268609e-06
Position 506: 3.249695589615129e-06
Position 499: 2.5644958624361925e-06
Position 1302: 2.1620219339452422e-06
Position 1088: 1.9742730262116334e-06
Position 278: 1.1048691152287183e-06
Position 1016: 6.052180078278833e-07
Position 286: 1.7113647810896176e-08
Position 123: 8.595683688659436e-10
Position 102: 4.9668365497879017e-11
Position 112: 3.900570350683124e-11
Position 104: 2.475289895394534e-11
