Gene = Gm3646
index = 483
Annotated 5SS: [160]
Annotated 3SS: [992]
SMsplice 5SS: [160]
SMsplice 3SS: [294]
Partition function (log Z): -7.799770617127073

Sorted 5' Splice Sites (High to Low Probability):
Position 160: 0.8976261111341677
Position 519: 0.15914361596093096
Position 137: 0.05916290211538824
Position 216: 0.03204218383684517
Position 419: 0.0310178984622557
Position 500: 0.007940113776784186
Position 695: 0.004339615312115468
Position 565: 0.003443361036540415
Position 295: 0.001309238536498013
Position 516: 0.0009653256988936075
Position 241: 0.0009556891024357466
Position 170: 0.000930338621230345
Position 866: 0.0009282956383534584
Position 606: 0.0009237421003410011
Position 73: 0.0009176015395868757
Position 260: 0.0009157915942263106
Position 378: 0.0008102683698573303
Position 402: 0.0006027659970984146
Position 375: 0.0005471685997202885
Position 585: 0.0004917158873291003
Position 175: 0.00046595045127846135
Position 625: 0.00017849388088971705
Position 792: 0.00015838852280049704
Position 445: 0.0001382595842139374
Position 633: 0.00012528415692689656
Position 659: 0.0001252172994089162
Position 43: 0.00012121291432003723
Position 23: 0.00010576058466277282
Position 432: 9.211922486362653e-05
Position 206: 8.349616983060147e-05
Position 117: 7.961083755671046e-05
Position 195: 7.298113629425507e-05
Position 193: 5.8710752774396195e-05
Position 63: 5.2617832069645235e-05
Position 31: 4.2990956272851e-05
Position 111: 3.743977474364684e-05
Position 202: 2.3718344417196202e-05
Position 712: 2.2637654933848914e-05
Position 181: 2.1739822162458617e-05
Position 119: 2.143339537756431e-05
Position 281: 1.5464411780770584e-05
Position 702: 1.477855439655358e-05
Position 750: 1.0662937384387489e-05
Position 220: 9.484884038854966e-06
Position 755: 8.291743823719416e-06
Position 183: 7.76428109463515e-06
Position 717: 7.74198454314595e-06
Position 244: 5.9878272908196e-06
Position 996: 5.0615743977809256e-06
Position 309: 4.439219759565894e-06
Position 1088: 3.088047561586059e-06
Position 284: 2.0679646628948398e-06
Position 727: 1.9839900967225594e-06
Position 657: 1.0651746736172733e-06
Position 818: 4.2879619737025874e-07
Position 286: 4.0614435046289055e-07
Position 735: 3.6531386682014704e-07
Position 937: 4.706861230953259e-08
Position 1050: 1.7020453299285078e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.39222840632151024
Position 418: 0.35690723983905054
Position 294: 0.32196071113699365
Position 397: 0.0503538000487479
Position 1111: 0.010245189044834934
Position 258: 0.009257098047906493
Position 298: 0.00911742562917841
Position 645: 0.008484911920583742
Position 741: 0.008145707935643605
Position 445: 0.005579635407430197
Position 771: 0.005142301861135178
Position 828: 0.005136648778768694
Position 565: 0.00510866360834983
Position 255: 0.005051157513472302
Position 995: 0.0038072464538268084
Position 276: 0.0029512908349175818
Position 1031: 0.0017703304927420306
Position 471: 0.0012462223059052666
Position 240: 0.001126230937164925
Position 1088: 0.0005220119977696264
Position 323: 0.0004762316852388623
Position 476: 0.00032611372332297785
Position 1042: 0.00027044718590882956
Position 307: 0.00025118441265810544
Position 717: 0.00024061681440539997
Position 750: 0.00018123769895839775
Position 684: 0.00017986386507781588
Position 315: 0.0001673311529473468
Position 712: 0.00015181660276912724
Position 346: 0.00011925221671063466
Position 746: 7.358017642328249e-05
Position 688: 6.805090074872788e-05
Position 622: 6.804742409475075e-05
Position 777: 5.9798500130309575e-05
Position 743: 4.385564128335809e-05
Position 669: 4.3149461601361216e-05
Position 272: 4.0050938084985896e-05
Position 494: 3.327533662192033e-05
Position 1152: 2.24775337484406e-05
Position 1002: 1.960827303569445e-05
Position 489: 1.66021558811765e-05
Position 657: 1.4916535398449368e-05
Position 722: 1.2789644276100647e-05
Position 233: 1.2685678197568974e-05
Position 598: 1.228517226392999e-05
Position 748: 1.197284239983438e-05
Position 1050: 1.0141264367553964e-05
Position 342: 9.809187088044803e-06
Position 1060: 8.776532324160741e-06
Position 585: 8.743509946984722e-06
Position 937: 6.8969667285617165e-06
Position 340: 6.408099352862877e-06
Position 579: 5.870883424490458e-06
Position 727: 4.2464536739005755e-06
Position 105: 4.130417810002468e-06
Position 309: 4.069458961961167e-06
Position 854: 2.6244311657473512e-06
Position 698: 2.3614780765399156e-06
Position 1013: 1.016267776770941e-06
Position 836: 9.63314633931553e-07
Position 618: 9.612350922673569e-07
Position 152: 9.59309798714411e-07
Position 505: 9.195130799592605e-07
Position 1004: 8.778060882484261e-07
Position 923: 7.490951197588523e-07
Position 856: 5.127339380976491e-07
Position 136: 2.6604834962299736e-07
Position 159: 1.0229453679496593e-07
Position 1163: 4.392832834772777e-08
Position 163: 1.851157222305722e-08
Position 88: 1.312602418076358e-08
