Gene = Tmem81
index = 1124
Annotated 5SS: [267]
Annotated 3SS: [934]
SMsplice 5SS: [664]
SMsplice 3SS: [1259]
Partition function (log Z): -9.98890571928744

Sorted 5' Splice Sites (High to Low Probability):
Position 664: 0.58600839462392
Position 1411: 0.3922807038767546
Position 193: 0.26668085557071364
Position 267: 0.22368705758262594
Position 439: 0.16056435531632782
Position 114: 0.04186302090066522
Position 468: 0.03993779360411766
Position 47: 0.027093713115770555
Position 1774: 0.023327342408330214
Position 321: 0.011323086777530326
Position 236: 0.008372189267762021
Position 1942: 0.007422372652231433
Position 785: 0.00504657055512465
Position 707: 0.004975794429178187
Position 1426: 0.0031853212301371217
Position 1458: 0.003118077570333373
Position 1036: 0.0030785780426616483
Position 880: 0.002268681923541055
Position 90: 0.0022457743528773795
Position 1770: 0.0019675649169816614
Position 727: 0.0019610206413915553
Position 1180: 0.001325907593367702
Position 1043: 0.0010119274322976763
Position 816: 0.0009934171536383175
Position 329: 0.0008394526177645599
Position 910: 0.00076428690298792
Position 433: 0.0006704500327300862
Position 640: 0.0006626876228317824
Position 278: 0.0005983067487554975
Position 233: 0.0004879187566353309
Position 1462: 0.0004679942587868859
Position 1689: 0.00042894412805437505
Position 1404: 0.0003939135278633199
Position 145: 0.00032665268519922475
Position 799: 0.0003196443341619259
Position 2058: 0.00031781313361616855
Position 938: 0.000302785703874551
Position 1415: 0.0002869642548840927
Position 1756: 0.00027634103595540043
Position 128: 0.0002312392839224382
Position 27: 0.00022128228734747876
Position 227: 0.0002142061422821893
Position 1376: 0.00021093424949380704
Position 197: 0.00019803460764268506
Position 184: 0.00019665717896139395
Position 1125: 0.00018819357109350204
Position 1104: 0.0001745903600475963
Position 1478: 0.00016187523965579707
Position 649: 0.00015951585096373442
Position 158: 0.0001552002565182043
Position 1460: 0.00014280880211579134
Position 1529: 0.0001369706417458771
Position 1174: 0.00013428541443272766
Position 1451: 0.00013171375544621838
Position 1262: 0.0001230145248296229
Position 689: 0.00011526036023016984
Position 13: 0.00010044767686079642
Position 564: 9.566829401356498e-05
Position 1055: 9.325086414817007e-05
Position 442: 9.233269366563079e-05
Position 424: 8.936514436181118e-05
Position 1098: 8.743151615301197e-05
Position 554: 8.74154569392806e-05
Position 1106: 8.560307226803583e-05
Position 214: 7.06925249077763e-05
Position 156: 6.977039876867687e-05
Position 516: 6.583058727382556e-05
Position 1213: 6.407008973133012e-05
