Gene = Gm21958
index = 474
Annotated 5SS: [621]
Annotated 3SS: [1150]
SMsplice 5SS: [145]
SMsplice 3SS: [1153]
Partition function (log Z): -9.484471071146299

Sorted 5' Splice Sites (High to Low Probability):
Position 145: 0.874533883013273
Position 195: 0.11845329784649858
Position 745: 0.008154176053250969
Position 451: 0.007207976939387732
Position 236: 0.001862928553856935
Position 10: 0.0010940126808109136
Position 42: 0.0006552558803625497
Position 644: 0.0006232688644675951
Position 676: 0.00047040210971170443
Position 955: 0.00037783030393025277
Position 596: 0.0002523936778757978
Position 352: 0.00022654567194718497
Position 437: 0.00013308995534466094
Position 475: 0.00012603549175551387
Position 105: 9.490725060298401e-05
Position 150: 8.773441968897378e-05
Position 1051: 8.245719881290798e-05
Position 657: 6.255859755861882e-05
Position 792: 6.0510628765703344e-05
Position 419: 5.694585545963632e-05
Position 33: 5.1845863697252175e-05
Position 659: 4.6097606990109145e-05
Position 454: 3.5301143148883365e-05
Position 284: 1.5700491287547657e-05
Position 992: 1.5023669612918823e-05
Position 484: 1.4988138569245565e-05
Position 931: 1.3564387817169303e-05
Position 795: 1.1103661371669617e-05
Position 337: 5.908230630945193e-06
Position 600: 4.8390521647913385e-06
Position 863: 4.306595310983898e-06
Position 952: 2.826963461881822e-06
Position 959: 2.6151956362565818e-06
Position 909: 1.6292498149747715e-06
Position 384: 1.5718851044464947e-06
Position 703: 8.944902959128958e-07
Position 1087: 5.126602969226151e-07
Position 855: 2.1697325204398688e-07
Position 922: 1.7635812406945593e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1153: 0.3187566482233934
Position 304: 0.260106441149048
Position 516: 0.07828221009302415
Position 880: 0.05843578594054012
Position 600: 0.049053109557789576
Position 541: 0.048485052892443176
Position 1087: 0.032020551468625334
Position 223: 0.024377963783790875
Position 931: 0.02292096267571187
Position 450: 0.022802142490956946
Position 427: 0.019901955951077716
Position 384: 0.017118750253724377
Position 837: 0.010155651593731418
Position 487: 0.007469418169974482
Position 475: 0.005607031762263407
Position 744: 0.005351387043392516
Position 413: 0.005180311705259627
Position 570: 0.0047050557984441525
Position 1172: 0.004396068076873938
Position 1169: 0.0040224877517499105
Position 1018: 0.0023219375765499606
Position 454: 0.0015956781268207981
Position 352: 0.001535822857370335
Position 429: 0.0013232182884414887
Position 207: 0.0012300195783839364
Position 273: 0.0011653777314138561
Position 1129: 0.0011053534195733209
Position 573: 0.0009909421206055968
Position 703: 0.0009606686723232205
Position 670: 0.0007870670097227004
Position 992: 0.00048779498292386345
Position 437: 0.00047793640456726113
Position 689: 0.0002823942395037083
Position 235: 0.00018096441133934424
Position 225: 0.00015569035995226962
Position 895: 0.00013835943773482471
Position 780: 0.00013160262957800792
Position 952: 0.00011785250460737572
Position 1174: 0.00011061691315775412
Position 909: 0.000102703205264213
Position 1059: 9.061818446986793e-05
Position 840: 8.91405480061642e-05
Position 1025: 6.858245039510236e-05
Position 778: 5.047672823923184e-05
Position 635: 5.0319140106067844e-05
Position 194: 5.002738813283518e-05
Position 639: 3.9511632811338325e-05
Position 792: 1.2948889102907045e-05
Position 676: 1.2588754798751566e-05
Position 644: 9.918701027643918e-06
Position 650: 8.301267834962048e-06
Position 115: 4.728504473080693e-06
Position 74: 3.7218663735988766e-06
Position 144: 1.8593295789602457e-06
Position 86: 6.77111450238449e-07
Position 657: 6.295820818883151e-07
Position 655: 2.9667942475047025e-07
