Gene = 3110082J24Rik
index = 46
Annotated 5SS: [  80 1024]
Annotated 3SS: [ 671 2167]
SMsplice 5SS: [  80 2085]
SMsplice 3SS: [1910 2167]
Partition function (log Z): -7.66720890748208

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.6202896339508394
Position 2085: 0.611644870777598
Position 307: 0.33618636572056326
Position 296: 0.1233378711441258
Position 602: 0.05722966031149611
Position 1574: 0.034985303320925164
Position 262: 0.03116864502212833
Position 1024: 0.0284218681772427
Position 120: 0.01985420738926601
Position 236: 0.011765525135774056
Position 1262: 0.00883248686669327
Position 225: 0.007778904171659426
Position 679: 0.00776667804341586
Position 339: 0.007519805685442698
Position 1750: 0.007428200786836913
Position 1639: 0.006685685466305834
Position 2058: 0.006198302311337177
Position 1365: 0.004489002524054852
Position 814: 0.003460853719400457
Position 1737: 0.003192399976766566
Position 1995: 0.0022639382421658786
Position 1069: 0.0019890129761112652
Position 1090: 0.0019805770041956684
Position 732: 0.0018876940985555566
Position 2068: 0.0011597403797894595
Position 97: 0.0011564109494945438
Position 583: 0.0011528189659622172
Position 2097: 0.0006293304096640443
Position 523: 0.0005229200501331192
Position 686: 0.00051622012327199
Position 481: 0.00043086345751014394
Position 1246: 0.0004116346346800501
Position 1050: 0.0003925777595521453
Position 934: 0.00032938919706080867
Position 1692: 0.00027183977840538313
Position 1550: 0.00024272169719662692
Position 821: 0.0002421288919793536
Position 2007: 0.00022694985468083264
Position 842: 0.0002103399966279032
Position 122: 0.00020765739499935856
Position 462: 0.00018906490137674925
Position 124: 0.000174585466270669
Position 1584: 0.00016484434872169498
Position 1595: 0.00015441482395093435
Position 1629: 0.0001225590220488845
Position 1617: 0.00012205666330017493
Position 380: 0.00011507522874751745
Position 1032: 0.00011472801414351801
Position 126: 0.00010662639310656734
Position 703: 7.675084382662345e-05
Position 2045: 7.438589396672993e-05
Position 659: 6.666620555339192e-05
Position 33: 6.580547638031097e-05
Position 474: 6.19387695048448e-05
Position 444: 5.836963171486393e-05
Position 279: 5.425377864319993e-05
Position 1872: 5.418646060696285e-05
Position 1741: 3.395148552653452e-05
Position 1903: 3.070933828818815e-05
Position 1655: 2.5531896023849945e-05
Position 929: 1.8288237971765715e-05
Position 2020: 1.8077893349295116e-05
Position 1786: 1.780069007931283e-05
Position 1690: 1.5860298936552257e-05
Position 606: 1.5852974056025023e-05
Position 586: 1.5553158318231028e-05
Position 1832: 1.534058863235946e-05
Position 141: 1.4471865057188926e-05
Position 282: 1.4384513880136523e-05
Position 2113: 1.3329752368561606e-05
Position 214: 1.2744502413052352e-05
Position 1041: 1.2655130479036089e-05
Position 1587: 1.218193405964992e-05
Position 1624: 1.0963889374087194e-05
Position 1103: 1.030507189992846e-05
Position 1552: 9.831244900729849e-06
Position 1744: 9.818455955368822e-06
Position 1234: 9.193838904734215e-06
Position 1251: 9.132630023318382e-06
Position 2128: 8.400360540174456e-06
Position 1754: 7.335742261593025e-06
Position 1554: 5.967516216001905e-06
Position 128: 5.093212620211299e-06
Position 2123: 4.842608979652634e-06
Position 130: 4.10521451587112e-06
Position 1874: 3.3721196205775243e-06
Position 1328: 3.027816608448346e-06
Position 5: 2.4417109510873756e-06
Position 1153: 2.357298960105965e-06
Position 2111: 2.0612563446322484e-06
Position 1132: 1.8844153446727475e-06
Position 1369: 1.4636175545884878e-06
Position 1096: 1.3876157189441128e-06
Position 2134: 1.3550084168294943e-06
Position 148: 1.2666822773715422e-06
Position 526: 1.1123088697985755e-06
Position 1412: 1.0890780974497776e-06
Position 1729: 1.0337082594572688e-06
Position 185: 7.971881695920809e-07
Position 1896: 7.138759443638603e-07
Position 1094: 6.890021842190773e-07
Position 2146: 5.570651460944837e-07
Position 193: 4.474627505325003e-07
Position 1473: 4.4082613521644886e-07
Position 1249: 2.7780991847732376e-07
Position 1427: 1.6986889419871648e-07
Position 1114: 1.6009699033398729e-07
Position 2212: 5.6555487770922185e-08
Position 1458: 5.038739138811639e-08
Position 2374: 2.410670316545314e-08
Position 2126: 1.584421311415069e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2167: 0.7362419296971842
Position 1910: 0.46908583909848917
Position 1995: 0.1759688804221136
Position 168: 0.17420038799000748
Position 1861: 0.0810459327158309
Position 671: 0.07764107373306578
Position 1465: 0.04191278923574501
Position 1956: 0.035814598134123944
Position 203: 0.020584152727908735
Position 1573: 0.01980668282245641
Position 2229: 0.013542034549540644
Position 1121: 0.013262650341841844
Position 210: 0.012411847689765906
Position 2238: 0.006880571112208078
Position 1331: 0.006814690756233716
Position 427: 0.004941349826263552
Position 403: 0.004874610437612116
Position 2268: 0.0047244888436117115
Position 532: 0.003965736601832633
Position 462: 0.0038697690129913718
Position 180: 0.003057356185456266
Position 577: 0.0028272261666067635
Position 1676: 0.00273384127178269
Position 230: 0.002518634155582001
Position 1885: 0.0021522746405842007
Position 185: 0.0019868332843532375
Position 1744: 0.0019317299529773794
Position 2382: 0.0015776952768035086
Position 2134: 0.0014267630137427903
Position 1143: 0.001415776331954947
Position 391: 0.001332273363784679
Position 890: 0.0012635547890517947
Position 1534: 0.001240989661915233
Position 910: 0.0010570272946840425
Position 2208: 0.0009940782383114273
Position 764: 0.0009886271928218572
Position 1961: 0.0009636771513028642
Position 2172: 0.0009560859244430919
Position 2188: 0.0009311754922101874
Position 487: 0.0009087583681774532
Position 759: 0.0007396974180621991
Position 962: 0.0006708263834359201
Position 538: 0.0006666494367036296
Position 2029: 0.000612983832599137
Position 785: 0.0006045786543597172
Position 535: 0.0005668124190243811
Position 1023: 0.0005606617327958284
Position 1749: 0.0005572590562530989
Position 2088: 0.0005564407693577056
Position 852: 0.0005486075582473061
Position 508: 0.0005333880814659237
Position 1550: 0.0005314162962601689
Position 842: 0.000504808209561248
Position 2244: 0.00046188562498469815
Position 1480: 0.00044349353703940236
Position 2281: 0.00039452011518092554
Position 696: 0.00037966087325797405
Position 363: 0.000371727836536838
Position 1624: 0.00036234800061247857
Position 1915: 0.0003612193892199776
Position 2004: 0.0003433687948539446
Position 1176: 0.00030603235115088997
Position 2007: 0.0003014581978558101
Position 2146: 0.0002993058099339173
Position 495: 0.0002896261121971802
Position 1655: 0.00026969407220474106
Position 773: 0.0002610482067712494
Position 624: 0.00022978814159672163
Position 737: 0.0002277413536213343
Position 220: 0.00019650060316099048
Position 2111: 0.00019544620418258005
Position 1485: 0.00017460626523059197
Position 235: 0.0001733102795163555
Position 544: 0.00016297295397497115
Position 1488: 0.00015774819830305218
Position 1498: 0.0001521913905869638
Position 1794: 0.00014694751899409274
Position 353: 0.00014354492329263612
Position 253: 0.00013657117329299252
Position 606: 0.00012702247637042357
Position 288: 0.00012076310570675495
Position 2397: 0.00010510504184803727
Position 2185: 0.00010401689019411527
Position 1579: 0.00010274365097126337
Position 1102: 9.407863385512651e-05
Position 498: 8.971290210040433e-05
Position 731: 8.731089582365074e-05
Position 915: 7.002575059662891e-05
Position 375: 6.56293009271374e-05
Position 306: 5.565942549412571e-05
Position 941: 5.109367703234453e-05
