Gene = Slc50a1
index = 983
Annotated 5SS: [ 185  509  744 1521 1898]
Annotated 3SS: [ 430  619 1358 1777 1971]
SMsplice 5SS: [ 509  744 1898]
SMsplice 3SS: [ 619 1777 1971]
Partition function (log Z): -8.429952482602545

Sorted 5' Splice Sites (High to Low Probability):
Position 509: 0.7916162678159403
Position 1898: 0.6942968144381891
Position 744: 0.6028850228584772
Position 100: 0.49349525020482204
Position 1521: 0.3461629253154461
Position 185: 0.059404826909704125
Position 1644: 0.026718678397024836
Position 1119: 0.022644783074555
Position 55: 0.02262681679029041
Position 312: 0.019354223332449575
Position 1542: 0.016103738185157396
Position 549: 0.014329955975856123
Position 374: 0.009495891424287969
Position 1635: 0.004099379344153702
Position 1030: 0.003682783413590589
Position 1337: 0.003676830751106415
Position 1224: 0.0021808307487480106
Position 527: 0.001219041522474389
Position 246: 0.0009727735381037977
Position 150: 0.0007825845511902298
Position 170: 0.0007020655032254489
Position 1363: 0.0006787020216744699
Position 1325: 0.0005870360082286142
Position 1474: 0.000581363550115212
Position 219: 0.0005513503013304666
Position 1496: 0.0004893087662966269
Position 1525: 0.0004611740471606691
Position 2052: 0.0003611924302217986
Position 684: 0.0003322520969776839
Position 1431: 0.00032619197714372155
Position 191: 0.0003096487945004121
Position 1113: 0.000308832039241622
Position 142: 0.00030517866963846027
Position 637: 0.000301257936274532
Position 2161: 0.0002811403786793654
Position 193: 0.00022143317655722803
Position 2158: 0.00021684357304266831
Position 939: 0.0002036064043389008
Position 2127: 0.00020248773522173492
Position 517: 0.00020171260944347975
Position 120: 0.00017356913832414716
Position 360: 0.00012292532391654186
Position 693: 0.0001228364128931339
Position 13: 0.00011847343568380283
Position 504: 0.0001143065001134737
Position 515: 0.00010739595900365078
Position 789: 0.00010436453226772154
Position 2133: 9.470628977235058e-05
Position 733: 9.154442919285236e-05
Position 645: 8.434770220324753e-05
Position 465: 8.346546123190941e-05
Position 479: 8.119653341674857e-05
Position 1123: 7.538518602112008e-05
Position 520: 7.499608387389493e-05
Position 1858: 7.284345547353817e-05
Position 1103: 7.047083447783656e-05
Position 675: 6.441124443720964e-05
Position 1870: 6.430585012491931e-05
Position 956: 6.21256184563878e-05
Position 1255: 5.828478812342788e-05
Position 926: 5.207307030037918e-05
Position 2028: 4.809238675468827e-05
Position 287: 4.250459239146838e-05
Position 1011: 3.956487904570869e-05
Position 2088: 3.845745326338429e-05
Position 357: 3.4922672560629614e-05
Position 1774: 2.898580201929803e-05
Position 1408: 2.7763671071524625e-05
Position 974: 2.7378193726889112e-05
Position 1531: 2.2509873934299112e-05
Position 1972: 2.052368615891635e-05
Position 2117: 1.908342115514283e-05
Position 1237: 1.8315140443008324e-05
Position 1019: 1.7519669803767422e-05
Position 959: 1.5246911535653857e-05
Position 2140: 1.4490710373162175e-05
Position 1787: 1.221986915755983e-05
Position 805: 1.023828422642444e-05
Position 826: 9.330888679087611e-06
Position 1188: 9.262163568774762e-06
Position 883: 8.78236233915183e-06
Position 866: 5.378897233552858e-06
Position 1395: 5.345714637079929e-06
Position 1629: 4.913063200724337e-06
Position 1316: 4.18553110545779e-06
Position 1697: 3.552453533262556e-06
Position 1084: 3.359570303159462e-06
Position 1318: 3.2774961033402763e-06
Position 1193: 3.1821484166435607e-06
Position 1365: 1.7145848956654473e-06
Position 1221: 1.5430160832750364e-06
Position 1479: 1.5163506748433704e-06
Position 1921: 1.4854536730934565e-06
Position 961: 1.4547666800386165e-06
Position 1741: 1.1508077356741665e-06
Position 1648: 1.0897465202725086e-06
Position 1945: 1.015457131132249e-06
Position 1694: 6.581159322552783e-07
Position 1926: 5.567755634092089e-07
Position 1191: 5.206100381418843e-07
Position 1186: 3.088762536124414e-07
Position 1940: 2.3396383994910517e-07
Position 2225: 7.414279537943321e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 619: 0.5715142394109005
Position 1777: 0.5614907379910686
Position 1971: 0.5113885219781648
Position 430: 0.4231944256782546
Position 1358: 0.3122592821968778
Position 1987: 0.2319644104909704
Position 1376: 0.0907204214231812
Position 1712: 0.05210832716824455
Position 1760: 0.047546595673263505
Position 988: 0.0399357074055318
Position 365: 0.03493989122477806
Position 1735: 0.03198735882385085
Position 442: 0.0273669147710293
Position 2028: 0.020670582583018612
Position 853: 0.018084113616112476
Position 1330: 0.017963576344643958
Position 1271: 0.01743478542372454
Position 2067: 0.010364510780644922
Position 2000: 0.009880174672826255
Position 587: 0.009438962798426223
Position 2038: 0.008766829788905637
Position 906: 0.008158013369360277
Position 1186: 0.00759648450807661
Position 2249: 0.007565548676924355
Position 1688: 0.006544159112842871
Position 2210: 0.006038807864319215
Position 682: 0.006032346674166171
Position 1783: 0.005978595090491121
Position 856: 0.004779411313708287
Position 1807: 0.0033286481278403056
Position 584: 0.0032502449701283464
Position 1957: 0.003157264541308591
Position 2157: 0.0025990364700457136
Position 1883: 0.002581532452129085
Position 279: 0.0022055370972417815
Position 883: 0.002102097604522903
Position 2079: 0.0015623788431276598
Position 1084: 0.001548337644378974
Position 1728: 0.001528491664439528
Position 1477: 0.0014667373236718706
Position 1954: 0.0013162299393529584
Position 1492: 0.0011691622811543915
Position 2280: 0.001129848788566185
Position 2140: 0.0011076256753115184
Position 1658: 0.00107896451888973
Position 2044: 0.0007376433497733787
Position 1028: 0.0007252761849704624
Position 2189: 0.0007054256809403398
Position 821: 0.0006685575985760699
Position 1664: 0.0006309286992070804
Position 733: 0.0006168402259162001
Position 1938: 0.0005848610332186692
Position 1616: 0.0005164421876973973
Position 2215: 0.0005022428631684917
Position 1792: 0.0004261715167356611
Position 1677: 0.00040929936911962697
Position 1445: 0.00040187516446016554
Position 2274: 0.00031680956014185926
Position 701: 0.00031449205476946656
Position 1457: 0.000305135562995856
Position 2109: 0.00030301073218739675
Position 215: 0.0002929835106386177
Position 1304: 0.0002749740487350374
Position 1634: 0.00020972433438875646
Position 452: 0.0002013230435524027
Position 653: 0.00020087900217535568
Position 142: 0.00018960836371367847
Position 1626: 0.00018441816468807304
Position 796: 0.0001747996423049855
Position 1307: 0.00016757138443530565
Position 1128: 0.00016714164567982766
Position 1019: 0.00016048990801346304
Position 826: 0.00015014515284193444
Position 2252: 0.0001409490879788779
Position 1905: 0.00014057431029878474
Position 628: 0.00013318397833382684
Position 1629: 0.00012332475228935843
Position 2040: 0.00011299610102507467
Position 1460: 0.00010667859332400378
Position 1281: 0.00010141649164318976
Position 311: 9.338065728133705e-05
Position 1221: 8.896216240152045e-05
Position 1201: 7.557168423028911e-05
Position 2088: 6.929941256215898e-05
Position 2048: 5.878987575196833e-05
Position 1581: 5.816317105585427e-05
