Gene = Il31
index = 574
Annotated 5SS: [ 68 400]
Annotated 3SS: [ 247 1358]
SMsplice 5SS: [ 68 400]
SMsplice 3SS: [ 247 1358]
Partition function (log Z): -4.906024896620659

Sorted 5' Splice Sites (High to Low Probability):
Position 400: 0.9296015136860295
Position 68: 0.8985367365369713
Position 157: 0.08530460815140731
Position 909: 0.035139901063305584
Position 1251: 0.03105190497180402
Position 1145: 0.007643465333446663
Position 560: 0.0063639348231738155
Position 1512: 0.00509550599497041
Position 1497: 0.005031443648334808
Position 1141: 0.004439971643591968
Position 124: 0.003823397466214287
Position 1229: 0.0035099593451011135
Position 1481: 0.002579337691803915
Position 375: 0.0018979613773639492
Position 1449: 0.0016573774342664882
Position 160: 0.0016380166122720555
Position 639: 0.0014646173441432843
Position 1203: 0.0012239229443019083
Position 320: 0.0010255856710212723
Position 806: 0.0009876657190030494
Position 404: 0.0009801163566274477
Position 180: 0.0007584700019077605
Position 1479: 0.0006585695794666509
Position 808: 0.0005908251273950897
Position 1473: 0.0005715498993820315
Position 1107: 0.00031822672839959933
Position 1057: 0.0002667259734072609
Position 228: 0.0002564044423276882
Position 535: 0.00023564755971502028
Position 982: 0.0002274505604104405
Position 1607: 0.00022100298313309892
Position 177: 0.00017219372299143122
Position 541: 0.00015943389741347372
Position 1620: 0.00013925491512542932
Position 932: 0.0001238819664758176
Position 1600: 0.00011281343351876806
Position 1540: 8.971835921092175e-05
Position 789: 7.574563646786311e-05
Position 930: 7.424027734948673e-05
Position 268: 6.527211934588943e-05
Position 1777: 6.439533639894347e-05
Position 548: 3.8679381682624505e-05
Position 281: 3.2506926911824994e-05
Position 1772: 3.142273678897552e-05
Position 1207: 2.9732524473908282e-05
Position 832: 2.9218366472250302e-05
Position 46: 2.8103027856783668e-05
Position 595: 2.6788264894193452e-05
Position 1683: 2.5809870003498266e-05
Position 771: 2.2870009659600247e-05
Position 1235: 2.145897853727449e-05
Position 1232: 2.100451163251751e-05
Position 1605: 1.9625468862060612e-05
Position 855: 1.8747322170818274e-05
Position 826: 1.762887302841284e-05
Position 1411: 1.7325500629034373e-05
Position 972: 1.3788898970294826e-05
Position 1611: 1.0141688133446667e-05
Position 1304: 8.335937390818216e-06
Position 1154: 8.071890675462103e-06
Position 1192: 7.1617991879932845e-06
Position 1700: 6.791037548643061e-06
Position 682: 6.587814280004163e-06
Position 851: 4.8673555863766745e-06
Position 312: 4.6972510417937525e-06
Position 1294: 3.5614129773005187e-06
Position 1569: 3.0706929404085133e-06
Position 1309: 2.8064643555510154e-06
Position 445: 2.6437890104291913e-06
Position 1382: 2.5693244311415446e-06
Position 1035: 2.258459667512008e-06
Position 1705: 1.4786579629874125e-06
Position 418: 1.129917144598781e-06
Position 795: 1.0966239512476023e-06
Position 857: 8.239354186189646e-07
Position 1723: 7.206921315994417e-07
Position 1631: 6.38594451452359e-07
Position 1409: 5.710034938536969e-07
Position 1707: 5.23679925161473e-07
Position 1717: 4.183855405547241e-07
Position 859: 3.4065670187337756e-07
Position 1321: 2.3858815596863194e-07
Position 1787: 9.512927442774622e-08
Position 1792: 5.9296740380545336e-08
Position 1312: 1.9399159777817913e-08
Position 1840: 1.654149622837664e-08
Position 1812: 6.233396745827061e-09
Position 1801: 1.4904010141969594e-09
Position 1827: 6.230868079504152e-10
Position 1853: 3.0801533278478947e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 247: 0.8498324929634434
Position 1358: 0.7435901834847594
Position 286: 0.10950562233515158
Position 1035: 0.06910180400672648
Position 1843: 0.05691305535994447
Position 1417: 0.03826915793815953
Position 1389: 0.020291244318330983
Position 844: 0.016762882584991704
Position 1162: 0.014389307752673967
Position 635: 0.013500305104117132
Position 1403: 0.010262076858533411
Position 682: 0.009523655405038581
