Gene = MKLN1
index = 847
Annotated 5SS: [   138  47634  59403  61113  69517  71574  83524  86851 101286 110138
 115843 118044 135505 136549 138556 143085 150818]
Annotated 3SS: [ 47563  59259  61023  69406  71380  83445  86784 101172 109924 115620
 117913 135356 136433 138415 142981 150762 159746]
SMsplice 5SS: [   138  47634  59403  61113  69517  83198  83524  86922  87184 101286
 110138 118044 132810 135505 136549 138556 143085]
SMsplice 3SS: [ 47563  59259  61023  69406  83107  83445  86784  87033 101172 109924
 117913 132722 135356 136433 138415 142981 166743]
top_k =  1000
Partition function (log Z): -75.05434117660482

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9992472464418404
Position 11124: 0.48263696054175104
Position 10615: 0.28732291369732826
Position 13673: 0.23611781429856082
Position 13944: 0.07489175260537702
Position 2646: 0.0681056224698174
Position 1272: 0.06776740574560958
Position 9250: 0.057195085715051594
Position 3600: 0.0479625379608908
Position 13529: 0.04127031461887786
Position 13948: 0.03836178296042955
Position 10808: 0.03331636959751621
Position 8427: 0.02596926019644785
Position 4232: 0.019941889385170577
Position 12562: 0.019392204826307154
Position 1544: 0.018590623512649437
Position 10141: 0.015025537805587467
Position 14961: 0.009862108465269416
Position 15235: 0.008648972858444862
Position 3366: 0.0067778609268599925
Position 6032: 0.00640270614413428
Position 2769: 0.005949963047164491
Position 6131: 0.0052197652973665935
Position 2005: 0.004637497450247726
Position 2522: 0.003637952659175077
Position 13048: 0.0036170119324229802
Position 7831: 0.0033402685068888516
Position 4790: 0.003274853582635336
Position 2396: 0.003249125579865391
Position 2709: 0.0030055164228084464
Position 3790: 0.0026265167649825965
Position 14079: 0.002078785877142122
Position 11270: 0.0014819775360070528
Position 10228: 0.0008148321160010583
Position 8561: 0.0007689149702928125
Position 10566: 0.0007389419079745806
Position 8482: 0.0005845166509237377
Position 2036: 0.0002507378174743704
Position 357: 0.0001747504833903455
Position 2214: 0.00017201374658010684
Position 189: 0.00016560591708761848
Position 2121: 0.00015024642125954551
Position 6745: 0.00012426740904812554
Position 4009: 0.00011987939670912651
Position 2218: 0.00010986493643911236
Position 1413: 9.056582977479988e-05
Position 105: 6.343001792279515e-05
Position 1849: 6.276290984965506e-05
Position 432: 5.743641865248216e-05
Position 6778: 4.380261190405524e-05
Position 3902: 4.0671724377570884e-05
Position 6668: 4.030974279516919e-05
Position 819: 3.97564949183446e-05
Position 6648: 3.072319717768543e-05
Position 581: 2.6249515794135683e-05
Position 2673: 2.5542652068024237e-05
Position 533: 1.6096482993311554e-05
Position 3794: 1.575751846120689e-05
Position 2304: 1.500109753501405e-05
Position 404: 1.3991262745512781e-05
Position 1570: 1.396941670506369e-05
Position 3802: 1.36640224451849e-05
Position 1420: 1.1326021738787924e-05
Position 256: 9.8519298675986e-06
Position 553: 9.68744995351281e-06
Position 2411: 8.094801005350225e-06
Position 2169: 5.519294718681749e-06
Position 623: 5.460811411194046e-06
Position 523: 4.921284840231152e-06
Position 180: 4.413052225280878e-06
Position 1431: 4.262265322480126e-06
Position 318: 3.563782211610327e-06
Position 10: 3.544318896274848e-06
Position 324: 3.1892826980938705e-06
Position 426: 2.5013681599532163e-06
Position 29: 2.3855137296377396e-06
Position 928: 2.2820580580325517e-06
Position 201: 2.2793282808394613e-06
Position 536: 1.7988416421180714e-06
Position 1106: 1.6777486508203261e-06
Position 1113: 1.5871231128495912e-06
Position 1245: 1.29494244726655e-06
Position 608: 1.150495524243031e-06
Position 957: 9.997365962622036e-07
Position 75: 9.199053331075944e-07
Position 1225: 8.625647570504219e-07
Position 823: 8.571298787106363e-07
Position 613: 8.533631111383101e-07
Position 142: 7.052076129979415e-07
Position 668: 6.867994452495617e-07
Position 1142: 6.845571525109247e-07
Position 952: 5.062548084718426e-07
Position 709: 3.50557455246994e-07
Position 1830: 2.608373626082615e-07
Position 1809: 2.1985827119578638e-07
Position 1331: 1.6428840480464655e-07
Position 1783: 1.3845865354070882e-07
Position 1023: 1.3403276438984706e-07
Position 1460: 1.3099691167550715e-07
Position 2021: 1.176751884621657e-07
Position 2126: 9.589735187911639e-08
Position 2493: 7.119501634711095e-08
Position 2137: 6.396128373479357e-08
Position 1257: 6.178428938937736e-08
Position 847: 5.774767959546945e-08
Position 1922: 4.136562575840907e-08
Position 1597: 3.368295854687317e-08
Position 638: 2.734173439169508e-08
Position 1587: 2.196407803837135e-08
Position 744: 1.8996171578681993e-08
Position 1453: 1.7649642693555366e-08
Position 1696: 1.673831815023959e-08
Position 1643: 9.378323563982889e-09
Position 1470: 7.91420817334878e-09
Position 1579: 3.6640953696069242e-09
Position 1719: 2.8024218867305974e-09
Position 1827: 2.225710361221093e-09
Position 963: 1.2355958285500868e-09
Position 967: 1.8655198611548164e-10
Position 795: 6.653360815700294e-11
Position 276: 3.8044078300216686e-11
Position 160: 3.094127005432355e-11
Position 594: 2.836362869079146e-11
Position 14: 3.2339700839580844e-12
Position 579: 3.230168420792254e-12
Position 359: 2.787944052472153e-12
Position 542: 2.642864338498239e-12
Position 361: 6.303928040107119e-13
Position 58: 4.815313708483431e-13
Position 270: 8.24761037353664e-14
Position 478: 5.78646203772795e-15
Position 558: 5.117605698917319e-18
Position 516: 2.0452853291379922e-18
Position 293: 1.9086607417133525e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 14764: 0.3088653312404418
Position 10980: 0.2781800363180834
Position 10419: 0.27035087659936236
Position 13837: 0.22008690728836214
Position 13612: 0.17790762827589074
Position 11058: 0.16654502450598807
Position 13375: 0.13112224987295953
Position 11026: 0.10824074153631179
Position 21360: 0.09235730669145069
Position 13410: 0.062190783618492076
Position 2554: 0.05799838349603689
Position 20723: 0.05583387914301597
Position 1171: 0.04522486040957504
Position 17568: 0.037757035695502324
Position 10511: 0.03592390050281806
Position 3486: 0.03294158578044924
Position 15733: 0.0325392853333287
Position 12439: 0.029488670555014564
Position 9108: 0.025635563382934295
Position 10692: 0.02453604959297295
Position 14323: 0.02192081641589585
Position 9193: 0.019802034397333006
Position 4922: 0.019785604992782403
Position 8355: 0.018532796480252446
Position 4124: 0.018346237207137454
Position 1412: 0.017796472748656134
Position 15336: 0.017018317243746604
Position 10054: 0.01310893017060355
Position 19129: 0.01286498347388063
Position 10536: 0.011533312315102512
Position 10095: 0.011263786285432781
Position 15050: 0.011021810718344745
Position 1929: 0.0092878159353467
Position 3454: 0.008340250328176405
Position 1055: 0.00817539543817648
Position 12899: 0.008164922305547214
Position 2927: 0.008069329927300271
Position 11022: 0.007776206661232154
Position 2577: 0.007718095432479581
Position 11930: 0.007581911437478975
Position 8233: 0.007291477369595426
Position 9161: 0.007076260955259942
Position 985: 0.006614076477586119
Position 6850: 0.0064710699176181745
Position 9030: 0.0062102306600034666
Position 2422: 0.005845712896977621
Position 3573: 0.005799010638158308
Position 6062: 0.005758257045186244
Position 7740: 0.004585344815653028
Position 2476: 0.003783569850099267
Position 1089: 0.003643150706812922
Position 13329: 0.0035516761539810533
Position 11725: 0.0033275218560926195
Position 11178: 0.0032984439755572178
Position 4693: 0.0030457903408470017
Position 8161: 0.0030212371639326834
Position 5913: 0.003008872453781547
Position 13145: 0.002932123446992818
Position 8310: 0.0027323458741192546
Position 11544: 0.0026348903006748396
Position 3283: 0.0026232476323717526
Position 12401: 0.0026066191350377706
Position 2410: 0.0025187417089923467
Position 11901: 0.002418044119768378
Position 5721: 0.0023161630545954744
Position 3528: 0.002294911997280802
Position 9701: 0.002076996282274605
Position 10324: 0.0020658122271885048
Position 6527: 0.0018519294995995286
Position 2898: 0.0017032938430024498
Position 1064: 0.001460922967230936
Position 4773: 0.0014208514310244836
Position 2161: 0.0014002913791721183
Position 9306: 0.001362641373648618
Position 10858: 0.0012437011168378847
Position 1128: 0.0012185191149375132
Position 5888: 0.0012184231271416624
Position 2298: 0.0012170883502161769
Position 4008: 0.001188523420279706
Position 12111: 0.0011112026993289684
Position 12225: 0.0010956878481373671
Position 2379: 0.0010600281239082146
Position 10772: 0.001057641757035059
Position 10058: 0.00102234755300666
Position 7834: 0.0009875608309793805
Position 10729: 0.0009789460521905404
Position 11255: 0.0009503512830455555
Position 2632: 0.0009310625025150464
Position 1023: 0.0009195743950408459
Position 1345: 0.0008916604490431727
Position 10264: 0.0008486034061217057
Position 6353: 0.0008445853572879925
Position 5859: 0.0008223542711181965
Position 8715: 0.0008118573882565762
Position 6777: 0.0007803973927856063
Position 9144: 0.0007647699044593632
Position 1747: 0.0007495469129860169
Position 2301: 0.000742555124145406
Position 9171: 0.0007032907384557431
Position 10946: 0.0007028168746523494
Position 1061: 0.0006171400630172564
Position 6301: 0.0005982872269456375
Position 2454: 0.0005945070993986452
Position 1786: 0.0005443736181681421
Position 11420: 0.0005230547547815439
Position 3949: 0.0005054525050070405
Position 3716: 0.000491682057094915
Position 7803: 0.0004899160619879636
Position 3693: 0.0004799949875959181
Position 2352: 0.00044662743960538736
Position 5862: 0.00039279109179581756
Position 9705: 0.0003887048897765848
Position 4147: 0.0003726914093456316
Position 7104: 0.0003722083649862678
Position 5677: 0.0003687815622320257
Position 1295: 0.00035037404560187013
Position 3234: 0.0003384014791105548
Position 3364: 0.0003362875949932777
Position 9042: 0.00032971753610951983
Position 927: 0.0003253874470108912
Position 1489: 0.00029940864019811883
Position 12060: 0.0002985614407804362
Position 9654: 0.0002874979678800193
Position 4066: 0.0002635295724542597
Position 4533: 0.0002478403666016836
Position 9973: 0.0002364427874007593
Position 1668: 0.00022039863468655653
Position 6898: 0.00021852166228538246
Position 2615: 0.00021757644014160213
Position 5941: 0.00021306803719210152
Position 7447: 0.00021228436666837313
Position 9590: 0.0002044871754762237
Position 4327: 0.00020012127783513198
Position 3065: 0.00019302758275242666
Position 2745: 0.00018072310685936102
Position 10075: 0.00017897676209469214
Position 834: 0.00015947872360313177
Position 8762: 0.00015672687902522874
Position 5399: 0.00013475631515918
Position 9249: 0.00013168327552355474
Position 3245: 0.0001280472367169434
Position 5702: 0.00012459719401618563
Position 1058: 0.000122761145210311
Position 4294: 0.00011429847118938214
Position 2267: 0.00011214958437337917
Position 2121: 0.00010754541202832483
Position 1451: 0.00010453383289434649
Position 3266: 0.00010052532247920831
Position 6226: 9.695294138028511e-05
Position 1111: 9.557290781653145e-05
Position 7989: 9.515797394518502e-05
Position 9388: 9.46347438695896e-05
Position 2613: 9.430321616689077e-05
Position 1392: 9.056391901389623e-05
Position 3687: 8.399296749712235e-05
Position 8069: 7.900385565545489e-05
