Gene = LARS
index = 762
Annotated 5SS: [  173  5114  9974 10751 14533 18351 22287 23254 24933 25258 28768 28927
 29487 30799 33039 38037 38189 38394 39249 39789 42457 47060 49763 51642
 52643 53683 53989 56226 58679 60169 62290]
Annotated 3SS: [ 4994  9885 10669 14394 18188 22173 23189 24864 25031 28679 28849 29432
 30657 32960 37950 38122 38310 39109 39575 42398 46995 49578 51550 52501
 53541 53877 56114 58573 60072 62156 68348]
SMsplice 5SS: [  173  5114  9974 14533 18351 22287 23409 28768 28927 30799 33109 38037
 38189 38394 47060 49654 51642 52643 53683 56226 58679 60169 62290 62914]
SMsplice 3SS: [ 4994  9885 14455 18188 22173 23189 28679 28849 30657 32960 37950 38122
 38310 46995 49578 51550 52501 53541 56114 58573 60072 62156 62780 68348]
top_k =  1000
Partition function (log Z): 38.47523345331952

Sorted 5' Splice Sites (High to Low Probability):
Position 47060: 0.9898330651900873
Position 56226: 0.9862293237736435
Position 28927: 0.9746614452581418
Position 22287: 0.9735241511874131
Position 5114: 0.9691759103966117
Position 14533: 0.9582949602639748
Position 38189: 0.9532651909704332
Position 62290: 0.9513121655437964
Position 28768: 0.9486116413596063
Position 60169: 0.9307933358571138
Position 18351: 0.9156831276969863
Position 38037: 0.9096184697852778
Position 38394: 0.9012998676326038
Position 30799: 0.897169687182889
Position 53683: 0.896388549465947
Position 173: 0.8836142148439338
Position 52643: 0.8010499418570372
Position 9974: 0.7756285697268184
Position 58679: 0.7406163352694503
Position 62914: 0.6806696507364193
Position 33109: 0.6639855039254401
Position 25258: 0.6288413722445999
Position 39789: 0.6011304142345137
Position 29487: 0.5996398121336285
Position 51642: 0.5755259652632309
Position 49654: 0.5725636432631166
Position 10751: 0.5568965140352632
Position 23409: 0.553460305580911
Position 53989: 0.49501577177950656
Position 21918: 0.43498061897818124
Position 49763: 0.3948217049814906
Position 31210: 0.37802302284235867
Position 21497: 0.32127500172439083
Position 39509: 0.3176845768564306
Position 66604: 0.30175805198835615
Position 58837: 0.30126161977991656
Position 33039: 0.29501204820848204
Position 39249: 0.28191427356754095
Position 49404: 0.26932835004159456
Position 63028: 0.263028999108372
Position 55682: 0.24890807578114402
Position 39253: 0.2354972723410408
Position 57430: 0.23215405074589562
Position 64367: 0.23145699017413007
Position 38506: 0.22595674431550122
Position 62658: 0.2063720101163389
Position 63966: 0.20586907280536723
Position 41117: 0.198441592092451
Position 46065: 0.19028577002210684
Position 37860: 0.18335264588390324
Position 23952: 0.16466290890179008
Position 23254: 0.1630432668286769
Position 24933: 0.15196428792760946
