Gene = NCBP1
index = 916
Annotated 5SS: [  290  7257  8037  9735 11599 12107 13936 14598 16975 17748 20283 21319
 22139 22460 25118 27443 28519 29422 30818 33252 35349 36081]
Annotated 3SS: [ 7167  7935  9577 11490 11984 13865 14381 16876 17683 20171 21253 22075
 22384 25013 27319 28415 29327 30713 33136 35219 35966 37459]
SMsplice 5SS: [  290  7257  8066 11599 12107 13936 14598 16975 20283 22139 22460 25118
 27443 30818 33252 35349 36081]
SMsplice 3SS: [ 7167  7935 11490 11984 13865 14473 16876 20171 22075 22384 25013 27355
 30713 33136 35219 35966 37459]
top_k =  1000
Partition function (log Z): 38.420438431567426

Sorted 5' Splice Sites (High to Low Probability):
Position 27443: 0.9975166534789836
Position 290: 0.9938616386153072
Position 35349: 0.9868395950211137
Position 14598: 0.9707952774278757
Position 30818: 0.9642331480068606
Position 22460: 0.9578883414965818
Position 36081: 0.9573458824353797
Position 33252: 0.9463570828456725
Position 11599: 0.9430934233296169
Position 22139: 0.9141146936533173
Position 7257: 0.8970871901632583
Position 20283: 0.8485604672885689
Position 13936: 0.8457982594113932
Position 16975: 0.8135309161617079
Position 25118: 0.7586013933401142
Position 12107: 0.6619466325966719
Position 9735: 0.6259866813973207
Position 8066: 0.6255705108404411
Position 24945: 0.5949589674249761
Position 1402: 0.4923431735776043
Position 5842: 0.485820172671492
Position 29422: 0.47365951931382433
Position 37598: 0.4435924712547662
Position 24255: 0.359034492277054
Position 21319: 0.3570118819658729
Position 24820: 0.3345956014405074
Position 8037: 0.32090917811343794
Position 13759: 0.3046504647106593
Position 29769: 0.2987644193408791
Position 7543: 0.28092460724090806
Position 13755: 0.2496636743092187
Position 35066: 0.2450375802027538
Position 25153: 0.17455414608718248
Position 1694: 0.16150569112242094
Position 6585: 0.16049750959884726
Position 28355: 0.14053664839808055
Position 28519: 0.13370117198345102
Position 37870: 0.1316532862816871
Position 1377: 0.11595776196521815
Position 12143: 0.10510982772910747
Position 7817: 0.10326860988889636
Position 14084: 0.0852985820745182
Position 17033: 0.08428829539662012
Position 7741: 0.08287475790707147
Position 26948: 0.08166708214848628
Position 7582: 0.06843316632526313
Position 21880: 0.06786831589554429
Position 36741: 0.06447131618785838
Position 747: 0.06190767738660669
Position 7379: 0.05975266489870461
Position 32989: 0.05890737135517766
Position 23273: 0.05339891391218506
Position 22149: 0.05331605314545904
Position 37232: 0.05299061845622217
Position 28584: 0.05255794028139868
