Gene = ZC3H11A
index = 1593
Annotated 5SS: [  124   931  5958  7346 21454 23019 32752 33984 34226 34533 36101 38183
 42394 44704 52017 52737 54356 55011 55454]
Annotated 3SS: [  621  5903  6980 21254 22898 32627 33779 34108 34451 35989 38119 42294
 44634 51512 52659 54039 54843 55385 56469]
SMsplice 5SS: [  105   931 21454 23019 32752 33984 34226 34533 36101 38183 42394 44704
 52017 52737 55011 55454]
SMsplice 3SS: [  779 21254 22898 32627 33779 34108 34451 35989 38119 42294 44634 51828
 52659 54843 55385 56469]
top_k =  1000
Partition function (log Z): 12.65582934844472

Sorted 5' Splice Sites (High to Low Probability):
Position 32752: 0.9978816367947773
Position 34226: 0.9939772824067983
Position 21454: 0.9790626257223599
Position 23019: 0.9503886543307399
Position 33984: 0.9421308923640783
Position 55011: 0.9346861170800694
Position 52737: 0.92761059574864
Position 34533: 0.9188651259548181
Position 105: 0.9101191072902034
Position 42394: 0.8818583510000316
Position 38183: 0.871579985955396
Position 36101: 0.8243703758441577
Position 7346: 0.8140688424943486
Position 44704: 0.7789299361395076
Position 55454: 0.7028064764337303
Position 931: 0.5596159698251894
Position 6656: 0.5558469587932008
Position 49737: 0.47452743938690745
Position 52017: 0.4361065339618468
Position 42621: 0.4063403356857322
Position 34814: 0.3658564781055991
Position 10225: 0.29721678814975744
Position 11784: 0.2058094330789032
Position 4052: 0.19180428664210572
Position 1762: 0.17990722398529266
Position 54475: 0.17775021428472051
Position 38469: 0.17446957140325486
Position 36106: 0.14512163314565685
Position 937: 0.1440583504279781
Position 10097: 0.14119968534966665
Position 54280: 0.1319954357084307
Position 38432: 0.11971373473436338
Position 5958: 0.11435530827145442
Position 826: 0.09151351615933734
Position 26836: 0.06676123419234992
Position 35509: 0.058961608936314164
Position 100: 0.05050242418115364
Position 44897: 0.04765301282355287
Position 49091: 0.04494963589936004
Position 54047: 0.04276413984597064
Position 54274: 0.04182235208344484
Position 49768: 0.0387259926103413
Position 124: 0.03818935223108894
Position 945: 0.03745200375051912
Position 22989: 0.03660514905197136
Position 49741: 0.036232447810474744
Position 54001: 0.03421184048883747
Position 35437: 0.034032527377086653
Position 1034: 0.031981667901131224
Position 941: 0.029986463259521548
Position 54350: 0.02865911918264791
Position 6575: 0.028178313924466195
Position 54629: 0.02740811506957584
Position 26883: 0.027254164732695218
Position 684: 0.025035281355084725
Position 49604: 0.02458958391695202
Position 7756: 0.024202743328717084
Position 44749: 0.0240328524897509
Position 8078: 0.023560718793751267
Position 8834: 0.023417546659819887
Position 9879: 0.022872659606393106
Position 629: 0.02175331477596772
Position 3437: 0.021596318799265882
Position 36668: 0.018920410094110333
Position 31100: 0.018540763978612686
Position 544: 0.01837818682067844
Position 5786: 0.018162713771455744
Position 4246: 0.017185229101436387
Position 54598: 0.01613468739835235
Position 40293: 0.015873286780174682
Position 42423: 0.015561185511597103
Position 6174: 0.01450332147155454
Position 34563: 0.014160959747201777
Position 2051: 0.013117464299373965
Position 54913: 0.01306338233015828
Position 44038: 0.012568867574965186
Position 3985: 0.011423336800313722
Position 43715: 0.01089772209191248
Position 10038: 0.010780506579719996
Position 49297: 0.009234125673147327
Position 36244: 0.008964250606521035
Position 22997: 0.008879912733847153
Position 54742: 0.008784685875858348
Position 5969: 0.00863807382165569
Position 3860: 0.008516868172098497
Position 1826: 0.008427127835159023
Position 35454: 0.008086232777409549
Position 49065: 0.007001376726564472
Position 38554: 0.006971781868219807
Position 39445: 0.006033138164472091
Position 36270: 0.005724564357287749
Position 55802: 0.005189802691735402
Position 55051: 0.005041125033029908
Position 34530: 0.0048405018813065595
Position 36372: 0.0048116186376557755
Position 7869: 0.004751670980904009
Position 25359: 0.0043035496916876805
Position 36070: 0.004177907803332017
Position 25626: 0.0038493608512770432
Position 25470: 0.003666378894006347
Position 53991: 0.0035012278514135785
Position 54582: 0.0033629459240471166
Position 2342: 0.0033152279149374028
Position 36626: 0.0030201991139674053
Position 5711: 0.002974301566539661
Position 2108: 0.0028371034015653033
Position 36240: 0.0025579173294775254
Position 4493: 0.002032335552373269
Position 35741: 0.0019497641601898276
Position 4205: 0.0018931532016007524
Position 55587: 0.0018922673068783975
Position 35722: 0.0018469806625433375
Position 36515: 0.0016623023250258145
Position 1858: 0.001619625958646078
Position 55018: 0.001439938901783143
Position 35692: 0.0013148641916214908
Position 5616: 0.0012629547308588664
Position 54645: 0.0010677288621111338
Position 54661: 0.001066163680803712
Position 6648: 0.0010424121984417955
Position 53770: 0.001025085694391195
Position 3414: 0.0009937301528863507
Position 34959: 0.0009239422346176788
Position 4552: 0.0008287806047946536
Position 34652: 0.0007505801030739273
Position 4142: 0.0006571699723176166
Position 34927: 0.0006183386158307973
Position 3955: 0.0005790322210441886
Position 535: 0.0005761189657769516
Position 53942: 0.0005307023133828947
Position 3156: 0.0005072112203886547
Position 266: 0.0004238425838124391
Position 36670: 0.00040080915420748133
Position 785: 0.0003739149400839005
Position 1447: 0.00030692901532528103
Position 1198: 0.0002948638582698981
Position 34452: 0.0002778418928134293
Position 7125: 0.00023078353353791977
Position 1993: 0.00021782069439118686
Position 172: 0.00018357523201664874
Position 1771: 0.00017861536571472657
Position 3559: 0.00017407110954922902
Position 793: 0.00017387063764335046
Position 44708: 0.00014336490773668922
Position 4373: 0.00012076043791989038
Position 7423: 0.00011991458562745924
Position 110: 0.00011649509067214774
Position 776: 8.8836840510578e-05
Position 34245: 8.042564603979548e-05
Position 293: 7.070041148168024e-05
Position 44043: 5.6154509930384313e-05
Position 42488: 5.512003852293024e-05
Position 877: 4.714554980592897e-05
Position 42679: 4.4983560071921044e-05
Position 42855: 3.50453469319174e-05
Position 479: 3.309562731806145e-05
Position 34732: 2.6653821947193275e-05
Position 1116: 1.9217500856889785e-05
Position 3494: 1.8841518202570808e-05
Position 623: 1.7213073226676153e-05
Position 2333: 1.7098800880783144e-05
Position 153: 1.2675793727181487e-05
Position 81: 1.132951155786526e-05
Position 49661: 1.0709261304172422e-05
Position 1801: 9.675249259692124e-06
Position 36079: 9.02262697750587e-06
Position 1253: 8.96496139354148e-06
Position 36209: 7.765155997857784e-06
Position 36116: 7.1922361180740225e-06
Position 1378: 7.166426782574867e-06
Position 35080: 6.5119542658193656e-06
Position 435: 4.393846200140508e-06
Position 2103: 4.3763855997470755e-06
Position 36205: 3.5251362736359702e-06
Position 433: 3.2566754161462985e-06
Position 1978: 2.863994911364031e-06
Position 582: 2.6724812285375977e-06
Position 38728: 2.112609863576868e-06
Position 1680: 1.7506461088639293e-06
Position 93: 1.724775789026201e-06
Position 91: 1.6111682866734008e-06
Position 737: 9.846311457454623e-07
Position 240: 7.852421730084344e-07
Position 36041: 5.447120146664502e-07
Position 643: 3.8937395511105745e-07
Position 220: 3.8332161399373407e-07
Position 116: 3.237141198329378e-07
Position 34830: 2.7781961637202637e-07
Position 1787: 2.3463510667246139e-07
Position 368: 2.1433392496592274e-07
Position 743: 1.0992165903433803e-07
Position 4045: 5.293378395731111e-08
Position 36171: 5.0229443252687e-08
Position 856: 2.8039618311230685e-08
Position 1025: 2.6026537055143953e-08
Position 65: 6.161427812256998e-09
Position 901: 5.631871539225284e-09
Position 10: 7.190693018500645e-10
Position 1052: 3.3332140489123526e-10
Position 193: 6.575509905859654e-12
Position 136: 6.272278829679757e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 32627: 0.9978816367947777
Position 22898: 0.9958737161165575
Position 21254: 0.9790626257223604
Position 34108: 0.9733233264857153
Position 52659: 0.927653839869008
Position 34451: 0.9249072476458523
Position 54843: 0.8970935610079671
Position 42294: 0.8795018595715784
Position 35989: 0.8685046258860237
Position 55385: 0.8134693202881281
Position 44634: 0.793922322554848
Position 779: 0.7764741392606571
Position 38119: 0.7583135072628178
Position 33779: 0.7159075395928967
Position 49502: 0.5564273750906462
Position 6897: 0.5338665784925387
Position 6452: 0.5076617700476875
Position 56469: 0.4554273591206989
Position 51828: 0.3998241148584144
Position 42487: 0.39409512629236243
Position 10013: 0.26072333941454223
Position 7285: 0.24941551845656434
Position 38265: 0.22761219576150798
Position 33883: 0.22644866924826795
Position 54039: 0.20880711996061196
Position 11659: 0.20580943307890331
Position 10116: 0.18377749496853196
Position 54386: 0.17428781992808498
Position 34725: 0.15302243067211233
Position 34699: 0.1460886424613368
Position 5903: 0.13749670356466476
Position 1613: 0.1130900683834693
Position 55683: 0.11063218671122982
Position 35299: 0.08801503068591034
Position 26712: 0.08551318242150395
Position 3894: 0.08284141683358445
Position 35991: 0.0787017748284561
Position 37940: 0.07744861493706576
Position 56491: 0.07632539873615969
Position 4023: 0.07214117160721557
Position 621: 0.07097590989097576
Position 53887: 0.0683376582793642
Position 54474: 0.060797893166120144
Position 34710: 0.057630504744298684
Position 6410: 0.05724793842672083
Position 1684: 0.056310680107665816
Position 54823: 0.05511757898213913
Position 38351: 0.05021915553995486
Position 56582: 0.05018697277265612
Position 735: 0.046069832259423474
Position 404: 0.04352414369574804
Position 48920: 0.039647814551918646
Position 3930: 0.03944519507137905
Position 44818: 0.038400377113502845
Position 56441: 0.033064163270919315
Position 38059: 0.03178228389197836
Position 3701: 0.02901808215614238
Position 7565: 0.02675287881902917
Position 55255: 0.026239014807016507
Position 51825: 0.02585044724591013
Position 55869: 0.024855853775406857
Position 7957: 0.023560718793751267
Position 8505: 0.023417546659819894
Position 55922: 0.023244759519701137
Position 9496: 0.022872659606393106
Position 7087: 0.022013684818847128
Position 36198: 0.021743026728207306
Position 3268: 0.02144944120437533
Position 56501: 0.02130293763783927
Position 5615: 0.020038546989784637
Position 36411: 0.01693192491151554
Position 34392: 0.015790394897371003
Position 34126: 0.015537176192297861
Position 6386: 0.01477902668138965
Position 36040: 0.013817562907432858
Position 48958: 0.01230319807400584
Position 25294: 0.011819289436971076
Position 49482: 0.01171124892475631
Position 1023: 0.010905865107279793
Position 42320: 0.010505116838476424
Position 51650: 0.010431971857522357
Position 30819: 0.009718135805910863
Position 44157: 0.009644336175217207
Position 54223: 0.009542016304386464
Position 43560: 0.009285556262530404
Position 40190: 0.009279097462216326
Position 49136: 0.009259167151239657
Position 30750: 0.008822628172701824
Position 26612: 0.008502216503541167
Position 1901: 0.008179425581101619
Position 43864: 0.008115201810636527
Position 35319: 0.008104254438158778
Position 55270: 0.008063619273216851
Position 1963: 0.007492698670195685
Position 55679: 0.007344757476626414
Position 42254: 0.007258778920718311
Position 1747: 0.006895196462584534
Position 6856: 0.006852887467959327
Position 870: 0.006798282703294818
Position 1446: 0.006174819340201979
Position 49717: 0.005984708834142168
Position 38384: 0.005955069545445112
Position 42495: 0.0058520679444487205
Position 38329: 0.005599840555778522
Position 39384: 0.005444901057020394
Position 6472: 0.005378949760310386
Position 55164: 0.005295385620164276
Position 35295: 0.005131080244732613
Position 34168: 0.004997865004874102
Position 10037: 0.0046961456960697
