Gene = HMGCR
index = 655
Annotated 5SS: [  289  6442  7636  8004  9330 10981 13820 14046 14621 14987 15274 18369
 18886 19194 20120 22499 22982 23228 23811]
Annotated 3SS: [ 6253  7523  7915  9244 10874 13712 13928 14459 14738 15094 18173 18726
 19035 20013 22327 22840 23068 23655 23958]
SMsplice 5SS: [  972  1737  5308  6442  7636  8004  9330 10981 13820 14046 14621 14987
 18369 18886 19194 20120 22499 22982 23228 23811]
SMsplice 3SS: [ 1645  5229  6253  7523  7915  9244 10874 13712 13928 14459 14738 18173
 18726 19069 20013 22327 22840 23068 23655 23958]
top_k =  1000
Partition function (log Z): 30.268436504841592

Sorted 5' Splice Sites (High to Low Probability):
Position 23811: 0.9945528571345066
Position 22982: 0.9803162564264212
Position 20120: 0.9496685466213806
Position 13820: 0.9368590046306026
Position 7636: 0.9344459081940659
Position 14987: 0.9330219319812096
Position 9330: 0.9107434527252709
Position 14621: 0.8855702125501542
Position 1737: 0.8758369170570791
Position 22499: 0.8583756684884272
Position 18369: 0.8266328062201256
Position 23228: 0.8194910179642316
Position 14046: 0.777494402761082
Position 8004: 0.7708939271983664
Position 18886: 0.7322173006771783
Position 10981: 0.7011923900519765
Position 6442: 0.6409897470550782
Position 19194: 0.6336177358842178
Position 5308: 0.5120183050594105
Position 15274: 0.47192055009508627
Position 972: 0.3983971890941364
Position 882: 0.31460735402194084
Position 4360: 0.27341933543499936
Position 19198: 0.2529531405805682
Position 21974: 0.23755432438935428
Position 289: 0.21509910232870963
Position 11015: 0.20993584543111407
Position 16224: 0.1935888735052148
Position 1975: 0.17780871751646898
Position 23183: 0.16748551694477087
Position 16764: 0.15246534548347188
Position 16424: 0.15192223798457213
Position 2230: 0.13708256992895163
Position 6392: 0.12250162704571263
Position 15904: 0.11603833144258556
Position 360: 0.11207529607102629
Position 118: 0.0915679955853086
Position 21443: 0.08956126278594503
Position 15872: 0.07934241932396273
Position 9128: 0.07766719040310431
Position 164: 0.07690498703180577
Position 12497: 0.07676236656137074
Position 3393: 0.06937476720796897
Position 5274: 0.06434202378113517
Position 8078: 0.06404906172367861
Position 14351: 0.05325987276900468
Position 6035: 0.045187607055050365
Position 15439: 0.0429942550469044
Position 16586: 0.041443645256731096
Position 14676: 0.03745104177875718
Position 4952: 0.03682736521654355
Position 8942: 0.03631583741741667
Position 315: 0.03579882976405066
Position 14074: 0.033645175384535014
Position 877: 0.033169367260097345
Position 19155: 0.03312780198503833
Position 10985: 0.03149879996510464
Position 22487: 0.029849124918374347
Position 4274: 0.02667927907527543
Position 9000: 0.022853146649289786
Position 16780: 0.02260068942355737
Position 367: 0.022429357710238955
Position 1556: 0.02207886924144527
Position 5378: 0.020979098877363916
Position 2828: 0.020048435488177287
Position 2261: 0.018925936598119576
Position 250: 0.01828994868369268
Position 22162: 0.017924863130252332
Position 3369: 0.017241345077205657
Position 3831: 0.014878001417389214
Position 13574: 0.013869385405703304
Position 20083: 0.013749994223314226
Position 20520: 0.013322806951083838
Position 5871: 0.01323222347480419
Position 13856: 0.012911017590883514
Position 10466: 0.012221927697961302
Position 873: 0.0115054469354609
Position 22395: 0.011432572523014923
Position 3992: 0.01109278340117485
Position 4647: 0.010838921120003755
Position 9010: 0.010249495712196705
Position 558: 0.010177988555448375
Position 6472: 0.00998911000816987
Position 23506: 0.009687881890616444
Position 24051: 0.009672037173373962
Position 10250: 0.009390488885840273
Position 1533: 0.008153572269005501
Position 11271: 0.008032310853898867
Position 6815: 0.007886782839826512
Position 8894: 0.007518901273012217
Position 708: 0.00746778886856635
Position 8554: 0.00735703318571425
Position 12257: 0.0069407581498850774
Position 16593: 0.006891948571452762
Position 19410: 0.006606857079747866
Position 9152: 0.006537928270393043
Position 19210: 0.006483485283097624
Position 14019: 0.00597806471271914
Position 1348: 0.005747499426473763
Position 10671: 0.005707397379943694
Position 18842: 0.005668059355910639
Position 2181: 0.005573684157980005
Position 10448: 0.005546194818889315
Position 16786: 0.005203237399313727
Position 5287: 0.005082459538387326
Position 9591: 0.004900642146896492
Position 12982: 0.004739093533113114
Position 9168: 0.0046617176621536706
