Gene = MROH9
index = 859
Annotated 5SS: [   62 10056 12048 23015 24072 26451 29730 36358 48009 51185 54478 56804
 60006 61119]
Annotated 3SS: [ 9993 12000 22934 23935 26363 29624 36221 47895 51034 54328 56637 59862
 60980 62627]
SMsplice 5SS: [   62 26451 29730 36358 51185 54478 60006]
SMsplice 3SS: [26363 29624 36221 51034 54328 59906 62627]
top_k =  1000
Partition function (log Z): -21.28539377024929

Sorted 5' Splice Sites (High to Low Probability):
Position 26451: 0.9999902414841633
Position 29730: 0.9994041742083599
Position 36358: 0.9901892076461957
Position 62: 0.9673387464343866
Position 17377: 0.3352918939046488
Position 16147: 0.3000225054716236
Position 24072: 0.20985429694129137
Position 29136: 0.17022169937575382
Position 12048: 0.12664372926065925
Position 42951: 0.060105054881617694
Position 195: 0.026676490908597385
Position 6272: 0.02565980789149943
Position 9336: 0.025500086033707306
Position 7215: 0.024197686661542303
Position 5064: 0.021057909214665327
Position 3025: 0.018499521851598956
Position 7850: 0.015490380837310979
Position 43232: 0.013347149270938146
Position 11477: 0.012900439357113495
Position 3208: 0.007989616785098127
Position 9433: 0.007263685126377112
Position 596: 0.002586357259894388
Position 253: 0.0019315952246655014
Position 450: 0.0011069431714750232
Position 664: 0.00012746874600906617
Position 66: 5.720754001701549e-05
Position 408: 5.544684703773926e-05
Position 261: 4.931055418411578e-05
Position 614: 1.902370019920423e-05
Position 1071: 1.791106017676488e-05
Position 853: 1.2677027142645327e-05
Position 325: 1.0585923825831138e-05
Position 285: 1.0248157468832694e-05
Position 10961: 7.652300830846876e-08
Position 2933: 5.991975532923936e-08
Position 9362: 4.305003793556678e-08
Position 8855: 2.2910280545106883e-08
Position 2798: 2.1641842676942424e-08
Position 11562: 1.642622004450197e-08
Position 4781: 1.4477114293529268e-08
Position 5153: 1.3115331325788095e-08
Position 3082: 1.252339409190339e-08
Position 8818: 1.2184478125033124e-08
Position 12136: 9.155193092257244e-09
Position 4864: 4.51316795987029e-09
Position 2974: 3.953709341737226e-09
Position 2657: 3.490264194776215e-09
Position 2649: 3.034196479581423e-09
Position 5666: 2.6673094889326785e-09
Position 10056: 2.207237936534493e-09
Position 11301: 1.943155115849405e-09
Position 3287: 1.8077565018916023e-09
Position 4642: 1.5787862935402442e-09
Position 9236: 1.5146593008739788e-09
Position 10090: 1.2717258862975026e-09
Position 4961: 1.0547736222275096e-09
Position 3013: 1.0091989801603026e-09
Position 9416: 9.491585360527764e-10
Position 4538: 4.79397123086557e-10
Position 4869: 4.2410954266649494e-10
Position 4885: 4.010024164711318e-10
Position 2277: 3.7589994090173286e-10
Position 2955: 2.343194622337953e-10
Position 3360: 2.2788705806905968e-10
Position 5776: 1.7434158202475334e-10
Position 2409: 1.6344334542871997e-10
Position 4231: 1.4253137735839444e-10
Position 5399: 1.295745030071446e-10
Position 5141: 1.0360498764879371e-10
Position 1375: 9.479033673858572e-11
Position 4184: 9.122425049207109e-11
Position 5529: 8.94640105251217e-11
Position 4546: 8.820067529666782e-11
Position 5630: 7.971666803814172e-11
Position 5034: 7.460855208223028e-11
Position 3224: 6.730252264239127e-11
Position 10995: 5.544751521866237e-11
Position 2357: 2.2035118914945747e-11
Position 396: 1.3635180529119964e-12
Position 3772: 1.1451053553637542e-12
Position 4331: 1.1449048702242401e-12
Position 1570: 1.1125944524399808e-12
Position 1776: 1.0718257428709587e-12
Position 337: 9.422533381137097e-13
Position 743: 8.436664544838161e-13
Position 848: 6.123126594917765e-13
Position 538: 5.704681160764754e-13
Position 51: 3.923659796816624e-13
Position 796: 3.901566562449287e-13
Position 402: 3.256832479600481e-13
Position 37: 3.2333050185143143e-13
Position 772: 1.9957212278403003e-13
Position 839: 1.851164757063525e-13
Position 200: 1.802794521948101e-13
Position 146: 1.1595855425436292e-13
Position 213: 9.589219467589671e-14
Position 237: 5.901312173019403e-14
Position 11: 5.244561766106872e-14
Position 343: 5.143168850110813e-14
Position 856: 3.7353741659949846e-14
Position 1261: 2.892986468812432e-14
Position 29: 2.2777386337690845e-14
Position 1337: 1.8963821074153646e-14
Position 696: 1.3127117057901213e-14
Position 1352: 9.496037446916113e-15
Position 330: 8.068592097348301e-15
Position 1142: 4.174168600904695e-15
Position 103: 8.002926389518596e-16
Position 88: 6.514208770447775e-16
Position 141: 1.0818091914773811e-16
Position 327: 6.448048881826824e-17
Position 183: 2.9598136687941475e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 26363: 0.9999902414841626
Position 29624: 0.999667535534213
Position 36221: 0.7225205910181786
Position 17286: 0.33529219130959803
Position 15871: 0.27797340314139524
Position 36288: 0.2438348178730769
Position 23935: 0.20985429694129137
Position 41718: 0.17414882226857137
Position 29030: 0.17024582852860456
Position 43067: 0.16470116743064506
Position 42865: 0.0816602901104784
Position 40780: 0.0683710613270291
Position 12000: 0.06689122836644792
Position 11906: 0.05975252275770909
Position 43333: 0.045410509636229376
Position 43617: 0.04519996493082462
Position 36927: 0.03838920235147955
Position 41332: 0.03527704051225701
Position 42732: 0.03292034158353883
Position 9279: 0.032763940484117265
Position 36052: 0.031389228603231394
Position 36514: 0.030285246426817486
Position 40875: 0.030119667559608362
Position 45799: 0.030090267762699137
Position 36848: 0.02939974054167294
Position 41894: 0.025002186595177278
Position 38068: 0.022916643642251964
Position 15766: 0.022050101383669068
Position 42171: 0.02088899624270019
Position 41257: 0.018611930375786616
Position 40480: 0.017859040120468204
Position 36423: 0.01607452102634909
Position 7058: 0.015959494311099946
Position 5974: 0.015916032056760784
Position 42082: 0.014137994304068292
Position 44150: 0.013116773234629491
Position 11417: 0.01290102984373961
Position 41686: 0.01191072235655377
Position 40711: 0.010839150916449143
Position 37866: 0.010644754404425728
Position 40630: 0.00996285055016212
Position 2932: 0.009210220769788826
Position 2836: 0.008718988066560856
Position 6161: 0.008496948638821665
Position 4981: 0.007899722568269358
Position 39999: 0.0076787884010174005
Position 7706: 0.007664368684676523
Position 44286: 0.007232273549576568
Position 4950: 0.0066441852567702105
Position 39915: 0.005954658175580111
Position 7776: 0.005900500714145548
Position 42203: 0.00584919505133215
