Gene = NDC1
index = 921
Annotated 5SS: [  656  3361  6371 10862 13063 19890 29166 31205 32436 34933 38168 41962
 42172 45632 49728 51703 66532]
Annotated 3SS: [ 3239  6268 10686 12923 19780 29113 31068 32342 34850 38011 41715 42055
 45580 49663 51601 66370 70826]
SMsplice 5SS: [  656  3361  6371 10862 13063 31205 32436 34933 38168 42172 45632 49799
 51703 66299 66532]
SMsplice 3SS: [ 3239  6268 10686 12923 31068 32342 34850 38011 42055 45580 49663 51601
 66208 66370 70826]
top_k =  1000
Partition function (log Z): -30.150964834770495

Sorted 5' Splice Sites (High to Low Probability):
Position 13063: 0.9242279978412735
Position 6371: 0.894074889234808
Position 3361: 0.8233260477940197
Position 10862: 0.7263506533707325
Position 656: 0.42995874381771454
Position 19890: 0.4236684714103794
Position 4426: 0.3379746266222873
Position 13812: 0.24078227123227983
Position 947: 0.22714502595797986
Position 49: 0.135981815516513
Position 11919: 0.12863946294965803
Position 15765: 0.1079157043862799
Position 11233: 0.08812487296517443
Position 954: 0.08110974853952367
Position 18365: 0.06853498531351702
Position 4013: 0.06488637269491686
Position 15769: 0.0648801636515843
Position 1264: 0.06130694119922314
Position 16144: 0.055849475623520044
Position 9468: 0.04733254683820665
Position 5304: 0.04565788876520125
Position 13106: 0.04386397350132164
Position 5975: 0.04132352278942559
Position 13998: 0.03403196347041596
Position 942: 0.03288705887689908
Position 9339: 0.031892436032514467
Position 3092: 0.03138752527852711
Position 634: 0.030343981699196623
Position 61: 0.02392552597210433
Position 10852: 0.023048953520406593
Position 4464: 0.0184433521579
Position 844: 0.012491188222976847
Position 11262: 0.01013257164923251
Position 11164: 0.009874302832786539
Position 3365: 0.0095113300610793
Position 1506: 0.008763608190784786
Position 17906: 0.008585377071200748
Position 11794: 0.008074267971611425
Position 12445: 0.007290606143784704
Position 19992: 0.006170098409655446
Position 1058: 0.0058756922422491704
Position 11192: 0.005584352237326539
Position 16104: 0.005541031660028464
Position 10785: 0.004716770053659949
Position 6791: 0.004635405623752032
Position 10972: 0.004541300751919433
Position 4196: 0.004485760623265623
Position 10796: 0.0041909826669929585
Position 12604: 0.003980923611876725
Position 919: 0.0038002699485558448
Position 611: 0.0036525607092293497
Position 958: 0.003616570331239939
Position 1085: 0.0026376299946113953
Position 569: 0.002077913855882301
Position 19456: 0.0020770869189300403
Position 5476: 0.0020431879319379575
Position 2895: 0.0019908454626677095
Position 1691: 0.0019492086155035871
Position 11885: 0.0018018275628881313
Position 4015: 0.0017874755752929198
Position 457: 0.0017076622337221274
Position 3017: 0.0016723736109852975
Position 2640: 0.0016224060669935922
Position 1550: 0.0015431565637433343
Position 5002: 0.001515623861140476
Position 2039: 0.0015125114596315212
Position 367: 0.001422085619404708
Position 4265: 0.0013848713220109834
Position 13320: 0.0013826138554596597
Position 1712: 0.0012887886031518606
Position 2855: 0.0011311289227794368
Position 692: 0.001075477406101004
Position 4459: 0.0009690140769515281
Position 398: 0.0009363162025441975
Position 7444: 0.0009105505853132009
Position 3711: 0.0009004898243044769
Position 1260: 0.0008899901293431729
Position 660: 0.0008873564235062493
Position 876: 0.0008054452866083781
Position 422: 0.0007702066692948906
Position 4450: 0.0006649069238106554
Position 2574: 0.0006630683803326227
Position 1804: 0.0006581000042021803
Position 723: 0.0006348208015486899
Position 1842: 0.000606041911802628
Position 5259: 0.0005809341131270396
Position 2849: 0.000575339175677832
Position 832: 0.0005359729114678529
Position 213: 0.00036641810309029094
Position 353: 0.0003568688022191991
Position 15790: 0.00035367709100647725
Position 1047: 0.00027687455473380217
Position 400: 0.00027052410007342363
Position 1989: 0.00025861651851967374
Position 1071: 0.0002522441898519306
Position 1812: 0.00022937360668773586
Position 3707: 0.00022420879329566298
Position 10915: 0.00022101620711527763
Position 2683: 0.00021435223893174942
Position 1203: 0.00020657303334548215
Position 511: 0.00020099023212031235
Position 1080: 0.00019270175571169877
Position 1766: 0.00019261282117402084
Position 2206: 0.00013186814462855405
Position 774: 0.00011961625703208323
Position 3145: 0.00011853341277014592
Position 1808: 0.00010440840882081236
Position 387: 8.967838326509824e-05
Position 10823: 7.830420295297161e-05
Position 748: 7.375375879126449e-05
Position 5036: 7.32131204599513e-05
Position 562: 6.896889220971076e-05
Position 36: 6.300030094207357e-05
Position 3096: 6.208084170154898e-05
Position 2887: 5.312797191770534e-05
Position 819: 5.1864577153212954e-05
Position 2635: 4.2714711559767154e-05
Position 5369: 2.6146273155131818e-05
Position 3275: 1.0468402523522388e-05
Position 6328: 7.95292097837018e-06
Position 4688: 3.4019406739461845e-06
Position 3388: 3.3773301638323468e-06
Position 412: 3.308480338328774e-06
Position 6920: 3.0058520878439314e-06
Position 348: 2.9113494333104596e-06
Position 6598: 1.9239596378826936e-06
Position 376: 1.8465518946341026e-06
Position 431: 1.8145986371942507e-06
Position 836: 1.5391113428665334e-06
Position 1035: 1.385528965170211e-06
Position 1053: 1.3744243808410227e-06
Position 6479: 1.245393113943103e-06
Position 544: 1.1871127736533158e-06
Position 490: 7.175690745731822e-07
Position 7093: 6.682436153593438e-07
Position 129: 6.293851474312111e-07
Position 284: 6.181091105360993e-07
Position 6732: 4.2604890003197164e-07
Position 11: 4.0704420681276923e-07
Position 230: 3.495020083633898e-07
Position 6690: 2.6857042813970394e-07
Position 6778: 1.2786198380529405e-07
Position 6729: 1.156004091358856e-07
Position 6800: 9.620361597419488e-08
Position 6757: 9.161845817540462e-08
Position 135: 7.539476046922525e-08
Position 5254: 6.085248209463396e-08
Position 4871: 5.9565308106913144e-08
Position 116: 5.775940840544305e-08
Position 809: 2.5245296759381174e-08
Position 882: 1.0135779124698354e-08
Position 272: 1.6742356852915085e-09
Position 2289: 5.633766879550495e-10
Position 649: 2.495516894509491e-10
Position 674: 1.030756169121761e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12923: 0.9678436715481672
Position 3239: 0.8219117360490048
Position 6268: 0.801589634098124
Position 19780: 0.5114145091173695
Position 10686: 0.3864080829790427
Position 10711: 0.36944200122954773
Position 4315: 0.2766625724222061
Position 13694: 0.2527747261855985
Position 24008: 0.18640583967630703
Position 15611: 0.14418151984594155
Position 11741: 0.13093202905642992
Position 28007: 0.10841382519087822
Position 11024: 0.09933817101345345
Position 6207: 0.08184178380560513
Position 26585: 0.0809188156441435
Position 4350: 0.07489867878485477
Position 18240: 0.06856202092221789
Position 25681: 0.06518906014717024
Position 26013: 0.0609003648705196
Position 25731: 0.06056058760749718
Position 15976: 0.04753644720356551
Position 9277: 0.04593315818661068
Position 25988: 0.044551207736967254
Position 19985: 0.04292006344278508
Position 5122: 0.037457370243635636
Position 5875: 0.037322070937770124
Position 18198: 0.037170566877837846
Position 15855: 0.03070450007373899
Position 1129: 0.028943697682141223
Position 3861: 0.024767832044521158
Position 17798: 0.02253439506896028
Position 15579: 0.022280206337335497
Position 18500: 0.021988512248816906
Position 13690: 0.02134872124855987
Position 13319: 0.021102496618627276
Position 18612: 0.0205795756511484
Position 9327: 0.016302474614467273
Position 10958: 0.015086117078588418
Position 23262: 0.014438378636475655
Position 579: 0.011823099118527261
Position 13879: 0.011326053234539843
Position 2983: 0.011107979041883903
Position 807: 0.010538161984305969
Position 13159: 0.009816133089518978
Position 22545: 0.009579223594192176
Position 2937: 0.009152793420679602
Position 3679: 0.009083760573815604
Position 3785: 0.008771103407535591
Position 3805: 0.008608270415217396
Position 3645: 0.008077948088882406
Position 19690: 0.007951963559132484
Position 9197: 0.0078042457036812205
Position 14653: 0.0071007190599614465
Position 2770: 0.007035408379412201
Position 265: 0.006970097526941264
Position 15892: 0.006822742558426358
Position 11695: 0.006496240392947531
Position 6325: 0.006315577101609839
Position 15629: 0.005928122535408664
Position 16917: 0.005807525422687938
Position 4143: 0.005558112243665048
Position 1317: 0.005134471103681495
Position 9372: 0.0050000862817541555
Position 3916: 0.004968106859479503
Position 10652: 0.004902169218783445
Position 17426: 0.00477420308596354
Position 21130: 0.004712154333178302
Position 16553: 0.004693108909235029
Position 15465: 0.004597001626818739
Position 5856: 0.004538944052334012
Position 1084: 0.004524392393309024
Position 5152: 0.0042559157102197535
Position 13932: 0.0041786082856537
Position 14633: 0.004129731586766517
Position 3279: 0.0035122480510464582
Position 633: 0.00348891268631753
Position 2798: 0.0034669071842098756
Position 12158: 0.0033862202178851194
Position 16094: 0.003310300852897999
Position 3306: 0.0032794213870600093
Position 6557: 0.003052911762651338
Position 12309: 0.0029713158702799588
Position 9166: 0.002947027103039003
Position 13853: 0.0027586310418120136
Position 759: 0.0025875841139152526
Position 1366: 0.002560980811622194
Position 19388: 0.0024696826764329387
Position 14060: 0.002424644589723367
Position 13062: 0.0024048218086999817
Position 3057: 0.002345885557742317
Position 20136: 0.002228846072724991
Position 13714: 0.0022068241845905976
Position 5294: 0.0021915944501766007
Position 4188: 0.002102245732472554
Position 12480: 0.0020917122592393486
Position 2773: 0.0019293661120495245
Position 12422: 0.0018892113526373768
Position 18918: 0.0018807771510467664
Position 11803: 0.001874382572606817
Position 11051: 0.0018693776032607616
Position 3325: 0.0018653924843268271
Position 5234: 0.0017853989988746099
Position 3919: 0.0017532565295156524
Position 3878: 0.001703255359571545
Position 6693: 0.0016384985529483127
Position 3322: 0.0016178934861944812
Position 6290: 0.0015593198566443357
Position 2479: 0.001550492607935086
Position 13179: 0.0015245389396300066
Position 3945: 0.001472856222198254
Position 5248: 0.0014682124258612566
Position 1144: 0.0014147660667741277
Position 14195: 0.0014015106898805838
Position 16528: 0.0013707939708123048
Position 16797: 0.0013098501141639118
Position 7064: 0.0013069848795248772
Position 19915: 0.001285385372503878
Position 4770: 0.0012792012964961193
Position 6190: 0.0012378083837720003
Position 14792: 0.0011683096035282113
Position 19158: 0.0011278860017559286
Position 20100: 0.001104347732533732
Position 21795: 0.001061019606488502
Position 12342: 0.0010494081013162986
Position 9135: 0.0010404200494652702
Position 17422: 0.0010080216800595575
Position 21427: 0.0008860595024884528
Position 4449: 0.0008409465561768094
Position 5354: 0.0007749420363191693
Position 10887: 0.000764108167624183
Position 1603: 0.0007459709414546263
Position 1217: 0.0006826357660109461
Position 1690: 0.0006653994190078013
Position 4058: 0.0006199164035251696
Position 1088: 0.0006101236265383531
Position 15091: 0.0006045592730217084
Position 1804: 0.0005855989971053689
Position 15314: 0.0005494899646276795
Position 13206: 0.0005490104479406184
Position 3089: 0.0005112267121277836
Position 17264: 0.0005096498435148071
Position 6126: 0.0005063600349041701
Position 1721: 0.0004960090048009137
Position 1666: 0.00048342531432374114
Position 13432: 0.00045838675571928904
Position 14629: 0.0004476637333717314
Position 17444: 0.00041311597179878216
Position 991: 0.0003985340255016254
Position 5911: 0.0003931679304799543
Position 4251: 0.00038067258829491905
Position 17180: 0.0003778112884828652
Position 915: 0.00037751634566351435
Position 7195: 0.0003728405476412505
Position 3350: 0.0003725330663573897
Position 1959: 0.00034717239336981185
Position 1291: 0.0003396306092898543
Position 2505: 0.00032195503923632926
Position 15444: 0.00032025318442237467
Position 2918: 0.0003200982575028874
Position 3017: 0.00031705094645460266
Position 4687: 0.0003153135892423128
Position 14158: 0.00031510439984888466
Position 4360: 0.00030940274483922016
Position 1623: 0.0003084605270789804
Position 13346: 0.0003043186963294857
Position 2881: 0.00029579473092278594
Position 3787: 0.0002766545255986822
Position 2558: 0.00027010492702701067
Position 13283: 0.0002660902525138688
Position 13414: 0.0002654819848827719
Position 4233: 0.0002565589780401397
Position 847: 0.000253243685407627
Position 4322: 0.00024739964788654626
Position 4281: 0.00023098000964277168
Position 1451: 0.00023044265990519277
Position 2672: 0.00022880790575054123
Position 5382: 0.00021901212126984482
Position 14689: 0.00021773464881938147
Position 1165: 0.00021107565286399992
Position 1866: 0.0001997183207972219
Position 9064: 0.0001975709317034735
Position 13946: 0.0001898030229962486
Position 1454: 0.00018384327971902875
Position 15284: 0.0001698309320349297
Position 2485: 0.00016086235823749938
Position 5197: 0.00015797401369608473
Position 868: 0.00013262954168448415
Position 10529: 0.0001283927285315952
Position 819: 0.00012804840230586063
Position 484: 0.0001267578951430771
Position 1172: 0.0001267133097282507
Position 6150: 0.0001161147435071403
Position 4368: 0.00010262783280122018
Position 342: 0.00010151312349019869
Position 1533: 9.823735154686116e-05
Position 14247: 9.746016785470174e-05
Position 1203: 9.507029437102609e-05
Position 2823: 9.111135059625169e-05
Position 826: 8.704476398754304e-05
Position 2413: 8.411713510965775e-05
Position 13343: 8.341622815616234e-05
Position 2531: 8.143252418263251e-05
Position 488: 8.116584885078992e-05
Position 360: 8.077987672103626e-05
Position 2417: 7.35761884188068e-05
Position 994: 6.923424140385368e-05
Position 1113: 5.489636121596435e-05
Position 872: 5.3831880096458425e-05
Position 13891: 5.3239321947524734e-05
Position 15490: 5.0438315993293266e-05
Position 500: 4.8437479387397695e-05
Position 584: 4.043209328566333e-05
Position 6597: 3.6728037239613064e-05
Position 957: 3.478531191601336e-05
Position 3111: 3.430226467635038e-05
Position 2076: 3.2282327026273e-05
Position 690: 3.099352436524948e-05
Position 3546: 2.875059962004936e-05
Position 3114: 2.836417205633949e-05
Position 1297: 2.472100225280816e-05
Position 167: 2.4490905009588183e-05
Position 153: 2.372565039714123e-05
Position 12674: 2.326053257081935e-05
Position 3253: 2.072830995059726e-05
Position 832: 2.0117352990521962e-05
Position 1979: 1.9052469025165677e-05
Position 1878: 1.878257182588596e-05
Position 412: 1.6157771451987603e-05
Position 1652: 1.332016580569806e-05
Position 3811: 1.2952458197963387e-05
Position 7568: 1.2086625268170711e-05
Position 188: 1.1917172850649587e-05
Position 615: 1.1675933653162011e-05
Position 8025: 1.084110784944217e-05
Position 382: 1.0052482081770783e-05
Position 13750: 9.5799446839171e-06
Position 8712: 8.927392458595515e-06
Position 7662: 7.115151144952314e-06
Position 7638: 5.8641053076762366e-06
Position 11086: 1.3651075149388287e-06
Position 13620: 1.3450872903367391e-06
Position 6771: 8.167114724922223e-07
Position 4568: 8.152134978794527e-07
Position 6082: 4.994268855096247e-07
Position 6014: 3.325851050818981e-07
Position 206: 3.1613068692086416e-07
Position 284: 2.820225480306534e-07
Position 742: 2.0713747045561256e-07
Position 6039: 1.998571172455255e-07
Position 298: 1.9953646482238483e-07
Position 1480: 1.670802651478274e-07
Position 6650: 1.6005206254356992e-07
Position 236: 1.3636004046245442e-07
Position 880: 1.3172006268206894e-07
Position 178: 1.2671980028583434e-07
Position 436: 1.1294616147802613e-07
Position 362: 1.0899358772678001e-07
Position 1324: 8.214127335445037e-08
Position 6533: 8.200769268413011e-08
Position 850: 8.068322621711286e-08
Position 509: 7.675207237631468e-08
Position 450: 6.969701723821105e-08
Position 1038: 6.521457646002751e-08
Position 6566: 5.1838748078891985e-08
Position 940: 5.0838692330630567e-08
Position 954: 4.855252996618504e-08
Position 116: 4.662570165427195e-08
Position 506: 3.41137212626706e-08
Position 230: 2.9638375054625238e-08
Position 862: 2.7624062070699914e-08
Position 1635: 2.3515070103013968e-08
Position 427: 1.9659751643096036e-08
Position 929: 1.8781614687241815e-08
Position 291: 1.744211489074238e-08
Position 192: 1.5294576873604205e-08
Position 1388: 1.4174409300917325e-08
Position 4399: 1.3742937172835922e-08
Position 1187: 1.2673954758801044e-08
Position 1374: 1.2673399270465025e-08
Position 1058: 1.2445109111864796e-08
Position 1065: 1.1180767019459905e-08
Position 782: 9.84725986797214e-09
Position 277: 8.46188396972233e-09
Position 1456: 7.532764650122643e-09
Position 1035: 6.09485223435029e-09
Position 1062: 5.576325596312699e-09
Position 442: 5.177421634576192e-09
Position 710: 4.546936718189354e-09
Position 1432: 4.437782648756219e-09
Position 1506: 4.224081868925586e-09
Position 768: 4.169678068081196e-09
Position 919: 3.9071789823370675e-09
Position 496: 2.2259379649382235e-09
Position 376: 1.2710479446571906e-09
Position 852: 5.496698415641784e-10
Position 766: 4.097355494134535e-10
Position 463: 9.507165929853104e-11
Position 108: 1.7505165067967849e-12
Position 96: 1.7931739798420661e-13
