Gene = AGMO
index = 38
Annotated 5SS: [   296   1875  17244 131011 143458 167903 171176 171345 174610 176570
 195876 196502]
Annotated 3SS: [  1743  17091 130906 143361 167835 171109 171264 174474 176452 195792
 196395 360655]
SMsplice 5SS: [   350   1875   2375  17244  45221  53682  53956  55364  63199  93286
 107115 123491 131011 143458 162399 167903 171345 174572 176570 195939
 196502 298170 344975 358987]
SMsplice 3SS: [  1743   2189  17091  45163  53542  53858  55180  63131  93151 106991
 123324 130906 143361 162325 167835 171228 174474 176452 195792 196395
 297960 344859 358746 360655]
top_k =  1000
Partition function (log Z): -152.22895621531504

Sorted 5' Splice Sites (High to Low Probability):
Position 1875: 0.9924509739546843
Position 17244: 0.9779562654926125
Position 2375: 0.8168533965208317
Position 13725: 0.7070337863804503
Position 350: 0.49245223055282794
Position 296: 0.4553591369727252
Position 14452: 0.3915636156530937
Position 14368: 0.24727596556777115
Position 13925: 0.14319793636995
Position 14825: 0.1431364949044109
Position 19761: 0.1313342815955018
Position 9776: 0.12387161896230522
Position 3002: 0.12383364111339763
Position 1320: 0.051985738096098945
Position 13757: 0.05183086507279344
Position 5516: 0.049676340932833574
Position 6622: 0.04262303567493434
Position 7801: 0.037357219882862294
Position 7057: 0.036143196155158194
Position 3163: 0.03140260468601013
Position 7689: 0.02180683626701023
Position 11876: 0.019482840140658264
Position 2370: 0.018058421500933904
Position 275: 0.016901841888600815
Position 740: 0.01198320722001148
Position 18453: 0.008417188051189902
Position 355: 0.004108690984910566
Position 21594: 0.003404250926012286
Position 3908: 0.0031668548552145834
Position 4680: 0.0025332545849605925
Position 6418: 0.002335299088128497
Position 2976: 0.0022264705875371846
Position 620: 0.002122745452329585
Position 1924: 0.0017038863065868006
Position 4588: 0.00161271937255051
Position 896: 0.001480344539428737
Position 4910: 0.001035260644660263
Position 1559: 0.0010316291335782824
Position 1376: 0.0008817322415070756
Position 4324: 0.0008476537024981268
Position 572: 0.0007990334075761381
Position 1023: 0.0007734371756701085
Position 3840: 0.0007334796794580993
Position 3527: 0.0006913707366573157
Position 797: 0.0006243386441511166
Position 6500: 0.0004961203624992863
Position 494: 0.00035433286465965405
Position 1817: 0.0003536121208757726
Position 1887: 0.00034373423574366043
Position 4698: 0.0003090777750505037
Position 4147: 0.00028790451401491387
Position 287: 0.00025579857505890973
Position 203: 0.00024948629854092217
Position 6494: 0.00024490217644836
Position 3209: 0.00024107434229302092
Position 2757: 0.00019848701130115723
Position 823: 0.00019656088074923461
Position 578: 0.00014410840016521848
Position 974: 0.0001432140951840992
Position 698: 0.00013683044836349664
Position 969: 0.00012668968925995738
Position 777: 0.00010743169648747357
Position 1879: 9.02455520818506e-05
Position 1014: 8.675018380624191e-05
Position 760: 7.533037022997503e-05
Position 5605: 6.908465534698986e-05
Position 4377: 6.173905849765411e-05
Position 1839: 6.110994122963568e-05
Position 25: 5.8671209994143766e-05
Position 1436: 5.666685119318718e-05
Position 878: 5.4165891285295867e-05
Position 2755: 4.73305994317106e-05
Position 1241: 4.427388855684331e-05
Position 629: 4.271780635451439e-05
Position 1601: 3.813630804930169e-05
Position 1395: 3.6071030223363946e-05
Position 1687: 3.520163411595749e-05
Position 20: 3.1209888044748684e-05
Position 918: 3.017947225426465e-05
Position 2236: 2.8098409197653454e-05
Position 2886: 2.3074125781276653e-05
Position 3862: 2.2040763614629424e-05
Position 3024: 2.0976320641240203e-05
Position 4825: 2.0700835486212988e-05
Position 703: 1.992927832715821e-05
Position 542: 1.8378874326004713e-05
Position 246: 1.8262620851942277e-05
Position 843: 1.6270421285144687e-05
Position 223: 1.5222779481432751e-05
Position 1594: 1.2032750641411175e-05
Position 2559: 1.0840350325853562e-05
Position 549: 9.07765856903761e-06
Position 1184: 8.950512521349028e-06
Position 1853: 8.23631409031801e-06
Position 446: 7.90625135193365e-06
Position 370: 5.933951176237464e-06
Position 2808: 5.371035710308505e-06
Position 103: 5.365547627733434e-06
Position 1860: 5.149086854451079e-06
Position 47: 4.552585510547781e-06
Position 27: 4.5069144032617245e-06
Position 197: 4.440482687718652e-06
Position 1380: 4.4323492240345926e-06
Position 1962: 2.97481161976084e-06
Position 1855: 2.398751087003494e-06
Position 2216: 1.9145285824323097e-06
Position 2110: 1.8141180422414342e-06
Position 1994: 1.4953299149863298e-06
Position 1349: 1.4345060123266932e-06
Position 2132: 1.3511678801871395e-06
Position 1786: 1.345617898732305e-06
Position 36: 3.4667970353231474e-07
Position 3306: 2.9042256199556303e-07
Position 3251: 2.568298837795737e-07
Position 3113: 2.1673356606811013e-07
Position 3263: 7.961960074918811e-08
Position 75: 5.464871005331398e-08
Position 2797: 4.576061509570957e-08
Position 2826: 4.348986058960758e-08
Position 606: 3.559527119241457e-08
Position 56: 1.7922027474623178e-08
Position 2656: 1.098870323993767e-08
Position 5583: 7.205296462789169e-09
Position 4235: 4.4814380157594115e-09
Position 2214: 1.811589159068534e-09
Position 375: 1.700464020272242e-09
Position 422: 1.6892064368119517e-09
Position 3150: 1.6322692985091618e-09
Position 3543: 1.084336085813152e-09
Position 435: 4.800351556846823e-10
Position 226: 4.1887091565296093e-10
Position 1070: 3.6729316427990114e-10
Position 514: 3.246066223033638e-10
Position 2368: 8.320472767829976e-11
Position 706: 2.147379416861845e-11
Position 2614: 3.769161519914584e-12
Position 2290: 5.334950082234691e-13
Position 94: 2.498167937383866e-13
Position 2089: 3.0444140702767156e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9276667830948444
Position 2189: 0.757561202031639
Position 13644: 0.7359855806304227
Position 17091: 0.5418945753323935
Position 17103: 0.4445249938851154
Position 14302: 0.3456503414342488
Position 29031: 0.3395081573882934
Position 14161: 0.2943472712952769
Position 14726: 0.14451649862830288
Position 19662: 0.13052900746626506
Position 9629: 0.12393783934183387
Position 24641: 0.10551076916163393
Position 2915: 0.0962027246236901
Position 20309: 0.08572166485846607
Position 13814: 0.08085126637364867
Position 17654: 0.08002376158471042
Position 20236: 0.061054677098396515
Position 1790: 0.051759829066196375
Position 13890: 0.04966134905688086
Position 24605: 0.04771949702753807
Position 6490: 0.041565722844491816
Position 21883: 0.03927005615948067
Position 2290: 0.03875250841585827
Position 5392: 0.037753726849264715
Position 7000: 0.03205810430785379
Position 7734: 0.031391649606617174
Position 7584: 0.027961661907512075
Position 26954: 0.02774301627727419
Position 26664: 0.026610056640250408
Position 13683: 0.025415941745786427
Position 2919: 0.023169067021273988
Position 3095: 0.022883193414151126
Position 21469: 0.0220574657374954
Position 23893: 0.02172020980238404
Position 2307: 0.018394836562424275
Position 18348: 0.01835508824994537
Position 11758: 0.01634707988022737
Position 19206: 0.01403654409343622
Position 13467: 0.012779025444782688
Position 5389: 0.010904869708997398
Position 22426: 0.010545897736701811
Position 24574: 0.010526382874869178
Position 701: 0.009800739893053854
Position 1156: 0.00849678683194345
Position 26231: 0.007586469767862665
Position 17802: 0.007531718153196667
Position 21560: 0.007278395670988077
Position 1637: 0.00692734653334882
Position 673: 0.006325448977102641
Position 23239: 0.006211490895073491
Position 17383: 0.006185523353451106
Position 23274: 0.005937892523115234
Position 2265: 0.0055393011074688185
Position 3062: 0.005156564166305444
Position 21436: 0.004818011237977163
Position 2131: 0.004675737014683245
Position 6878: 0.004611127447077154
Position 19380: 0.004527083536852283
