Gene = OGG1
index = 983
Annotated 5SS: [ 480 1249 2006 4942 6678 6873]
Annotated 3SS: [1000 1825 4759 6526 6822 7099]
SMsplice 5SS: [ 480 2006 4942 6678]
SMsplice 3SS: [1825 4759 6557 7099]
top_k =  1000
Partition function (log Z): 0.06422737955151803

Sorted 5' Splice Sites (High to Low Probability):
Position 4942: 0.9585515994581438
Position 2006: 0.9206595412623864
Position 480: 0.9189966421406116
Position 6678: 0.649198419814754
Position 854: 0.3886538845077283
Position 6873: 0.27484084492585004
Position 1249: 0.1968836012324525
Position 2196: 0.10347638131710668
Position 4553: 0.07970211512776115
Position 812: 0.07526583197225038
Position 1641: 0.0706571838112136
Position 188: 0.06317691017476543
Position 305: 0.054597370031146446
Position 2014: 0.052555264251732466
Position 215: 0.047875410045143674
Position 4271: 0.025190478047490524
Position 4645: 0.022966450903168265
Position 828: 0.01806288330101394
Position 741: 0.017105893157615522
Position 4816: 0.015349440563486257
Position 1679: 0.014400136391845566
Position 2010: 0.013590457309835272
Position 6687: 0.01235082731841957
Position 4957: 0.008942520187124667
Position 859: 0.006911361745716234
Position 613: 0.006896642160059692
Position 6951: 0.003376068720431928
Position 1414: 0.003307166702891647
Position 53: 0.003274196817965348
Position 589: 0.003252471106742016
Position 6720: 0.002905471413231286
Position 1702: 0.0028740318005440807
Position 4680: 0.002630671779674662
Position 1157: 0.002457140309291239
Position 551: 0.002247058628298644
Position 4355: 0.0020796621917968847
Position 2181: 0.0019702920750537234
Position 3271: 0.0014840253192633913
Position 4465: 0.0014251096230499538
Position 2894: 0.0012673944458221583
Position 2254: 0.0012507064989884628
Position 656: 0.0012052295790314325
Position 6277: 0.0010951629476085468
Position 5796: 0.0010074085825390675
Position 1742: 0.0009822116243978498
Position 4637: 0.0009009862864806894
Position 1050: 0.0008617646496354861
Position 2218: 0.0007872883719115388
Position 201: 0.0007453227498816453
Position 233: 0.0007100803087052664
Position 3003: 0.000708774187870509
Position 1230: 0.0006799000555281528
Position 927: 0.0006495005759989757
Position 814: 0.0005654280878332602
Position 1272: 0.0005340415469595325
Position 2259: 0.0004904289262546777
Position 5991: 0.0004640546016816047
Position 4570: 0.0004314221121918761
Position 2269: 0.00033877146746476424
Position 5448: 0.0002951317012345257
Position 1915: 0.00028889780978986454
Position 6000: 0.0002694353087842743
Position 6160: 0.0002661701351649879
Position 251: 0.00024319977773133792
Position 5950: 0.00023695267388207546
Position 2726: 0.0002352632182689751
Position 1001: 0.00023357945521236903
Position 670: 0.0002209400181011984
Position 1190: 0.00021460393757357648
Position 20: 0.0001913403940075893
Position 4236: 0.0001785532658098195
Position 328: 0.00017398200152802414
Position 2682: 0.00016922612177223698
Position 1149: 0.00015232658218111074
Position 257: 0.0001343703708816246
Position 4099: 0.0001293286559449131
Position 2618: 0.00010216208863686888
Position 2805: 0.00010207147078540082
Position 9: 9.327423818687675e-05
Position 642: 9.228357414912272e-05
Position 298: 8.992612591258741e-05
Position 951: 8.930567583174948e-05
Position 3917: 8.298584243508382e-05
Position 2135: 8.135614790220628e-05
Position 2926: 6.827479714859296e-05
Position 274: 6.259574534497792e-05
Position 2200: 5.8656806172351974e-05
Position 4215: 5.777421873288058e-05
Position 3127: 5.131975768829813e-05
Position 4504: 4.24483087546653e-05
Position 796: 4.203496446036227e-05
Position 1253: 4.067308253292269e-05
Position 12: 3.846630419020218e-05
Position 1383: 2.912667484052468e-05
Position 2245: 2.4099090486118975e-05
Position 3195: 2.294120306418644e-05
Position 231: 2.134572064282657e-05
Position 1760: 2.125810358331626e-05
Position 2501: 2.0351150469982386e-05
Position 254: 1.8016754956289228e-05
Position 907: 1.7258588275942763e-05
Position 408: 1.5971658693624347e-05
Position 848: 1.511368580768451e-05
Position 1204: 1.3323225744448909e-05
Position 1507: 1.0197230175392615e-05
Position 839: 1.0038955447667768e-05
Position 263: 9.285628350914882e-06
Position 638: 9.005638294000643e-06
Position 1094: 8.088922416325725e-06
Position 218: 8.053162513627088e-06
Position 722: 4.806537588737003e-06
Position 484: 3.8929089236815285e-06
Position 647: 3.734142638755675e-06
Position 454: 3.5146048837404053e-06
Position 1791: 3.195153960555237e-06
