Gene = PUSL1
index = 1101
Annotated 5SS: [ 154  406  707 1037 1285 2122 2505]
Annotated 3SS: [ 347  518  886 1113 2066 2341 2762]
SMsplice 5SS: [ 133  434  707 1037 1285 2122 2342]
SMsplice 3SS: [ 347  518  886 1138 2000 2220 2762]
top_k =  1000
Partition function (log Z): 9.393034604207259

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9867481950489381
Position 1285: 0.9681262558330954
Position 2122: 0.9473741766779744
Position 707: 0.8853506234941552
Position 434: 0.6225274225665821
Position 133: 0.6015997166401963
Position 2505: 0.5117055976308762
Position 2273: 0.3405344528066473
Position 154: 0.3371698335243124
Position 1724: 0.3180904189206981
Position 441: 0.30526440789606485
Position 2342: 0.2913353595995394
Position 2297: 0.2090116237386029
Position 1790: 0.11863911520483002
Position 1556: 0.06248891853821265
Position 406: 0.051645194267186376
Position 1664: 0.0365501468722885
Position 1580: 0.017987468183649196
Position 2402: 0.014878411307971177
Position 1370: 0.013940049529853686
Position 2051: 0.011592334875199891
Position 2833: 0.01079078713817621
Position 186: 0.009827412953395058
Position 2325: 0.009413502124518493
Position 660: 0.006970169668986985
Position 1630: 0.004765306334454719
Position 2482: 0.003919425529286735
Position 104: 0.003901831523170029
Position 2245: 0.0028362451869761527
Position 158: 0.0027521008165193846
Position 321: 0.00269673790544298
Position 864: 0.0023949950145523086
Position 137: 0.002164397663886479
Position 2491: 0.00201815641287192
Position 257: 0.0018911502077613184
Position 248: 0.0018220687650509606
Position 1202: 0.0014000340038843693
Position 999: 0.001099656605960311
Position 1565: 0.001088529394038336
Position 552: 0.0010290846429921907
Position 2864: 0.0009210994570405415
Position 2570: 0.0008226379525852975
Position 124: 0.0007387750450034225
Position 1232: 0.0005355748818841193
Position 81: 0.00041784925303423335
Position 801: 0.0003301433160096224
Position 1214: 0.00032491900042612713
Position 557: 0.0003218636349501031
Position 2607: 0.00028979468781646867
Position 985: 0.0002869393901335693
Position 419: 0.0002253617092756522
Position 1585: 0.0001707051981355792
Position 2221: 0.00015900969582474645
Position 2453: 0.0001393814728782999
Position 2301: 0.0001338372716546346
Position 2112: 0.00010890281438507967
Position 1041: 8.715347165518771e-05
Position 2703: 7.292023643492627e-05
Position 2538: 7.226629969936099e-05
Position 2858: 6.33887447161575e-05
Position 2763: 5.856341649061833e-05
Position 956: 5.200045265107739e-05
Position 475: 4.714144194212423e-05
Position 588: 3.855811989773432e-05
Position 1043: 3.7739488453415565e-05
Position 2076: 3.3831822910462525e-05
Position 1537: 3.029925339935247e-05
Position 2545: 2.4340889935426073e-05
Position 2751: 1.5333029689188723e-05
Position 2923: 1.5168110311812512e-05
Position 2153: 1.4542569533631886e-05
Position 2009: 1.4298003753683073e-05
Position 234: 1.3962235087952785e-05
Position 13: 7.206519992948772e-06
Position 1265: 6.605719598614725e-06
Position 1454: 5.647695553061081e-06
Position 388: 5.636108740322013e-06
Position 1322: 5.44466122372786e-06
Position 2794: 5.2992568792535155e-06
Position 1001: 5.268412021044844e-06
Position 1186: 4.808998488607332e-06
Position 738: 4.255421456322849e-06
Position 758: 2.4965786031463994e-06
Position 852: 2.358281849088391e-06
Position 621: 2.0204903243905013e-06
Position 796: 1.7949394595445027e-06
Position 1588: 1.5750933475139329e-06
Position 831: 1.3346814336928975e-06
Position 352: 1.3319381156895634e-06
Position 510: 1.1571495454182741e-06
Position 122: 9.323501153606561e-07
Position 1238: 6.914262690329067e-07
Position 361: 6.567459505975206e-07
Position 1327: 5.160306348965262e-07
Position 1738: 3.941547681811465e-07
Position 2366: 2.5995236623075147e-07
Position 2318: 1.7082616974478215e-07
Position 1127: 1.644216921973198e-07
Position 543: 1.1208163124547955e-07
Position 976: 7.569734262493503e-08
Position 382: 6.154702874910418e-08
Position 1095: 4.660484698645124e-08
Position 1500: 3.519794965089701e-08
Position 1306: 1.3473377833889589e-08
Position 1104: 1.3296553879491513e-08
Position 941: 7.959297870699197e-09
Position 888: 1.6971736745815709e-09
Position 466: 1.5406625377278216e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.9571656558860205
Position 2220: 0.9385307939976971
Position 518: 0.8512852095779111
Position 1138: 0.7658944607668805
Position 886: 0.7150704289396315
Position 2000: 0.5853894666871995
Position 2762: 0.5709072324547515
Position 2401: 0.38889300166291474
Position 2785: 0.2885782924321683
Position 936: 0.26536823905065643
Position 1604: 0.23299267389987416
Position 1468: 0.20329690693609032
Position 1113: 0.18261508190136239
Position 2040: 0.15667887283541138
Position 1890: 0.15238272508919218
Position 1629: 0.09091766463758721
Position 2734: 0.07317494202854524
Position 2973: 0.038085963983825875
Position 2066: 0.035841333009925126
Position 2341: 0.031579379902460236
Position 1247: 0.015545645038734644
Position 571: 0.013189403391016324
Position 2482: 0.013118008680455352
Position 1142: 0.013103805968484731
Position 2050: 0.010569712335000715
Position 2946: 0.009266927695434352
Position 2324: 0.007659398078814822
Position 2272: 0.007316290214729429
Position 659: 0.007254034875304042
Position 1702: 0.006242449231611702
Position 1715: 0.00581788399536088
Position 1918: 0.0057473759282164446
Position 913: 0.004805567445222254
Position 2407: 0.0046308169144108615
Position 1616: 0.004500249680778911
Position 1357: 0.004421765574595752
Position 521: 0.004374188900733961
Position 2149: 0.003960228413568096
Position 1444: 0.0036809685359542716
Position 2923: 0.0035523862208697425
Position 2012: 0.0035071007980182105
Position 556: 0.0029293261150493484
Position 1869: 0.0029292653905925855
Position 2744: 0.002641577712181674
Position 1364: 0.0025403829403122923
Position 1973: 0.002307097483003654
Position 1176: 0.002077807834589153
Position 906: 0.0020340379147055546
Position 2901: 0.0018948162735377676
Position 626: 0.0017923320331265126
Position 2446: 0.0017533316887728303
Position 2184: 0.0017420240675473618
Position 1403: 0.0016297873876864586
Position 1571: 0.0014509073042630874
Position 548: 0.001390607568379114
Position 1186: 0.0013174475507878288
Position 1647: 0.0012654434072941457
Position 2426: 0.0012202774777264904
Position 3087: 0.0012088775161559029
Position 1757: 0.0011532826409618674
Position 2456: 0.0011086897456201149
Position 2794: 0.0010268620828059452
Position 3068: 0.000985047504647049
Position 2486: 0.0009638747694168011
Position 2627: 0.0009428507543694269
Position 1533: 0.0008581899483235681
Position 2545: 0.0008515616284531026
Position 1720: 0.0007389597050769803
Position 2009: 0.000737312433673664
Position 770: 0.0006744913361864172
Position 1197: 0.0006524027930497377
Position 1035: 0.0006323783593649296
Position 2926: 0.0005399421639530968
Position 1544: 0.0005182032464026902
Position 1789: 0.00048146228840930517
Position 2462: 0.00047096515944592467
Position 1150: 0.0004547573611814553
Position 706: 0.0004248653090897128
Position 2070: 0.00042041254556590365
Position 1676: 0.0003857050409276034
Position 1947: 0.0003644649476650016
Position 1825: 0.00032574702590912704
Position 636: 0.0003217742285796655
Position 1769: 0.00030828061244817705
Position 1451: 0.0002580223518994077
Position 1555: 0.0002528985217832241
Position 1781: 0.0002169625137499074
Position 286: 0.00018464359809069512
Position 1696: 0.00018425906066630023
Position 868: 0.00017633443990817393
Position 1636: 0.00017189363178331986
Position 2228: 0.0001586435375038701
Position 2635: 0.00015828132926864195
Position 1414: 0.00015476963822922419
Position 1921: 0.00013889979982498554
Position 813: 0.00013028501797064795
Position 271: 0.00012284110481515642
Position 305: 0.0001221692582187949
Position 1951: 0.00011799326050673393
Position 2117: 0.00011798426711050303
Position 393: 0.00011459375555063728
Position 1845: 0.0001062900070052046
Position 1369: 0.00010401374066733445
Position 2700: 9.986511166643224e-05
Position 1723: 9.804704083439461e-05
Position 2440: 9.682697025966844e-05
Position 1487: 9.505533307044307e-05
Position 1339: 9.281249154269948e-05
Position 3044: 8.504670093861944e-05
Position 601: 8.043224918239053e-05
