Gene = DNALI1
index = 458
Annotated 5SS: [ 157  830 2578 4817 5327]
Annotated 3SS: [ 683 2407 4637 5161 8106]
SMsplice 5SS: [ 157  830 2578 5327 8912]
SMsplice 3SS: [ 683 2407 5161 8852 9660]
top_k =  1000
Partition function (log Z): 2.570345309472141

Sorted 5' Splice Sites (High to Low Probability):
Position 5327: 0.9775786212092099
Position 157: 0.9384840049817793
Position 830: 0.9183349315437761
Position 8912: 0.6037900585932371
Position 2064: 0.5031848603500596
Position 2578: 0.49173827369889633
Position 4817: 0.39538890348860656
Position 2591: 0.38594765101220885
Position 5637: 0.3144729809868098
Position 2857: 0.2795275020589668
Position 5980: 0.17926691614634752
Position 4741: 0.11954449091653487
Position 8752: 0.10229084975836068
Position 4170: 0.0842856908726893
Position 9452: 0.07934202719633465
Position 3057: 0.07773358433717371
Position 1933: 0.06917259863833822
Position 9076: 0.06181822696501234
Position 1610: 0.059608405700870934
Position 5885: 0.04642837156583522
Position 6104: 0.035632307345855416
Position 2136: 0.03329330249371708
Position 4974: 0.03154307757684286
Position 4955: 0.030986809997169903
Position 569: 0.027049607068924054
Position 3016: 0.026925869134692436
Position 5835: 0.021823040103057103
Position 124: 0.02117286791457168
Position 9165: 0.018800637302702525
Position 299: 0.01810314048254162
Position 2285: 0.016598787056097297
Position 8794: 0.01305072396682131
Position 5354: 0.010058433286142926
Position 3078: 0.007715819590089957
Position 3610: 0.007541294290968643
Position 8340: 0.00725275303579377
Position 5343: 0.006830663951236205
Position 2582: 0.0065022648223832386
Position 3350: 0.0062766345425797135
Position 2786: 0.005487213210664536
Position 4912: 0.0054827075185704425
Position 2072: 0.005453917242507038
Position 6866: 0.00504440990691774
Position 2036: 0.0045139654607895775
Position 105: 0.003899176273018319
Position 6097: 0.0038622761372125954
Position 620: 0.0037299931706689894
Position 4303: 0.0036794972453741263
Position 3214: 0.0030459455860011434
Position 838: 0.0026753669770899825
Position 13: 0.0026204911781696305
Position 5264: 0.002600987092237976
Position 3834: 0.0025842562591145814
Position 2289: 0.002417658456286755
Position 2908: 0.002411007488953519
Position 9340: 0.0021356398647916905
Position 2782: 0.0018933722032894696
Position 3521: 0.0016961801754044607
Position 9063: 0.0015173245979361119
Position 4991: 0.001371211795459351
Position 4144: 0.0012970295101801012
Position 4157: 0.0012480676516606534
Position 407: 0.0011280676418381063
Position 229: 0.0010755499420120281
Position 9219: 0.001049431008102183
Position 3599: 0.000972271295380685
Position 2238: 0.0007232543655417051
Position 5674: 0.0006871980310666699
Position 2445: 0.0006706065750880166
Position 459: 0.00063335157998682
Position 9465: 0.000606188704703497
Position 2242: 0.00043228077052423405
Position 3827: 0.00038307723320130723
Position 2495: 0.0003357220362346525
Position 2185: 0.00031983905313847245
Position 2598: 0.0003089314366645507
