Gene = APEH
index = 89
Annotated 5SS: [ 412  620 1308 1786 1965 2218 2514 2699 2816 3023 3632 4948 5643 6628
 7238 7804 7966 8435 8735 8944 9145]
Annotated 3SS: [ 486 1180 1691 1888 2053 2375 2606 2774 2900 3570 4849 5590 6538 7098
 7719 7884 8345 8543 8840 9037 9234]
SMsplice 5SS: [ 109  412  620 1308 1786 1981 2514 2699 2816 3023 4948 6628 7238 7804
 7966 8435 8735 8944 9145]
SMsplice 3SS: [ 209  486 1180 1691 1888 2375 2606 2774 2900 4849 6538 7123 7719 7884
 8345 8543 8840 9037 9255]
top_k =  1000
Partition function (log Z): 34.29082640548998

Sorted 5' Splice Sites (High to Low Probability):
Position 8944: 0.9866980150718339
Position 109: 0.9765632542986942
Position 7804: 0.9723365406604579
Position 1308: 0.9652158861069446
Position 4948: 0.9567575715763641
Position 7238: 0.950971633575232
Position 412: 0.9494549643740655
Position 3023: 0.9203581983804582
Position 2816: 0.9061136042625481
Position 2699: 0.8962297998668118
Position 1786: 0.8829641266303355
Position 8735: 0.8800589090987003
Position 9145: 0.8656906782087842
Position 8435: 0.8117030878647805
Position 7966: 0.7821041011287607
Position 3632: 0.6872396655341311
Position 620: 0.6323873743418388
Position 2514: 0.6016458611920557
Position 2218: 0.5979990143982904
Position 6628: 0.5752484906013839
Position 1981: 0.5688982364654208
Position 7633: 0.3993460106099174
Position 1965: 0.38754571319314435
Position 3846: 0.31033345168689774
Position 6638: 0.18092695392048086
Position 6990: 0.16902820483629816
Position 5667: 0.14350670410173774
Position 5643: 0.12120442168640783
Position 9183: 0.11935271266942328
Position 4216: 0.07831113689728143
Position 6317: 0.06806665095786024
Position 1806: 0.06650702211016203
Position 3907: 0.06572397186290813
Position 3818: 0.04379641017715993
Position 610: 0.04077188036447748
Position 6486: 0.039483855212462345
Position 588: 0.03384319566136786
Position 8559: 0.0322811474558486
Position 5518: 0.026313105544761184
Position 7618: 0.025013259898295757
Position 710: 0.022817724848339382
Position 626: 0.022788233694144077
Position 5682: 0.021727726266754465
Position 7970: 0.01984070779719721
Position 774: 0.019328674034566166
Position 8752: 0.019227037865764907
Position 3971: 0.019192613545774992
Position 8644: 0.01568929603946476
Position 4413: 0.015164170503583208
Position 3154: 0.014252838759949085
Position 622: 0.01282575974501419
Position 706: 0.011135054171456679
Position 2227: 0.010958267210787452
Position 7956: 0.010731537903073357
Position 667: 0.009213667662153627
Position 3651: 0.008118976233910264
Position 4535: 0.007401357517882844
Position 4424: 0.007223487838266002
Position 7233: 0.007119397341367499
Position 8027: 0.006920571992395168
Position 2161: 0.005270363418304274
Position 3374: 0.005250666129181522
Position 7568: 0.004834780801792962
Position 716: 0.004792947101776864
Position 7598: 0.004733297984213069
Position 3034: 0.004530028481041542
Position 3886: 0.0038314831717830757
Position 6689: 0.0037621584799161895
Position 1114: 0.0035252767207393826
Position 2775: 0.003502779408986989
Position 9404: 0.0031815378996221774
Position 3120: 0.0031322085169917034
Position 3291: 0.0028173503808032697
Position 4762: 0.0027041879485503284
Position 624: 0.002423376548406524
Position 8244: 0.0023195243026466646
Position 885: 0.002043907385727927
Position 7275: 0.0017925298468401192
Position 4750: 0.0017258891279817315
Position 2100: 0.0016910326787764748
Position 577: 0.0015950705277491609
Position 6634: 0.001564992653035687
Position 3054: 0.001554299556412368
Position 3877: 0.0015323419429388687
Position 1559: 0.0014773797794326287
Position 6994: 0.0014712298491872068
Position 654: 0.0014507498063551158
Position 682: 0.001260030412545747
Position 2334: 0.0012578847642452826
Position 7011: 0.001107750736257981
Position 8841: 0.0010923142349169666
Position 7788: 0.0010622719693479303
Position 8405: 0.0010295372012869342
Position 5507: 0.0009819832589987232
Position 2267: 0.0009648493351118343
Position 9175: 0.0009643149613734319
Position 850: 0.0009580979307479864
Position 1622: 0.0008456123390049883
Position 1410: 0.0008077118440219263
Position 2499: 0.000794626429392922
Position 3190: 0.000782414679946506
Position 2669: 0.0006632142694398976
Position 8420: 0.0006103908525688208
Position 407: 0.0006037653163749267
Position 3152: 0.0005057381269776704
Position 522: 0.000489768016491462
Position 1809: 0.0004683909720245083
Position 2224: 0.00045784212387471796
Position 5217: 0.0004472372585483914
Position 7198: 0.0004157075528743162
Position 3426: 0.000411013595860742
Position 3124: 0.000403881436630975
Position 8708: 0.00039627939702015057
Position 7779: 0.0003490452687284926
Position 760: 0.00033689582621122127
Position 3604: 0.00032423103773553043
Position 7472: 0.00030982049283876387
Position 250: 0.00030013942977420325
Position 1053: 0.00027647163942750566
Position 844: 0.00025976698999638753
Position 7299: 0.0002532746117214601
Position 9517: 0.00025321190707487337
Position 470: 0.0002463317783629973
Position 7228: 0.0002434746833086206
Position 8087: 0.0002242530419518774
Position 1264: 0.0002230808369277291
Position 487: 0.00020000527978987346
Position 3589: 0.00017790544365674593
Position 7992: 0.00017155290327080342
Position 2293: 0.00017078007783916867
Position 1813: 0.00016373767524771485
Position 3222: 0.00015910340977120353
Position 2007: 0.00015181325009542404
Position 2531: 0.0001432156781148769
Position 2977: 0.00013007409003859435
Position 7340: 0.00012062305980761737
Position 1289: 0.00011748068375244548
Position 2269: 0.00011605176337200663
Position 1571: 0.00011583702754198056
Position 745: 0.00011452091869312943
Position 1109: 9.077675897497933e-05
Position 8617: 8.815202573009434e-05
Position 1153: 8.652583608045795e-05
Position 2632: 8.417229035855585e-05
Position 2475: 8.103761080723715e-05
Position 2487: 8.075011113979483e-05
Position 2811: 7.693415535234703e-05
Position 3579: 7.598325568199944e-05
Position 8648: 7.57561989310629e-05
Position 8429: 7.488579586633784e-05
Position 9467: 5.4920178371938946e-05
Position 7584: 5.4510953367501526e-05
Position 1994: 5.256004493572969e-05
Position 946: 5.153131771759261e-05
Position 1312: 4.883947565070948e-05
Position 1444: 4.584738861751112e-05
Position 9038: 4.2690898044668095e-05
Position 7791: 4.16947236713076e-05
Position 7357: 4.038389323926212e-05
Position 3655: 3.691617869115689e-05
Position 1586: 3.394965886854701e-05
Position 1261: 3.3935234897098456e-05
Position 1266: 3.383502439060903e-05
Position 1240: 3.184694435851947e-05
Position 2359: 2.70419105139511e-05
Position 215: 2.5902327148474682e-05
Position 2287: 2.5482167450720866e-05
Position 2133: 2.3841973922108092e-05
Position 958: 2.2860103036435424e-05
Position 16: 2.0685016657273213e-05
Position 7817: 1.8814467341542567e-05
Position 3828: 1.8511627405153722e-05
Position 8898: 1.8382632250144747e-05
Position 1330: 1.624584700755948e-05
Position 1051: 1.499008665185688e-05
Position 3994: 1.485267494835905e-05
Position 1505: 1.4786534497583434e-05
Position 2813: 1.3902523580038353e-05
Position 1527: 1.3150300015765231e-05
Position 4093: 1.2694054475170469e-05
Position 1291: 1.2562837303710757e-05
Position 3074: 1.1387143598847158e-05
Position 2873: 1.1303512912253396e-05
Position 53: 1.1245601575026675e-05
Position 2707: 1.062115877985441e-05
Position 1790: 1.0266746181596227e-05
Position 156: 9.228462248298023e-06
Position 3610: 8.373708458777025e-06
Position 969: 7.96507036122789e-06
Position 3570: 7.92689987519558e-06
Position 2837: 6.88179885578164e-06
Position 1348: 5.735636991095273e-06
Position 3322: 5.46759281222822e-06
Position 3096: 5.0035066817243415e-06
Position 1889: 4.690405675924555e-06
Position 986: 4.4175127975889515e-06
Position 3051: 4.064887276656509e-06
Position 1927: 3.982231371072104e-06
Position 797: 3.7609426950496076e-06
Position 1383: 2.4345252033493124e-06
Position 2756: 1.1891731247957615e-06
Position 2651: 1.1215777224690973e-06
Position 1017: 1.107582887463608e-06
Position 856: 1.096076192856172e-06
Position 9140: 1.6645093370712307e-07
Position 3016: 1.6605918979968406e-07
Position 6548: 1.3802069283235173e-07
Position 430: 1.2954865846804732e-07
Position 226: 9.48342696031355e-08
Position 439: 6.751841309493627e-08
Position 472: 6.44240328279339e-08
Position 8057: 1.19631514396983e-08
Position 1952: 4.958081793263361e-09
Position 9281: 3.0157467346360125e-09
Position 9275: 2.5688573396740506e-09
Position 436: 2.4273212265830887e-09
Position 684: 1.1805059507412397e-09
Position 322: 7.754485298812649e-10
Position 474: 2.695608908131577e-10
Position 2454: 2.1531379239871628e-10
Position 9149: 8.131980142788387e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7719: 0.9858040406261102
Position 1180: 0.966257006779169
Position 8840: 0.9496417490862368
Position 1691: 0.9458176069064663
Position 2606: 0.9120442969857994
Position 9037: 0.8899029471534394
Position 1888: 0.8856692983824287
Position 2774: 0.8800039542513368
Position 2900: 0.8728126677598841
Position 486: 0.8014932298438414
Position 7884: 0.8004239612908979
Position 8543: 0.7878152091418102
Position 4849: 0.7270700403759358
Position 6538: 0.7163714490380738
Position 8345: 0.6999034256273263
Position 9255: 0.575304223695825
Position 7123: 0.5746377323781727
Position 3570: 0.5592811979496041
Position 2375: 0.5014887862181755
Position 3722: 0.4680183632201156
Position 7538: 0.4039141292747443
Position 7098: 0.3612476001470001
Position 209: 0.28458946274752944
Position 2110: 0.2822765282641264
Position 193: 0.279341458570384
Position 2053: 0.23885141096624368
Position 5590: 0.22133401141815012
Position 9234: 0.1967853212095202
Position 6865: 0.15547401808084557
Position 8648: 0.13321156309873466
Position 328: 0.13263681948419762
Position 4826: 0.1244165304745832
Position 286: 0.11862126941642334
Position 2400: 0.08591266111212659
Position 4794: 0.07756978667467318
Position 5381: 0.07551148198835728
Position 9094: 0.07015340737610332
Position 9272: 0.06983070370574174
Position 264: 0.06903629379029422
