Gene = AOAH
index = 87
Annotated 5SS: [   527  37850  50606  65383  86697  92512 101358 102838 103767 106251
 108168 130209 147974 175109 175936 184229 192262 192401 194130 202509]
Annotated 3SS: [ 37753  50538  65282  86636  92440 101296 102766 103717 106201 108072
 130116 147890 175071 175860 184055 192202 192340 194032 202431 211166]
SMsplice 5SS: [   206  21869  37850  65383  83926  86697 101358 102838 106251 126913
 130209 130624 130830 132981 147974 160251 175109 182944 192262 192401
 194130 202509 203612 207181]
SMsplice 3SS: [ 21743  37753  65282  83827  86636 101296 102766 106201 126664 130116
 130519 130696 132858 147890 160129 175071 182854 192202 192340 194032
 202431 203490 207096 211166]
top_k =  1000
Partition function (log Z): -94.23149938155895

Sorted 5' Splice Sites (High to Low Probability):
Position 206: 0.9026169005381952
Position 2509: 0.6909077868290181
Position 1233: 0.5111165309416175
Position 527: 0.4002807118514426
Position 639: 0.2768781472739073
Position 989: 0.15537524666092925
Position 2257: 0.11514826794102784
Position 202: 0.03667938304948606
Position 523: 0.02877958793190531
Position 1228: 0.02534927480286295
Position 1345: 0.02073486807423614
Position 1962: 0.012591590882570025
Position 198: 0.009868234129714085
Position 6014: 0.009222009292864512
Position 7925: 0.0074186917532252285
Position 10205: 0.006060291934471159
Position 1191: 0.0051405985562124265
Position 2985: 0.004742850074090461
Position 796: 0.004490341650258026
Position 993: 0.003130697739354127
Position 255: 0.002005341604864466
Position 7929: 0.0018514308855092326
Position 372: 0.0018280822839217546
Position 4032: 0.0015400199937661326
Position 627: 0.0014206249976317414
Position 7481: 0.0012462751321483355
Position 3692: 0.0010798004024020875
Position 3494: 0.0009008174732006409
Position 3525: 0.0008375496950724736
Position 2426: 0.0008021737054397727
Position 1305: 0.0005895545102624105
Position 8654: 0.0005171559792727807
Position 650: 0.0005029801926219571
Position 251: 0.0004912139339400049
Position 272: 0.0004676916428643934
Position 979: 0.00040320968984006216
Position 2212: 0.00036801759828265627
Position 259: 0.0003553192475898175
Position 1063: 0.0003361957248210605
Position 1544: 0.0003258002790359704
Position 943: 0.00028444898201632803
Position 35: 0.000220092831230774
Position 180: 0.00021576414541208183
Position 6123: 0.00021011475861164937
Position 2268: 0.00017742147083280057
Position 1039: 0.0001535751665682911
Position 385: 0.00015083937918741424
Position 2247: 0.00014552435736787822
Position 2242: 0.00012110967038275673
Position 162: 0.00011973953934682263
Position 1349: 0.00011677919258272799
Position 267: 0.00011549164566009091
Position 593: 0.00010741105327115446
Position 218: 0.00010482620428988089
Position 75: 9.418839184225737e-05
Position 3060: 6.513372600018442e-05
Position 290: 5.737444924867107e-05
Position 714: 3.7261237709957005e-05
Position 164: 2.5211054007514843e-05
Position 580: 1.727093645549883e-05
Position 8: 1.6273841723190302e-05
Position 427: 1.3016845520996258e-05
Position 967: 1.2138061172290008e-05
Position 351: 1.1781385657103208e-05
Position 276: 9.422832780524125e-06
Position 687: 8.586277379683093e-06
Position 220: 7.675930486356155e-06
Position 274: 7.399361656030532e-06
Position 558: 7.385392391124832e-06
Position 547: 7.020286472435926e-06
Position 3281: 6.2859355096858e-06
Position 97: 4.243950184089516e-06
Position 2528: 3.983009544294663e-06
Position 210: 3.442602022631583e-06
Position 1164: 3.002660298325148e-06
Position 212: 2.9089797486991124e-06
Position 1027: 2.667348183206324e-06
Position 166: 1.8876976091567664e-06
Position 1139: 1.7032473725800424e-06
Position 86: 1.453940823165303e-06
Position 2434: 1.447651402522089e-06
Position 674: 1.4273493160504735e-06
Position 2437: 1.1535476920545975e-06
Position 1173: 3.4308556103983106e-07
Position 253: 1.659692147156904e-07
Position 489: 6.78121032407998e-08
Position 78: 5.0511995426339037e-08
Position 521: 3.2664863112431766e-08
Position 278: 2.888129519181682e-08
Position 790: 2.4495204299298242e-08
Position 459: 1.9006895670020077e-08
Position 114: 3.511500241694923e-09
Position 280: 3.4954426755142033e-09
Position 405: 6.066881589163238e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2414: 0.7382450790356511
Position 459: 0.6061226501632312
Position 1101: 0.5161168813014266
Position 21743: 0.2535489149834322
Position 795: 0.14986257315339002
Position 6717: 0.139930618185779
Position 2242: 0.10533624349821555
Position 18864: 0.07738499557737402
Position 5929: 0.07593032518617007
Position 8507: 0.04347862262620226
Position 16984: 0.03257036671339735
Position 5770: 0.028485428439622314
Position 7836: 0.028381922676638464
Position 3540: 0.0283482333706106
Position 9024: 0.023096961753968543
Position 10463: 0.020960446924156204
Position 11714: 0.020318643385260383
Position 11903: 0.018715241646038994
Position 561: 0.01814565549851315
Position 2196: 0.01700921587950772
Position 7731: 0.015652321848050908
Position 6668: 0.014805690925686685
Position 6099: 0.012891208604699438
Position 329: 0.012657097066781699
Position 1063: 0.012123717653384576
Position 11681: 0.012057820897302953
Position 1259: 0.011558978686523856
Position 811: 0.011248087202160166
Position 1083: 0.01121457544490117
Position 8846: 0.011098828776088568
Position 286: 0.010475842259682771
Position 1103: 0.007640262589042557
Position 10325: 0.007080926973136781
Position 392: 0.006585780241973894
Position 10042: 0.006545062706016708
Position 622: 0.00589585783409174
Position 6470: 0.005847402873526085
Position 2601: 0.005762933332467557
Position 4997: 0.0056283279407065845
Position 3382: 0.005438516175139358
Position 1917: 0.005261569730049854
Position 3687: 0.005080691283428339
Position 475: 0.004754496047944074
Position 6994: 0.004610703342037795
Position 10697: 0.004337405853553199
Position 5640: 0.003962168521048026
Position 1779: 0.003944547916801852
Position 5072: 0.0037958330733869547
Position 351: 0.0037813270200753707
Position 2976: 0.0036516000232961862
Position 2882: 0.0035474616558436936
Position 1858: 0.0035071341594373564
Position 5591: 0.003071288949007145
Position 10161: 0.0030206696398530205
Position 5701: 0.0028652554227491522
Position 2814: 0.0024903231046925454
Position 1782: 0.002238527692502455
Position 5441: 0.0019822220562904025
Position 3942: 0.0018964075610517024
Position 5854: 0.0018508793617188328
Position 3720: 0.001849903035934883
Position 335: 0.0018228086858765
Position 9835: 0.0018138091600069317
Position 7361: 0.0018081539937726604
Position 4790: 0.0017962334218887073
Position 1110: 0.0017004012497035348
Position 4111: 0.0016271321092719603
Position 7348: 0.001587994352228364
Position 290: 0.001515402321149376
Position 1617: 0.0015000731828750825
Position 3801: 0.001343097757290465
Position 7683: 0.0011743746262503061
Position 8618: 0.0011326104886493459
Position 3684: 0.0011100587644321085
Position 5884: 0.0010185915584569503
Position 1224: 0.0009778537169662115
Position 2168: 0.000857542983129937
Position 6198: 0.0008353185067865696
Position 8044: 0.0007513719118828062
Position 7593: 0.0007486539889491629
Position 7334: 0.0007346843398597813
Position 341: 0.0007316703159412656
Position 1872: 0.0007245579371300965
Position 3892: 0.0006826062461784594
Position 3420: 0.0006277733012367703
Position 405: 0.000589549260595146
Position 4810: 0.0005755527464236187
Position 2606: 0.0005326153617701628
Position 1945: 0.0004665937676567117
Position 2678: 0.00044744139406206556
Position 5555: 0.00044235908861472073
Position 4078: 0.00042993867840698954
Position 1010: 0.00039712343217641866
Position 1474: 0.0003772659735948755
Position 4916: 0.00035547326764965974
Position 638: 0.00034384827124404936
Position 4615: 0.0003110135066703857
Position 667: 0.0003077539550764436
Position 4448: 0.0002939871577853815
Position 1288: 0.00028913928594440097
Position 875: 0.0002839571348814259
Position 4071: 0.0002786125890074018
Position 1188: 0.0002700413072557486
Position 5151: 0.00026956991107100954
Position 2584: 0.0002653759163238159
Position 526: 0.0002574445331749333
Position 2856: 0.0002385101181338431
Position 2778: 0.0002140031923244241
Position 1129: 0.00021159460115175233
Position 3659: 0.00020937024427000492
Position 1173: 0.00019849958842394592
Position 114: 0.00019416119703270063
Position 1583: 0.0001940645311921332
Position 2713: 0.00018952614818810057
Position 2246: 0.00018033359246741974
Position 367: 0.00017595864050045715
Position 288: 0.00017391255367391704
Position 1387: 0.0001737153040691864
Position 4639: 0.00015226737571814516
Position 2006: 0.00014138677474091478
Position 1759: 0.00014064106693245003
Position 2914: 0.00013922066208236255
Position 3656: 0.00013365717083300022
Position 3339: 0.00012909986542971555
Position 3378: 0.00012595212779964538
Position 1414: 0.00011972081195883811
Position 1067: 0.0001120933208285359
Position 1460: 0.00010792807482129346
Position 1190: 0.00010110011954417261
Position 294: 9.446056876322921e-05
Position 1301: 8.993204368156191e-05
Position 1923: 8.82914928599603e-05
Position 3050: 8.072890170525906e-05
Position 3110: 7.946572108161002e-05
Position 2660: 7.658727363871316e-05
Position 989: 7.041363254734804e-05
Position 631: 6.849596037592351e-05
Position 1367: 5.5601796721672135e-05
Position 580: 4.721850166997726e-05
Position 303: 4.570879200604991e-05
Position 1784: 4.370982940306155e-05
Position 1560: 4.2492056507262864e-05
Position 733: 4.1977251277404837e-05
Position 821: 3.367690307744675e-05
Position 399: 3.2128302193681375e-05
Position 1543: 3.210350949639123e-05
Position 1715: 3.0135612774463416e-05
Position 494: 2.839340090497316e-05
Position 358: 2.4747366129290872e-05
Position 489: 2.213000683789027e-05
Position 938: 1.741680256431755e-05
Position 178: 1.7288361674959256e-05
Position 725: 1.1539298211918396e-05
Position 1219: 9.390994417396858e-06
Position 129: 6.060999096729698e-06
Position 669: 4.5050470384826045e-06
Position 690: 4.233054949592667e-06
Position 643: 2.265323991663143e-06
Position 126: 2.043227348727068e-06
Position 298: 1.8577006015989802e-06
Position 3130: 1.327485797954634e-06
Position 300: 1.2793796081125911e-06
Position 312: 1.1730882876808686e-06
Position 310: 1.0913655706398801e-06
Position 500: 1.019185027505409e-06
Position 2417: 7.589565040041818e-07
Position 3163: 7.127829958250607e-07
Position 144: 6.034778824756724e-07
Position 306: 4.870189004698697e-07
Position 251: 4.6016031218696657e-07
Position 155: 4.136734461645087e-07
Position 650: 2.521197751411717e-07
Position 265: 1.593421472763463e-07
Position 308: 1.4289797426255094e-07
Position 1310: 7.15880834483789e-08
Position 1221: 5.4630220472696197e-08
Position 263: 2.9430797180777096e-08
Position 1327: 2.3466452109597165e-08
Position 1489: 3.8325797994053195e-09
Position 189: 3.0025859891753917e-09
Position 685: 1.2838914165458841e-09
Position 679: 4.862998736266445e-10
Position 191: 1.4705886138942468e-10
Position 75: 1.1577120005640325e-10
Position 195: 2.7983443942659666e-11
Position 210: 1.125534551548179e-14
